cat,pnps,bin_median,toxin_median,depth
IN-919:ERR599110,226,0.0680552424553699,0.4866926972783552,DCM
IN-924:ERR598970,347,0.05773200268655035,0.0,SRF
IN-924:ERR598972,619,0.0554627721162123,0.0049167379629128,DCM
IN-924:ERR598979,268,0.0587527207686422,0.0146059554729204,SRF
IN-924:ERR598990,443,0.060267681342458454,0.0705219839436425,DCM
IN-924:ERR599023,1738,0.0724470786880396,0.0987579208703474,DCM
IN-924:ERR599025,598,0.0544900073423925,0.0023385171044076,DCM
IN-924:ERR599026,1877,0.0896318007862403,0.1109297579561063,DCM
IN-924:ERR599028,1617,0.0837319406340948,0.1187635053880847,DCM
IN-924:ERR599057,1758,0.08601214441434779,0.10659156434071984,SRF
IN-924:ERR599082,1855,0.090681596873265,0.12387540248646865,DCM
IN-924:ERR599088,312,0.0521810118921345,0.0039573101610085,SRF
IN-924:ERR599102,1602,0.0819061085386875,0.1205707650918477,SRF
IN-924:ERR599110,1730,0.08465209331092499,0.1010379564628989,DCM
IN-924:ERR599146,1645,0.0731672606738223,0.1082049305428193,SRF
IN-924:ERR599150,1893,0.0842080110462919,0.1150940474601834,SRF
IN-924:ERR599158,191,0.0516930056188688,0.2313968209402315,SRF
IN-928:ERR599112,1985,0.05690932427949945,0.0847154247662443,MES
IN-929:ERR599028,1498,0.04865400868651735,0.043583559848151446,DCM
IN-929:ERR599143,541,0.0281803314889825,0.0838701904471065,SRF
cat,pnps,bin_median,toxin_median,depth
NAT-100:ERR598944,933,0.1215784788709115,0.19060035809835355,MES
NAT-100:ERR598964,1585,0.14593577344370615,0.1920016344195123,MES
NAT-100:ERR598985,798,0.11313859287519755,0.1390032816893149,MES
NAT-100:ERR599047,512,0.0955882300854965,0.0435243822880998,MES
NAT-100:ERR599166,2005,0.1589706275185491,0.1568289940536528,MES
NAT-101:ERR598944,1247,0.0964492597313627,0.1874239035889075,MES
NAT-101:ERR598964,1595,0.1061557797438464,0.1370309601473793,MES
NAT-101:ERR598985,1966,0.1255350890422894,0.1320634168937418,MES
NAT-101:ERR599047,871,0.09042680506374765,0.0752712341251102,MES
NAT-101:ERR599166,1954,0.1416127184878184,0.1573421213690949,MES
NAT-108:ERR598955,1016,0.1541990677341978,0.1760337933292482,SRF
NAT-108:ERR599029,444,0.0515414327250798,0.0335256514254878,SRF
NAT-109:ERR598955,611,0.09251682668920905,0.1749996374341899,SRF
NAT-10:ERR598996,1360,0.0530229785844377,0.121404244170814,DCM
NAT-113:ERR598944,124,0.0544279768085367,0.14055809763892269,MES
NAT-116:ERR599166,167,0.0977310009906123,0.0379934544523343,MES
NAT-11:ERR598996,778,0.07612526713826656,0.2666181623329347,DCM
NAT-12:ERR598955,538,0.0718868459586717,0.1034150238769793,SRF
NAT-12:ERR598963,979,0.07909859877898659,0.1549754025122374,SRF
NAT-12:ERR598968,847,0.07205967281435335,0.1812319600669294,SRF
NAT-12:ERR598996,560,0.0592415914644771,0.0648650727327791,DCM
NAT-12:ERR599029,1088,0.0863950266577613,0.1239955160287654,SRF
NAT-12:ERR599100,1066,0.0826407738627095,0.1216943514026722,DCM
NAT-12:ERR599123,929,0.07394727509213644,0.1186622287256995,SRF
NAT-12:ERR599136,1051,0.08058111291499134,0.1424811190873426,SRF
NAT-12:ERR599170,471,0.06166736045791665,0.0207036554533767,SRF
NAT-137:ERR598958,1215,0.09840800506086736,0.1343414046976117,MES
NAT-139:ERR598963,142,0.0499572603010909,0.0461425775281943,SRF
NAT-139:ERR598983,167,0.05504873779252545,0.0490595361180108,SRF
NAT-139:ERR599078,342,0.0598929677222331,0.0445268407161751,SRF
NAT-139:ERR599123,163,0.05109712228360265,0.0406719078378238,SRF
NAT-13:ERR598963,1014,0.0782623755668274,0.4274221273310036,SRF
NAT-13:ERR598968,1010,0.0735440402698242,0.2456067282118305,SRF
NAT-143:ERR598986,703,0.0769494170413653,0.16399126495260555,DCM
NAT-143:ERR599095,1015,0.07857711480356874,0.1294479389619679,DCM
NAT-146:ERR598955,715,0.0734862180322368,0.0,SRF
NAT-146:ERR599029,106,0.0785724598761337,0.0736359502219025,SRF
NAT-146:ERR599123,112,0.0632389435351367,0.0986106185210622,SRF
NAT-14:ERR598968,416,0.1053482444349722,0.0,SRF
NAT-154:ERR598976,1377,0.05178330103907885,0.0,SRF
NAT-15:ERR598964,108,0.0643419259810431,0.0835055692874434,MES
NAT-15:ERR598985,2764,0.07866731231846655,0.10530972108425884,MES
NAT-15:ERR599166,298,0.07028752165633606,0.0624100675916939,MES
NAT-161:ERR598983,136,0.0482819154259132,0.0085031949911794,SRF
NAT-161:ERR599078,403,0.06593496643000096,0.0,SRF
NAT-167:ERR598964,124,0.061373322691586046,0.08868707847359865,MES
NAT-167:SRR3960580,3713,0.2289074047059534,0.2561969139789362,deep
NAT-171:ERR598983,978,0.0732891645737092,0.0301305630197763,SRF
NAT-171:ERR599078,1074,0.07440596392172445,0.12748311697169565,SRF
NAT-175:ERR598955,428,0.0930832472425151,0.0,SRF
NAT-175:ERR598976,1489,0.1102664796110103,0.0270592020425592,SRF
NAT-175:ERR598986,1086,0.0934386576917497,0.0463246132095337,DCM
NAT-175:ERR598996,1447,0.1034217726193438,0.0355189893190601,DCM
NAT-175:ERR599170,1525,0.1069793893190979,0.0354827270244501,SRF
NAT-176:ERR599136,397,0.043347463462595,0.09405124336830605,SRF
NAT-185:ERR599095,120,0.1082791098297702,0.0,DCM
NAT-188:ERR598944,452,0.0804098630941832,0.3177040051876637,MES
NAT-188:ERR598958,957,0.0775011651573139,0.1320628715310785,MES
NAT-188:ERR598964,897,0.0713908754265552,0.1110311522403674,MES
NAT-188:ERR598985,140,0.0623279801190575,0.3095582406191816,MES
NAT-188:ERR599047,508,0.0642145931082018,0.0919803173748703,MES
NAT-198:ERR598968,1311,0.08664358744953045,0.0376445819367853,SRF
NAT-198:ERR599100,870,0.0792770934067479,0.2742387325984504,DCM
NAT-198:ERR599123,525,0.07025185546093746,0.0395939788343772,SRF
NAT-1:ERR598964,185,0.16302287256614828,0.7444504138377394,MES
NAT-1:ERR599047,155,0.17507861708163674,0.6939412445712863,MES
NAT-200:ERR598950,266,0.0577898788701695,0.1598841855278346,DCM
NAT-200:ERR598955,464,0.0644344356334346,0.1023729547091268,SRF
NAT-200:ERR598976,744,0.0645825593032645,0.1616343202097482,SRF
NAT-200:ERR598983,985,0.07138116333443355,0.1252685607247194,SRF
NAT-200:ERR598986,899,0.07064594468619685,0.1847102009126322,DCM
NAT-200:ERR598996,217,0.06239586067360235,0.2743289021397644,DCM
NAT-200:ERR599078,1078,0.08050792431474205,0.10642735513019455,SRF
NAT-200:ERR599095,1003,0.0726218339459331,0.1749862686200242,DCM
NAT-200:ERR599170,447,0.06358372937925574,0.1429986651470212,SRF
NAT-201:ERR598944,169,0.07058310607626325,0.0802997147233535,MES
NAT-201:ERR598958,361,0.06580194980526236,0.0770102987717751,MES
NAT-201:ERR598985,1236,0.1015599402844048,0.1618256940353394,MES
NAT-201:ERR599047,184,0.0718239801326438,0.2095933026201432,MES
NAT-201:ERR599100,255,0.0618623125855906,0.09122877902603799,DCM
NAT-201:ERR599166,1213,0.09946361760275921,0.11768278831991,MES
NAT-203:ERR598968,1123,0.0709347190413299,0.0852653884002545,SRF
NAT-206:ERR598944,1328,0.0777992236515622,0.2315463817479888,MES
NAT-206:ERR598964,1561,0.08549399969821056,0.2511167906476261,MES
NAT-206:ERR599166,1479,0.10115146487775395,0.4715566849696213,MES
NAT-209:ERR598944,1106,0.05263057997830435,0.06896062621821761,MES
NAT-209:ERR598964,419,0.0676638359516558,0.11407531342826654,MES
NAT-209:ERR598985,263,0.0591519517205661,0.19862254169621,MES
NAT-209:ERR599047,188,0.0563015232996318,0.16798134349475,MES
NAT-209:ERR599166,257,0.0598757257658123,0.1029726996401686,MES
NAT-209:SRR3960575,110,0.1122017926735633,0.06727567608924499,deep
NAT-210:ERR598964,228,0.0580577299396809,0.0504027509384337,MES
NAT-210:ERR598985,194,0.0426372599989153,0.0310321241435155,MES
NAT-210:ERR599047,258,0.0507829650574657,0.0552389005801946,MES
NAT-210:ERR599166,300,0.0455531914845779,0.0175188133046894,MES
NAT-217:ERR599100,1003,0.0829585911341841,0.0754959027097501,DCM
NAT-224:ERR599095,1342,0.10054225013951075,0.19385222118163734,DCM
NAT-225:ERR598983,2554,0.1021110310957516,0.1352197162845434,SRF
NAT-231:ERR598955,911,0.0890040584131665,0.0987254617297474,SRF
NAT-232:ERR598963,671,0.0819856706756873,0.2051985213510837,SRF
NAT-232:ERR598968,994,0.0910154062265971,0.1614245446414891,SRF
NAT-237:ERR599095,621,0.12279248204928014,0.0101628526458376,DCM
NAT-242:ERR598963,2160,0.12586545531171,0.40479694172172337,SRF
NAT-242:ERR598968,2241,0.12801058807475085,0.0201860711155501,SRF
NAT-242:ERR598986,664,0.0648085110904417,0.1359153675443166,DCM
NAT-242:ERR599123,2186,0.1242726001985811,0.516630886786516,SRF
NAT-248:ERR599078,1443,0.11678340001632415,0.1172131139932691,SRF
NAT-249:ERR598983,260,0.0433908753304304,0.2542736453081746,SRF
NAT-252:ERR598968,575,0.07338002014768974,0.0059160036307246,SRF
NAT-252:ERR598986,1138,0.1133001778139848,0.0824312551828166,DCM
NAT-252:ERR598996,1155,0.10733152095025256,0.0837636048455228,DCM
NAT-252:ERR599095,1272,0.11067913293318,0.0917467881531029,DCM
NAT-252:ERR599123,1151,0.09188087525152211,0.1540355394533206,SRF
NAT-252:ERR599170,1032,0.1027548152589684,0.1314509676373233,SRF
NAT-253:SRR3960575,114,0.1448846919998947,0.3242886520983751,deep
NAT-253:SRR3960580,521,0.195187853525913,0.1982576143936849,deep
NAT-255:ERR598958,1491,0.06460592757919281,0.0646198745829494,MES
NAT-255:ERR598963,1439,0.06884095475629155,0.0801310411042728,SRF
NAT-255:ERR598968,1388,0.0608898152707441,0.0973625814311581,SRF
NAT-255:ERR598986,1677,0.0839546033772923,0.119225406176732,DCM
NAT-255:ERR598996,671,0.0707765398071116,0.11182999355949895,DCM
NAT-255:ERR599078,173,0.056181005849312904,0.0456097714158625,SRF
NAT-255:ERR599095,1798,0.087764433651844,0.0847982787287883,DCM
NAT-255:ERR599170,1282,0.0794609932320125,0.0660374133190855,SRF
NAT-259:ERR598955,427,0.0913654452546891,0.06823252095870125,SRF
NAT-259:ERR598976,962,0.09214340877682681,0.0738397277644639,SRF
NAT-259:ERR598986,304,0.0731421136672784,0.1367245399725221,DCM
NAT-259:ERR599095,344,0.08261931367899189,0.05331149638850945,DCM
NAT-269:ERR598955,770,0.0650894554928289,0.1639175805307372,SRF
NAT-269:ERR598976,1103,0.0761166922486488,0.1195485187179729,SRF
NAT-271:ERR598968,1019,0.0744006298268922,0.0385084798718987,SRF
NAT-271:ERR599029,940,0.0747854015439568,0.008139621112377,SRF
NAT-271:ERR599123,1035,0.074926106785823,0.0283218835324102,SRF
NAT-272:ERR598950,845,0.079475215514237,0.1408208054546192,DCM
NAT-272:ERR598958,916,0.0800856016341655,0.1123131596402404,MES
NAT-272:ERR598963,1029,0.0842490282458744,0.12597273905121895,SRF
NAT-272:ERR598968,1039,0.084444373674174,0.11946598231570615,SRF
NAT-272:ERR598985,148,0.057612333138193,0.062853682757284,MES
NAT-272:ERR598996,1011,0.0832268313898654,0.14852965296976578,DCM
NAT-272:ERR599078,182,0.0672293404169096,0.1016580535516087,SRF
NAT-272:ERR599095,1097,0.0950043822594268,0.1195144651448501,DCM
NAT-272:ERR599100,181,0.0496007078897227,0.0,DCM
NAT-272:ERR599123,1025,0.0842154182808276,0.10632149689467241,SRF
NAT-272:ERR599136,176,0.0459686431150994,0.0,SRF
NAT-272:ERR599166,351,0.06255264785508355,0.1154097359853079,MES
NAT-272:ERR599170,1024,0.08477337121376094,0.12384900017325985,SRF
NAT-276:ERR598985,2786,0.0700757932466464,0.14333262212037107,MES
NAT-276:ERR599029,483,0.037781299404856195,0.095534469349177,SRF
NAT-278:ERR598958,1281,0.0756607757540338,0.0905238824270606,MES
NAT-278:ERR598986,1025,0.0809531959447889,0.0836048371786188,DCM
NAT-280:ERR598968,515,0.0838851153776462,0.02828554122234085,SRF
NAT-280:ERR599123,421,0.0842145761985416,0.0,SRF
NAT-282:ERR598944,1365,0.02547827280950395,0.0055379064928028,MES
NAT-282:ERR598958,941,0.0192591847869241,0.07408307878513476,MES
NAT-282:ERR598964,2296,0.03564865389060565,0.03046112596358725,MES
NAT-282:ERR598985,2448,0.0385499859521552,0.0431535487972958,MES
NAT-282:ERR599047,1946,0.03296845529632825,0.02519406567543435,MES
NAT-282:ERR599100,1609,0.029435762998974,0.03325073282274585,DCM
NAT-282:ERR599166,2425,0.038172921264887,0.037209993685798345,MES
NAT-284:ERR598976,112,0.0731274904553371,0.0160988306566724,SRF
NAT-284:ERR598986,1750,0.0832919808447676,0.09422094904288285,DCM
NAT-284:ERR598996,108,0.0708697867039799,0.0183455239999232,DCM
NAT-284:ERR599078,2127,0.07870162071362119,0.1075279076786036,SRF
NAT-284:ERR599095,1153,0.07291308954670475,0.1339896089690996,DCM
NAT-284:ERR599170,289,0.0637344216185294,0.10379249308442665,SRF
NAT-288:ERR599123,734,0.0838158572090679,0.1234164377528187,SRF
NAT-28:ERR598955,255,0.07716904862852156,0.0831796827250704,SRF
NAT-28:ERR599095,374,0.1073584415940833,0.1184256297382009,DCM
NAT-30:ERR598944,228,0.0791352848379382,0.1218370958884421,MES
NAT-34:ERR598983,1396,0.08084079870332975,0.1143738368006178,SRF
NAT-34:ERR599078,904,0.0751354872349241,0.0870124286892678,SRF
NAT-34:ERR599095,889,0.082843353253971,0.03500233569735005,DCM
NAT-39:ERR598955,2335,0.1029383178063924,0.19269779723781577,SRF
NAT-39:ERR598963,1478,0.09494877786065414,0.13039509075105554,SRF
NAT-39:ERR598976,411,0.08103416433216931,2.282926608996695,SRF
NAT-39:ERR598983,2440,0.08971822789521915,0.14640156918553646,SRF
NAT-39:ERR598986,2370,0.0958656352111415,0.1094531889455133,DCM
NAT-39:ERR598996,1617,0.0962518489237739,0.07957528924883614,DCM
NAT-39:ERR599078,1349,0.0677585933760822,0.060824679313043646,SRF
NAT-39:ERR599095,758,0.0919863745343565,0.5613302536679944,DCM
NAT-39:ERR599170,2160,0.1006216426291613,0.133378426678414,SRF
NAT-3:SRR3960575,437,0.0845468750611931,0.04643648518212315,deep
NAT-3:SRR3960580,2707,0.1028324467663899,0.11358014540746164,deep
NAT-40:ERR598963,1000,0.0556334749745003,0.0598371604525482,SRF
NAT-40:ERR599029,353,0.04243503389921925,0.1584263761943937,SRF
NAT-40:ERR599095,1187,0.08381760054451876,0.0033758678076584,DCM
NAT-40:ERR599123,627,0.0493014929315558,0.0377289788009689,SRF
NAT-41:ERR598955,148,0.0700801398331966,0.0032895124752799,SRF
NAT-41:ERR598976,1336,0.09200395017027466,0.0944292618736019,SRF
NAT-41:ERR598986,473,0.08381564504784085,0.0434770140811075,DCM
NAT-41:ERR598996,1259,0.0927206168720877,0.0708025926881449,DCM
NAT-41:ERR599095,659,0.08996059781569496,0.0502502814321243,DCM
NAT-41:ERR599170,935,0.0861342482237746,0.0350588132619286,SRF
NAT-422:ERR598944,469,0.12425600298763964,0.1144348048425641,MES
NAT-422:ERR598964,908,0.1287520418931027,0.0,MES
NAT-422:ERR598985,1218,0.13407924792991466,0.31007883148026416,MES
NAT-422:ERR599166,772,0.1371554223450818,0.3840357479006777,MES
NAT-430:ERR599029,629,0.0659500833475476,0.0354534767160034,SRF
NAT-430:ERR599100,858,0.0617663216623124,0.0752273146426823,DCM
NAT-430:ERR599136,873,0.0604615209675885,0.0799052630569201,SRF
NAT-43:ERR598955,609,0.1145966162217433,0.1969436074042198,SRF
NAT-453:ERR598968,1051,0.0608935776567306,0.0,SRF
NAT-453:ERR599123,534,0.0559028823710958,0.1245941182665107,SRF
NAT-45:ERR599123,282,0.1641099392559887,0.2384878553198959,SRF
NAT-46:ERR598985,500,0.0776288779244232,0.1797796590275976,MES
NAT-510:ERR598983,644,0.0783206110723201,0.0081993894185396,SRF
NAT-52:ERR598976,1621,0.09914638520060826,0.0400236471018725,SRF
NAT-52:ERR598986,1614,0.0987293117408995,0.0471157728677445,DCM
NAT-52:ERR599078,1086,0.0826070199341326,0.0861175115816357,SRF
NAT-52:ERR599095,1303,0.082216208468675,0.0063659562892089,DCM
NAT-535:ERR599078,182,0.1538747130810475,0.135511019207142,SRF
NAT-54:ERR598958,1018,0.0757665966394074,0.0902573876555757,MES
NAT-575:ERR599166,1831,0.1021122084103023,0.1650918754445921,MES
NAT-575:SRR3960575,1584,0.11007309038010375,0.08506949227378285,deep
NAT-575:SRR3960577,1276,0.0970806639487481,0.0959627288175585,deep
NAT-60:ERR598944,2173,0.0605397061037955,0.0568020236939715,MES
NAT-60:ERR598958,1918,0.0508979264509653,0.0675558826092148,MES
NAT-60:ERR598964,2262,0.060284605874731154,0.05594109902680835,MES
NAT-60:ERR598985,2163,0.0588744828767781,0.0531591886687275,MES
NAT-60:ERR599047,2144,0.05710288052795725,0.050393595626893356,MES
NAT-60:ERR599100,1843,0.0545824101917811,0.0730075542271795,DCM
NAT-60:ERR599166,2239,0.0596883971676973,0.056005523894656656,MES
NAT-60:SRR3960575,2221,0.18891485094116264,0.1269383942165877,deep
NAT-60:SRR3960578,1139,0.1657185143998302,0.1944656058650846,deep
NAT-60:SRR3960580,2068,0.1751301575787464,0.101211890994942,deep
NAT-64:ERR598958,355,0.0552663395269963,0.0388628315719054,MES
NAT-64:ERR598964,134,0.0345979944391969,0.0073100457353814,MES
NAT-64:ERR598985,733,0.0911899126239632,0.4627261392524123,MES
NAT-66:ERR598968,2544,0.1114508577483254,0.1765255895624111,SRF
NAT-66:ERR599123,991,0.08782803948090595,0.0596104912789826,SRF
NAT-686:ERR598983,996,0.0954449987444482,0.2245371293379587,SRF
NAT-68:ERR598955,1442,0.053166883058086756,0.10630768384758754,SRF
NAT-68:ERR599100,789,0.053253133183630647,0.092562060924847,DCM
NAT-71:ERR598963,961,0.06515045339401696,0.1612828162804474,SRF
NAT-71:ERR598968,1234,0.0666534920175051,0.1436985320443957,SRF
NAT-71:ERR598996,1460,0.0719270639760794,0.1818523319004571,DCM
NAT-71:ERR599100,191,0.05829944786750785,0.1691421362489475,DCM
NAT-71:ERR599123,1952,0.0774806436286234,0.0917468638087308,SRF
NAT-71:ERR599136,183,0.0562808565162429,0.1724738675958175,SRF
NAT-72:ERR598968,1055,0.0889020278449601,0.03671150860783495,SRF
NAT-72:ERR599100,1032,0.096579728705051,0.1012995036579581,DCM
NAT-72:ERR599123,1545,0.09157561479809576,0.053982562877951,SRF
NAT-72:ERR599136,1442,0.0960182433840829,0.0357754090583858,SRF
NAT-74:ERR598968,990,0.077150034979865,0.0750160588641876,SRF
NAT-75:ERR598985,1226,0.04976049771644545,0.07829847409453944,MES
NAT-81:ERR598964,2318,0.1457833417529696,0.3395150033199425,MES
NAT-81:ERR599047,1657,0.13872134315786344,0.1260141281178131,MES
NAT-90:ERR598963,426,0.0623566494806124,0.2558380870423504,SRF
NAT-90:ERR598976,483,0.0646863064896142,0.1779548536408956,SRF
NAT-90:ERR598983,513,0.0675872837729945,0.33561118582642924,SRF
NAT-90:ERR598986,258,0.0581028962762331,0.1201133049667763,DCM
NAT-90:ERR598996,331,0.064766585994225,0.1570481035779422,DCM
NAT-90:ERR599078,1162,0.0921370314597981,0.2696328149427591,SRF
NAT-90:ERR599095,556,0.06247836495760195,0.24102014229132385,DCM
NAT-90:ERR599170,377,0.0636733671567475,0.1467926762836537,SRF
NAT-91:ERR598944,1788,0.0718061719444963,0.0461978633735477,MES
NAT-91:ERR598964,1724,0.06648356550563639,0.14474199872589188,MES
NAT-91:ERR598985,1075,0.0473641781077573,0.08249908412674989,MES
NAT-91:ERR599047,189,0.0399776628739221,0.04492038337095225,MES
NAT-91:ERR599166,391,0.04465677157652975,0.1025579612262381,MES
NAT-91:SRR3960575,283,0.10378260880920735,0.3271435810766758,deep
NAT-91:SRR3960580,233,0.1077726704574218,0.24525008920049415,deep
NAT-92:ERR598964,214,0.04677798863994135,0.06752479426039265,MES
NAT-92:ERR598985,542,0.04317666386756805,0.0428437080541611,MES
NAT-92:ERR599166,267,0.032494768815453254,0.0368905801363854,MES
NAT-96:ERR598963,876,0.0431834760112304,0.0497666406899065,SRF
NAT-96:ERR598968,594,0.0382527702720859,0.1885531939095525,SRF
NAT-96:ERR598996,1071,0.0433724754367501,0.02169919369850595,DCM
NAT-96:ERR599123,964,0.0465531011370395,0.1778892888910296,SRF
NAT-9:ERR598944,133,0.08436837086917726,0.1129132654272162,MES
NAT-9:ERR598964,198,0.0733074496489704,0.1019104388177943,MES
NAT-9:ERR599047,137,0.07968230404818966,0.0490846873052739,MES
NAT-9:ERR599166,188,0.0853381824929217,0.0957134028912685,MES
cat,pnps,bin_median,toxin_median,depth
NP-101:ERR599030,917,0.0967781744184461,0.0466902618925016,SRF
NP-1044:ERR599115,411,0.1694149251697671,0.0,MES
NP-104:ERR598989,620,0.0846827012289259,0.7693697218062542,SRF
NP-104:ERR599030,614,0.08630938097115105,0.1215407179112849,SRF
NP-104:ERR599142,130,0.0446037715670544,0.0012721397309791,SRF
NP-1051:ERR598987,885,0.1763899422808281,0.1927437058137715,DCM
NP-1051:ERR599004,812,0.1720057189639986,0.3048521715643124,MES
NP-1051:ERR599015,840,0.1708772388932875,0.2118683734703835,MES
NP-1051:ERR599051,799,0.16720100898874624,0.2251379284158957,MES
NP-1051:ERR599060,809,0.16517096163780703,0.243434066080858,MES
NP-1051:ERR599070,890,0.17349954163446957,0.318896542908356,DCM
NP-1051:ERR599076,846,0.1730966174633333,0.3046199053397264,MES
NP-1051:ERR599099,886,0.173726894734903,0.22516463358132469,DCM
NP-1051:ERR599127,838,0.1755571517069351,0.204757893731711,MES
NP-1051:ERR599147,888,0.1727970366775178,0.1765996475804311,DCM
NP-1051:ERR599152,834,0.1692788768677278,0.1637002622639292,MES
NP-1051:ERR599175,797,0.1725391466369595,0.1471199845280077,MES
NP-1052:ERR599052,1179,0.14634927227229724,0.0882620003138807,SRF
NP-105:ERR598980,584,0.1410863464186194,0.0444420628568845,MES
NP-105:ERR599115,815,0.1844652497734503,0.07932557641611165,MES
NP-1070:ERR598971,857,0.1077324953755641,0.0759367807010872,MES
NP-1070:ERR598980,889,0.1103465055849559,0.1425340647950109,MES
NP-1070:ERR599115,1197,0.1267217350177059,0.12847975875302464,MES
NP-110:ERR599147,385,0.1836297374398947,0.0735483870967743,DCM
NP-112:ERR598980,656,0.1101369419026072,0.1292166574028923,MES
NP-112:ERR599015,196,0.1133201288266056,0.0398719449213779,MES
NP-112:ERR599076,186,0.1039996103287248,0.0734987432915098,MES
NP-112:ERR599115,678,0.11283976431076964,0.07529111499894725,MES
NP-112:ERR599127,181,0.110892509741337,0.0594732618160881,MES
NP-112:ERR599152,178,0.1044824547698151,0.0341685425054078,MES
NP-122:ERR598971,2093,0.12248684543197655,0.4331539176347075,MES
NP-122:ERR598980,2039,0.1213768935841129,0.3404184163860421,MES
NP-122:ERR598987,1628,0.1347379594252459,0.5781605949182217,DCM
NP-122:ERR599004,1554,0.1313255651570188,0.29437973559061814,MES
NP-122:ERR599015,1867,0.1309853783790084,0.1908641648707266,MES
NP-122:ERR599051,1577,0.1294154638588394,0.42323420229460057,MES
NP-122:ERR599060,1583,0.1268539259255536,0.168257064456434,MES
NP-122:ERR599067,1845,0.1151398871748873,0.4544865998562957,MES
NP-122:ERR599070,1641,0.1348877268850085,0.1295043002082907,DCM
NP-122:ERR599076,1882,0.1270052820994899,0.3713445126971107,MES
NP-122:ERR599099,1650,0.1277782324082302,0.3356843246138894,DCM
NP-122:ERR599115,2088,0.1247405680302086,0.3255475707215541,MES
NP-122:ERR599127,1864,0.1288623746097326,0.4024795948215795,MES
NP-122:ERR599147,1638,0.1302081584947735,0.3779797327374746,DCM
NP-122:ERR599152,1878,0.1316467381708165,0.2536598652888059,MES
NP-122:ERR599175,1585,0.1268919634980034,0.15316664742363414,MES
NP-135:ERR598980,137,0.0440897126977774,0.3942739520958109,MES
NP-1391:ERR599052,1826,0.1731447162072364,1.4005725406247256,SRF
NP-1395:ERR598942,570,0.1064090000169774,0.0311806881290737,DCM
NP-13:SRR3961935,1100,0.14529046081539704,0.4423853887763452,deep
NP-13:SRR3961936,2459,0.1612861411695633,0.2941149488817883,deep
NP-13:SRR3962293,2763,0.17928223853477615,0.2918255620885985,deep
NP-13:SRR3962771,2482,0.1701673560709763,0.2707451665915606,deep
NP-142:ERR599115,741,0.0781366427531248,0.17870133848217956,MES
NP-142:SRR3965586,188,0.0768770490606407,0.1479385085979395,deep
NP-1444:ERR599052,1218,0.1283807692978201,0.2488916238607209,SRF
NP-150:ERR598971,1699,0.1196895579102391,0.07672872487133466,MES
NP-150:ERR598980,1762,0.12416446017901714,0.09695256262550025,MES
NP-150:ERR599115,1737,0.1366124217854905,0.08384623243616054,MES
NP-151:ERR598980,921,0.0325980180262412,0.0530473197878541,MES
NP-151:ERR598995,178,0.0349605250608224,0.011409759177415,DCM
NP-151:ERR599115,1998,0.0416701452978291,0.0479655785935467,MES
NP-156:ERR598980,160,0.0576006578781675,0.0,MES
NP-15:ERR598971,502,0.0306271800805682,0.0789910127826278,MES
NP-15:ERR598980,429,0.0272959210631694,0.07581651377873685,MES
NP-15:ERR599004,114,0.0314787698791725,0.046278186137925656,MES
