gene_callers_id,bin,toxin_id,SRF_pnps,DCM_pnps,MES_pnps,deep_pnps,SRF_bin_median,DCM_bin_median,MES_bin_median,deep_bin_median
272997,NP-125,TADB|T6288,0.0622081586002666,0.1174546222034625,0.06900999886417905,0.08513652347796365,0.0622081586002666,0.1174546222034625,0.0742514658052819,0.0852347341436067
131360,NP-2,TADB|T6288,0.0138728728338204,0.0279368191800844,0.04523890356174235,0.0628838519121759,0.1897759342549618,0.044603773731321975,0.0344510127829224,0.07450720822826956
133197,NP-2,TADB|AT1933,nan,0.0542938364689822,0.0650580958320164,0.06209894863621325,0.1897759342549618,0.044603773731321975,0.0344510127829224,0.07450720822826956
133198,NP-2,TADB|T2902,nan,0.1443451696749984,0.1227968927090765,0.16540165163114734,0.1897759342549618,0.044603773731321975,0.0344510127829224,0.07450720822826956
426232,NP-69,TADB|T6288,nan,0.0931144751537686,0.0928660776637519,0.5680900585283795,nan,0.1271922964953311,0.09987406188333099,0.5680900585283795
316248,NP-1,TADB|AT4272,nan,0.0385397595055923,0.0425457741602532,0.0951071558282667,0.05270037142536035,0.09422534458858793,0.0494137485752875,0.20956571756143544
291070,SAT-109,TADB|AT4901,nan,0.0,0.0435588748937665,0.0396518418317791,0.0910333685453277,0.0403605348081628,0.0433540432856172,0.0943071823687818
249439,SAT-46,TADB|T2073,0.0690193259797914,0.0648394577003502,0.0630043551334963,nan,0.12705086735166105,0.2476314576046648,0.1512743018670551,1.1304278812974604
449627,SAT-1308,TADB|T4076,0.1406235144430227,0.0095046150823647,0.0,nan,0.0093970800502921,0.0236498736175736,0.02977486055843505,nan
22702,SAT-1,TADB|T504,0.0,0.00574497557683,0.00418372675793745,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
127579,SAT-1,TADB|AT2239,0.0614192933785335,0.0660044021349204,0.0727105341739272,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
153059,SAT-1,TADB|AT6308,0.1021998732294911,0.0808650152228609,0.08533629136430235,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
153104,SAT-1,TADB|T1505,0.3748791987034299,0.0992315308448549,0.1776013934859314,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
313704,SAT-1,TADB|AT1407,0.1711516745519174,0.2126064141545206,0.1672514250518658,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
340699,SAT-1,TADB|T183,0.02340815602591015,0.0570308669453031,0.0479245447320099,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
366108,SAT-1,TADB|AT1482,0.0,0.0628730712256157,0.06868078968087354,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
495851,SAT-1,TADB|T6314,0.6313723447437138,0.0493561472567831,0.05652229853623385,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
495926,SAT-1,TADB|AT1831,0.0617823947512305,0.0249642183441364,0.0425037048436792,nan,0.044045231760118,0.0472388017215544,0.04896579184733825,0.0903525308729376
279901,SAT-88,TADB|T6288,0.0855512377968916,0.021252017814499,0.0388537969672836,nan,0.0544047908666518,0.0501721862911362,0.0523307228480318,0.06195663485709325
436342,SAT-88,TADB|T6288,0.0083648096970441,0.0859960319281052,0.0345503805626561,0.0300437856083458,0.0544047908666518,0.0501721862911362,0.0523307228480318,0.06195663485709325
415401,SAT-40,TADB|T6288,nan,0.0936527965362331,0.051618316863569005,0.5285439968133703,0.8341722167091111,0.1227814519873813,0.0655297849392199,0.5164941901219996
466947,SAT-40,TADB|T6288,nan,0.0435760742611846,0.043691040648847004,0.6083090420764383,0.8341722167091111,0.1227814519873813,0.0655297849392199,0.5164941901219996
56883,NAT-167,TADB|T1407,0.1512065699137541,0.1068518577339588,0.0808943770965499,0.2172387190626762,0.1083720409607718,0.09270039958584401,0.06557699485780795,0.2283577251728866
43014,NAT-60,TADB|AT1892,nan,0.0,0.043847356519393504,0.1269383942165877,0.1232891325395408,0.0549698487205462,0.05967437568664275,0.1832338535082882
90421,NAT-60,TADB|AT364,nan,0.0730075542271795,0.0583572113881259,0.0518102865639835,0.1232891325395408,0.0549698487205462,0.05967437568664275,0.1832338535082882
264894,NAT-60,TADB|AT6308,nan,0.0103325901138357,0.00618830008482845,0.05596018534535875,0.1232891325395408,0.0549698487205462,0.05967437568664275,0.1832338535082882
288816,NAT-60,TADB|T6204,nan,0.1102246158717981,0.0500224012871178,0.2595225533055843,0.1232891325395408,0.0549698487205462,0.05967437568664275,0.1832338535082882
429825,NAT-60,TADB|T4021,nan,0.1370302004876766,0.17291752021233395,0.3055953800174007,0.1232891325395408,0.0549698487205462,0.05967437568664275,0.1832338535082882
90827,NAT-255,TADB|AT2611,0.01752014253761825,0.0369163312110884,0.0016282674421986,nan,0.07138131904553305,0.08578942208192895,0.0646198745829494,nan
193057,NAT-255,TADB|AT3884,0.14678876667864768,0.3353135257980056,0.0028895792838552,nan,0.07138131904553305,0.08578942208192895,0.0646198745829494,nan
241779,NAT-255,TADB|T2571,0.1053024881445994,0.2240676373150858,0.1168597394478249,nan,0.07138131904553305,0.08578942208192895,0.0646198745829494,nan
406112,NAT-255,TADB|T2494,0.11260587482064564,0.0794665416500493,0.0797616920613081,nan,0.07138131904553305,0.08578942208192895,0.0646198745829494,nan
430369,NAT-255,TADB|T5113,0.1066003567389747,0.111195644080972,0.1028628424945782,nan,0.07138131904553305,0.08578942208192895,0.0646198745829494,nan
456087,NAT-255,TADB|T4464,0.0621635436828876,0.0878841847404489,0.0541233005142523,nan,0.07138131904553305,0.08578942208192895,0.0646198745829494,nan
481693,NAT-255,TADB|T6255,0.0660374133190855,0.0477184259915522,0.0646198745829494,nan,0.07138131904553305,0.08578942208192895,0.0646198745829494,nan
117044,NAT-24,TADB|T6288,0.0346906437115285,0.0139839389482441,0.0283391368966532,nan,0.0346906437115285,0.01139818930244165,0.045809813066028236,0.2689801154547036
18121,NAT-276,TADB|AT1503,0.3457146228288886,0.2067478459178761,0.2769332926251001,nan,0.0379853064807594,0.0418929243409815,0.07033229909781369,0.0173105245848144
4153,NAT-272,TADB|AT1407,0.1169134149939978,0.1477471811483693,0.1123131596402404,nan,0.08525865735217777,0.08776613803433994,0.0820173339036426,nan
248066,NAT-272,TADB|T3594,0.12052946439612955,0.102229427788458,0.2886576973634531,nan,0.08525865735217777,0.08776613803433994,0.0820173339036426,nan
295129,NAT-272,TADB|AT2494,0.1309560217034546,0.1493121247911623,0.1059025062558649,nan,0.08525865735217777,0.08776613803433994,0.0820173339036426,nan
