bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count
NAT-11,ERR598985,MES,0.2154619473108657,1.0,,
NAT-11,ERR598986,DCM,0.06144400889952241,24.0,0.0941326182065215,1.0
NAT-11,ERR598996,DCM,0.07661255715159268,778.0,0.06822045533003379,11.0
NAT-11,ERR599003,SRF,0.0,3.0,,
NAT-11,ERR599029,SRF,0.10381149120238047,2.0,,
NAT-11,ERR599047,MES,0.20047111945586013,1.0,,
NAT-11,ERR599078,SRF,0.06240137081746942,14.0,0.12600483038731905,1.0
NAT-11,ERR599095,DCM,0.07267111777263026,17.0,0.11971309891232752,1.0
NAT-11,ERR599100,DCM,0.05346897329142599,31.0,0.10093321335856707,1.0
NAT-11,ERR599123,SRF,0.08147334927786888,43.0,0.0551551898290665,2.0
NAT-11,ERR599136,SRF,0.07390857128517221,34.0,0.10903117774347176,1.0
NAT-11,ERR599166,MES,0.5332723814337322,2.0,,
NAT-11,ERR599170,SRF,0.08410746761931275,260.0,0.1163784333672427,3.0
NAT-111,ERR598944,MES,0.045571732098539514,10.0,,
NAT-111,ERR598958,MES,0.04114169704207271,20.0,0.08569946941144198,1.0
NAT-111,ERR598964,MES,0.06447655398036915,9.0,0.10956055015095624,1.0
NAT-111,ERR598985,MES,0.050615727449549196,10.0,,
NAT-111,ERR598996,DCM,0.012903306873496624,1.0,,
NAT-111,ERR599029,SRF,0.06533817547236921,2.0,,
NAT-111,ERR599047,MES,0.16496193542612758,4.0,,
NAT-111,ERR599078,SRF,0.08041142015773375,2.0,0.0548049130207189,1.0
NAT-111,ERR599166,MES,0.03822945055492818,25.0,0.7177873370076674,1.0
NAT-111,ERR599170,SRF,0.06831318970047341,1.0,0.06831318970047341,1.0
NAT-113,ERR598944,MES,0.055705601224167844,124.0,0.04000941397975975,2.0
NAT-113,ERR598950,DCM,1.0147511523837272,1.0,,
NAT-113,ERR598955,SRF,0.9459547259662076,1.0,,
NAT-113,ERR598958,MES,2.2715506534473233,2.0,,
NAT-113,ERR598963,SRF,1.0365523165125423,1.0,,
NAT-113,ERR598964,MES,0.7632413442715505,4.0,,
NAT-113,ERR598968,SRF,1.1158219432365653,1.0,,
NAT-113,ERR598976,SRF,0.9866492331688264,1.0,,
NAT-113,ERR598983,SRF,1.0589655752707725,1.0,,
NAT-113,ERR598985,MES,1.718464903130867,1.0,,
NAT-113,ERR598986,DCM,1.0134470583943809,1.0,,
NAT-113,ERR598996,DCM,0.9913423131616704,1.0,,
NAT-113,ERR599003,SRF,0.814548514513189,1.0,,
NAT-113,ERR599029,SRF,0.8242875834469061,1.0,,
NAT-113,ERR599047,MES,1.2947639068523458,1.0,,
NAT-113,ERR599078,SRF,1.1105707616163183,1.0,,
NAT-113,ERR599095,DCM,1.1434846326758292,1.0,,
NAT-113,ERR599100,DCM,1.066202839386429,1.0,,
NAT-113,ERR599123,SRF,1.0862749274931205,1.0,,
NAT-113,ERR599136,SRF,1.0774831091536194,1.0,,
NAT-113,ERR599166,MES,0.9120875897061176,2.0,,
NAT-113,ERR599170,SRF,1.1882047584090305,1.0,,
NAT-116,ERR598944,MES,0.10660357718554087,16.0,,
NAT-116,ERR598950,DCM,4.141496598639439,1.0,,
NAT-116,ERR598955,SRF,3.91235855468512,1.0,,
NAT-116,ERR598958,MES,0.07689986176602623,13.0,,
NAT-116,ERR598963,SRF,3.882696560362756,1.0,,
NAT-116,ERR598964,MES,0.16103778727735865,7.0,,
NAT-116,ERR598968,SRF,3.772608378646664,1.0,,
NAT-116,ERR598976,SRF,3.8742320908871575,1.0,,
NAT-116,ERR598983,SRF,4.083074415912872,1.0,,
NAT-116,ERR598985,MES,0.1051821241690892,65.0,0.0,1.0
NAT-116,ERR598986,DCM,2.191567145392038,2.0,,
NAT-116,ERR598996,DCM,3.7878519126204626,1.0,,
NAT-116,ERR599003,SRF,4.265027646746415,1.0,,
NAT-116,ERR599029,SRF,2.160280835348926,2.0,,
NAT-116,ERR599047,MES,0.11547800622292445,13.0,,
NAT-116,ERR599100,DCM,0.08075235109717704,7.0,,
NAT-116,ERR599123,SRF,4.729185844042707,1.0,,
NAT-116,ERR599136,SRF,4.787797153668811,1.0,,
NAT-116,ERR599166,MES,0.09729656080558323,167.0,0.0981654411756414,9.0
NAT-116,ERR599170,SRF,3.4721228308042917,1.0,,
NAT-118,ERR598944,MES,0.2193312317254069,3.0,,
NAT-118,ERR598955,SRF,0.13181884871046162,3.0,,
NAT-118,ERR598958,MES,0.14528188501690814,3.0,,
NAT-118,ERR598963,SRF,0.05124602861985801,22.0,0.0,1.0
NAT-118,ERR598964,MES,0.3464702573477717,3.0,,
NAT-118,ERR598968,SRF,0.03397226088024263,38.0,0.0,1.0
NAT-118,ERR598976,SRF,0.1363697624012593,9.0,,
NAT-118,ERR598983,SRF,0.0640057320213688,48.0,0.0,4.0
NAT-118,ERR598985,MES,0.21112620717295721,2.0,,
NAT-118,ERR598986,DCM,0.08124544033799605,35.0,,
NAT-118,ERR598996,DCM,0.09540182590198282,16.0,0.03222187446324441,1.0
NAT-118,ERR599029,SRF,0.08019321180812419,9.0,,
NAT-118,ERR599047,MES,0.22489854717276775,1.0,,
NAT-118,ERR599078,SRF,0.1194130414093777,24.0,,
NAT-118,ERR599095,DCM,0.07879878566774548,6.0,,
NAT-118,ERR599100,DCM,0.04147359856656993,48.0,0.22407799013638294,2.0
NAT-118,ERR599123,SRF,0.05147712515423637,34.0,0.0,1.0
NAT-118,ERR599136,SRF,0.08081316474436075,25.0,,
NAT-118,ERR599170,SRF,0.09421178832200768,15.0,0.0,1.0
NAT-119,ERR598958,MES,0.042692021316656364,93.0,,
NAT-119,ERR598963,SRF,0.07792967894744408,134.0,,
NAT-119,ERR598968,SRF,0.054935845820713584,111.0,,
NAT-119,ERR598976,SRF,0.07476403378042823,23.0,,
NAT-119,ERR598983,SRF,0.06171117681593673,151.0,,
NAT-119,ERR598986,DCM,0.06924325372154558,38.0,,
NAT-119,ERR598996,DCM,0.08756040816177336,4.0,,
NAT-119,ERR599029,SRF,0.060050041701418734,2.0,,
NAT-119,ERR599078,SRF,0.05573026919520124,18.0,,
NAT-119,ERR599095,DCM,0.04459957373993869,23.0,,
NAT-119,ERR599100,DCM,0.14647812166487698,7.0,,
NAT-119,ERR599123,SRF,0.05540283866815199,23.0,,
NAT-119,ERR599136,SRF,0.4789291021826675,2.0,,
NAT-119,ERR599170,SRF,0.038658857721041426,10.0,,
NAT-12,ERR598944,MES,0.07316332110451651,2.0,0.12863488162827594,1.0
NAT-12,ERR598950,DCM,0.07333847100294781,21.0,0.057182574577183815,3.0
NAT-12,ERR598955,SRF,0.0718868459586717,538.0,0.037298439292612694,40.0
NAT-12,ERR598958,MES,0.03701553909100044,4.0,0.0739227190795242,2.0
NAT-12,ERR598963,SRF,0.07936082012106963,979.0,0.04936214671123326,76.0
NAT-12,ERR598964,MES,0.04588503979078608,2.0,0.06712134281392201,1.0
NAT-12,ERR598968,SRF,0.07221717001075775,847.0,0.03998260826383557,67.0
NAT-12,ERR598976,SRF,0.06190779149014005,513.0,0.03130660069062193,57.0
NAT-12,ERR598983,SRF,0.048572860588543265,129.0,0.03195001635788358,21.0
NAT-12,ERR598985,MES,0.10947203544618861,2.0,0.19238591959153747,1.0
NAT-12,ERR598986,DCM,0.06554470293165249,271.0,0.025205266552898425,34.0
NAT-12,ERR598996,DCM,0.059392080995318446,560.0,0.026946688188940318,58.0
NAT-12,ERR599003,SRF,0.08753191052544018,20.0,0.0406432483000701,1.0
NAT-12,ERR599029,SRF,0.08646987842589333,1088.0,0.06206559126233013,78.0
NAT-12,ERR599047,MES,0.05013429402775129,2.0,0.06933650822555637,1.0
NAT-12,ERR599078,SRF,0.05986504138638164,322.0,0.04106728538283076,35.0
NAT-12,ERR599095,DCM,0.05615972949057039,308.0,0.03873476377064325,46.0
NAT-12,ERR599100,DCM,0.08294332616679104,1066.0,0.058472306867506194,76.0
NAT-12,ERR599123,SRF,0.07437038787510697,929.0,0.04235432669406897,70.0
NAT-12,ERR599136,SRF,0.08094913941813567,1051.0,0.051428826907382375,75.0
NAT-12,ERR599166,MES,0.04554153191940208,3.0,0.04843970268991179,2.0
NAT-12,ERR599170,SRF,0.06143101297522813,471.0,0.017852374722609796,53.0
NAT-121,ERR598964,MES,0.2511042729635528,2.0,,
NAT-121,ERR598968,SRF,0.09550246191467528,15.0,,
NAT-121,ERR598985,MES,0.002927320347730518,3.0,,
NAT-121,ERR599029,SRF,0.039261750992295105,4.0,,
NAT-121,ERR599047,MES,0.003193668968693801,1.0,,
NAT-121,ERR599123,SRF,0.12862337543944907,4.0,,
NAT-121,ERR599166,MES,0.011581082313350914,1.0,,
NAT-123,ERR599123,SRF,0.3955993162938784,23.0,,
NAT-125,ERR598944,MES,0.040142338098373295,1.0,,
NAT-125,ERR598955,SRF,0.06594652876706535,1.0,,
NAT-125,ERR598963,SRF,0.04107421321580322,1.0,,
NAT-125,ERR598964,MES,0.13524672931384496,2.0,,
NAT-125,ERR598968,SRF,0.08168109087444861,3.0,,
NAT-125,ERR598985,MES,0.12777243112482314,4.0,,
NAT-125,ERR598996,DCM,0.2269138882428833,1.0,,
NAT-125,ERR599029,SRF,0.05154353986778239,8.0,,
NAT-125,ERR599047,MES,0.04553181244075067,1.0,,
NAT-125,ERR599100,DCM,0.03267528515214358,2.0,,
NAT-125,ERR599123,SRF,0.041842087161509146,3.0,,
NAT-125,ERR599136,SRF,0.07280847619086797,2.0,,
NAT-125,ERR599166,MES,0.21071506425177666,3.0,,
NAT-127,ERR598958,MES,0.1029101850356517,1.0,,
NAT-127,ERR598963,SRF,0.11105596037361942,4.0,,
NAT-127,ERR598968,SRF,0.09117102800150444,5.0,,
NAT-127,ERR598976,SRF,0.8965658217498078,1.0,,
NAT-127,ERR598983,SRF,1.544272881836689,1.0,,
NAT-127,ERR598985,MES,0.4373385727192932,1.0,,
NAT-127,ERR598996,DCM,0.14203152527354965,1.0,,
NAT-127,ERR599029,SRF,0.07707203004290973,5.0,,
NAT-127,ERR599095,DCM,0.10247746814223728,1.0,,
NAT-127,ERR599123,SRF,0.1253618071164737,4.0,,
NAT-127,ERR599166,MES,0.011812429678512024,1.0,,
NAT-129,ERR598944,MES,0.6942607280395303,2.0,,
NAT-129,ERR598958,MES,0.002424675181744169,1.0,,
NAT-129,ERR598963,SRF,0.014437546606140385,1.0,,
NAT-129,ERR598964,MES,0.003411893655719777,1.0,,
NAT-129,ERR598968,SRF,0.8587886683624336,1.0,,
NAT-129,ERR598985,MES,0.005819821600541631,2.0,,
NAT-129,ERR599029,SRF,0.0014827835133350592,1.0,,
NAT-129,ERR599047,MES,0.0020475879089454875,1.0,,
NAT-129,ERR599100,DCM,0.012617446251392531,1.0,,
NAT-129,ERR599123,SRF,0.059820857325655674,1.0,,
NAT-129,ERR599166,MES,0.0028328858225519053,1.0,,
NAT-13,ERR598944,MES,0.03817638589627352,1.0,,
NAT-13,ERR598958,MES,0.037714288427654175,7.0,,
NAT-13,ERR598963,SRF,0.07857577771895818,1014.0,0.08705532692080191,22.0
NAT-13,ERR598964,MES,0.08552533511662334,2.0,,
NAT-13,ERR598968,SRF,0.07384061290545349,1010.0,0.05097433986155253,32.0
NAT-13,ERR598976,SRF,0.04117508561362609,1.0,,
NAT-13,ERR598983,SRF,0.03242484501111152,13.0,,
NAT-13,ERR598985,MES,0.06422456676595288,1.0,,
NAT-13,ERR598986,DCM,0.050959931216401855,26.0,0.0,1.0
NAT-13,ERR598996,DCM,0.05237412996735835,8.0,,
NAT-13,ERR599029,SRF,0.10846189808321643,7.0,,
NAT-13,ERR599047,MES,0.019944802354635804,2.0,,
NAT-13,ERR599078,SRF,0.09603207883453616,24.0,,
NAT-13,ERR599095,DCM,0.07153482706461843,97.0,0.05015059502206955,2.0
NAT-13,ERR599100,DCM,0.07191854933998763,12.0,,
NAT-13,ERR599123,SRF,0.07993840480922525,497.0,0.08912769836576345,14.0
NAT-13,ERR599136,SRF,0.05306596987901116,10.0,,
NAT-13,ERR599166,MES,0.05101947896893141,3.0,,
NAT-13,ERR599170,SRF,0.06049600324042985,12.0,,
NAT-130,ERR598944,MES,0.006540413900819972,1.0,,
NAT-130,ERR598964,MES,0.0108787138201775,1.0,,
NAT-130,ERR598985,MES,0.0025349221847494963,1.0,,
NAT-130,ERR599029,SRF,0.07666381033990195,1.0,,
NAT-130,ERR599047,MES,0.0035562977291003646,1.0,,
NAT-130,ERR599166,MES,0.185571620239842,1.0,,
NAT-131,ERR598944,MES,1.008794019867018,3.0,,
NAT-131,ERR598958,MES,0.9589744780939355,2.0,,
NAT-131,ERR598963,SRF,0.976505334019389,5.0,,
NAT-131,ERR598964,MES,0.8193487156515088,4.0,,
NAT-131,ERR598968,SRF,1.2819602024654113,2.0,,
NAT-131,ERR598976,SRF,1.4187888724263622,3.0,,
NAT-131,ERR598983,SRF,1.0786479060154364,5.0,,
NAT-131,ERR598985,MES,1.296423942625543,3.0,,
NAT-131,ERR598986,DCM,0.8824858687811648,5.0,,
NAT-131,ERR598996,DCM,1.0638261373832063,3.0,,
NAT-131,ERR599029,SRF,0.15980645131095886,2.0,,
NAT-131,ERR599047,MES,0.8178411262177433,4.0,,
NAT-131,ERR599078,SRF,1.1393239833657463,2.0,,
NAT-131,ERR599100,DCM,1.2111100917083752,2.0,,
NAT-131,ERR599123,SRF,1.203044727803157,7.0,,
NAT-131,ERR599136,SRF,1.2477919386111131,2.0,,
NAT-131,ERR599166,MES,1.0368129574678702,3.0,,
NAT-131,ERR599170,SRF,0.8083940905347037,5.0,,
NAT-132,ERR598944,MES,0.12168557381164526,4.0,,
NAT-132,ERR598958,MES,0.19717430613516268,4.0,,
NAT-132,ERR598963,SRF,0.3696284483199687,5.0,,
NAT-132,ERR598964,MES,0.14129121483696117,4.0,,
NAT-132,ERR598968,SRF,0.25113161596292394,6.0,,
NAT-132,ERR598976,SRF,0.4490824831120188,2.0,,
NAT-132,ERR598983,SRF,0.5524673716635562,2.0,,
NAT-132,ERR598985,MES,0.13727904183879586,4.0,,
NAT-132,ERR598986,DCM,0.3178247335069025,8.0,,
NAT-132,ERR598996,DCM,0.0709692367285554,5.0,,
NAT-132,ERR599029,SRF,0.11950883990611015,5.0,,
NAT-132,ERR599047,MES,0.17831246160674324,3.0,,
NAT-132,ERR599078,SRF,0.40042116427779695,4.0,,
NAT-132,ERR599095,DCM,2.1794249575240103,1.0,,
NAT-132,ERR599100,DCM,0.3878625297066068,3.0,,
NAT-132,ERR599123,SRF,0.3328214279629453,6.0,,
NAT-132,ERR599136,SRF,0.5250885023642521,3.0,,
NAT-132,ERR599166,MES,0.061048884004256364,5.0,,
NAT-132,ERR599170,SRF,0.2996758016109831,7.0,,
NAT-133,ERR598955,SRF,0.044177894621197866,3.0,0.044177894621197866,1.0
NAT-133,ERR598963,SRF,0.09560030421484966,2.0,0.0655329568974924,1.0
NAT-133,ERR598968,SRF,0.0872371292982882,2.0,0.051033051453103856,1.0
NAT-133,ERR598996,DCM,0.04059156938906839,1.0,0.04059156938906839,1.0
NAT-133,ERR599029,SRF,0.09241769269706336,15.0,0.08333975418263045,1.0
NAT-133,ERR599078,SRF,0.0,1.0,0.0,1.0
NAT-133,ERR599100,DCM,0.06359853254510431,7.0,0.019722813569591085,1.0
NAT-133,ERR599123,SRF,0.07152365813487656,5.0,0.05828847798660301,1.0
NAT-133,ERR599136,SRF,0.0296175225872714,9.0,0.015302782483418015,1.0
NAT-133,ERR599170,SRF,0.0015488261985834144,1.0,0.0015488261985834144,1.0
NAT-134,ERR598944,MES,0.9975111712437964,1.0,,
NAT-134,ERR598955,SRF,0.08083138144396229,4.0,,
NAT-134,ERR598958,MES,0.5615985024034321,2.0,,
NAT-134,ERR598963,SRF,0.10037976184875068,3.0,,
NAT-134,ERR598964,MES,1.0732730078161064,1.0,,
NAT-134,ERR598968,SRF,0.07278377486335527,4.0,,
NAT-134,ERR598976,SRF,0.07766023256784726,5.0,,
NAT-134,ERR598983,SRF,0.07342060232375594,4.0,,
NAT-134,ERR598985,MES,1.4606464296913044,1.0,,
NAT-134,ERR598986,DCM,0.052577367815276006,5.0,,
NAT-134,ERR598996,DCM,0.07145817907556687,4.0,,
NAT-134,ERR599029,SRF,0.11518758625845614,6.0,,
NAT-134,ERR599047,MES,1.1996708963368203,1.0,,
NAT-134,ERR599078,SRF,0.052775627914744494,4.0,,
NAT-134,ERR599095,DCM,0.08978673562512872,7.0,,
NAT-134,ERR599100,DCM,0.04895488456103021,3.0,,
NAT-134,ERR599123,SRF,0.11267731819281457,3.0,,
NAT-134,ERR599136,SRF,0.08235033265111598,3.0,,
NAT-134,ERR599166,MES,0.8709752624122009,1.0,,
NAT-134,ERR599170,SRF,0.07359665669685682,5.0,,
NAT-136,ERR598944,MES,0.06558228010968309,1.0,,
NAT-136,ERR598950,DCM,0.061836885285605624,3.0,,
NAT-136,ERR598955,SRF,0.08511230199378716,48.0,,
NAT-136,ERR598958,MES,0.04629016225283238,1.0,,
NAT-136,ERR598963,SRF,0.03952631230739821,26.0,,
NAT-136,ERR598968,SRF,0.023623262560617867,7.0,,
NAT-136,ERR598976,SRF,0.07964537773899799,56.0,,
NAT-136,ERR598983,SRF,0.015167878331584419,7.0,,
NAT-136,ERR598986,DCM,0.10389670191758547,25.0,,
NAT-136,ERR598996,DCM,0.08888552319272282,148.0,0.12540554673031717,2.0
NAT-136,ERR599003,SRF,0.094488010676019,17.0,,
NAT-136,ERR599029,SRF,0.06575315143750074,6.0,,
NAT-136,ERR599078,SRF,0.0534499507960032,11.0,,
NAT-136,ERR599095,DCM,0.0556107054516593,45.0,,
NAT-136,ERR599100,DCM,0.17919879609504266,18.0,,
NAT-136,ERR599123,SRF,0.05976074390511438,23.0,,
NAT-136,ERR599136,SRF,0.1428181563926396,15.0,,
NAT-136,ERR599170,SRF,0.07656998225192799,77.0,,
NAT-137,ERR598944,MES,0.0699297493104779,21.0,,
NAT-137,ERR598955,SRF,0.35103546814601294,2.0,,
NAT-137,ERR598958,MES,0.09893865803202072,1215.0,0.081960851288299,40.0
NAT-137,ERR598963,SRF,0.5693694117290485,2.0,,
NAT-137,ERR598964,MES,0.08816986064463671,31.0,,
NAT-137,ERR598968,SRF,0.0025426563094753467,3.0,,
NAT-137,ERR598976,SRF,0.06434714487036783,4.0,,
NAT-137,ERR598983,SRF,0.995861561902012,1.0,,
NAT-137,ERR598985,MES,0.09433471627134331,8.0,,
NAT-137,ERR598986,DCM,0.09082770507506087,23.0,,
NAT-137,ERR598996,DCM,0.14605803178297816,3.0,,
NAT-137,ERR599003,SRF,0.0,1.0,,
NAT-137,ERR599029,SRF,0.3065692912280608,2.0,,
NAT-137,ERR599047,MES,0.0586120126810726,30.0,,
NAT-137,ERR599078,SRF,0.03808294114077701,3.0,,
NAT-137,ERR599095,DCM,0.0637295143049849,4.0,,
NAT-137,ERR599100,DCM,0.5667022682179644,1.0,,
NAT-137,ERR599123,SRF,0.003383385335413457,3.0,,
NAT-137,ERR599136,SRF,0.7443798689747446,1.0,,
NAT-137,ERR599166,MES,0.09461732087452616,15.0,,
NAT-137,ERR599170,SRF,0.16448521092546906,3.0,,
NAT-139,ERR598944,MES,0.9066088321895803,4.0,,
NAT-139,ERR598950,DCM,0.04516872928066232,3.0,,
NAT-139,ERR598955,SRF,0.03803475028053811,53.0,0.0708159562326546,3.0
NAT-139,ERR598958,MES,0.08664500867029486,14.0,,
NAT-139,ERR598963,SRF,0.049549764696252566,142.0,0.06039763331660342,8.0
NAT-139,ERR598964,MES,0.12796241074673098,5.0,,
NAT-139,ERR598968,SRF,0.03631434508275283,80.0,0.0677974303549803,5.0
NAT-139,ERR598976,SRF,0.05297579114236783,32.0,0.002610633642433254,1.0
NAT-139,ERR598983,SRF,0.054509856342375936,167.0,0.05742803647528777,10.0
NAT-139,ERR598985,MES,0.8085977508220124,4.0,,
NAT-139,ERR598986,DCM,0.0646483965099144,39.0,0.07537304572392105,3.0
NAT-139,ERR598996,DCM,0.033109695025617225,67.0,0.058079023769806656,2.0
NAT-139,ERR599047,MES,0.0782973331023742,4.0,,
NAT-139,ERR599078,SRF,0.05948740952336795,342.0,0.048310874885472935,22.0
NAT-139,ERR599095,DCM,0.08723124170003477,66.0,0.08626422509724091,4.0
NAT-139,ERR599100,DCM,0.12454697827699032,18.0,0.09229592162755257,1.0
NAT-139,ERR599123,SRF,0.05100641428652395,163.0,0.05634102338421638,13.0
NAT-139,ERR599136,SRF,0.14078676101276222,17.0,,
NAT-139,ERR599166,MES,0.6398617479165021,6.0,,
NAT-139,ERR599170,SRF,0.047497542980438366,63.0,0.06753342630774453,3.0
NAT-14,ERR598944,MES,0.2182070517123333,3.0,,
NAT-14,ERR598950,DCM,1.1797074595019594,1.0,,
