bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,transposase_pnps_median,transposase_count
MED-1017,ERR315862,SRF,4.3225289548402674,1.0,,,,
MED-1017,ERR594288,SRF,0.007263273759522592,1.0,,,,
MED-1017,ERR599043,SRF,0.08704692904684999,956.0,0.05600054352637344,43.0,,
MED-104,ERR315856,DCM,0.051258595854011865,343.0,0.029959005658429023,21.0,,
MED-104,ERR315857,SRF,0.062009757695561725,579.0,0.07394829197140393,36.0,,
MED-104,ERR315858,SRF,0.03548961597572449,282.0,0.017863839843625984,16.0,,
MED-104,ERR315859,DCM,0.03601742609803535,357.0,0.03592032252548945,17.0,,
MED-104,ERR315860,DCM,0.03757306922753664,352.0,0.02584524971697323,20.0,,
MED-104,ERR315861,SRF,0.03905630962341611,278.0,0.02758017222230009,15.0,,
MED-104,ERR315862,SRF,0.058763933724161485,533.0,0.043615680345009865,31.0,,
MED-104,ERR315863,SRF,0.048898899884878846,346.0,0.03216513714167865,23.0,,
MED-104,ERR318618,DCM,0.054261485823706934,748.0,0.038292183293415175,44.0,,
MED-104,ERR318619,DCM,0.026916263783102953,38.0,0.01330172402936773,3.0,,
MED-104,ERR318620,DCM,0.05530896317750635,765.0,0.03899807984650135,45.0,,
MED-104,ERR318621,DCM,0.024989344648599657,44.0,0.018200070316421908,4.0,,
MED-104,ERR594288,SRF,0.051601552878273234,657.0,0.03953814088161305,37.0,,
MED-104,ERR594315,DCM,0.04684644532828876,472.0,0.03519532495037564,24.0,,
MED-104,ERR594316,SRF,0.042517674944253736,119.0,0.017198360229112353,7.0,,
MED-104,ERR594317,SRF,0.046730364931438347,287.0,0.04480325011127209,18.0,,
MED-104,ERR594329,DCM,0.06238099052801592,930.0,0.04386779319451532,64.0,,
MED-104,ERR594352,DCM,0.08007848364277009,18.0,,,,
MED-104,ERR594358,SRF,0.0769320930946355,13.0,,,,
MED-104,ERR594375,DCM,0.08551702188988664,21.0,,,,
MED-104,ERR594396,SRF,0.09196553013711622,27.0,,,,
MED-104,ERR594405,DCM,0.096214694741322,18.0,,,,
MED-104,ERR594408,DCM,0.08019165150352557,32.0,,,,
MED-104,ERR598951,SRF,0.03459311716752425,191.0,0.01260251768836444,12.0,,
MED-104,ERR598993,SRF,0.06311858448298037,941.0,0.05015401133206237,65.0,,
MED-104,ERR599043,SRF,0.06287619951873477,862.0,0.0460023161010683,56.0,,
MED-104,ERR599073,DCM,0.050939980782760616,726.0,0.034115416273944314,39.0,,
MED-104,ERR599092,DCM,0.06234025723493309,941.0,0.04857560884674137,64.0,,
MED-104,ERR599094,DCM,0.061500762639918126,875.0,0.042528735632183665,57.0,,
MED-104,ERR599140,SRF,0.048248477408991255,568.0,0.02731027761258501,31.0,,
MED-104,ERR599153,DCM,0.03654286457774443,177.0,0.014106177394956537,9.0,,
MED-1047,ERR315856,DCM,0.09088500493029011,18.0,,,,
MED-1047,ERR318618,DCM,0.09490109949702408,1.0,,,,
MED-1047,ERR318620,DCM,0.07345397659665452,1.0,,,,
MED-1047,ERR594288,SRF,0.30161961041803437,2.0,,,,
MED-1047,ERR594329,DCM,0.08713129438508514,24.0,,,,
MED-1047,ERR594352,DCM,0.07457193010346305,14.0,,,,
MED-1047,ERR594358,SRF,0.07744449551476333,11.0,,,,
MED-1047,ERR594375,DCM,0.08888940779391925,7.0,,,,
MED-1047,ERR594396,SRF,0.07211368030764173,7.0,,,,
MED-1047,ERR594405,DCM,0.08489359682625609,5.0,,,,
MED-1047,ERR594408,DCM,0.05654127686483795,4.0,,,,
MED-1047,ERR598993,SRF,0.059524909529789796,1052.0,0.052637549222337966,17.0,,
MED-1047,ERR599043,SRF,1.4659841034622263,1.0,,,,
MED-1047,ERR599073,DCM,0.04720111618542161,102.0,,,,
MED-1047,ERR599092,DCM,0.05985059797438105,1095.0,0.04992693177744713,23.0,,
MED-1047,ERR599094,DCM,0.06453304229110281,4.0,,,,
MED-1047,ERR599140,SRF,0.09059034892015916,9.0,,,,
MED-1076,ERR315856,DCM,0.04052651385109306,14.0,0.01996474951487514,2.0,,
MED-1076,ERR315857,SRF,0.06780397963829836,23.0,0.04215964543816585,3.0,,
MED-1076,ERR315858,SRF,0.001490759064144267,3.0,0.001490759064144267,1.0,,
MED-1076,ERR315859,DCM,0.11445341159207575,3.0,,,,
MED-1076,ERR315860,DCM,0.002613708066594113,2.0,0.0036945820582963743,1.0,,
MED-1076,ERR315861,SRF,0.046648717049931364,5.0,0.002433139454314706,1.0,,
MED-1076,ERR315862,SRF,0.0343059249863532,11.0,0.026909212057583155,2.0,,
MED-1076,ERR315863,SRF,0.02864955675847753,9.0,0.027998084863424907,2.0,,
MED-1076,ERR318618,DCM,0.03580290847142019,11.0,0.027051829482708394,2.0,,
MED-1076,ERR318620,DCM,0.037531276063385965,9.0,0.02603275102561262,2.0,,
MED-1076,ERR594288,SRF,0.10750695033437807,24.0,0.022135511672007557,2.0,,
MED-1076,ERR594315,DCM,0.041202645112779324,3.0,,,,
MED-1076,ERR594316,SRF,0.002119308413438152,1.0,0.002119308413438152,1.0,,
MED-1076,ERR594317,SRF,0.056834149766155265,14.0,0.024635311884093024,2.0,,
MED-1076,ERR594329,DCM,0.05999470067451236,55.0,0.0147430288116256,3.0,,
MED-1076,ERR594352,DCM,0.08986099484016111,28.0,,,,
MED-1076,ERR594358,SRF,0.08800519290356346,7.0,,,,
MED-1076,ERR594375,DCM,0.055720292041147285,2.0,,,,
MED-1076,ERR594396,SRF,0.0,1.0,,,,
MED-1076,ERR594405,DCM,0.09255993746326342,1.0,,,,
MED-1076,ERR594408,DCM,0.0927417155993099,2.0,,,,
MED-1076,ERR598993,SRF,0.08401806260254255,178.0,0.04195934561825437,4.0,,
MED-1076,ERR599043,SRF,0.018553736453898625,6.0,0.007767333998009625,1.0,,
MED-1076,ERR599073,DCM,0.050556261689555924,10.0,0.0,1.0,,
MED-1076,ERR599092,DCM,0.08236272114234672,150.0,0.04324928271975002,5.0,,
MED-1076,ERR599094,DCM,0.05253531540646742,7.0,0.0,1.0,,
MED-1076,ERR599140,SRF,0.05106962612951063,6.0,0.0014877827585893222,1.0,,
MED-1076,ERR599153,DCM,0.05436534524930597,1.0,,,,
MED-1093,ERR315856,DCM,0.1660515795805822,8.0,,,,
MED-1093,ERR315857,SRF,0.18708711418892934,2.0,,,,
MED-1093,ERR315858,SRF,0.5392092977301498,2.0,,,,
MED-1093,ERR315859,DCM,0.06854225563506075,8.0,0.10016647400812742,1.0,,
MED-1093,ERR315860,DCM,0.04438542236086295,8.0,,,,
MED-1093,ERR315861,SRF,0.010559502717481092,3.0,0.010559502717481092,1.0,,
MED-1093,ERR315862,SRF,0.15887084107025046,1.0,,,,
MED-1093,ERR315863,SRF,0.11830928296320035,3.0,,,,
MED-1093,ERR318618,DCM,0.10067805972639496,2.0,,,,
MED-1093,ERR318620,DCM,0.07548001688497763,2.0,,,,
MED-1093,ERR594288,SRF,0.3065689679645296,2.0,,,,
MED-1093,ERR594315,DCM,0.13572128907518155,6.0,,,,
MED-1093,ERR594316,SRF,0.518672792553031,1.0,,,,
MED-1093,ERR594317,SRF,0.2720946042016136,2.0,,,,
MED-1093,ERR594329,DCM,0.08143297779452896,806.0,0.03804066130446337,21.0,,
MED-1093,ERR594375,DCM,0.1948591375472245,1.0,,,,
MED-1093,ERR594408,DCM,0.08138330177939665,3.0,,,,
MED-1093,ERR598993,SRF,0.07358755612205489,236.0,0.017333547986937203,4.0,,
MED-1093,ERR599043,SRF,0.0995427285575026,3.0,,,,
MED-1093,ERR599073,DCM,0.05508871093417662,21.0,0.012477611658093248,2.0,,
MED-1093,ERR599092,DCM,0.0829578400191975,551.0,0.019283493070294637,10.0,,
MED-1093,ERR599094,DCM,0.055645926529538633,41.0,0.01521954729437046,2.0,,
MED-1093,ERR599140,SRF,0.1949317217343066,3.0,,,,
MED-1093,ERR599153,DCM,0.12437102848816575,5.0,,,,
MED-1094,ERR315856,DCM,0.016227687373792245,2.0,,,,
MED-1094,ERR315857,SRF,0.0572203585849908,5.0,,,,
MED-1094,ERR315858,SRF,0.0009226552934356887,1.0,,,,
MED-1094,ERR315861,SRF,0.0,1.0,,,,
MED-1094,ERR315862,SRF,0.2931270055708245,116.0,,,,
MED-1094,ERR315863,SRF,0.11931318123808689,48.0,0.8627236580516877,1.0,,
MED-1094,ERR318618,DCM,0.04525660888782072,10.0,,,,
MED-1094,ERR318620,DCM,0.07646412438227647,10.0,,,,
MED-1094,ERR594288,SRF,0.01101791543903775,7.0,,,,
MED-1094,ERR594317,SRF,0.27349187344127024,3.0,,,,
MED-1094,ERR594329,DCM,0.09329842501848437,7.0,,,,
MED-1094,ERR598993,SRF,0.03970295544114357,9.0,,,,
MED-1094,ERR599043,SRF,0.12579744296466275,21.0,,,,
MED-1094,ERR599073,DCM,0.0,1.0,,,,
MED-1094,ERR599092,DCM,0.034061206665507576,14.0,,,,
MED-1094,ERR599094,DCM,0.04010237944271846,7.0,,,,
MED-1105,ERR315856,DCM,0.07703095556218499,13.0,,,,
MED-1105,ERR315857,SRF,0.1197177398499,2.0,,,,
MED-1105,ERR315858,SRF,0.0,1.0,,,,
MED-1105,ERR315859,DCM,0.0,1.0,,,,
MED-1105,ERR315860,DCM,0.031307843929293935,1.0,,,,
MED-1105,ERR315861,SRF,0.6715717759734591,1.0,,,,
MED-1105,ERR315862,SRF,0.060371773131726876,73.0,,,,
MED-1105,ERR315863,SRF,0.0749052463776207,26.0,,,,
MED-1105,ERR318618,DCM,0.06676964700126227,41.0,0.008020912793638016,1.0,,
MED-1105,ERR318620,DCM,0.0461145480033812,40.0,0.0,1.0,,
MED-1105,ERR594288,SRF,0.10342512635497031,2.0,,,,
MED-1105,ERR594315,DCM,0.07557521612067322,74.0,0.0,1.0,,
MED-1105,ERR594316,SRF,0.430131428927984,1.0,,,,
MED-1105,ERR594317,SRF,0.1428837387948338,2.0,,,,
MED-1105,ERR594329,DCM,0.09322637016440373,1619.0,0.05483846551027376,74.0,,
MED-1105,ERR594352,DCM,0.19011253635890354,1.0,,,,
MED-1105,ERR594358,SRF,0.2551354267003453,1.0,,,,
MED-1105,ERR594375,DCM,0.21055145697571104,1.0,,,,
MED-1105,ERR594396,SRF,0.13627631920130034,1.0,,,,
MED-1105,ERR594405,DCM,0.1052878015508473,1.0,,,,
MED-1105,ERR594408,DCM,0.17344874450264824,1.0,,,,
MED-1105,ERR598993,SRF,0.05694845736524729,618.0,0.024698927278698088,16.0,,
MED-1105,ERR599043,SRF,0.036795810243938215,1.0,,,,
MED-1105,ERR599073,DCM,0.1209901606392356,7.0,,,,
MED-1105,ERR599092,DCM,0.06187149403986596,654.0,0.009466313421680923,22.0,,
MED-1105,ERR599094,DCM,0.08245713808511727,492.0,0.03976824711165949,11.0,,
MED-1105,ERR599153,DCM,0.07160334051911893,3.0,,,,
MED-1116,ERR315856,DCM,0.040408670496070824,36.0,0.04095400745339741,1.0,,
MED-1116,ERR315857,SRF,0.05272372633423768,102.0,0.0608311933014371,6.0,,
MED-1116,ERR315858,SRF,0.043340327330227545,55.0,0.018387496153358426,4.0,,
MED-1116,ERR315859,DCM,0.04749521804325342,16.0,0.04743402189505781,1.0,,
MED-1116,ERR315860,DCM,0.07189915323987985,11.0,,,,
MED-1116,ERR315861,SRF,0.038087025526208,53.0,0.0294369260775566,5.0,,
MED-1116,ERR315862,SRF,0.07696902849169707,382.0,0.04694328441004051,15.0,,
MED-1116,ERR315863,SRF,0.04725149990933504,252.0,0.046013254965333,16.0,,
MED-1116,ERR318618,DCM,0.05626682342282476,196.0,0.07527040118604722,9.0,,
MED-1116,ERR318619,DCM,0.0818146952661906,3.0,,,,
MED-1116,ERR318620,DCM,0.0606253448078841,219.0,0.0706000832389015,13.0,,
MED-1116,ERR318621,DCM,0.0706462873264194,4.0,,,,
MED-1116,ERR594288,SRF,0.05854353571220616,233.0,0.06238095238095245,13.0,,
MED-1116,ERR594315,DCM,0.028786816774048114,7.0,,,,
MED-1116,ERR594316,SRF,0.08841197320223804,10.0,0.04768206892025383,1.0,,
MED-1116,ERR594317,SRF,0.05044543074421165,106.0,0.04950415758321585,7.0,,
MED-1116,ERR594329,DCM,0.04965066492428765,49.0,0.031178911435941106,1.0,,
MED-1116,ERR594352,DCM,0.11093961378895886,1.0,,,,
MED-1116,ERR594405,DCM,0.04844318299364135,7.0,,,,
MED-1116,ERR594408,DCM,0.053806540207687485,1.0,,,,
MED-1116,ERR598951,SRF,0.04639453960955115,33.0,0.04953933690749396,2.0,,
MED-1116,ERR598993,SRF,0.056668725666307984,49.0,0.020492927544763586,2.0,,
MED-1116,ERR599043,SRF,0.06545151834485309,361.0,0.04562529338841835,24.0,,
MED-1116,ERR599073,DCM,0.06374327142986383,12.0,0.09786719104522866,1.0,,
MED-1116,ERR599092,DCM,0.05684019426450221,44.0,0.02254185611539586,2.0,,
MED-1116,ERR599094,DCM,0.03911490479686598,50.0,0.03387214729024976,1.0,,
MED-1116,ERR599140,SRF,0.06466677775417813,11.0,,,,
MED-1116,ERR599153,DCM,0.08431977399639695,6.0,,,,
MED-1122,ERR315856,DCM,0.1666580855324355,241.0,0.05512301505712742,5.0,,
MED-1122,ERR315857,SRF,2.1477435405336505,2.0,,,,
MED-1122,ERR315862,SRF,1.0010033444815998,1.0,,,,
MED-1122,ERR315863,SRF,1.2233369259346047,3.0,,,,
MED-1122,ERR594288,SRF,1.7238673027739428,3.0,,,,
MED-1122,ERR594316,SRF,0.4801240358452928,1.0,,,,
MED-1122,ERR594317,SRF,1.8437803180741041,2.0,,,,
MED-1122,ERR594329,DCM,0.4979146795228399,1.0,,,,
MED-1122,ERR598951,SRF,0.1261578432640723,1.0,,,,
MED-1122,ERR598993,SRF,0.1394747848363546,61.0,,,,
MED-1122,ERR599043,SRF,1.1882858442066733,3.0,,,,
MED-1122,ERR599073,DCM,0.2203014836195527,1.0,,,,
MED-1122,ERR599092,DCM,0.10931981115443934,398.0,0.0570487357295146,4.0,,
MED-1122,ERR599094,DCM,0.4076621207709231,1.0,,,,
MED-1122,ERR599153,DCM,0.7609081742860162,1.0,,,,
MED-1153,ERR315856,DCM,0.033523492190515904,87.0,0.27279075402338493,4.0,,
MED-1153,ERR315857,SRF,0.04930380980232743,182.0,0.04426239867703535,11.0,,
MED-1153,ERR315858,SRF,0.0312795427051013,99.0,0.2351694675945641,4.0,,
MED-1153,ERR315859,DCM,0.023230489806983647,59.0,0.27312564180968735,4.0,,
MED-1153,ERR315860,DCM,0.021515966416193796,56.0,0.41931949875241303,4.0,,
MED-1153,ERR315861,SRF,0.03026808880787851,90.0,0.23180969230974874,4.0,,
MED-1153,ERR315862,SRF,0.05163335742518916,231.0,0.021975237286864818,14.0,,
MED-1153,ERR315863,SRF,0.043490433401384636,165.0,0.05805509131485587,6.0,,
MED-1153,ERR318618,DCM,0.04276894389401545,168.0,0.194545559404986,13.0,,
MED-1153,ERR318619,DCM,0.0,1.0,,,,
MED-1153,ERR318620,DCM,0.048385573497775336,169.0,0.06799375687389643,11.0,,
MED-1153,ERR318621,DCM,0.059449112927419126,2.0,,,,
MED-1153,ERR594288,SRF,0.04544327833952474,173.0,0.059036201614484585,13.0,,
MED-1153,ERR594315,DCM,0.025085143459910714,43.0,0.08969633707291752,3.0,,
MED-1153,ERR594316,SRF,0.034128785081749415,47.0,0.6876860197327813,4.0,,
MED-1153,ERR594317,SRF,0.03982802712826079,120.0,0.11829727098956815,9.0,,
MED-1153,ERR594329,DCM,0.042570125481392544,187.0,0.055622131139904704,9.0,,
MED-1153,ERR598951,SRF,0.038375757575281166,73.0,0.25204349403951914,4.0,,
MED-1153,ERR598993,SRF,0.05401567200561168,269.0,0.03559049916741941,16.0,,
MED-1153,ERR599043,SRF,0.05170046309075758,306.0,0.05072108203277087,22.0,,
MED-1153,ERR599073,DCM,0.018932190954367503,44.0,0.02312629587112628,2.0,,
MED-1153,ERR599092,DCM,0.05176977155385673,217.0,0.04291813669204003,12.0,,
MED-1153,ERR599094,DCM,0.03575610650944118,147.0,0.0889035560941069,7.0,,
MED-1153,ERR599140,SRF,0.03399182477664181,46.0,0.05220868328772767,3.0,,
MED-1153,ERR599153,DCM,0.018163010208581718,24.0,0.030668299173727667,2.0,,
MED-1155,ERR315856,DCM,0.04691578885485312,9.0,,,,
MED-1155,ERR315857,SRF,0.0491084846879031,14.0,,,,
MED-1155,ERR315858,SRF,0.05389140819404926,6.0,,,,
MED-1155,ERR315859,DCM,0.07662352160911245,6.0,,,,
MED-1155,ERR315860,DCM,0.042993878671096976,8.0,,,,
MED-1155,ERR315861,SRF,0.02221498440185192,5.0,,,,
MED-1155,ERR315862,SRF,0.05659212849946639,21.0,,,,
MED-1155,ERR315863,SRF,0.05096998827229254,17.0,,,,
MED-1155,ERR318618,DCM,0.04835150344705561,16.0,,,,
MED-1155,ERR318620,DCM,0.0410277235663836,20.0,,,,
MED-1155,ERR594288,SRF,0.049859762146633194,14.0,,,,
MED-1155,ERR594315,DCM,0.0032063296937356696,1.0,,,,
MED-1155,ERR594316,SRF,0.05935786611242819,1.0,,,,
MED-1155,ERR594317,SRF,0.035808480282414915,11.0,,,,
MED-1155,ERR594329,DCM,0.04197528126474649,22.0,,,,
MED-1155,ERR594352,DCM,0.05748264873134305,5.0,,,,
MED-1155,ERR594375,DCM,0.0758339844977942,1.0,,,,
MED-1155,ERR594396,SRF,0.038053064639191864,1.0,,,,
MED-1155,ERR594405,DCM,0.07986330477469004,1.0,,,,
MED-1155,ERR594408,DCM,0.05597751231957677,4.0,,,,
MED-1155,ERR598951,SRF,0.25640746825414285,2.0,,,,
MED-1155,ERR598993,SRF,0.05598045767660434,84.0,0.109846943088634,3.0,,
MED-1155,ERR599043,SRF,0.059995874404304955,22.0,,,,
MED-1155,ERR599073,DCM,0.01778506670073669,7.0,,,,
MED-1155,ERR599092,DCM,0.06238358258614082,93.0,0.053197073832523555,4.0,,
MED-1155,ERR599094,DCM,0.04439890710382547,15.0,,,,
MED-1155,ERR599140,SRF,0.002693521356558864,1.0,,,,
MED-1190,ERR315856,DCM,0.07516348769316915,2.0,,,,
MED-1190,ERR315857,SRF,0.07736057732113702,45.0,,,,
MED-1190,ERR315858,SRF,0.004624472424877449,1.0,,,,
MED-1190,ERR315861,SRF,0.016377516435391714,1.0,,,,
MED-1190,ERR315862,SRF,0.21607813265529607,42.0,0.03922917528082051,1.0,,
MED-1190,ERR315863,SRF,0.15829813525118247,442.0,0.10716979133215933,7.0,,
MED-1190,ERR594288,SRF,0.11802979050604889,14.0,,,,
MED-1190,ERR594329,DCM,0.4624048322654274,1.0,,,,
MED-1190,ERR594358,SRF,0.01411485209696375,2.0,,,,
MED-1190,ERR594396,SRF,0.05111188087037698,2.0,,,,
MED-1190,ERR599043,SRF,0.06480963239175103,40.0,0.09661087787325726,1.0,,
MED-1190,ERR599094,DCM,0.13876124806536486,1.0,,,,
MED-1223,ERR315856,DCM,0.08519182254401506,990.0,0.06834050470753789,29.0,,
MED-1223,ERR315857,SRF,0.04925412982113335,8.0,,,,
MED-1223,ERR315858,SRF,0.06979606105768868,8.0,,,,
MED-1223,ERR315859,DCM,0.04235388840086973,20.0,,,,
MED-1223,ERR315860,DCM,0.058012378889732236,16.0,,,,
MED-1223,ERR315861,SRF,0.060235174024802524,7.0,,,,
MED-1223,ERR315862,SRF,0.11326335419660273,12.0,,,,
MED-1223,ERR315863,SRF,0.08820621595208898,33.0,,,,
MED-1223,ERR318618,DCM,0.0668829796981851,29.0,,,,
MED-1223,ERR318620,DCM,0.07300805531485349,31.0,,,,
MED-1223,ERR318621,DCM,0.0365452837489003,2.0,,,,
MED-1223,ERR594288,SRF,0.06455040562384844,21.0,,,,
MED-1223,ERR594315,DCM,0.061162570393779134,8.0,,,,
MED-1223,ERR594317,SRF,0.056558720385453315,10.0,,,,
MED-1223,ERR594329,DCM,0.04973318834031023,257.0,0.02215573752277714,9.0,,
MED-1223,ERR594352,DCM,0.08169031681437895,7.0,,,,
MED-1223,ERR594358,SRF,0.022269180137620984,4.0,,,,
MED-1223,ERR594375,DCM,0.06650691544659243,14.0,,,,
MED-1223,ERR594396,SRF,0.06412333896795377,32.0,,,,
MED-1223,ERR594405,DCM,0.06788642710278293,8.0,,,,
MED-1223,ERR594408,DCM,0.06784238897692257,33.0,0.1016108705828372,1.0,,
MED-1223,ERR598951,SRF,0.060967327330169976,9.0,,,,
MED-1223,ERR598993,SRF,0.0704325841361915,43.0,,,,
MED-1223,ERR599043,SRF,0.06937360140224438,50.0,0.0,1.0,,
MED-1223,ERR599073,DCM,0.07142598047105889,12.0,,,,
MED-1223,ERR599092,DCM,0.08500485956792304,41.0,,,,
MED-1223,ERR599094,DCM,0.1042897106686117,46.0,,,,
MED-1223,ERR599140,SRF,0.05353172147262262,7.0,,,,
MED-1223,ERR599153,DCM,0.05407918170060454,10.0,,,,
MED-1227,ERR315856,DCM,0.10114273367644533,1697.0,0.047321068323474796,70.0,,
MED-1227,ERR315857,SRF,0.07263429012904055,273.0,0.02632374999144541,9.0,,
MED-1227,ERR315859,DCM,0.07775445653300604,1.0,,,,
MED-1227,ERR315860,DCM,0.06400268910897287,1.0,,,,
MED-1227,ERR315862,SRF,0.0577704581622685,3.0,,,,
MED-1227,ERR315863,SRF,0.03908156127052756,2.0,,,,
MED-1227,ERR318618,DCM,0.08710186542782607,4.0,,,,
MED-1227,ERR318620,DCM,0.09370838881953344,4.0,,,,
MED-1227,ERR594288,SRF,0.06048708917779633,94.0,0.05391868504696868,2.0,,
MED-1227,ERR594315,DCM,0.10366718830630661,96.0,0.01783046873522788,2.0,,
MED-1227,ERR594317,SRF,0.09941653638632347,14.0,,,,
MED-1227,ERR594329,DCM,0.107013727877669,1961.0,0.04294237855282178,70.0,,
MED-1227,ERR598993,SRF,0.0810303941080825,42.0,,,,
MED-1227,ERR599043,SRF,0.024681350018627545,33.0,0.0028830893458041983,2.0,,
MED-1227,ERR599073,DCM,0.09008281314702787,1.0,,,,
MED-1227,ERR599092,DCM,0.08539362633156604,34.0,,,,
MED-1227,ERR599094,DCM,0.10524884606497356,1037.0,0.027572828562374824,26.0,,
MED-1227,ERR599153,DCM,0.0873229501197346,1.0,,,,
MED-1233,ERR594288,SRF,0.09056459099445327,10.0,,,,
MED-1247,ERR315856,DCM,0.08495383854755287,74.0,0.0,3.0,,
MED-1247,ERR315857,SRF,0.15585480623952766,835.0,0.0730104916254191,49.0,,
MED-1247,ERR315862,SRF,0.041790517001849145,144.0,0.014136904761904816,12.0,,
MED-1247,ERR315863,SRF,0.032399153083779116,131.0,0.032399153083779116,27.0,,
MED-1247,ERR318618,DCM,0.07985547675047823,11.0,0.06976226708488313,1.0,,
MED-1247,ERR318620,DCM,0.08323289285590788,6.0,0.1513066805122888,1.0,,
MED-1247,ERR594288,SRF,0.035482157510321286,171.0,0.028436779537972093,33.0,,
MED-1247,ERR594316,SRF,0.06909785877837515,1.0,,,,
MED-1247,ERR594317,SRF,0.04035458692221034,45.0,0.050675450878190184,4.0,,
MED-1247,ERR594329,DCM,0.30638825066265835,1.0,,,,
MED-1247,ERR598993,SRF,0.23350144800585187,2.0,,,,
MED-1247,ERR599043,SRF,0.03195712394385958,10.0,0.14975972128423534,1.0,,
MED-1247,ERR599092,DCM,0.21826333993189273,2.0,,,,
MED-1247,ERR599094,DCM,0.06029449734686135,1.0,,,,
MED-1261,ERR315856,DCM,0.05239791082823353,12.0,0.07174452316500132,3.0,,
MED-1261,ERR315857,SRF,0.077868562573644,8.0,0.1363854729088182,2.0,,
MED-1261,ERR315858,SRF,0.04659680699911632,1.0,,,,
MED-1261,ERR315862,SRF,0.033753523908345434,9.0,0.3645390070921978,1.0,,
MED-1261,ERR315863,SRF,0.07035791384105809,3.0,,,,
MED-1261,ERR318618,DCM,0.10633724039612924,4.0,0.1246056782334386,1.0,,
MED-1261,ERR318620,DCM,0.06382137225009177,2.0,0.10680486705723308,1.0,,
MED-1261,ERR594288,SRF,0.18801294809620422,4.0,0.2842384565788815,1.0,,
