bin,sample_id,MAG_pnps_median,total_count,scg_pnps_median,scg_count
IN-20,ERR599167,0.02859804083326669,16.0,0.0041271685490767655,2.0
IN-21,ERR598960,0.1517697382268211,6.0,,
IN-21,ERR599026,0.2496875845392437,3.0,,
IN-21,ERR599028,0.03135137976829519,5.0,,
IN-21,ERR599062,0.1390889770924308,8.0,,
IN-21,ERR599082,0.0837613293051381,3.0,,
IN-21,ERR599112,0.05757214300289848,8.0,,
IN-21,ERR599164,1.7335056279591567,1.0,,
IN-21,ERR599167,0.03338517642717777,2.0,,
IN-22,ERR598949,0.7871933395570799,1.0,,
IN-22,ERR598960,0.09096543840844676,7.0,,
IN-22,ERR598966,1.1440947978728164,1.0,,
IN-22,ERR599023,0.4658948445134195,4.0,,
IN-22,ERR599028,0.05687802912382725,4.0,,
IN-22,ERR599034,0.02908171883857645,1.0,,
IN-22,ERR599062,0.06318369662201867,13.0,,
IN-22,ERR599082,0.06821732421606205,5.0,,
IN-22,ERR599102,0.6026404545301658,2.0,,
IN-22,ERR599109,0.009420460947078735,2.0,,
IN-22,ERR599110,0.13657372983260044,3.0,,
IN-22,ERR599112,0.1067028932671982,53.0,0.1203210281544935,2.0
IN-22,ERR599143,0.2924928382442339,1.0,,
IN-22,ERR599150,0.4566989192869779,2.0,,
IN-22,ERR599164,0.11288732397783299,2.0,,
IN-22,ERR599167,0.057515501700666376,5.0,,
IN-23,ERR598949,0.06817841766542605,1.0,,
IN-23,ERR598960,0.08190299349150186,35.0,0.21319072215872253,2.0
IN-23,ERR599021,0.1999667141260804,3.0,,
IN-23,ERR599026,0.002497593674106997,3.0,,
IN-23,ERR599028,0.13940793196343035,2.0,0.2351687521977299,1.0
IN-23,ERR599031,0.14364072003360184,3.0,,
IN-23,ERR599062,0.03819580936157215,20.0,,
IN-23,ERR599082,0.0628390405300942,12.0,,
IN-23,ERR599102,0.08470385571173734,4.0,,
IN-23,ERR599112,0.041776476890606866,48.0,0.03437841834843133,6.0
IN-23,ERR599143,0.03682296737220702,1.0,,
IN-23,ERR599158,0.10658272481219212,1.0,,
IN-23,ERR599164,0.10555140127112264,9.0,,
IN-23,ERR599167,0.578588214205576,4.0,,
IN-25,ERR598960,0.08270328580460055,393.0,0.09146964337854002,48.0
IN-25,ERR599021,0.05680937325579094,38.0,0.02207929658210396,11.0
IN-25,ERR599031,0.10434670084699924,1.0,,
IN-25,ERR599034,0.06453799725192659,21.0,0.09824976314250143,3.0
IN-25,ERR599062,0.23382811068352824,11.0,,
IN-25,ERR599082,0.2349793681302467,1.0,,
IN-25,ERR599109,0.08451739150005386,4.0,,
IN-25,ERR599110,0.07322668716283794,1.0,,
IN-25,ERR599112,0.10679864345841716,687.0,0.10744555699595372,55.0
IN-25,ERR599164,0.05610112980847765,127.0,0.06627911152824854,27.0
IN-25,ERR599167,0.16843943891091748,8.0,,
IN-27,ERR598949,0.3472616281621341,1.0,,
IN-27,ERR598960,0.04266863959263971,5.0,,
IN-27,ERR598966,0.22724481180179185,1.0,,
IN-27,ERR598970,0.4159825378151336,1.0,,
IN-27,ERR598972,0.3896451316135421,1.0,,
IN-27,ERR598974,0.09872449680578108,1.0,,
IN-27,ERR598979,0.3194353593493107,1.0,,
IN-27,ERR599023,0.020760846618763144,3.0,,
IN-27,ERR599025,0.4311471126208498,1.0,,
IN-27,ERR599026,0.548218311355517,1.0,,
IN-27,ERR599028,0.05983855558419829,4.0,,
IN-27,ERR599031,0.22673689357011226,1.0,,
IN-27,ERR599034,0.475342429106472,1.0,,
IN-27,ERR599057,0.003606884766417039,1.0,,
IN-27,ERR599062,0.07481426411884255,4.0,,
IN-27,ERR599082,0.06791803546738516,2.0,,
IN-27,ERR599088,0.20479987616298054,1.0,,
IN-27,ERR599102,0.1350956054063291,2.0,,
IN-27,ERR599109,0.16670867367409084,1.0,,
IN-27,ERR599110,0.044405549180224026,2.0,,
IN-27,ERR599112,0.08397407725313259,34.0,0.23968180313765175,1.0
IN-27,ERR599143,0.1377352025109758,2.0,,
IN-27,ERR599146,0.21032727735762471,2.0,,
IN-27,ERR599150,0.11628853919390635,2.0,,
IN-27,ERR599158,0.2925548987705409,1.0,,
IN-27,ERR599167,0.24858072462171504,1.0,,
IN-28,ERR598960,0.0,1.0,,
IN-28,ERR599023,0.15700443630832428,3.0,,
IN-28,ERR599025,0.20066784924169515,1.0,,
IN-28,ERR599026,0.06296604463237447,2.0,,
IN-28,ERR599028,0.10707071763796573,1.0,,
IN-28,ERR599057,0.2380934277841652,2.0,,
IN-28,ERR599110,0.19924925007013977,2.0,,
IN-28,ERR599112,0.06329275199629385,17.0,,
IN-28,ERR599150,0.2613473736279517,2.0,,
IN-29,ERR598960,0.0709084189376825,4.0,,
IN-29,ERR598972,0.15617113794615692,1.0,,
IN-29,ERR598974,3.788873625624831,1.0,,
IN-29,ERR598979,0.7398720633187658,2.0,,
IN-29,ERR598990,0.0995606063686906,1.0,,
IN-29,ERR599023,0.10300057750775313,1.0,,
IN-29,ERR599025,0.12980897338457945,1.0,,
IN-29,ERR599026,0.02033588392719441,1.0,,
IN-29,ERR599028,0.043675237682534035,1.0,,
IN-29,ERR599057,0.028641632442469464,1.0,,
IN-29,ERR599062,0.19410664537300926,2.0,,
IN-29,ERR599082,0.09908859612522104,2.0,,
IN-29,ERR599110,0.08921749774567918,1.0,,
IN-29,ERR599143,1.249787988589928,1.0,,
IN-29,ERR599146,0.05877471211251448,1.0,,
IN-29,ERR599150,0.8901101240059777,2.0,,
IN-3,ERR598966,0.4550680442434691,1.0,,
IN-3,ERR598974,0.4841481490405351,1.0,,
IN-3,ERR599028,0.3368943178727673,2.0,,
IN-3,ERR599082,0.12056002637636835,1.0,,
IN-3,ERR599102,0.29747317233600434,1.0,,
IN-3,ERR599143,0.36097851418629645,2.0,,
IN-3,ERR599158,0.37534078228757534,1.0,,
IN-32,ERR598949,0.009937107670727738,3.0,,
IN-32,ERR598960,0.054734612257184435,3083.0,0.03809369790432311,56.0
IN-32,ERR598966,1.894486819816804,2.0,,
IN-32,ERR598970,1.163828095343453,4.0,,
IN-32,ERR598972,0.14514310064222702,7.0,,
IN-32,ERR598974,1.6237228422266288,2.0,,
IN-32,ERR598979,0.48309761289197,6.0,,
IN-32,ERR598990,0.22194063816435872,7.0,,
IN-32,ERR599018,0.792124300271245,4.0,,
IN-32,ERR599021,0.04317560996095191,1786.0,0.03224314056563971,23.0
IN-32,ERR599023,0.02633692074274551,213.0,0.024006411095363875,4.0
IN-32,ERR599025,0.6331290767069917,6.0,,
IN-32,ERR599026,0.03849002435295114,1264.0,0.005483433919883466,13.0
IN-32,ERR599028,0.024555534522823524,31.0,,
IN-32,ERR599031,0.054194670194088634,2239.0,0.03556878814851072,16.0
IN-32,ERR599034,0.021961102168700952,113.0,0.0398279523921006,21.0
IN-32,ERR599057,0.20305011347347648,8.0,,
IN-32,ERR599062,0.05653646347857419,2989.0,0.04445033679072069,40.0
IN-32,ERR599082,0.05644652669690925,2943.0,0.04282795493294472,32.0
IN-32,ERR599088,1.8597148346439183,2.0,,
IN-32,ERR599102,0.05136067064371808,2085.0,0.019014266749414442,35.0
IN-32,ERR599109,0.025694220116376655,160.0,0.006026235800462669,3.0
IN-32,ERR599110,0.037247033139384905,46.0,0.05948775039971237,7.0
IN-32,ERR599112,0.03611324886537792,4.0,,
IN-32,ERR599143,1.760573396076704,2.0,,
IN-32,ERR599146,0.11927826346683527,7.0,,
IN-32,ERR599150,0.12015151907255615,8.0,,
IN-32,ERR599158,0.03188704061911786,43.0,0.10702697830919944,1.0
IN-32,ERR599164,0.0525527457069368,2762.0,0.0438105387767301,48.0
IN-32,ERR599167,0.04785660527182442,2683.0,0.02835560421747782,38.0
IN-35,ERR598949,0.0072154516256764095,3.0,,
IN-35,ERR598960,0.25383040962939296,1.0,,
IN-35,ERR598966,0.09211220934610306,27.0,,
IN-35,ERR598970,0.0020209501427128607,7.0,0.056939176529726125,2.0
IN-35,ERR598972,0.0027155589020423886,16.0,0.017826115859441445,2.0
IN-35,ERR598974,0.09031661771134214,16.0,,
IN-35,ERR598990,0.024103995770923717,18.0,0.02836571389265428,2.0
IN-35,ERR599021,0.13221220625082156,1.0,,
IN-35,ERR599023,0.04167369863733933,58.0,0.03870026207245743,8.0
IN-35,ERR599025,0.003410479477046332,13.0,0.01690791506761435,2.0
IN-35,ERR599026,0.0683828667809396,36.0,0.044255162827282264,1.0
IN-35,ERR599028,0.09204105293558976,46.0,0.0185008488626006,2.0
IN-35,ERR599057,0.04300595973335092,62.0,0.009622038245431714,4.0
IN-35,ERR599062,0.20503331032308936,1.0,,
IN-35,ERR599082,0.08860226600232984,26.0,0.08024240943456187,1.0
IN-35,ERR599088,0.003338906020363057,6.0,,
IN-35,ERR599102,0.08016904483639714,27.0,,
IN-35,ERR599110,0.06349258480730063,54.0,0.05426117719228442,4.0
IN-35,ERR599112,0.12135433010187084,2.0,,
IN-35,ERR599143,0.10586800174154673,33.0,,
IN-35,ERR599146,0.062087176256661075,18.0,,
IN-35,ERR599150,0.04201662284170729,96.0,0.036669469448968685,12.0
IN-35,ERR599158,0.0640677499809731,15.0,,
IN-35,ERR599164,0.17316058122613592,1.0,,
IN-35,ERR599167,0.18623724071173287,1.0,,
IN-37,ERR598949,0.010122388843572559,1.0,,
IN-37,ERR598960,0.08817597058419284,4.0,,
IN-37,ERR598966,0.06508771429069683,2.0,,
IN-37,ERR598970,0.07110761915993237,11.0,,
IN-37,ERR598972,0.09339880477953164,13.0,,
IN-37,ERR598974,0.05424121946665046,2.0,,
IN-37,ERR598979,0.0630956118699528,6.0,,
IN-37,ERR598990,0.06287487505156196,9.0,,
IN-37,ERR599018,0.05699506742388565,2.0,,
IN-37,ERR599021,0.09708351686654823,2.0,,
IN-37,ERR599023,0.051231749349308214,275.0,0.0,9.0
IN-37,ERR599025,0.06202228087864808,10.0,,
IN-37,ERR599026,0.08818785506893248,19.0,,
IN-37,ERR599028,0.0992349475198941,5.0,,
IN-37,ERR599034,0.04706479010595473,2.0,,
IN-37,ERR599057,0.07731691116283176,20.0,,
IN-37,ERR599062,0.012950594151266051,3.0,,
IN-37,ERR599082,0.07556713672593518,13.0,,
IN-37,ERR599088,0.11491156777852317,10.0,,
IN-37,ERR599102,0.007651999958155634,6.0,,
IN-37,ERR599109,0.009845675862856923,1.0,,
IN-37,ERR599110,0.0706130595417764,169.0,0.031607085965647465,2.0
IN-37,ERR599112,0.015397142272559738,3.0,,
IN-37,ERR599143,0.126879228954524,2.0,,
IN-37,ERR599146,0.08292420769137117,13.0,,
IN-37,ERR599150,0.06518370234996845,533.0,0.10482987662206147,9.0
IN-37,ERR599158,0.01207082099407878,1.0,,
IN-37,ERR599164,0.08858844031819611,2.0,,
IN-37,ERR599167,0.008734443981518337,1.0,,
IN-40,ERR598960,0.06368267498003888,6.0,0.20338098996073592,1.0
IN-40,ERR599062,0.0015426652452801305,1.0,,
IN-42,ERR599023,0.0,1.0,,
IN-42,ERR599028,0.09064712246944126,26.0,,
IN-42,ERR599057,0.07216425470134369,12.0,,
IN-42,ERR599102,0.06082374501568155,10.0,,
IN-42,ERR599110,0.04716482554455788,5.0,,
IN-42,ERR599143,0.13016294987002347,1.0,,
IN-43,ERR598949,0.02451064080299096,7.0,,
IN-43,ERR598966,0.0731598905756457,22.0,,
IN-43,ERR598970,0.102686027160969,27.0,,
IN-43,ERR598972,0.10742878521660885,34.0,,
IN-43,ERR598974,0.04036435419121595,10.0,,
IN-43,ERR598979,0.08169141638015734,26.0,,
IN-43,ERR598990,0.09926895572467703,31.0,,
IN-43,ERR599018,0.03945920663760083,12.0,,
IN-43,ERR599023,0.10902605758949771,48.0,,
IN-43,ERR599025,0.1167682983929258,31.0,,
IN-43,ERR599026,0.11146879364432483,66.0,,
IN-43,ERR599028,0.05543313584539477,44.0,,
IN-43,ERR599057,0.10045264518240164,69.0,,
IN-43,ERR599062,0.038337247500351404,3.0,,
IN-43,ERR599082,0.08737981998541951,52.0,,
IN-43,ERR599088,0.09472296799131807,27.0,,
IN-43,ERR599102,0.055854516502407435,43.0,,
IN-43,ERR599109,1.247091998590052,1.0,,
IN-43,ERR599110,0.11516675376601745,35.0,,
IN-43,ERR599112,0.09378677742196312,10.0,0.4111324812169797,1.0
IN-43,ERR599143,0.06236241928311426,33.0,,
IN-43,ERR599146,0.11308136118139682,33.0,,
IN-43,ERR599150,0.09229778130841347,49.0,,
IN-43,ERR599158,0.0821906092250782,8.0,,
IN-43,ERR599167,0.09124689982277395,2.0,,
IN-47,ERR598960,0.006210530364845682,4.0,0.005021871685326978,1.0
IN-47,ERR598970,0.059217946769085,2.0,,
IN-47,ERR598972,0.03205959921138442,4.0,,
IN-47,ERR598990,0.05289839002675651,9.0,,
IN-47,ERR599023,0.037942667082267456,30.0,,
IN-47,ERR599025,0.01529621467893895,4.0,,
IN-47,ERR599026,0.05081715785797339,4.0,,
IN-47,ERR599031,0.0,1.0,,
