bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,transposase_pnps_median,transposase_count
SP-115,ERR598978,SRF,0.13927785832407846,2.0,,,,
SP-115,ERR598992,SRF,0.0854998191005914,1.0,,,,
SP-115,ERR599014,DCM,0.09615966321359105,2.0,,,,
SP-115,ERR599039,SRF,0.4333404436860037,1.0,,,,
SP-115,ERR599079,DCM,0.09077646295996213,1.0,,,,
SP-118,ERR598948,DCM,0.08472679452272212,1.0,,,0.08472679452272212,1.0
SP-118,ERR598954,SRF,0.2221253041938429,1.0,,,,
SP-118,ERR598957,DCM,0.0019402168155113234,1.0,,,0.0019402168155113234,1.0
SP-118,ERR598992,SRF,0.09040134144451263,1.0,,,,
SP-118,ERR598999,MES,0.13922568462816545,4.0,,,0.12798191355980199,1.0
SP-118,ERR599020,MES,0.26516986117897634,1.0,,,,
SP-118,ERR599033,MES,0.45695386504023605,2.0,,,0.12781388843822344,1.0
SP-118,ERR599039,SRF,0.01999878991671492,1.0,,,,
SP-118,ERR599071,MES,0.06940190251928369,1.0,,,,
SP-118,ERR599072,MES,0.12419698634121895,12.0,,,0.1126819847540824,1.0
SP-118,ERR599083,MES,0.07917323305148372,4.0,,,0.0784827639300166,1.0
SP-118,ERR599096,MES,0.1298234559755591,3.0,,,0.12632722808629476,1.0
SP-119,ERR598943,SRF,0.0033603535124731064,1.0,,,,
SP-119,ERR598954,SRF,0.06196667148041776,4.0,,,,
SP-119,ERR598978,SRF,0.007859643985359549,2.0,,,,
SP-119,ERR598992,SRF,0.09059745035016911,4.0,,,,
SP-119,ERR599007,DCM,0.005851621449613849,1.0,,,,
SP-119,ERR599014,DCM,0.0053304967438941074,1.0,,,,
SP-119,ERR599020,MES,0.007977237303158701,1.0,,,,
SP-119,ERR599039,SRF,0.004540969769111205,1.0,,,,
SP-119,ERR599072,MES,0.0404039780672243,1.0,,,,
SP-119,ERR599093,SRF,0.0755650730679031,3.0,,,,
SP-119,ERR599120,SRF,0.030545703665622495,2.0,,,,
SP-119,ERR599168,DCM,0.0,1.0,,,,
SP-12,ERR598948,DCM,0.1453624166652741,5.0,,,,
SP-12,ERR598954,SRF,0.22577455714385794,2.0,,,,
SP-12,ERR598957,DCM,0.12664680352144594,5.0,,,,
SP-12,ERR598992,SRF,0.0056571220934467,1.0,,,,
SP-12,ERR598999,MES,0.2527574959861165,3.0,,,,
SP-12,ERR599014,DCM,0.16100307709574296,2.0,,,,
SP-12,ERR599020,MES,0.2636221517263312,3.0,,,,
SP-12,ERR599033,MES,0.18918071021507896,3.0,,,,
SP-12,ERR599055,MES,0.09140781377418472,1.0,,,,
SP-12,ERR599071,MES,0.2246056993605356,4.0,,,,
SP-12,ERR599072,MES,0.19276027575724192,4.0,,,,
SP-12,ERR599079,DCM,0.13654667388427838,3.0,,,,
SP-12,ERR599083,MES,0.13625761288696447,2.0,,,,
SP-12,ERR599085,MES,0.1395788785210484,2.0,,,,
SP-12,ERR599096,MES,0.16322053136943546,3.0,,,,
SP-12,ERR599128,MES,0.19409723888223968,3.0,,,,
SP-12,ERR599132,MES,0.26138673311922184,3.0,,,,
SP-121,ERR598948,DCM,1.1707821686092774,1.0,,,,
SP-121,ERR598957,DCM,0.8882573850379822,1.0,,,,
SP-121,ERR599039,SRF,0.0914512953239522,1.0,,,,
SP-121,ERR599071,MES,0.10010174311228336,1.0,,,,
SP-121,ERR599079,DCM,1.0661342142424994,1.0,,,,
SP-123,ERR598943,SRF,1.6903264427116604,1.0,,,,
SP-123,ERR598948,DCM,1.6149561000667825,1.0,,,,
SP-123,ERR598954,SRF,1.624589826455278,1.0,,,,
SP-123,ERR598957,DCM,1.6285315003573797,1.0,,,,
SP-123,ERR598962,DCM,1.4077754306520665,1.0,,,,
SP-123,ERR598978,SRF,1.6589793715000472,1.0,,,,
SP-123,ERR598992,SRF,1.7367631628837463,1.0,,,,
SP-123,ERR598999,MES,2.1402286144614058,1.0,,,,
SP-123,ERR599007,DCM,1.4662182600763198,1.0,,,,
SP-123,ERR599014,DCM,1.6480318265286835,1.0,,,,
SP-123,ERR599020,MES,0.0667688742144197,3.0,,,,
SP-123,ERR599033,MES,1.998567144085984,1.0,,,,
SP-123,ERR599039,SRF,1.7189298410468266,1.0,,,,
SP-123,ERR599042,DCM,1.286795105788181,1.0,,,,
SP-123,ERR599055,MES,1.3379849421821026,1.0,,,,
SP-123,ERR599071,MES,0.8345932252828058,2.0,,,,
SP-123,ERR599072,MES,2.0182568618494567,1.0,,,,
SP-123,ERR599079,DCM,1.3963366228174323,1.0,,,,
SP-123,ERR599083,MES,1.8891322380309528,1.0,,,,
SP-123,ERR599085,MES,1.4626911047572706,1.0,,,,
SP-123,ERR599093,SRF,1.5793197249946391,1.0,,,,
SP-123,ERR599096,MES,1.7173351900236817,1.0,,,,
SP-123,ERR599120,SRF,1.5293404145461482,1.0,,,,
SP-123,ERR599128,MES,1.6087676581463572,1.0,,,,
SP-123,ERR599132,MES,1.6105779779764806,1.0,,,,
SP-123,ERR599168,DCM,1.4118062057627938,1.0,,,,
SP-124,ERR599020,MES,0.00980321178216906,1.0,,,,
SP-125,ERR598948,DCM,0.09009283153639608,1.0,,,,
SP-125,ERR598999,MES,0.03549155459489253,2.0,,,,
SP-125,ERR599007,DCM,0.0,1.0,,,,
SP-125,ERR599020,MES,0.06798033891812108,1.0,,,,
SP-125,ERR599033,MES,0.005048890897686371,3.0,,,,
SP-125,ERR599071,MES,0.15838409218488,2.0,,,,
SP-125,ERR599072,MES,0.04501542637174921,5.0,,,,
SP-125,ERR599083,MES,0.05069269741549525,3.0,,,,
SP-125,ERR599096,MES,0.05720751279914639,1.0,,,,
SP-125,ERR599132,MES,0.1871789863149068,1.0,,,,
SP-126,ERR598992,SRF,0.0034005870435378774,2.0,,,,
SP-126,ERR598999,MES,0.004500059734272611,1.0,,,,
SP-126,ERR599014,DCM,0.0,1.0,,,,
SP-126,ERR599033,MES,0.0608064661103086,1.0,,,,
SP-126,ERR599039,SRF,0.002911537247197648,1.0,,,,
SP-126,ERR599072,MES,0.050711791774562476,26.0,,,0.12362553660481285,1.0
SP-126,ERR599083,MES,0.010424617259502904,1.0,,,,
SP-126,ERR599096,MES,0.0063183968636662795,1.0,,,,
SP-127,ERR598943,SRF,0.41826144645367225,1.0,,,,
SP-127,ERR598948,DCM,0.40700968196766074,4.0,,,,
SP-127,ERR598954,SRF,0.6363489954377993,5.0,,,,
SP-127,ERR598957,DCM,0.9983600286672112,7.0,,,,
SP-127,ERR598962,DCM,0.6354725083521932,1.0,,,,
SP-127,ERR598978,SRF,0.06215659927582234,5.0,,,,
SP-127,ERR598992,SRF,0.3398244364464421,8.0,,,,
SP-127,ERR598999,MES,0.7245940048551476,1.0,,,,
SP-127,ERR599007,DCM,0.187939430063348,8.0,,,,
SP-127,ERR599014,DCM,0.6139600254066271,3.0,,,,
SP-127,ERR599020,MES,0.202100798319833,10.0,,,,
SP-127,ERR599033,MES,0.5258624908314096,1.0,,,,
SP-127,ERR599039,SRF,3.623886653378628,5.0,,,,
SP-127,ERR599042,DCM,2.520914148555371,2.0,,,,
SP-127,ERR599055,MES,0.6496967195710383,1.0,,,,
SP-127,ERR599071,MES,0.3019511268162666,3.0,,,,
SP-127,ERR599072,MES,0.4188253495870143,2.0,,,,
SP-127,ERR599079,DCM,0.6823034036012139,3.0,,,,
SP-127,ERR599083,MES,0.5634441656556024,1.0,,,,
SP-127,ERR599085,MES,2.198989076262956,2.0,,,,
SP-127,ERR599093,SRF,0.2024136006862712,3.0,,,,
SP-127,ERR599096,MES,0.4307699933728788,1.0,,,,
SP-127,ERR599120,SRF,0.3555991004930933,2.0,,,,
SP-127,ERR599128,MES,0.6463001291677443,1.0,,,,
SP-127,ERR599132,MES,0.2277902883797181,4.0,,,,
SP-127,ERR599168,DCM,0.5707720046062859,1.0,,,,
SP-13,ERR598943,SRF,1.143463962601453,2.0,,,,
SP-13,ERR598948,DCM,0.11033346198948897,5.0,,,,
SP-13,ERR598954,SRF,0.6655476153147577,4.0,,,,
SP-13,ERR598957,DCM,0.11727564302056755,5.0,,,,
SP-13,ERR598962,DCM,1.1267786949509762,2.0,,,,
SP-13,ERR598978,SRF,0.5867246747071831,4.0,,,,
SP-13,ERR598992,SRF,0.6850974977562403,4.0,,,,
SP-13,ERR598999,MES,1.0356714674566216,2.0,,,,
SP-13,ERR599007,DCM,1.1397532015592309,3.0,,,,
SP-13,ERR599014,DCM,0.1561872860301879,5.0,,,,
SP-13,ERR599020,MES,0.12297926668367215,8.0,,,,
SP-13,ERR599033,MES,1.142091300969594,2.0,,,,
SP-13,ERR599039,SRF,0.7355700818903194,4.0,,,,
SP-13,ERR599042,DCM,0.9630650246669582,2.0,,,,
SP-13,ERR599055,MES,1.197173561627852,2.0,,,,
SP-13,ERR599071,MES,0.11790268648629446,6.0,,,,
SP-13,ERR599072,MES,1.1002258222223946,3.0,,,,
SP-13,ERR599079,DCM,0.5740845798863894,4.0,,,,
SP-13,ERR599083,MES,1.1354086564674275,2.0,,,,
SP-13,ERR599085,MES,0.9876881382986111,2.0,,,,
SP-13,ERR599093,SRF,0.6143058996234878,4.0,,,,
SP-13,ERR599096,MES,1.1165398922121579,2.0,,,,
SP-13,ERR599120,SRF,1.0595287272949996,2.0,,,,
SP-13,ERR599128,MES,1.677504154717422,2.0,,,,
SP-13,ERR599132,MES,0.16474174286298915,5.0,,,,
SP-13,ERR599168,DCM,1.8796754096568686,2.0,,,,
SP-131,ERR599072,MES,0.10575336883331256,2.0,,,,
SP-133,ERR598948,DCM,0.07744822007147345,17.0,0.06141270854852724,1.0,0.0006015834206306147,2.0
SP-133,ERR598999,MES,0.004073375764631807,3.0,,,0.0020366878823159036,2.0
SP-133,ERR599020,MES,0.046324904669317706,36.0,0.06860761625678852,4.0,0.04174455267202313,5.0
SP-133,ERR599033,MES,0.0,2.0,,,0.0,2.0
SP-133,ERR599039,SRF,0.0,1.0,,,0.0,1.0
SP-133,ERR599071,MES,0.007211644013116758,3.0,,,0.003605822006558379,2.0
SP-133,ERR599072,MES,0.01152986714498268,3.0,,,0.0,1.0
SP-133,ERR599083,MES,0.0017346797059701379,2.0,,,0.0017346797059701379,2.0
SP-133,ERR599096,MES,0.0,2.0,,,0.0,2.0
SP-133,ERR599132,MES,0.0,1.0,,,,
SP-135,ERR598948,DCM,0.7941373394081781,1.0,,,,
SP-135,ERR598954,SRF,0.950277359691876,1.0,,,,
SP-135,ERR598978,SRF,1.0778673258180849,1.0,,,,
SP-135,ERR598992,SRF,0.4895040645798965,2.0,,,,
SP-135,ERR599007,DCM,0.3959045498623216,1.0,,,,
SP-135,ERR599093,SRF,0.22558637532619585,1.0,,,,
SP-136,ERR598948,DCM,0.10581387747750808,2.0,,,,
SP-136,ERR598954,SRF,0.2550841614693763,3.0,,,,
SP-136,ERR598957,DCM,0.20520164872267235,5.0,,,,
SP-136,ERR598978,SRF,0.06990274566119639,7.0,0.03528744627322873,1.0,,
SP-136,ERR598992,SRF,0.13987483434986425,16.0,0.013077910197540824,1.0,,
SP-136,ERR599007,DCM,0.1151822882052625,9.0,,,,
SP-136,ERR599014,DCM,0.07938908036534031,16.0,0.0,1.0,,
SP-136,ERR599020,MES,0.080900384495231,4.0,,,,
SP-136,ERR599039,SRF,0.10553621385241047,20.0,0.030002547222777474,1.0,,
SP-136,ERR599079,DCM,0.06453863828064639,1.0,,,,
SP-137,ERR598943,SRF,0.2610154724992927,1.0,,,,
SP-137,ERR598948,DCM,0.21193048825443914,3.0,,,,
SP-137,ERR598954,SRF,0.17713939553399358,3.0,,,,
SP-137,ERR598957,DCM,0.37238724312051724,2.0,,,,
SP-137,ERR598978,SRF,0.05451701333128919,5.0,,,,
SP-137,ERR598992,SRF,0.2058105819234234,3.0,,,,
SP-137,ERR598999,MES,0.3868786182533298,1.0,,,,
SP-137,ERR599007,DCM,0.22739613871881698,2.0,,,,
SP-137,ERR599014,DCM,0.25955729916516435,3.0,,,,
SP-137,ERR599020,MES,0.3456265742413137,4.0,,,,
SP-137,ERR599039,SRF,0.19082106471842009,3.0,,,,
SP-137,ERR599042,DCM,0.2527177442636225,2.0,,,,
SP-137,ERR599071,MES,0.23627014003923807,4.0,,,,
SP-137,ERR599072,MES,0.3717952872622993,3.0,,,,
SP-137,ERR599079,DCM,0.18374765845294355,2.0,,,,
SP-137,ERR599085,MES,0.3232799046621689,1.0,,,,
SP-137,ERR599093,SRF,0.2618106408451949,2.0,,,,
SP-137,ERR599096,MES,0.3697230242534851,1.0,,,,
SP-137,ERR599120,SRF,0.29625869881452566,2.0,,,,
SP-137,ERR599132,MES,0.197770990877376,3.0,,,,
SP-138,ERR598948,DCM,0.032464962265447116,3.0,,,,
SP-138,ERR598992,SRF,4.1670660056783655,1.0,,,,
SP-138,ERR598999,MES,2.4911736520767915,1.0,,,,
SP-138,ERR599014,DCM,4.019659657856135,1.0,,,,
SP-138,ERR599020,MES,1.5966910331899191,1.0,,,,
SP-138,ERR599033,MES,1.3402745144515535,1.0,,,,
SP-138,ERR599039,SRF,4.265900491785243,1.0,,,,
SP-138,ERR599071,MES,0.8401600773214333,2.0,,,,
SP-138,ERR599072,MES,1.7197973498903556,1.0,,,,
SP-138,ERR599083,MES,2.42912593701808,1.0,,,,
SP-138,ERR599085,MES,1.9600671589812304,1.0,,,,
SP-138,ERR599096,MES,2.766079877252843,1.0,,,,
SP-138,ERR599132,MES,1.2974453329748392,1.0,,,,
SP-14,ERR598957,DCM,0.056523899543841176,1.0,,,,
SP-14,ERR598992,SRF,0.020851343555300758,1.0,,,,
SP-14,ERR599020,MES,0.0809080097447164,1.0,,,,
SP-14,ERR599071,MES,0.2380201934933367,3.0,,,,
SP-14,ERR599072,MES,0.20045064753237815,1.0,,,,
SP-14,ERR599079,DCM,0.1214694429189596,1.0,,,,
SP-14,ERR599132,MES,0.054843647496173716,1.0,,,,
SP-140,ERR599071,MES,0.15993144869886478,1.0,,,,
SP-140,ERR599072,MES,0.09499045749699986,7.0,,,,
SP-141,ERR598992,SRF,0.5076294170774056,1.0,,,,
SP-141,ERR599014,DCM,0.30297096307306265,1.0,,,,
SP-141,ERR599072,MES,0.7683828684651722,1.0,,,,
SP-142,ERR598957,DCM,0.24789703972671814,1.0,,,,
SP-142,ERR598992,SRF,0.27186142617638764,1.0,,,,
SP-142,ERR599020,MES,0.06353406361816251,3.0,,,,
SP-142,ERR599071,MES,0.10169266674330449,46.0,,,,
SP-142,ERR599072,MES,0.1143442872569322,18.0,0.06050767719588465,1.0,,
SP-144,ERR599014,DCM,0.04395254825806076,5.0,,,0.07477397989119561,2.0
SP-144,ERR599071,MES,0.14102672743635772,1.0,,,,
SP-144,ERR599072,MES,0.06308527828572852,8.0,,,,
SP-145,ERR598948,DCM,0.003829630050349158,2.0,,,,
SP-145,ERR598954,SRF,0.14163008181939485,11.0,,,,
SP-145,ERR598957,DCM,0.06050894041518231,13.0,,,,
SP-145,ERR598978,SRF,0.07245559965978196,449.0,0.0488122240769348,5.0,,
SP-145,ERR598992,SRF,0.09158583944894667,7.0,,,,
SP-145,ERR599007,DCM,0.08055761796304138,1022.0,0.03025466255761072,21.0,,
SP-145,ERR599014,DCM,0.06519379134124584,32.0,,,,
SP-145,ERR599020,MES,0.038235036264304564,4.0,,,,
SP-145,ERR599039,SRF,0.08990527603245431,9.0,,,,
SP-145,ERR599071,MES,0.5208879010882794,2.0,,,,
SP-145,ERR599072,MES,0.2304863311170697,1.0,,,,
SP-145,ERR599079,DCM,0.06125972615138425,8.0,,,,
SP-145,ERR599093,SRF,0.41116696139749537,1.0,,,,
SP-145,ERR599120,SRF,0.2913141283910849,1.0,,,,
SP-145,ERR599132,MES,0.06995332867116494,2.0,,,,
SP-145,ERR599168,DCM,0.009588687824904855,4.0,,,,
SP-149,ERR598943,SRF,0.0,1.0,,,,
SP-149,ERR598948,DCM,0.023640434440562283,3.0,,,,
SP-149,ERR598957,DCM,0.025820802477658618,6.0,,,,
SP-149,ERR598962,DCM,0.00874668023727368,1.0,,,,
SP-149,ERR598978,SRF,0.004199235969613238,4.0,0.1626281583276039,1.0,,
SP-149,ERR598992,SRF,0.0017188693659281548,3.0,0.12942814842486092,1.0,,
SP-149,ERR598999,MES,0.09851913926641584,1.0,,,,
SP-149,ERR599007,DCM,0.06965212365240715,7.0,,,,
SP-149,ERR599014,DCM,0.04811709814687939,6.0,0.09241865340403584,1.0,,
SP-149,ERR599020,MES,0.09751076005882817,3.0,0.10675891495602603,2.0,,
SP-149,ERR599039,SRF,0.05540358474054278,6.0,0.11116841281793467,1.0,,
SP-149,ERR599072,MES,0.031024255436056594,24.0,0.012386118583295618,4.0,,
SP-149,ERR599096,MES,0.06146130756277901,1.0,,,,
SP-149,ERR599132,MES,0.06550842504732382,2.0,,,,
SP-149,ERR599168,DCM,0.013697507755368769,2.0,,,,
SP-150,ERR598954,SRF,0.28956749531271153,4.0,,,,
SP-150,ERR598957,DCM,0.2713101172659673,2.0,,,,
SP-150,ERR598978,SRF,0.2568606737505319,1.0,,,,
SP-150,ERR598992,SRF,0.1525906223915804,2.0,,,,
SP-150,ERR599014,DCM,0.26216500521230757,2.0,,,,
SP-150,ERR599020,MES,0.36083565446358784,1.0,,,,
SP-150,ERR599039,SRF,0.2853756518901863,1.0,,,,
SP-150,ERR599071,MES,0.3483526912821448,1.0,,,,
SP-150,ERR599079,DCM,0.3295670739441094,1.0,,,,
SP-150,ERR599093,SRF,0.02496791730626643,2.0,,,,
SP-151,ERR598954,SRF,0.027187522364405168,3.0,,,,
SP-154,ERR598954,SRF,0.21705555076830624,2.0,,,,
SP-154,ERR598957,DCM,0.0100442298542705,1.0,,,,
SP-154,ERR598978,SRF,0.143609065577447,1.0,,,,
SP-154,ERR598992,SRF,0.14925657514233656,1.0,,,,
SP-154,ERR599014,DCM,0.11665997163046862,1.0,,,,
SP-154,ERR599039,SRF,0.13094721942664958,1.0,,,,
SP-154,ERR599093,SRF,0.13133953073415253,1.0,,,,
SP-156,ERR599072,MES,0.1029820457382685,1.0,,,,
SP-157,ERR598943,SRF,0.03964630743616725,2.0,,,,
SP-157,ERR598948,DCM,0.04629950411774195,1.0,0.04629950411774195,1.0,,
SP-157,ERR598954,SRF,0.058603692306306035,10.0,0.1624092100008491,1.0,,
SP-157,ERR598957,DCM,0.05768755322363533,9.0,0.06655078182537942,1.0,,
SP-157,ERR598978,SRF,0.03653445301454363,109.0,0.07128311671814752,10.0,,
SP-157,ERR598992,SRF,0.037724140888613505,4.0,0.02563928344327668,1.0,,
SP-157,ERR599007,DCM,0.022542046310584915,3.0,0.022542046310584915,1.0,,
SP-157,ERR599014,DCM,0.038000576242101285,7.0,0.12931086085267998,1.0,,
SP-157,ERR599020,MES,0.062304627926874856,4.0,0.0479498575026965,1.0,,
SP-157,ERR599039,SRF,0.031495094456984486,7.0,0.17467875459368926,1.0,,
SP-157,ERR599042,DCM,0.07479999999999999,1.0,,,,
SP-157,ERR599079,DCM,0.033637852758165596,4.0,,,,
SP-157,ERR599168,DCM,0.08124681020276961,1.0,,,,
SP-158,ERR598957,DCM,0.026929253256352155,1.0,,,,
SP-158,ERR598978,SRF,0.004984076789620096,1.0,0.004984076789620096,1.0,,
SP-158,ERR598992,SRF,0.0,1.0,0.0,1.0,,
SP-158,ERR599007,DCM,0.010633440055248395,2.0,0.002486937600116823,1.0,,
SP-158,ERR599014,DCM,0.001733780525315693,1.0,0.001733780525315693,1.0,,
SP-158,ERR599020,MES,0.002627162785158863,1.0,0.002627162785158863,1.0,,
SP-158,ERR599039,SRF,0.0,1.0,0.0,1.0,,
SP-158,ERR599072,MES,0.032999774542875754,10.0,,,,
SP-159,ERR599072,MES,0.03432264180333893,19.0,,,,
SP-16,ERR598992,SRF,0.009346425785226929,1.0,,,,
SP-16,ERR598999,MES,0.05421727572643846,1.0,,,,
SP-16,ERR599014,DCM,0.007251427593159458,1.0,,,,
SP-16,ERR599020,MES,0.1328880206482846,10.0,,,,
SP-16,ERR599033,MES,0.029364077856884423,2.0,,,0.0,1.0
SP-16,ERR599039,SRF,0.018017939423323307,2.0,,,,
SP-16,ERR599071,MES,0.01838545024722677,1.0,,,,
SP-16,ERR599072,MES,0.05951112162323485,11.0,,,0.1010983341115563,1.0
SP-16,ERR599083,MES,0.10022292764103788,1.0,,,,
SP-16,ERR599096,MES,0.013572420499606304,2.0,,,0.002973312571125698,1.0
SP-160,ERR598948,DCM,0.0488308336965566,37.0,,,,
SP-160,ERR598957,DCM,0.8132726051763141,1.0,,,,
SP-160,ERR599014,DCM,0.0,1.0,,,,
SP-160,ERR599020,MES,0.16242326370543786,5.0,,,,
SP-160,ERR599079,DCM,0.0,7.0,,,,
