bin,signal_CAZ_count,percent_sect_CAZ,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,percent_sect_pep,signal_pep_aa
ARS-15,23,31.08108108108108,16397,1536983,3833,84,41.7910447761194,50988
ARS-123,2,9.523809523809524,1119,586679,1974,9,9.090909090909092,3697
ARS-1012,7,18.421052631578945,3647,1036939,3251,79,32.37704918032787,43732
ARS-1168,0,0,0,348349,1223,4,9.090909090909092,2700
ARS-27,4,16.0,2133,474372,1551,16,17.77777777777778,6675
ARS-1330,0,0,0,395082,1387,7,11.666666666666666,2945
ARS-71,5,22.727272727272727,2492,725069,2355,27,22.5,11652
ARS-95,4,22.22222222222222,2525,526201,1528,44,42.71844660194174,32135
ARS-34,0,0,0,989113,3200,18,9.782608695652174,9886
ARS-33,4,17.391304347826086,2026,603719,2019,24,25.263157894736842,11493
ARS-5,41,35.65217391304348,21780,1663000,5237,54,21.951219512195124,23358
ARS-76,12,48.0,9801,684884,1935,21,27.27272727272727,19965
ARS-1034,1,6.25,762,588485,1890,7,7.291666666666667,2487
ARS-81,38,60.317460317460316,25510,1089695,2853,62,43.05555555555556,40794
ARS-65,12,11.76470588235294,7845,2354033,5735,34,15.178571428571427,26050
ARS-16,5,8.928571428571429,2476,937411,2938,27,19.708029197080293,11983
ARS-61,19,25.675675675675674,10728,1611356,4649,74,32.743362831858406,45445
ARS-112,10,25.0,3950,1088511,3296,44,26.34730538922156,20510
ARS-24,10,27.027027027027028,4309,757778,2501,72,42.35294117647059,37137
ARS-59,2,14.285714285714285,1135,768596,2342,16,13.445378151260504,6538
ARS-1215,2,18.181818181818183,1204,452908,1413,7,7.526881720430108,4087
ARS-120,7,23.333333333333332,3220,1847097,5512,58,20.422535211267608,28529
ARS-1030,3,10.714285714285714,2011,825113,2682,13,9.027777777777777,5647
ARS-1,1,5.88235294117647,465,413199,1422,8,11.594202898550725,3060
ARS-40,45,60.0,35912,1218996,3074,88,51.162790697674424,51466
ARS-30,1,4.3478260869565215,427,578448,1936,13,16.666666666666664,5859
ARS-1037,9,34.61538461538461,4089,837012,2586,40,28.57142857142857,18332
ARS-75,42,52.5,29322,1332341,3389,69,38.764044943820224,42188
ARS-1386,0,0,0,224129,762,9,31.03448275862069,6168
ARS-29,3,15.789473684210526,1465,681327,2188,15,13.636363636363635,8314
ARS-1426,1,9.090909090909092,877,576587,1824,11,10.0,6009
ARS-115,15,45.45454545454545,8412,762511,2331,61,44.52554744525548,35138
ARS-66,8,20.51282051282051,3781,1498543,4629,62,23.04832713754647,30270
ARS-11,4,16.666666666666664,2091,878836,2747,32,27.11864406779661,13205
CPC-41,8,18.6046511627907,4490,1047419,3025,74,45.962732919254655,58759
CPC-316,8,21.62162162162162,4347,1018799,3148,85,35.26970954356847,46609
CPC-97,14,45.16129032258064,9077,531315,1489,35,38.46153846153847,22987
CPC-73,6,27.27272727272727,3178,642591,1993,51,41.12903225806452,28767
CPC-288,24,60.0,13873,620462,1845,71,47.651006711409394,44324
CPC-25,21,36.84210526315789,11304,1038374,3286,118,49.789029535864984,66303
CPC-52,33,50.76923076923077,22602,1063669,3028,60,42.857142857142854,29767
CPC-58,3,13.636363636363635,1532,871241,2821,18,12.949640287769784,7368
CPC-17,42,40.0,27947,1451168,4273,129,48.679245283018865,75000
CPC-84,9,30.0,5985,590788,1562,44,44.89795918367347,29719
CPC-305,7,23.333333333333332,4210,712912,2291,24,21.818181818181817,10604
CPC-67,10,16.666666666666664,5501,937341,3105,82,47.12643678160919,51124
CPC-7,18,29.03225806451613,10363,1093091,3522,102,45.73991031390135,57912
CPC-28,11,33.33333333333333,5437,1245521,3830,65,30.952380952380953,31859
CPC-74,3,21.428571428571427,1616,586552,1850,8,6.722689075630252,3367
CPC-323,16,34.04255319148936,9251,491083,1460,36,33.9622641509434,20821
CPC-46,5,15.625,2280,901204,2974,112,46.09053497942387,65263
CPC-31,74,51.03448275862069,45125,2059772,6017,89,35.45816733067729,46003
CPC-42,9,18.367346938775512,4317,1377384,4080,87,42.857142857142854,53639
CPC-48,13,21.666666666666668,5547,1319904,4103,41,22.905027932960895,18244
CPC-327,26,36.61971830985916,16962,970192,2836,92,47.42268041237113,54901
CPC-70,12,16.901408450704224,7262,1044579,3286,85,48.29545454545455,56095
CPC-51,15,20.0,10240,1655145,4206,133,51.153846153846146,89290
CPC-69,19,32.20338983050847,9559,1339917,4184,45,26.011560693641616,22755
CPC-14,18,45.0,8768,865194,2590,85,47.486033519553075,52223
CPC-9,24,38.095238095238095,17353,1535935,4063,120,48.38709677419355,73312
CPC-3,16,35.55555555555556,10098,1133924,3020,101,50.0,58628
CPC-19,19,18.446601941747574,8873,1971981,6154,56,17.72151898734177,22349
CPC-80,10,47.61904761904761,3910,673616,2131,59,44.3609022556391,32920
CPC-64,12,34.285714285714285,4958,955652,3048,35,22.875816993464053,18046
CPC-13,31,41.333333333333336,17282,1525102,4793,140,46.82274247491639,79724
CPC-21,10,18.51851851851852,5241,1950851,5852,60,22.388059701492537,30560
CPC-32,5,15.151515151515152,2630,1020963,3335,39,20.74468085106383,20116
CPC-45,11,28.947368421052634,4862,1084980,3469,43,23.118279569892472,18213
CPC-320,4,13.333333333333334,1659,985623,3286,18,12.857142857142856,8087
CPC-38,18,25.0,8935,1490396,4591,63,25.099601593625497,30267
CPC-75,4,19.047619047619047,1947,684771,2122,60,42.25352112676056,38398
CPC-310,12,37.5,7117,719088,2148,76,45.78313253012048,47194
CPC-30,1,5.555555555555555,312,612884,1957,9,10.0,3496
CPC-1232,2,11.11111111111111,1101,547521,1815,12,15.384615384615385,7101
CPC-47,8,27.586206896551722,3730,650459,2175,60,40.54054054054054,31612
CPC-322,10,41.66666666666667,6412,845161,2401,48,38.70967741935484,28587
CPC-297,11,34.375,7652,906146,2567,46,40.35087719298245,27877
CPC-309,5,16.129032258064516,2034,905046,2894,28,24.778761061946902,9353
CPC-11,15,29.411764705882355,7011,1094382,3381,45,27.10843373493976,21866
CPC-6,19,31.666666666666664,9373,1233095,3851,124,48.249027237354085,69885
CPC-29,1,10.0,625,427051,1364,12,22.641509433962266,5399
CPC-1326,11,31.428571428571427,6501,529220,1598,44,44.0,27348
CPC-23,32,53.333333333333336,21686,1423238,4124,47,34.81481481481482,26036
CPC-54,13,30.952380952380953,7151,776952,2567,69,43.39622641509434,37561
CPC-59,6,24.0,2862,683769,2257,16,14.285714285714285,6501
CPC-53,1,6.25,713,1092066,3479,10,6.944444444444445,5014
CPC-24,5,14.705882352941178,2411,1154619,3517,41,22.65193370165746,21068
CPC-1,14,16.27906976744186,7489,1732292,8395,24,11.76470588235294,9937
CPC-85,22,40.74074074074074,15022,1091646,2973,71,47.97297297297297,45153
CPC-16,5,19.230769230769234,1909,833416,2700,23,25.274725274725274,8680
CPC-61,3,9.375,2125,938005,3099,22,18.487394957983195,11053
CPC-40,26,23.853211009174313,9971,1570436,5016,65,26.74897119341564,23283
CPC-289,2,16.666666666666664,1078,345513,1193,6,11.538461538461538,2797
CPC-72,12,30.0,5985,1120414,3401,47,24.479166666666664,21607
CPC-1399,10,47.61904761904761,5233,580599,1883,51,42.857142857142854,27063
CPC-98,33,32.67326732673268,20361,1072168,3206,0,0,0
CPC-319,13,28.888888888888886,6080,756087,2318,57,39.310344827586206,31691
CPC-39,4,12.121212121212121,2068,916147,3160,97,45.539906103286384,51484
CPC-33,10,50.0,3605,642901,2101,66,44.0,36510
CPC-5,15,30.612244897959183,10298,1024378,2976,110,52.38095238095239,71232
CPC-12,10,20.0,3658,1365057,4112,98,43.36283185840708,58506
CPC-294,102,61.07784431137725,58041,1150246,3371,145,58.70445344129555,109412
CPC-300,23,54.761904761904766,15445,874954,2362,45,37.1900826446281,24281
CPC-20,4,16.666666666666664,1958,762121,2477,35,21.21212121212121,17784
CPC-27,9,33.33333333333333,5622,1018503,3428,130,56.52173913043478,68076
CPC-50,27,57.446808510638306,18351,983713,2722,52,42.62295081967213,29703
CPC-62,14,33.33333333333333,6827,1127845,3716,44,23.28042328042328,18686
CPC-86,13,52.0,7818,903877,2487,51,35.66433566433567,36648
CPC-2,15,35.714285714285715,6124,1467782,4424,57,25.333333333333336,35360
CPC-8,18,31.03448275862069,8808,1419752,4407,47,25.96685082872928,20936
CPC-49,18,27.27272727272727,8528,1027227,3343,94,44.13145539906103,48102
CPC-34,12,36.36363636363637,7476,960045,2880,104,55.319148936170215,63310
CPC-43,9,15.0,4217,1393491,4353,41,20.098039215686274,18783
CPC-95,18,35.294117647058826,9300,1185430,3711,61,31.770833333333332,33838
deep_MAG_0339,6,26.08695652173913,4146,566529,1780,66,47.14285714285714,38432
deep_MAG_0344,0,0,0,1032127,3649,12,6.153846153846154,4475
deep_MAG_0047,14,32.55813953488372,6915,850120,2809,35,24.822695035460992,15430
deep_MAG_0400,1,6.666666666666667,627,767960,2690,13,10.0,6382
deep_MAG_0477,0,0,0,277307,973,8,20.0,2480
deep_MAG_0570,1,5.555555555555555,534,629068,2201,14,12.280701754385964,6354
deep_MAG_0140,7,18.421052631578945,2657,1172490,3456,65,34.57446808510639,41622
deep_MAG_0137,16,21.62162162162162,7177,1507375,4769,46,20.353982300884958,16798
deep_MAG_0295,15,27.27272727272727,4985,890337,3006,37,23.56687898089172,13241
deep_MAG_0376,8,14.814814814814813,3511,810516,2724,86,45.5026455026455,44480
deep_MAG_0548,46,46.93877551020408,27950,1246878,3878,91,42.924528301886795,51382
deep_MAG_0075,15,27.27272727272727,6704,1159000,3762,38,20.76502732240437,15561
deep_MAG_0178,3,12.0,1402,1093057,3701,45,31.46853146853147,21404
deep_MAG_0008,5,25.0,1751,876332,3410,36,17.82178217821782,18093
deep_MAG_0438,16,50.0,9996,528464,1582,45,41.284403669724774,25378
deep_MAG_0535,4,14.285714285714285,1832,971650,3138,14,8.13953488372093,6619
deep_MAG_0542,12,23.52941176470588,5384,1268197,4002,42,21.428571428571427,19208
deep_MAG_0320,9,40.909090909090914,3605,622969,2117,56,37.83783783783784,28358
deep_MAG_0250,7,25.925925925925924,3015,960012,2942,77,43.50282485875706,47240
deep_MAG_0617,17,42.5,8474,995387,3221,48,29.09090909090909,26079
deep_MAG_0153,14,20.8955223880597,6568,1084823,3455,90,44.33497536945813,51753
deep_MAG_0029,7,14.285714285714285,3252,943983,3228,90,40.909090909090914,48786
deep_MAG_0480,6,11.11111111111111,2871,742297,2489,12,10.81081081081081,5690
deep_MAG_0514,7,53.84615384615385,4576,556228,1574,30,31.914893617021278,17055
deep_MAG_0286,1,5.88235294117647,881,682169,2216,11,8.396946564885496,4605
deep_MAG_0262,8,15.384615384615385,4750,1606980,5065,35,14.17004048582996,13626
deep_MAG_0318,7,21.875,5187,1119932,3592,38,29.230769230769234,16364
deep_MAG_0082,6,35.294117647058826,2592,380770,1143,50,52.63157894736842,27457
deep_MAG_0161,11,39.285714285714285,7716,1257646,3945,248,68.31955922865014,138661
deep_MAG_0011,47,37.301587301587304,30895,1924857,5798,44,20.754716981132077,24034
deep_MAG_0185,15,19.230769230769234,8624,1235947,3929,49,24.019607843137255,28744
deep_MAG_0421,23,44.230769230769226,16056,2660476,6714,120,41.23711340206185,75407
deep_MAG_0166,21,25.609756097560975,11018,1568924,5017,47,19.747899159663866,23740
deep_MAG_0182,9,21.951219512195124,3999,858880,2881,38,30.64516129032258,15922
deep_MAG_0362,7,23.333333333333332,3026,958601,2764,83,48.53801169590643,52523
deep_MAG_0315,6,18.181818181818183,2526,812104,2932,30,21.897810218978105,11199
deep_MAG_0218,10,32.25806451612903,5470,626463,1995,45,36.885245901639344,30211
deep_MAG_0368,4,36.36363636363637,3138,788476,2297,43,38.392857142857146,27872
deep_MAG_0386,10,31.25,4457,1074177,3224,67,37.85310734463277,39579
deep_MAG_0212,2,15.384615384615385,1079,540128,2031,24,27.906976744186046,9682
deep_MAG_0564,10,25.0,4708,1166439,4083,27,12.053571428571429,13402
deep_MAG_0580,13,17.333333333333336,7029,963887,2902,82,48.23529411764706,54034
deep_MAG_0519,20,47.61904761904761,11494,726587,2235,26,30.23255813953488,14399
deep_MAG_0053,39,37.5,24630,1190294,3609,116,51.55555555555556,73485
deep_MAG_0327,7,22.58064516129032,3333,664747,2346,38,33.6283185840708,12515
deep_MAG_0435,6,16.666666666666664,2194,833137,2657,36,29.75206611570248,14463
deep_MAG_0108,41,44.086021505376344,24109,1214114,3645,104,47.27272727272727,62421
deep_MAG_0191,9,33.33333333333333,5964,635759,2006,66,46.15384615384615,44078
deep_MAG_0175,31,49.2063492063492,16347,824978,2698,81,45.76271186440678,41656
deep_MAG_0102,11,35.483870967741936,6700,807134,2446,75,41.66666666666667,52864
deep_MAG_0096,4,9.30232558139535,1827,1052756,3632,21,11.797752808988763,8360
deep_MAG_0545,25,39.0625,14309,1083846,3466,115,47.91666666666667,67794
deep_MAG_0040,16,19.27710843373494,7119,1142177,3616,33,20.88607594936709,12014
deep_MAG_0037,10,37.03703703703704,5820,1357020,4275,72,42.60355029585799,38716
deep_MAG_0593,21,28.000000000000004,13013,922801,2774,105,53.57142857142857,66318
deep_MAG_0494,12,17.142857142857142,6755,883493,2613,74,50.0,49543
deep_MAG_0603,10,26.31578947368421,6347,1031077,2995,109,53.69458128078818,71838
deep_MAG_0233,5,23.809523809523807,2173,724457,2340,29,27.358490566037734,12068
deep_MAG_0349,16,40.0,12056,1973800,4982,77,38.69346733668342,45273
deep_MAG_0239,14,34.146341463414636,7688,1098534,3291,84,40.77669902912621,65482
deep_MAG_0334,3,13.043478260869565,1427,651229,2052,24,24.0,8855
deep_MAG_0343,1,12.5,747,489629,1580,11,14.864864864864865,4048
deep_MAG_0609,4,13.793103448275861,2131,703454,2208,53,34.64052287581699,35006
deep_MAG_0134,12,22.641509433962266,5266,1177773,4087,41,23.837209302325583,17819
deep_MAG_0490,13,15.476190476190476,7183,2050148,7021,67,26.07003891050584,41088
deep_MAG_0573,4,16.666666666666664,2164,1041363,3409,42,31.343283582089555,19479
deep_MAG_0044,10,27.77777777777778,5689,1276460,4230,134,45.73378839590443,62697
deep_MAG_0149,5,15.625,2287,951828,2822,30,20.408163265306122,13490
deep_MAG_0330,69,51.49253731343284,39546,1293305,4307,56,33.532934131736525,25960
deep_MAG_0347,13,31.70731707317073,5742,1102510,3548,47,29.19254658385093,26817
deep_MAG_0607,5,25.0,2721,599207,1859,20,21.50537634408602,10081
deep_MAG_0195,8,13.559322033898304,3419,1674779,5721,42,15.909090909090908,17318
deep_MAG_0098,6,28.57142857142857,3902,1061822,3416,136,59.130434782608695,70170
deep_MAG_0375,0,0,0,569635,2121,6,6.382978723404255,2776
deep_MAG_0296,15,23.809523809523807,6439,1141198,3658,36,20.0,13025
deep_MAG_0391,7,35.0,3875,855135,2556,167,62.546816479400746,96409
deep_MAG_0489,6,27.27272727272727,3564,963689,3053,112,53.333333333333336,56637
deep_MAG_0467,86,62.77372262773723,49380,1169160,3315,141,60.775862068965516,100274
deep_MAG_0410,19,42.22222222222222,14250,2765206,6921,119,41.17647058823529,76892
deep_MAG_0483,5,26.31578947368421,2757,687281,2253,24,24.489795918367346,9753
deep_MAG_0560,3,13.043478260869565,1158,678662,2370,22,19.130434782608695,8561
deep_MAG_0127,21,18.26086956521739,10270,1904688,6365,49,15.312500000000002,18394
deep_MAG_0614,0,0,0,824073,2880,8,5.442176870748299,3778
deep_MAG_0323,3,23.076923076923077,1749,535068,1772,23,27.058823529411764,9746
deep_MAG_0422,1,5.263157894736842,345,1051156,3412,15,7.462686567164178,7650
deep_MAG_0455,2,14.285714285714285,1362,810709,2660,13,9.848484848484848,6900
deep_MAG_0186,18,27.27272727272727,9087,896922,2963,82,42.05128205128205,45472
deep_MAG_0162,0,0,0,574795,1940,6,5.357142857142857,2286
deep_MAG_0081,16,25.0,7035,1688336,4807,72,30.76923076923077,33972
deep_MAG_0018,0,0,0,549847,2233,6,6.741573033707865,2650
deep_MAG_0366,10,27.027027027027028,4891,1100327,3254,56,30.76923076923077,38921
deep_MAG_0285,11,12.941176470588237,6469,1844977,5948,48,19.834710743801654,33211
deep_MAG_0282,3,27.27272727272727,1391,428574,1464,8,10.81081081081081,2948
deep_MAG_0361,10,38.46153846153847,4214,968799,3112,44,26.82926829268293,18558
deep_MAG_0452,2,8.695652173913043,817,536591,1562,11,20.754716981132077,5191
deep_MAG_0528,17,23.28767123287671,7702,1268024,4100,39,19.597989949748744,14788
deep_MAG_0181,4,40.0,1455,370353,1361,8,11.940298507462686,2482
deep_MAG_0118,17,22.36842105263158,8085,1410378,4573,59,27.314814814814813,22484
deep_MAG_0165,31,42.465753424657535,17260,1160516,3783,95,45.023696682464454,53251
deep_MAG_0555,126,56.00000000000001,69270,1678694,5336,196,58.160237388724035,144665
deep_MAG_0223,5,19.230769230769234,2153,878915,2798,119,56.39810426540285,60486
deep_MAG_0353,2,11.11111111111111,666,500592,1757,20,22.988505747126435,8101
deep_MAG_0229,40,34.18803418803419,15329,1521804,5455,59,20.344827586206897,20078
deep_MAG_0619,9,39.130434782608695,5882,696824,2028,120,58.252427184466015,74583
deep_MAG_0027,21,30.0,11301,1327741,3856,139,58.15899581589959,91623
deep_MAG_0050,3,15.789473684210526,1662,813924,2634,60,39.735099337748345,29799
deep_MAG_0510,16,40.0,8696,520484,1816,52,36.61971830985916,27955
deep_MAG_0484,5,21.73913043478261,2833,791038,2459,39,28.676470588235293,20170
deep_MAG_0305,8,29.629629629629626,3918,826972,2641,26,20.634920634920633,10734
deep_MAG_0291,99,55.61797752808989,54352,1136069,3381,124,55.85585585585585,77607
deep_MAG_0275,1,6.25,513,1015096,3799,13,6.018518518518518,6113
deep_MAG_0202,21,23.595505617977526,9499,1828993,5979,64,22.535211267605636,27409
deep_MAG_0378,58,50.0,36470,1398997,4022,138,52.27272727272727,83898
deep_MAG_0531,11,28.947368421052634,4478,969228,3365,35,23.809523809523807,14859
deep_MAG_0101,1,5.555555555555555,336,649571,2308,10,9.25925925925926,3856
deep_MAG_0095,2,22.22222222222222,937,507027,1718,9,9.574468085106384,3508
deep_MAG_0176,1,4.0,732,738323,2602,27,26.732673267326735,11425
deep_MAG_0441,9,22.5,3464,694330,2271,23,22.115384615384613,10544
deep_MAG_0340,6,28.57142857142857,3585,764607,2434,101,52.879581151832454,55202
deep_MAG_0600,16,29.629629629629626,8126,724378,2612,63,34.42622950819672,33715
deep_MAG_0144,15,20.833333333333336,8414,1337258,4312,41,20.812182741116754,23278
deep_MAG_0503,20,60.60606060606061,12886,776336,2226,38,33.04347826086956,20468
deep_MAG_0509,24,25.53191489361702,9283,1733932,5691,60,23.904382470119522,23134
deep_MAG_0590,6,31.57894736842105,4624,916477,2787,117,57.35294117647059,56910
deep_MAG_0404,7,29.166666666666668,4107,429745,1283,48,47.524752475247524,27616
deep_MAG_0533,10,14.705882352941178,3866,1073516,3390,27,16.875,9766
deep_MAG_0103,4,19.047619047619047,2221,925469,2870,44,34.92063492063492,19877
deep_MAG_0539,37,45.1219512195122,20966,3385254,10009,129,36.440677966101696,61958
deep_MAG_0434,10,20.0,5936,1491903,4351,70,36.08247422680412,31735
deep_MAG_0293,0,0,0,996720,3404,10,5.0,3883
deep_MAG_0200,4,33.33333333333333,2026,458394,1455,33,34.375,21733
deep_MAG_0146,0,0,0,950359,3683,7,3.5532994923857872,2558
deep_MAG_0131,4,30.76923076923077,1517,392287,1349,6,9.230769230769232,2496
deep_MAG_0592,12,22.22222222222222,6116,1057566,3551,45,22.84263959390863,25913
deep_MAG_0471,10,23.25581395348837,6374,711279,2336,51,34.22818791946309,38149
deep_MAG_0036,70,53.43511450381679,41621,1571797,4744,138,51.11111111111111,79321
deep_MAG_0608,45,40.909090909090914,25248,1992438,5488,197,55.6497175141243,130617
deep_MAG_0238,5,18.51851851851852,2502,495705,1599,44,40.36697247706422,26327
deep_MAG_0342,5,25.0,2449,542116,1844,22,24.444444444444443,9294
deep_MAG_0335,19,31.147540983606557,12301,1030320,3400,22,19.298245614035086,11567
deep_MAG_0060,24,29.268292682926827,12900,937168,2858,91,53.529411764705884,59509
deep_MAG_0084,16,23.18840579710145,6082,1129210,3579,32,19.631901840490798,11835
deep_MAG_0167,1,3.7037037037037033,624,1069247,3892,29,17.058823529411764,10703
deep_MAG_0557,16,30.18867924528302,6240,838685,2893,26,16.99346405228758,8799
deep_MAG_0213,4,5.333333333333334,2150,1675255,5409,107,39.77695167286245,61031
deep_MAG_0314,17,23.943661971830984,6008,1451459,5238,43,18.614718614718615,15494
deep_MAG_0280,18,22.22222222222222,7067,1349116,4473,42,19.81132075471698,21082
deep_MAG_0363,10,34.48275862068966,6317,506360,1622,44,38.93805309734513,30884
deep_MAG_0052,0,0,0,846903,2853,15,12.096774193548388,8450
deep_MAG_0128,7,21.875,3716,501614,1732,11,16.923076923076923,3785
deep_MAG_0518,8,18.181818181818183,3505,956287,3091,39,30.46875,16553
deep_MAG_0512,7,17.94871794871795,3248,864779,2767,27,18.0,12299
deep_MAG_0058,125,50.403225806451616,70598,1900036,5947,221,54.83870967741935,135024
deep_MAG_0122,13,22.413793103448278,7655,1067967,4115,16,14.414414414414415,7838
deep_MAG_0351,61,63.541666666666664,38794,1852087,4823,98,40.32921810699588,56042
deep_MAG_0251,1,3.3333333333333335,411,828202,2649,11,7.006369426751593,6255
deep_MAG_0226,10,20.0,5046,980497,3518,70,33.65384615384615,35193
deep_MAG_0321,9,18.0,6106,907633,2705,78,50.649350649350644,37800
deep_MAG_0356,11,45.83333333333333,4786,783687,2623,78,48.148148148148145,40830
deep_MAG_0586,6,21.428571428571427,3665,1011923,3144,146,56.809338521400775,79835
deep_MAG_0562,20,28.57142857142857,7787,1528676,5048,56,24.137931034482758,24451
deep_MAG_0152,12,18.181818181818183,4911,1161230,3989,27,18.243243243243242,11208
deep_MAG_0028,23,35.38461538461539,11404,1593901,4691,77,33.47826086956522,40673
deep_MAG_0214,28,52.83018867924528,18911,854074,2548,48,40.0,22747
deep_MAG_0263,4,11.11111111111111,2064,850749,3050,28,19.718309859154928,11265
deep_MAG_0269,28,23.333333333333332,12849,1601969,4984,52,20.233463035019454,18450
deep_MAG_0420,34,38.20224719101123,26931,1046762,2994,122,57.54716981132076,73000
deep_MAG_0457,10,37.03703703703704,4615,1096944,3853,34,17.17171717171717,14138
deep_MAG_0184,34,45.94594594594595,18492,1103654,3468,100,48.07692307692308,57094
deep_MAG_0067,4,22.22222222222222,2010,499134,1663,18,20.454545454545457,6812
deep_MAG_0527,7,20.0,4006,938564,2837,43,29.86111111111111,18716
deep_MAG_0345,15,40.54054054054054,7642,1068133,3090,100,44.843049327354265,56224
deep_MAG_0338,16,25.0,9228,1212417,3899,46,25.69832402234637,21127
deep_MAG_0242,6,13.953488372093023,3344,738927,2629,18,13.740458015267176,6450
deep_MAG_0571,2,66.66666666666666,622,519847,1772,3,2.2900763358778624,1549
deep_MAG_0300,13,24.528301886792452,5465,1087760,4131,30,16.483516483516482,9885
deep_MAG_0399,1,3.3333333333333335,383,595226,2039,5,6.666666666666667,2322
deep_MAG_0439,8,21.052631578947366,3849,1141870,3733,52,36.36363636363637,24152
deep_MAG_0173,8,33.33333333333333,4237,1181201,3649,72,41.14285714285714,34209
deep_MAG_0203,10,41.66666666666667,6188,571272,1712,70,50.72463768115942,40345
deep_MAG_0274,9,20.0,3999,854890,2708,78,41.48936170212766,42624
deep_MAG_0209,102,52.307692307692314,56104,1236427,4154,129,50.588235294117645,75310
deep_MAG_0373,5,13.513513513513514,3586,1088361,3356,110,57.89473684210527,57087
deep_MAG_0193,11,23.404255319148938,4322,823608,2635,25,19.68503937007874,10343
deep_MAG_0070,0,0,0,623813,2027,5,5.434782608695652,3438
deep_MAG_0177,40,36.03603603603604,21709,1513110,4707,140,49.29577464788733,82713
deep_MAG_0094,14,35.0,7637,1129714,3284,47,29.375,29432
deep_MAG_0246,0,0,0,143985,548,4,16.666666666666664,1635
deep_MAG_0336,1,50.0,655,337252,1107,9,18.0,4894
deep_MAG_0035,4,20.0,2458,780133,2461,34,29.310344827586203,14204
deep_MAG_0591,9,33.33333333333333,4080,660019,2156,24,24.242424242424242,9780
deep_MAG_0405,22,37.93103448275862,11048,722262,2666,61,40.939597315436245,31902
deep_MAG_0502,5,19.230769230769234,2794,622473,1945,22,23.157894736842106,8873
deep_MAG_0496,6,31.57894736842105,2708,847722,2774,116,50.877192982456144,58593
deep_MAG_0478,14,19.718309859154928,7960,2525862,7784,101,29.022988505747126,46100
deep_MAG_0132,4,18.181818181818183,2849,1169029,4154,27,12.442396313364055,11016
deep_MAG_0048,1,16.666666666666664,529,278533,901,21,41.17647058823529,9489
deep_MAG_0317,3,7.5,1686,832024,2890,17,14.166666666666666,7590
deep_MAG_0283,0,0,0,667599,2500,16,14.814814814814813,6578
deep_MAG_0210,12,36.36363636363637,5515,829387,2667,38,28.35820895522388,16341
deep_MAG_0267,47,45.63106796116505,27095,944407,3010,100,51.546391752577314,57853
deep_MAG_0459,10,27.77777777777778,4618,767856,2473,86,51.49700598802395,46672
deep_MAG_0523,6,14.285714285714285,2547,916129,2901,34,28.57142857142857,13740
