gene_ID,taxon
M-geneDB.v1_000790340,gramNeg
M-geneDB.v1_000790388,gramNeg
M-geneDB.v1_000790468,gramNeg
M-geneDB.v1_000790482,gramNeg
M-geneDB.v1_000790501,gramNeg
M-geneDB.v1_000790970,gramNeg
M-geneDB.v1_000790990,gramNeg
M-geneDB.v1_000791006,gramNeg
M-geneDB.v1_000791236,gramNeg
M-geneDB.v1_000791396,gramNeg
M-geneDB.v1_000791527,gramNeg
M-geneDB.v1_000791592,gramNeg
M-geneDB.v1_000791595,gramNeg
M-geneDB.v1_000791598,gramNeg
M-geneDB.v1_000791599,gramNeg
M-geneDB.v1_000791721,gramNeg
M-geneDB.v1_000791722,gramNeg
M-geneDB.v1_000791726,gramNeg
M-geneDB.v1_000791727,gramNeg
M-geneDB.v1_000791737,gramNeg
M-geneDB.v1_000791971,gramNeg
M-geneDB.v1_000791975,gramNeg
M-geneDB.v1_000792127,gramNeg
M-geneDB.v1_000792223,gramNeg
M-geneDB.v1_000792411,gramNeg
M-geneDB.v1_000792942,gramNeg
M-geneDB.v1_000792949,gramNeg
M-geneDB.v1_000793007,gramNeg
M-geneDB.v1_000793015,gramNeg
M-geneDB.v1_000793050,gramNeg
M-geneDB.v1_000793309,gramNeg
M-geneDB.v1_000793449,gramNeg
M-geneDB.v1_000793476,gramNeg
M-geneDB.v1_000793477,gramNeg
M-geneDB.v1_000793578,gramNeg
M-geneDB.v1_000793586,gramNeg
M-geneDB.v1_000793843,gramNeg
M-geneDB.v1_000793978,gramNeg
M-geneDB.v1_000793986,gramNeg
M-geneDB.v1_000794192,gramNeg
M-geneDB.v1_000794233,gramNeg
M-geneDB.v1_000794567,gramNeg
M-geneDB.v1_000794570,gramNeg
M-geneDB.v1_000794603,gramNeg
M-geneDB.v1_000794757,gramNeg
M-geneDB.v1_000794796,gramNeg
M-geneDB.v1_000795093,gramNeg
M-geneDB.v1_000795141,gramNeg
M-geneDB.v1_000795264,gramNeg
M-geneDB.v1_000795303,gramNeg
M-geneDB.v1_000795478,gramNeg
M-geneDB.v1_000795657,gramNeg
M-geneDB.v1_000795718,gramNeg
M-geneDB.v1_000796327,gramNeg
M-geneDB.v1_000796491,gramNeg
M-geneDB.v1_000797342,gramNeg
M-geneDB.v1_000798167,gramNeg
M-geneDB.v1_000798175,gramNeg
M-geneDB.v1_000798307,gramNeg
M-geneDB.v1_000798542,gramNeg
M-geneDB.v1_000799082,gramNeg
M-geneDB.v1_000799343,gramNeg
M-geneDB.v1_000799460,gramNeg
M-geneDB.v1_000799817,gramNeg
M-geneDB.v1_000802078,gramNeg
M-geneDB.v1_000840390,gramNeg
M-geneDB.v1_000840562,gramNeg
M-geneDB.v1_000841104,gramNeg
M-geneDB.v1_000841242,gramNeg
M-geneDB.v1_000842352,gramNeg
M-geneDB.v1_000842987,gramNeg
M-geneDB.v1_000843601,gramNeg
M-geneDB.v1_000843608,gramNeg
M-geneDB.v1_000843717,gramNeg
M-geneDB.v1_000843940,gramNeg
M-geneDB.v1_000844165,gramNeg
M-geneDB.v1_000844644,gramNeg
M-geneDB.v1_000848664,gramNeg
M-geneDB.v1_000849314,gramNeg
M-geneDB.v1_000852119,gramNeg
M-geneDB.v1_000852326,gramNeg
M-geneDB.v1_000856532,gramNeg
M-geneDB.v1_000879827,gramNeg
M-geneDB.v1_000879892,gramNeg
M-geneDB.v1_000880045,gramNeg
M-geneDB.v1_000881501,gramNeg
M-geneDB.v1_000881730,gramNeg
M-geneDB.v1_000882115,gramNeg
M-geneDB.v1_000883466,gramNeg
M-geneDB.v1_000885371,gramNeg
M-geneDB.v1_000886691,gramNeg
M-geneDB.v1_000888067,gramNeg
M-geneDB.v1_000906466,gramNeg
M-geneDB.v1_000907165,gramNeg
M-geneDB.v1_000907665,gramNeg
M-geneDB.v1_000911048,gramNeg
M-geneDB.v1_000912538,gramNeg
M-geneDB.v1_000912743,gramNeg
M-geneDB.v1_000913748,gramNeg
M-geneDB.v1_000914557,gramNeg
M-geneDB.v1_000933567,gramNeg
M-geneDB.v1_000933675,gramNeg
M-geneDB.v1_000933695,gramNeg
M-geneDB.v1_000935081,gramNeg
M-geneDB.v1_000935677,gramNeg
M-geneDB.v1_000935855,gramNeg
M-geneDB.v1_000936904,gramNeg
M-geneDB.v1_000936920,gramNeg
M-geneDB.v1_000937752,gramNeg
M-geneDB.v1_000938519,gramNeg
M-geneDB.v1_000940106,gramNeg
M-geneDB.v1_000940622,gramNeg
M-geneDB.v1_000941158,gramNeg
M-geneDB.v1_000941873,gramNeg
M-geneDB.v1_000948189,gramNeg
M-geneDB.v1_000949187,gramNeg
M-geneDB.v1_000951839,gramNeg
M-geneDB.v1_001000418,gramNeg
M-geneDB.v1_001000592,gramNeg
M-geneDB.v1_001000607,gramNeg
M-geneDB.v1_001001486,gramNeg
M-geneDB.v1_001001641,gramNeg
M-geneDB.v1_001001826,gramNeg
M-geneDB.v1_001001955,gramNeg
M-geneDB.v1_001005017,gramNeg
M-geneDB.v1_001007178,gramNeg
M-geneDB.v1_001012514,gramNeg
M-geneDB.v1_001034234,gramNeg
M-geneDB.v1_001034399,gramNeg
M-geneDB.v1_001034929,gramNeg
M-geneDB.v1_001034937,gramNeg
M-geneDB.v1_001035274,gramNeg
M-geneDB.v1_001035598,gramNeg
M-geneDB.v1_001036792,gramNeg
M-geneDB.v1_001036942,gramNeg
M-geneDB.v1_001036986,gramNeg
M-geneDB.v1_001037126,gramNeg
M-geneDB.v1_001037192,gramNeg
M-geneDB.v1_001037808,gramNeg
M-geneDB.v1_001038364,gramNeg
M-geneDB.v1_001038885,gramNeg
M-geneDB.v1_001038994,gramNeg
M-geneDB.v1_001039090,gramNeg
M-geneDB.v1_001039393,gramNeg
M-geneDB.v1_001039875,gramNeg
M-geneDB.v1_001040083,gramNeg
M-geneDB.v1_001040441,gramNeg
M-geneDB.v1_001040484,gramNeg
M-geneDB.v1_001041851,gramNeg
M-geneDB.v1_001042092,gramNeg
M-geneDB.v1_001042348,gramNeg
M-geneDB.v1_001043007,gramNeg
M-geneDB.v1_001043432,gramNeg
M-geneDB.v1_001043870,gramNeg
M-geneDB.v1_001045498,gramNeg
M-geneDB.v1_001045720,gramNeg
M-geneDB.v1_001046823,gramNeg
M-geneDB.v1_001048724,gramNeg
M-geneDB.v1_001050900,gramNeg
M-geneDB.v1_001052073,gramNeg
M-geneDB.v1_001053083,gramNeg
M-geneDB.v1_001056027,gramNeg
M-geneDB.v1_001085818,gramNeg
M-geneDB.v1_001089644,gramNeg
M-geneDB.v1_001090513,gramNeg
M-geneDB.v1_001091420,gramNeg
M-geneDB.v1_001101792,gramNeg
M-geneDB.v1_001101874,gramNeg
M-geneDB.v1_001102042,gramNeg
M-geneDB.v1_000315557,arch
M-geneDB.v1_000338085,arch
M-geneDB.v1_000338086,arch
M-geneDB.v1_000341130,arch
M-geneDB.v1_000574189,arch
M-geneDB.v1_000593139,arch
M-geneDB.v1_000775517,arch
M-geneDB.v1_000778934,arch
