bin,ERR315856,ERR315859,ERR315860,ERR318618,ERR318619,ERR318620,ERR318621,ERR594315,ERR594329,ERR594352,ERR594375,ERR594405,ERR594408,ERR599073,ERR599092,ERR599094,ERR599153
MED-1153,523777.71597825905,354890.0613339042,344338.1285465433,1311909.3607856631,79480.65420701611,1341765.085640823,84215.79936242632,202545.85967538072,1415700.6143091975,12544.305925830035,277.9766476565299,855.8022323062598,356.48282550578045,599703.6398690192,3032158.480967921,1382642.9009378091,220939.31609270215
MED-1155,38501.31690444267,55854.13483290411,56272.25109289717,206547.20515807942,13458.410314332124,211644.32311542772,14411.783311493053,15223.436587411275,101093.08157503625,201374.19563840635,15972.158961933821,12812.903756799222,24992.533734851804,1084000.2432114587,5368091.3297028495,169305.5202410637,28592.386096715276
MED-1190,133616.21639762193,141665.90492842582,145862.95249810483,1592852.356963982,214103.6605847272,1384929.03189185,215367.980005513,9281.792139177613,48522.596341419,720.2394678521603,6096.444687639347,1181.6956825550212,91.36302797104504,44376.79739820252,214167.76812993851,49592.05982563669,8176.419833111286
MED-1223,11446465.951382259,374258.8505505489,363798.87273559865,180415.86011872193,15845.650582665472,190439.02758909066,15203.369569507571,678920.4129013751,4237501.72773911,47341.406348825054,88317.02803390523,42110.87514265501,283742.8476676427,172963.19376073426,859862.1026875727,1039382.056751735,181495.50023962694
MED-1227,15568492.36791913,2596601.3789899386,2566681.037557219,195756.88497445988,19080.711619745038,185321.48552686648,19292.267700546123,6778836.400196029,40942473.69807456,355.98059333429256,644.1820846303265,66.85434782608695,899.7004117388158,799281.4026380405,3852258.79278148,11460509.783360653,1997968.3990203128
MED-1233,17897.515183362902,4545.813471328271,4167.459457160405,42128.860317351806,5746.593036811074,39323.533557068964,7095.732502994736,10264.986783866201,61422.70778888107,164.18419525889414,315.47579092190307,108.79516729349764,123.33333333333334,11953.402876540235,56641.19113198823,12830.47955243658,1831.3471405635185
MED-1247,3340430.93778123,108824.03890707741,109494.29898269403,267594.50562439905,22165.147261281567,254238.68059100275,23257.001360801696,25943.86911225104,177128.9156328445,225.93404340052703,67.59147059479892,317.2840460060592,330.06107768823193,208504.5061444052,1000233.7410814756,79589.1607998318,13054.629180327744
MED-1261,128771.6248498055,289079.73464392073,286434.0477267395,34209.19183045035,2716.996341549191,35018.05080167855,3985.132499205122,725518.5691043674,4446647.354742407,0.0,149.49601781721074,22.916666666666668,201.3512732787383,68812.64375970523,346621.050678568,638295.4040491633,113516.89432469738
MED-1269,402946.74133657047,6531.146193413183,4964.204828978721,2799.582554925852,221.00400133691366,2922.808661711171,472.90424945644025,29036.67859796342,167681.32486704603,0.0,0.0,64.51233094669848,0.0,2278555.4883943005,10998469.086160764,59736.30685474481,11065.360956006618
MED-1270,72628.78352756014,24046.617508012474,21035.770965556858,28684.75561683752,3887.4008207922834,27440.7897370563,4369.383397850554,32580.906428194576,193480.0944684454,285.6048899544676,134.65835092162658,33.006535947712415,149.32309368297769,941331.5907630702,4428025.691732968,274714.0292614559,52040.63650191702
MED-580,25618.748594888926,23048.50823587554,24173.215801050166,7368.219726722857,912.9128182195973,8152.496689707342,1122.1871841531765,59694.87063184587,317098.4613377226,124.11393519647032,135766.8291493249,383.27381942904105,195670.7372871268,1294.9793327064415,7896.8913235854,98427.85795942612,15284.354913170224
MED-581,99486.8270240031,60440.23405602001,56967.52577354652,1262569.8930025627,163804.1198148704,1147611.932360146,163008.75762981453,8714.23392512375,51316.947998271644,1310.9310029953053,3283.6517892710763,6329.003936194394,6665.965935282176,2379591.803545738,11270194.860406375,343217.8204466512,58338.96427333904
MED-582,205478.1313996335,700201.5310068142,693251.0825858907,1333096.1898187962,103903.05135577114,1343798.691365279,104708.11664814006,293280.1331605648,1776668.054504277,26743.74150670524,205541.77202571192,61061.12107483145,393708.2896482542,844158.953875483,4085484.1749814395,7709288.993413701,1352653.4053418671
MED-584,115861.03058019577,858506.8802974859,858952.5656320975,3074159.536468734,314273.78836455516,3002900.8698500874,320559.3603406883,17110.296467286742,88634.31107088324,233.77734297443672,183.9803383504874,225.63546270255793,355.4700227658465,1353022.1300977203,6555256.775673092,2536645.422234199,463009.0082093193
MED-585,502561.7077894557,486009.6379119368,471324.5869128802,1229192.2151142473,79454.40526923933,1261796.4045184592,77233.87919646454,306713.2894869592,1930531.8129530265,2824.4928690160173,999.4931674351557,2248.397275160645,815.147163290674,1210351.7572594017,5983916.587575158,3719183.1167111094,648530.8344176182
MED-586,3637462.100784912,844050.3237923108,806146.8906302161,4882424.5132350465,315175.5657533131,4966237.788348354,316283.2895726911,1660177.059050201,10583492.767919492,73.81440298458098,279.2635656441413,664.8318048441967,729.05626668491,3176291.1881166818,15817400.65733209,2966514.087054959,522116.97231118026
MED-587,3366192.5754284062,984879.1845693602,973834.8539610882,99788.14172430607,9326.073954114301,101332.05672200181,7820.429940712665,3581001.3423890113,19637752.379087362,480260.4350931949,432110.84420448757,221707.8521493161,590013.6306888581,4608671.304207064,21453269.493378896,4492176.581166996,823036.5593948443
MED-588,236064.88666355694,17969.901922931713,17881.99162464681,20076.319350763686,1699.9223474299833,21571.812262039464,1903.6215782188406,145457.38999001172,853328.9058349363,855763.0812491225,6743727.280317498,323500.0901417314,102859.97768080443,5515.832958213658,30077.530735180295,69457.05475251577,11720.833017246267
MED-589,78806.34650227266,220429.15344485507,213159.07210818227,1155817.2288122799,72954.27321452495,1187157.6416000172,78789.62343989838,34141.02098884053,243095.92469331587,124725.50165999333,124906.1698631885,171807.94947675793,242407.8154219614,2286118.0088123325,11282848.938184993,2006123.9316462427,339478.93344072497
MED-590,749187.874130057,2417211.2527410462,2390890.535034179,3196717.0804290976,297138.34091647156,3166778.9168013628,297008.48654490855,509321.6745421956,3106992.3584486046,400887.1564501651,694790.3828589675,551357.5759598446,429390.34368563275,778154.312862474,3797143.17310631,6384500.229954185,1141049.758358016
MED-591,59623.60532213165,744282.7127068321,756477.4027149288,82357.64032265237,6282.905470084199,90558.8436193103,7181.168900469023,452488.16100068134,2791122.780844389,30945.76875876379,331757.66802700306,8619.10068681004,261384.2248500452,271548.2479314864,1370449.335686021,16017517.845659636,2825819.4575151126
MED-592,683345.9947595132,7699406.109375582,7569401.1474397,656305.6228201778,69550.93453142862,625977.262283715,70872.9485720527,3556.4756909712955,21802.228545235223,31295.383379446575,67355.05693352377,7467002.656345529,1613362.4997281828,12023.44615345654,56767.49804414795,2764417.21268866,476447.9827257681
MED-593,125691.37276952085,1000776.2985794247,965680.905182869,168376.20861147105,16777.29276224412,164374.05134576047,15590.58367174925,1076.8246318722336,6294.819003859355,1324.4809422821675,5467.343356989058,17092.601682472177,134268.1960742716,11314.519973820972,50493.992412501684,21342.923660713746,3447.39693034437
MED-594,3698955.540812881,1883820.7371042261,1873405.9729428764,62446.49056862426,5179.493968223068,58459.81714697981,5349.009684186877,11046134.38030428,66015160.417044714,2818.450310310705,24202.500123738955,893.3629163873029,77997.18670991404,4274842.23828118,20548720.800742745,16794302.123754356,2990901.0375198782
MED-595,440334.0833813323,356458.76239035686,358382.9160149839,172454.84902173403,19420.021932342814,165412.9375255203,19914.513453133397,4945.155128927291,30695.4740514411,863.5175560347008,2678.5778486626823,5271.8773962434625,17382.48404290802,22024.443856868522,104379.29552340902,94692.82354717086,15894.281312040113
MED-596,3669011.141731634,1106463.2403647846,1068692.903909988,13182512.14285479,1081182.8300096472,13306266.229455115,1101527.7685778723,418098.7091599089,2545198.6218039296,53.04104084321476,653.9260256522257,365.18931971550546,456.60627761035,75309.4296033407,380896.8990863852,3144780.7630112534,564390.328111207
MED-597,4527.503522575164,28887.464010368563,29987.96228209654,638.120269158937,19.906136964385084,216.94237140769144,64.42537313432837,284.75045898685147,1516.484050966667,500.8059190965801,205.68048947462557,51.571098943705266,551.3362060396395,90237.64538600971,401134.85284713237,7794.8387315930295,1144.4537817711423
MED-598,24746.2524666656,10226.995759349673,9791.200402039362,4587699.966816533,268706.4482183329,4756153.214858893,263221.1440631943,14465.564801232606,93114.33640577816,50.9864864864865,17.645226537216825,426.94459353074546,132.04837382587158,460689.9545776367,2315026.3923679576,407559.9789102553,68810.87955433658
MED-599,46882.9154581029,61625.55596698756,60763.91647784913,5086166.623023342,520952.93608048867,5097503.20009877,527763.0078044978,51987.720047282324,326075.27741405735,72413.17902148537,324019.1579032665,1591952.642056435,354601.8083925695,99184.49334949159,478345.5912050412,2541447.847140958,448521.03386190435
MED-601,4258.655485988705,42308.14069061289,45439.540309850076,1700.848280916706,285.35916755994475,1245.9745335266114,359.14776553520403,810.7617148209367,5027.27091083435,243.23449911472454,8715.910982066855,147.64323352735514,85887.18335530144,1281.6786343403821,4113.796455574451,63996.50991521284,12043.18826139904
MED-602,485345.54325670993,227630.4615321573,223624.02480510937,7195651.242447209,472426.79220337106,7398858.72679102,478852.4769331318,81680.77268841157,538336.8056609236,929884.3638494663,1532296.5272012386,17486701.752858996,1689894.3920522584,231920.50338007565,1210887.4671081433,1121758.2816433958,184002.89783239557
MED-603,55837.53653770676,44321.036738361174,41963.828062182576,67625.60447876097,7056.326533668357,71285.58665760432,6092.431286878984,10832.95736587923,65654.39853206805,260.8368391779702,426.1282193096202,159.0244466368746,1840.5258039152068,15327.177228971153,75615.23110535406,16330.850568748376,2817.6620439576986
MED-604,183662.32031746313,34831.79690100952,32446.578960676354,98260.17669583879,7820.574469839349,95020.35292509368,7322.463075858036,12736.474241329382,92968.73980226056,176.25734190505725,2816.174442186339,414.36304279748424,3597.3352765195605,25085.878274965475,121477.70835534701,59120.04517738708,8564.7598078954
MED-605,2012100.3188371542,1297341.9552505251,1246551.4507039161,3204110.401741827,192127.68190335674,3295459.6564414664,201388.64890135455,686155.3499446415,4821426.299326956,768383.8623094979,3588778.0068485355,2152634.9347443427,4355087.26973201,520650.81905885524,2814787.631527639,10056816.680510825,1713874.8469993398
MED-606,962215.9198178098,412243.51797539537,402515.5343531839,367344.78549202153,25656.946804849296,369670.9858600276,26976.402734481766,38287.69402040866,235958.48392124337,164998.43206407886,382317.9695866604,208344.91646453444,473386.4543375054,69725.6745745929,350241.70696863753,1150977.1847852867,196166.68357480274
MED-608,4828.338421303642,17277.32713759358,14145.174713367178,3303.189181018431,389.17219675687625,2608.492019699219,342.9978670814766,10382.156503111859,58370.33218992661,139.30023556741077,64555.006377372854,48.544286387759804,350948.0328315124,2265.0728607898905,10529.546082926156,150601.97761075033,29312.465179687824
MED-609,8399.677109022192,1401.667118664012,1512.4175415497682,254891.96975136668,30880.867099785457,236986.38870080444,32904.60187930957,5958.033270730051,33068.17154783895,99.36430523082812,21424.80216905779,11044.84196467301,760.0318774412767,20133.21474136298,100847.16124352027,105379.68190560772,19547.616102989723
MED-610,51858180.002667844,102115.15577859334,102658.99925108686,8907.54099195118,1147.787839875684,7894.846897743365,1056.2554933430588,378226.8141203716,2227974.5132306837,11656.017419651775,15619.663715760618,1026741.3285141407,172474.43985928,29984.654775477295,156306.99393162504,321072.86026376917,56558.78354703502
MED-611,9472276.340275198,321215.71830591233,320497.38705300324,120854.55358919024,4660.874919822028,47951.29661662749,4442.554165136418,4633.202920254568,23158.834087334224,18452.015028521386,34133.75055307577,15472.941097758781,201261.03676835654,11383.021267751446,54244.38245469683,276908.1406026957,49780.97174196852
MED-613,65301.29536186722,171792.20796663463,169213.59217095695,1976550.4800304882,212380.3716096874,1913304.5601905198,216414.00995481593,43166.65657011959,255461.05143185888,5095.246178920302,23869.032978461008,18312.983772247248,25780.075070330087,724111.2165405861,3495845.239540472,3084571.660423002,544865.6624119023
MED-614,10893623.769520372,257579.7951630688,245098.8598348134,328209.8192262686,28709.967938974012,337661.15488125687,32076.55419167428,23726.115034467624,155639.20594322446,2093.3871274534727,8966.555115495452,13741.758186097617,57497.55494810674,26444.800425461057,124609.63145902092,95266.45572279453,17181.954222047523
MED-615,8276413.139157555,1006757.9428653739,1003333.0180429141,491119.4464061182,65571.21686583385,449008.4894490998,65460.29906787377,40375.97774448209,239044.04729052563,1003.0501835939943,5299.802632724352,405.3636835258288,222.70225208053728,278196.72190331866,1332525.8618619624,517339.8492710317,93921.54129890425
MED-616,10010773.174089275,570558.0113195108,578404.0402416901,610224.9793886789,63969.966151825494,591706.069557342,64200.734482078034,126141.85869852632,801138.5745139844,1945.492613097755,10974.48306829103,8350.615561819899,754.9765387728415,197629.68336628098,971633.9577960523,709640.2848401357,129844.1490550621
MED-617,2690587.1096783685,622001.3567900516,611841.1070255172,243659.1143893203,17328.98384730566,245416.02729672886,18124.550594846034,988064.1601870814,6217495.93991237,584.0362213639032,392.3953214122958,28.218083086504137,302.0439638002224,200760.68284405454,1019281.8061180572,3074833.317797511,521535.89649997815
MED-619,4826234.928171898,527189.263221418,529346.4096027396,182020.6960708575,15295.918455175406,176228.373242552,15777.860746144584,14347.177080155707,68247.89235806461,836.3504454098249,12243.841471028612,129.4612766901135,2173.9237872212293,30880.27504516733,147329.52577430918,89916.72192132346,15647.22732345204
MED-620,1683862.9905857947,1729566.2539061774,1697694.695458098,1188032.9904155051,182342.97541775554,1081245.4259266295,183930.37988973747,15284.011153053705,89570.8973513489,1129.9165873913025,6693.957064943967,1583.8715018926198,1810.031931354364,104030.93526453039,481069.4351984592,766543.792647432,141283.92887301045
MED-621,152494.69811193176,29054.9019229552,27253.427695837636,320718.98522303463,21730.68227557931,324632.53912454715,23920.84860941345,21094.602094064514,127740.87090635051,20022.089346255234,39559.39920874163,53387.527671116746,2263.4159845489703,50337.01565757452,265832.3714204906,48583.64631811646,8243.877420060107
MED-622,1467175.4678842889,60956.236854530565,54415.276402639196,938225.9928258092,114959.02595335132,863402.0613511737,125047.56497828949,28920.814010794456,171424.43784838982,6470.818000487558,41985.72389422509,38477.92348916936,98575.29290772205,88601.4070278712,413995.93776462995,233638.35050688012,42160.251351679915
MED-623,3495662.517064053,1636116.3149577375,1597492.439578503,475421.3220444386,36582.95942795129,482078.03764186264,36949.475461585454,148834.70709554627,913927.4228606669,6613.091226529812,70170.48934130155,11789.894715783812,90517.68482460981,132436.5283627529,658335.0581438702,826890.7563945753,147318.88941915266
MED-624,2426930.786450234,4990.2984751508775,5044.245992114991,4222.534339679438,381.4111110915192,4037.291091434825,547.4664186609151,913279.2750293827,5032940.206623202,84154.44892811179,337734.41287726903,161164.45467503002,102524.63392006546,7674.192127455765,34105.10737986576,40655.1190101015,7084.100796048109
MED-626,356106.2997939663,5032779.400506329,4965408.049229776,1436246.93377769,184777.18419665255,1322755.5432356717,193136.86765959405,23594.306383286552,136489.4051980474,584.4086265117586,1284.175015905426,1255.5066377008964,539.4562049520796,203003.6807755792,927610.099887678,728453.7313211376,140599.09210507208
MED-629,506710.45847253234,10398.272299492872,9882.627294007027,6352.2812832264935,1520.2739626023506,4885.852987550522,2168.7387124547226,8215.401604357226,56465.38783432221,118.83084367467917,1194.917056341008,150.46520261659938,93.25509372453138,13887.678256160338,57294.747668005955,19451.294226142913,2221.9465494477386
MED-630,7378170.708555009,44906820.511259034,44039662.80644425,20872718.1927117,1641173.4077239826,21280830.728286702,1665709.2877909262,33139032.251820736,203680155.8761473,28450.89506534994,44488.54448547119,4620.606816021504,13885.552318545273,14303013.90048307,71071124.81394473,656222801.7642164,114402093.49811904
MED-632,652313.2616568123,2508683.5198633526,2508405.5971313138,395148.7790739308,54759.78239580548,374469.71280109056,52561.74155712001,2021593.1517892694,11491010.713735828,146372.28752225608,1739464.7539807127,71723.64404231447,779070.435631749,114204.10810698346,568479.2989529322,21093536.3549919,3846368.745671146
MED-633,2198072.051847177,292511.469686202,294615.877093012,124324.31958247279,16889.800339333193,115167.11807365276,16877.29691262235,956061.7899328311,5238983.016709246,1230993.4488776028,15649305.896651158,2761175.804123278,65573.54691059412,53455.00224849374,245702.50516922248,2643754.0260238997,484053.8967105071
MED-635,658650.1191827836,473930.3151176856,458272.0955457747,16509.60961951085,1004.8387385806038,12296.298139627921,1603.7263893187078,754240.2731216511,4490477.843115895,300761.01876607205,53738.97768342419,19618.671306249886,81138.23451780125,424289.59779283154,2049654.897578553,231204.29294436178,41868.37854851065
MED-636,286419.59407821187,172803.529127993,162851.4079359155,450607.34828024247,30989.098113751443,466209.3989876132,28775.903542015072,2100425.3933976036,12821672.531117363,304.29465955854846,543.8809619636615,71.22520845988774,650.5853459164908,455379.1983117282,2331201.23342253,1842895.7329119428,314689.51291762426
MED-637,2280763.404119221,2388074.289717872,2369705.7576991534,1105722.1523214697,149077.7576375991,976015.8424659155,148010.1011902023,979066.0174706564,5227413.140346758,35053.067852215725,58352.84015491144,47258.37223876985,216820.86025772212,2738637.1252494017,12570476.245972702,5584547.632248556,1023082.91135003
MED-641,109126.22303767213,317000.8875677669,305388.64314859564,1229714.9741181822,102545.26694255589,1245681.8769950743,97035.97199520927,534775.4531357914,3415093.28344902,255.08560391522963,67.20052596975674,0.0,135.714312265951,62026.4731884577,315846.45384091453,9600393.772993919,1686925.2044525081
MED-643,153368.9856214585,5420715.93520873,5377814.433661891,267638.8277367328,31117.62314771422,253163.4867470402,30822.384579783575,1469102.7404042655,8551054.788222693,176320.39150507952,1163173.636565005,116408.28058377901,1879061.0418356857,160113.6780389603,770499.4636250485,11949525.470646704,2159618.042289863
MED-645,1205883.5884907993,238230.317129772,232143.40063958036,1628568.208751961,88018.38400349177,1683266.018131144,88458.15616559499,1333622.8999930017,8352073.145804012,0.0,741.0275268862038,60.31130289953819,524.3056836970638,473476.75116808334,2369982.5262951553,3585357.176906061,619492.1082003482
MED-648,5427401.233975726,461322.76391899097,447627.37892557646,3545195.3744081096,238543.23647477556,3603375.480537386,243467.03657038577,758331.9237085506,4922677.531727548,237.35196315274555,262.27397004665806,1610.4157932877638,684.507223516973,2328315.765366558,11821810.601432502,2033726.2759505722,339578.1049438745
MED-649,2648556.2433237997,133862.53128165987,134123.919908068,12039446.586474864,868658.3414359943,12445301.422232313,886554.3150848098,264175.0585315899,1733158.5757480313,67.23849765258217,212.50261214761812,356.2770978344279,344.87616274577863,743577.8294525688,3802231.858266763,347932.67796645383,59813.47672167355
MED-650,1914760.2350264706,1064383.9522076524,1085411.4583847362,1159731.9076701442,142897.43364551818,1006294.038780396,140876.90080924297,20374.226610149002,110757.70080773927,2644.8108902575977,1466.4211835046842,1575.3571035357443,2331.826666877608,61508.36081070435,298882.94913758367,707101.7004113878,125948.17865513901
MED-651,86108.9260658644,24297.575379879792,25971.010286319226,632154.7586330269,42314.2858220536,665564.4365956077,42084.30425438718,52828.07478507828,332225.68414503057,15232.232965443001,6406.010051371998,2494.072529565496,25917.684900411154,410726.0833876368,2008433.5803202698,532763.9028643356,91618.74472480496
MED-652,608340.423374128,102197.10512795937,101625.06862220561,1292799.181955606,92021.33599954133,1318471.0820331892,94844.14021591903,85689.0492362956,560730.118957114,726.1851076842679,277.956857017209,166.46947870956578,539.4601071543295,189331.3307946469,975666.4438321369,716958.0137748307,123319.87321345505
MED-653,1092099.041877548,249783.00688639845,253470.4494001462,9112.789572386926,1515.2199153329523,9420.104779317127,1259.7497112027622,589269.6159427316,3270849.7770665246,193167.81029125085,1208409.7496619383,4371996.175838988,69713.55281403649,94771.52209789678,441942.4833201271,2170362.221538618,401018.9707956026
MED-654,3454538.5613229494,305196.28896417416,299808.1849822429,2228969.7048646,131309.83524478908,2291926.525142452,139914.8965754231,257466.44214925438,1697107.9661756745,1230.380093035485,34893.88223454808,133.57128695964897,1191.3644469948879,346701.80952299346,1778418.8714774414,506377.4733005042,86392.53029747658
MED-655,969985.4168913059,1256768.040985649,1226215.0114520274,6046.385155102821,616.24552371219,5135.652262669108,557.4464165814685,734095.3829991323,4407477.283832023,273.9979409893261,802.8435570810024,0.0,4738.313020568444,2660720.928124865,13036903.54339991,1093606.6193427665,194693.76750336026
MED-657,296000.5604680759,294942.89810032386,292043.1103844195,389998.5897499041,30206.450179071748,402377.0290637439,32538.989349957126,43355.51767965465,269001.58475090837,131092.47136091374,383034.3834002943,216781.13930416672,612739.2658257799,200055.91571811293,998056.487021741,945467.7217188019,162029.7499034501
MED-659,241469.28053253784,20838.631940196563,20628.40255021766,2006.0537297263793,659.0758542762,2311.245522729758,286.2310258908985,83306.36985108278,472171.7831477443,38.554847361199826,368.7573173937359,83.68360805860806,1244.1256056967654,90056.82091880974,422147.39700214536,43119.43669446195,8764.514145286274
MED-660,15293.588592480144,45397.04673081233,44413.27165939566,65802.29104643637,8847.120592983805,56351.07839549688,8769.14885276886,27148.262696654736,145982.86243659502,637.3155495810267,2119.3078722220826,1537.7617134753025,314.5147755420111,5748.469266325582,25485.39050298257,115690.786094954,20529.088057793553
MED-661,168578.43062535918,51021.096374973415,46370.86961278209,13248.883274264177,1402.3542458844486,11613.680896655342,1638.2395541806527,52056.70567520574,269048.66573771846,596.6616640905611,1827.6217673662225,9.993306559571618,260.4893853025369,82510.49885539437,376636.80768982385,155182.04179991232,28186.317718322083
MED-665,20636.218518250767,10734.532651073185,9318.369822851299,76471.28323753952,7849.176335427621,73633.34127236126,6961.484662402146,4006.450684288133,28761.707431573814,775.1918208962259,6241.315828865094,649.8067161212358,125.88926555470672,10215.754611637809,47791.88665507982,27975.09705847746,6977.194900455601
MED-666,228443.50330761133,38867.00010782379,33602.31459199609,1066953.7648959728,78340.6588341348,1106500.9691618008,77813.10405685053,22923.079652265544,149931.33937831293,492260.1545981271,29376.931228199435,377666.82319852704,23268.537396970423,1257702.59399998,6189707.84076884,375393.11750763207,63274.85087251931
MED-667,116193.6512699466,57007.73505899194,53279.37626878486,2224343.2433110434,158876.25222323975,2277754.0366510036,158702.6029018518,362315.85228809546,2211807.072575817,117.77200627845534,401.4569927654779,616.8465287768024,66.82706766917293,556499.4397291172,2742682.77044666,1542165.4107926353,275874.09892483044
MED-668,74831289.79725565,215542.3275777273,221328.90351925182,18788.04196292134,2614.660699549623,15357.176814594628,2340.094289550421,192083.7836645865,1197468.8769832402,26922.821488017882,82614.56626098683,1897228.8619253521,4069179.5752023393,86205.52014834466,400646.83802399423,523341.6912800835,91007.73531759322
MED-670,99080.55387282527,787785.4509355923,780158.3284963992,668346.3432172847,82301.2299924978,618380.0169205636,82685.29881224931,5924.331539729316,31064.638949170807,296.9535834358069,1134.229495435719,567.3471209085562,672.9117092561519,37592.00135330446,166467.94547969714,104877.77518617218,18254.068910857488
MED-671,5939.889889712405,2724.198069320111,3379.5727217165822,2294.6146449099106,310.56880727124246,2567.7506260987893,423.6442300297514,31907.24700939792,159232.58895382058,123.45335625007604,3764.4315829650764,217.9285009894378,91.79525236020334,1336.7815257133757,4616.080945976638,62265.874689192206,9952.319437135786
MED-672,23658.748342516974,60013.08371982791,56732.127025247864,21734.38000494903,3876.1586673070638,18931.10540659856,3957.1269042730387,78882.26844373063,436294.63938351156,433.01745333961236,1508.8045571673792,834.3618983156839,113.90022471910112,4735.6983644021975,23969.194574610425,382462.73435516784,65695.68314098088
MED-673,113292.54811698003,93905.1884618669,94444.06046006955,7290247.505537397,589840.1367666168,7345744.049542305,583729.3772592582,244742.02099926092,1534508.4001858225,156359.27514246735,118583.42228413597,126158.85752006967,58465.30869324277,970729.4249655397,4728696.634688065,1119040.948355642,197395.3102180551
MED-674,104100.62646098167,15761.776304894775,16972.991828624134,100338.10106690937,12831.531857450369,99355.40631625311,11493.885708688564,11284.075421155565,67094.22408325932,89.21877686838624,413.1981797046445,139.5213107638889,368.5153252313919,80897.25242247159,403506.2337080494,215666.89637203576,40347.30878108167
MED-676,108659.78065490225,251586.5586908266,253243.20811271426,56621.05148364471,4487.851835773469,61469.94395079695,4767.696399131838,145743.91113849878,945686.2418433046,940929.0114680552,1083999.0589882992,277793.2497496733,742757.3045085951,651643.0844755387,3256447.6227006204,9114321.609347919,1598523.058300165
MED-677,401956.1657766739,73067.16425936401,74486.12475553698,117941.1461946379,18614.415495757286,104722.75138235802,17717.385948901312,11056.74278839829,75167.44918608332,13.639267603452947,731.0561282594338,428.1553170379243,278.6518858508723,16826.224554255685,79970.06124601944,81053.12636420499,13951.067353980152
MED-682,2942358.5812503165,146330.06049950796,147959.0103322039,181161.03617665017,16997.279474722276,168686.14775940063,15100.564280767223,168071.13775981142,1107984.057765907,1612.5741178055453,6160.252200570649,7880.790950658975,25131.838922483643,96868.02763246416,486055.04935228475,230887.71517522485,38335.13421150373
