gene_callers_id,pnps,ocean,depth,bin,defense_count,sample_id,Trans_abun,scg_pnps_median,scg_count,MAG_pnps_median,total_count
157567,0.12261102027375165,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
159042,0.23588434695331495,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
159044,0.6889273854703184,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
159892,0.1336450051245701,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
160305,2.020358266053018,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
160497,0.19112615042679215,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
160923,0.6458595271717676,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
161001,0.9394260259967656,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
161266,0.1908841346481906,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
161675,0.17627745723793387,ARS,MES,ARS-1032,29.0,ERR599062,0.02009738678652261,0.05138748229230887,52.0,0.09309590562514347,2081.0
161709,0.12080124671696765,ARS,MES,ARS-1032,14.0,ERR599167,0.01861573639276533,0.04642749173239493,16.0,0.07478320596667543,482.0
159042,0.8370643608863473,ARS,MES,ARS-1032,14.0,ERR599167,0.01861573639276533,0.04642749173239493,16.0,0.07478320596667543,482.0
159892,0.12551251633752628,ARS,MES,ARS-1032,14.0,ERR599167,0.01861573639276533,0.04642749173239493,16.0,0.07478320596667543,482.0
160305,1.177836029801738,ARS,MES,ARS-1032,14.0,ERR599167,0.01861573639276533,0.04642749173239493,16.0,0.07478320596667543,482.0
160923,0.39157862870676696,ARS,MES,ARS-1032,14.0,ERR599167,0.01861573639276533,0.04642749173239493,16.0,0.07478320596667543,482.0
161266,0.16818137632410732,ARS,MES,ARS-1032,14.0,ERR599167,0.01861573639276533,0.04642749173239493,16.0,0.07478320596667543,482.0
161675,0.18608783576270596,ARS,MES,ARS-1032,14.0,ERR599167,0.01861573639276533,0.04642749173239493,16.0,0.07478320596667543,482.0
40500,2.3533708742192743,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
40531,0.06726592160087902,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
41823,0.8160060908826952,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
42622,0.5469539757006672,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
44115,0.7350946867151001,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
44371,0.6428332916428702,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
44447,1.3145429348294166,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
44504,3.0348002624480865,ARS,MES,ARS-3,55.0,ERR594312,0.011764715068039049,1.117070490725656,20.0,1.3075068887371049,2066.0
81478,1.0844814974785313,ARS,MES,ARS-11,12.0,ERR594312,0.0018889947807567066,0.04053119913882118,18.0,0.6804750911738663,385.0
95298,0.13025644014748974,ARS,MES,ARS-24,50.0,ERR599062,0.0008711199701354799,0.023820469912756825,48.0,0.06129298408393696,1925.0
129615,0.3529030219253454,ARS,MES,ARS-27,21.0,ERR594345,0.0005291905677676182,0.226942000413358,55.0,0.2452012277768023,1383.0
129615,0.04534647713711937,ARS,MES,ARS-27,18.0,ERR599031,0.0005044136809688553,0.2113442014613548,43.0,0.1938436680328015,1215.0
129615,0.0861191804918241,ARS,MES,ARS-27,22.0,ERR599037,0.0006277155384894548,0.1677240679520584,54.0,0.19834493998206187,1379.0
129615,0.09134079422364412,ARS,MES,ARS-27,23.0,ERR599062,0.000561263100311418,0.1767121858909842,56.0,0.2006096623769884,1441.0
129615,0.09116606757892708,ARS,MES,ARS-27,20.0,ERR599167,0.0006361129437156605,0.1796891163087201,54.0,0.2043623347925651,1370.0
129615,0.054469377830562896,ARS,MES,ARS-27,18.0,ERR599172,0.0005604388273472661,0.1886737002741697,38.0,0.18525818141631484,1186.0
46054,0.2492044122859224,CPC,MES,CPC-8,52.0,ERR599346,0.0052095853191172796,0.031823107173408666,53.0,0.05989925617403246,3059.0
46056,0.12911634186303764,CPC,MES,CPC-8,52.0,ERR599346,0.0052095853191172796,0.031823107173408666,53.0,0.05989925617403246,3059.0
47002,0.11055584478896133,CPC,MES,CPC-8,52.0,ERR599346,0.0052095853191172796,0.031823107173408666,53.0,0.05989925617403246,3059.0
47052,0.09866819928009647,CPC,MES,CPC-8,52.0,ERR599346,0.0052095853191172796,0.031823107173408666,53.0,0.05989925617403246,3059.0
47341,0.4592480999004373,CPC,MES,CPC-8,52.0,ERR599346,0.0052095853191172796,0.031823107173408666,53.0,0.05989925617403246,3059.0
66614,0.12879696830972134,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
66815,0.08574882248984472,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
66894,0.07731180934116891,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
68355,0.05496963631968841,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
69028,0.18505435807319773,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
69707,0.038542399493060965,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
69712,0.0,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
70320,0.19007751480833965,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
66952,0.029845574591387314,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
70143,0.09321779241405577,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
70310,0.08268451075036119,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
66546,0.06363404967092127,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
66813,0.029233480848047937,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
69411,0.2673738719624779,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
70359,0.1179976231951956,CPC,MES,CPC-48,79.0,ERR598971,0.008918158135889177,0.04691453109447697,65.0,0.06025282786986382,3091.0
79591,0.14965090251372998,CPC,SRF,CPC-16,24.0,ERR599064,0.0010332795270786076,0.07277119339323168,21.0,0.07665548221422666,844.0
103511,0.11146508340699884,CPC,SRF,CPC-58,41.0,ERR594325,9.409285126309947e-05,0.058480818135307824,56.0,0.13752460037139996,2568.0
103511,0.28491857322045905,CPC,SRF,CPC-58,33.0,ERR599144,0.00011065392334726345,0.030067671013166562,45.0,0.09411123309701384,2145.0
148322,0.7501677600650508,CPC,SRF,CPC-75,40.0,ERR594325,0.0007475747749018957,0.048142345312962784,59.0,0.10911776764713746,1778.0
148322,2.0599297135381223,CPC,SRF,CPC-75,32.0,ERR599064,0.0002170542360767742,0.06712474137386605,26.0,0.12440120795698555,1247.0
148322,0.8769789725209676,CPC,DCM,CPC-75,45.0,ERR598965,0.0003182213393126137,0.055442127457904736,47.0,0.138242551014794,1868.0
181280,0.0,CPC,SRF,CPC-327,4.0,ERR599064,0.0012082162272521743,0.05604077802756322,29.0,0.041602217831456095,237.0
183473,0.15979816731852906,CPC,SRF,CPC-327,4.0,ERR599064,0.0012082162272521743,0.05604077802756322,29.0,0.041602217831456095,237.0
181280,0.024481853000900708,CPC,DCM,CPC-327,2.0,ERR598965,0.0015236013274116055,0.06969744544633337,21.0,0.04345212537569789,235.0
183473,0.03514766191352508,CPC,DCM,CPC-327,2.0,ERR598965,0.0015236013274116055,0.06969744544633337,21.0,0.04345212537569789,235.0
181280,0.0,CPC,DCM,CPC-327,1.0,ERR599007,0.002809717379531184,0.033021099435036755,20.0,0.02400249892278434,124.0
183473,0.0,CPC,DCM,CPC-327,1.0,ERR599007,0.002809717379531184,0.033021099435036755,20.0,0.02400249892278434,124.0
181280,0.028631279986061537,CPC,DCM,CPC-327,nan,ERR599065,0.0037935009497974174,0.06936847620929595,19.0,0.026350934036920282,98.0
181280,0.02463464374254704,CPC,MES,CPC-327,7.0,ERR598971,0.004183569551098051,0.041039332956503874,38.0,0.03138679282832012,485.0
183473,0.02894776713191923,CPC,MES,CPC-327,7.0,ERR598971,0.004183569551098051,0.041039332956503874,38.0,0.03138679282832012,485.0
182587,0.0448841167710916,CPC,MES,CPC-327,7.0,ERR598971,0.004183569551098051,0.041039332956503874,38.0,0.03138679282832012,485.0
181280,0.0696729402474337,CPC,MES,CPC-327,1.0,ERR599055,0.00292459951279992,0.049577195984728505,17.0,0.02359628099199383,97.0
181280,0.027545369400735112,CPC,MES,CPC-327,2.0,ERR599067,0.005245647063594267,0.03889441999598652,29.0,0.02356709444475167,248.0
183473,0.01992352481059811,CPC,MES,CPC-327,2.0,ERR599067,0.005245647063594267,0.03889441999598652,29.0,0.02356709444475167,248.0
181280,0.015339208602459178,CPC,MES,CPC-327,1.0,ERR599128,0.002686527417699465,0.042224973730815435,31.0,0.017753962753758918,232.0
183473,0.014022579764804413,CPC,MES,CPC-327,1.0,ERR599128,0.002686527417699465,0.042224973730815435,31.0,0.017753962753758918,232.0
181280,0.02702701967994437,CPC,MES,CPC-327,7.0,ERR599132,0.0027534074254942213,0.040845576498950265,36.0,0.026922877142750084,432.0
183473,0.029893528400658093,CPC,MES,CPC-327,7.0,ERR599132,0.0027534074254942213,0.040845576498950265,36.0,0.026922877142750084,432.0
192511,0.4190537913521,CPC,SRF,CPC-320,57.0,ERR594325,0.001007886823403222,0.049829263723762035,66.0,0.14002821100306573,3112.0
192656,0.5717582716153607,CPC,SRF,CPC-320,57.0,ERR594325,0.001007886823403222,0.049829263723762035,66.0,0.14002821100306573,3112.0
195416,1.0792914676680156,CPC,SRF,CPC-320,57.0,ERR594325,0.001007886823403222,0.049829263723762035,66.0,0.14002821100306573,3112.0
195473,0.40471796758695455,CPC,SRF,CPC-320,57.0,ERR594325,0.001007886823403222,0.049829263723762035,66.0,0.14002821100306573,3112.0
192511,0.08109243656709389,CPC,DCM,CPC-320,42.0,ERR598965,0.0016179198489402866,0.03011914931395785,40.0,0.09927300022835013,2258.0
192656,2.1533281104216613,CPC,DCM,CPC-320,42.0,ERR598965,0.0016179198489402866,0.03011914931395785,40.0,0.09927300022835013,2258.0
195473,0.4061839318060122,CPC,DCM,CPC-320,42.0,ERR598965,0.0016179198489402866,0.03011914931395785,40.0,0.09927300022835013,2258.0
192656,1.7216455683450045,CPC,SRF,CPC-320,43.0,ERR598994,0.0010315615466828906,0.02361584798476052,41.0,0.09315617225228197,2407.0
195473,0.3757868265128478,CPC,SRF,CPC-320,43.0,ERR598994,0.0010315615466828906,0.02361584798476052,41.0,0.09315617225228197,2407.0
192656,2.3006216357672082,CPC,SRF,CPC-320,48.0,ERR599144,0.0011477899012052562,0.0272344554669454,40.0,0.09281575246686473,2438.0
195416,0.903647977976842,CPC,SRF,CPC-320,48.0,ERR599144,0.0011477899012052562,0.0272344554669454,40.0,0.09281575246686473,2438.0
195473,0.40804959937121416,CPC,SRF,CPC-320,48.0,ERR599144,0.0011477899012052562,0.0272344554669454,40.0,0.09281575246686473,2438.0
208101,0.6866402319348532,CPC,DCM,CPC-27,70.0,ERR598965,0.0005436319488246724,0.0934612998591531,59.0,0.1687646892267818,2787.0
208847,0.3703272082263815,CPC,DCM,CPC-27,70.0,ERR598965,0.0005436319488246724,0.0934612998591531,59.0,0.1687646892267818,2787.0
208339,0.044612350520593404,CPC,DCM,CPC-27,70.0,ERR598965,0.0005436319488246724,0.0934612998591531,59.0,0.1687646892267818,2787.0
256446,0.08832401151521617,CPC,DCM,CPC-28,16.0,ERR598965,0.009117134591125613,0.07133701226985276,16.0,0.1086139721627484,805.0
256386,0.017250340199890943,CPC,DCM,CPC-28,16.0,ERR598965,0.009117134591125613,0.07133701226985276,16.0,0.1086139721627484,805.0
258688,0.06541363427673154,CPC,DCM,CPC-28,16.0,ERR598965,0.009117134591125613,0.07133701226985276,16.0,0.1086139721627484,805.0
258746,0.7732739855833718,CPC,DCM,CPC-28,16.0,ERR598965,0.009117134591125613,0.07133701226985276,16.0,0.1086139721627484,805.0
258777,0.29642111105654684,CPC,DCM,CPC-28,16.0,ERR598965,0.009117134591125613,0.07133701226985276,16.0,0.1086139721627484,805.0
258999,0.13394465648983853,CPC,DCM,CPC-28,16.0,ERR598965,0.009117134591125613,0.07133701226985276,16.0,0.1086139721627484,805.0
256446,0.0733539796223929,CPC,MES,CPC-28,3.0,ERR598971,0.019541670628796817,0.06454887712920708,15.0,0.02697733881373633,316.0
258697,0.08377087684655367,CPC,MES,CPC-28,3.0,ERR598971,0.019541670628796817,0.06454887712920708,15.0,0.02697733881373633,316.0
258688,0.06405572120624778,CPC,MES,CPC-28,3.0,ERR598971,0.019541670628796817,0.06454887712920708,15.0,0.02697733881373633,316.0
258777,0.27255139180237603,CPC,MES,CPC-28,3.0,ERR598971,0.019541670628796817,0.06454887712920708,15.0,0.02697733881373633,316.0
258776,0.21954899296274027,CPC,MES,CPC-28,3.0,ERR598971,0.019541670628796817,0.06454887712920708,15.0,0.02697733881373633,316.0
91976,0.05930382217117134,CPC,MES,CPC-80,nan,ERR598971,0.014575778029144832,0.044873353666029236,14.0,0.0440857007808171,50.0
92683,0.03437280346842897,CPC,MES,CPC-80,nan,ERR598971,0.014575778029144832,0.044873353666029236,14.0,0.0440857007808171,50.0
92673,0.02642430961867675,CPC,MES,CPC-80,nan,ERR598971,0.014575778029144832,0.044873353666029236,14.0,0.0440857007808171,50.0
222143,0.026909052537592,CPC,DCM,CPC-45,34.0,ERR598965,0.004047202599179995,0.04265399226620482,24.0,0.05630642718955652,1411.0
222283,0.1798239470942439,CPC,DCM,CPC-45,34.0,ERR598965,0.004047202599179995,0.04265399226620482,24.0,0.05630642718955652,1411.0
223432,0.09088895701001952,CPC,DCM,CPC-45,34.0,ERR598965,0.004047202599179995,0.04265399226620482,24.0,0.05630642718955652,1411.0
269431,0.16281428091557093,CPC,DCM,CPC-14,5.0,ERR598965,0.0025506717804400373,0.06389190110370173,11.0,0.046656611780916526,168.0
60436,0.17873570667698707,CPC,MES,CPC-1,41.0,ERR598971,0.0002959247761149537,0.11539223796843638,65.0,0.1554242555933844,2310.0
60436,0.1987767721320731,CPC,MES,CPC-1,33.0,ERR599067,0.00033783095580878125,0.1014505187250857,57.0,0.14635478217785292,1944.0
60436,0.1521872926819744,CPC,MES,CPC-1,33.0,ERR599128,0.0002985023881229847,0.11821164046451405,49.0,0.14474815040088473,1940.0
60436,0.21752188005971754,CPC,MES,CPC-1,39.0,ERR599132,0.00031027091950002644,0.11691952622032807,65.0,0.15051008316034215,2244.0
125866,0.3210428240717592,CPC,MES,CPC-49,60.0,ERR598971,0.0016229232375013206,0.040231670795806564,55.0,0.066585392436752,2549.0
125959,0.007072002481286009,CPC,MES,CPC-49,60.0,ERR598971,0.0016229232375013206,0.040231670795806564,55.0,0.066585392436752,2549.0
125959,0.005544043883259834,CPC,MES,CPC-49,42.0,ERR599132,0.001438719739612034,0.058589336158006135,35.0,0.054572414786054776,1361.0
185516,0.0954291536981542,CPC,MES,CPC-12,49.0,ERR599346,0.00434151341883215,0.04849429945817345,26.0,0.06440011465038673,1912.0
251666,0.2475061568047168,CPC,MES,CPC-53,9.0,ERR598971,0.002226820341046134,0.11547193752121045,12.0,0.11373279856311737,984.0
252891,0.07624240788202492,CPC,MES,CPC-294,67.0,ERR598971,0.005162178708926022,0.026287223402475045,51.0,0.08574734094743833,2440.0
252954,0.2711587271735134,CPC,MES,CPC-294,67.0,ERR598971,0.005162178708926022,0.026287223402475045,51.0,0.08574734094743833,2440.0
255058,0.02336756716473701,CPC,MES,CPC-294,67.0,ERR598971,0.005162178708926022,0.026287223402475045,51.0,0.08574734094743833,2440.0
253196,0.7521808099270049,CPC,MES,CPC-294,9.0,ERR599132,0.010001128383445764,0.03382613333208229,24.0,0.07346258533495834,256.0
264336,0.17315545616576172,CPC,MES,CPC-54,24.0,ERR599132,0.0016699556549735974,0.01044697220798207,33.0,0.0414034716444547,1111.0
268314,0.104088097752301,CPC,MES,CPC-14,40.0,ERR598971,0.0034518150481167987,0.02990363166258822,43.0,0.029779107449334225,1203.0
269245,0.022005987151298367,CPC,MES,CPC-14,40.0,ERR598971,0.0034518150481167987,0.02990363166258822,43.0,0.029779107449334225,1203.0
269899,0.005163260841681908,CPC,MES,CPC-14,40.0,ERR598971,0.0034518150481167987,0.02990363166258822,43.0,0.029779107449334225,1203.0
269944,0.0,CPC,MES,CPC-14,40.0,ERR598971,0.0034518150481167987,0.02990363166258822,43.0,0.029779107449334225,1203.0
20975,0.2786000027541407,RS,DCM,RS-426,111.0,ERR599097,0.0002340897506050148,0.16847648150169153,25.0,0.250239084694813,3001.0
35847,0.13243758469242148,RS,DCM,RS-821,35.0,ERR599097,0.0005162226474327931,0.09767129595023977,12.0,0.2111372449533399,1298.0
40030,0.4853516162254856,RS,DCM,RS-821,35.0,ERR599097,0.0005162226474327931,0.09767129595023977,12.0,0.2111372449533399,1298.0
45302,1.0450275230229382,RS,DCM,RS-388,28.0,ERR599097,0.00015579655999738785,0.0964869945695091,44.0,0.16543167035822826,1734.0
107986,0.06062221359639579,RS,DCM,RS-367,4.0,ERR599111,0.0008019210174037326,0.08480670327739731,31.0,0.12439489327266735,428.0
116978,0.1921627917081712,RS,DCM,RS-665,18.0,ERR599097,0.0007674262712228832,0.12736288817144792,32.0,0.14008048473839516,1283.0
123836,0.11116106834951653,RS,DCM,RS-383,69.0,ERR599111,0.00021534453840889008,0.07057878705540242,26.0,0.10722838270223288,3482.0
160987,0.2618060122612171,RS,DCM,RS-376,43.0,ERR599097,9.347927551149359e-05,0.0946258044722704,16.0,0.17561578874654415,1780.0
162748,0.9421477792689936,RS,DCM,RS-376,43.0,ERR599097,9.347927551149359e-05,0.0946258044722704,16.0,0.17561578874654415,1780.0
171128,0.2348038552367747,RS,DCM,RS-382,22.0,ERR599097,0.0003899596443548274,0.10417010337724693,22.0,0.12728728224536984,1665.0
173735,1.3702778423871946,RS,DCM,RS-822,116.0,ERR599097,0.0005111095063550736,0.10186277813617607,64.0,0.18041511749809389,5045.0
173738,0.4401221258771266,RS,DCM,RS-822,116.0,ERR599097,0.0005111095063550736,0.10186277813617607,64.0,0.18041511749809389,5045.0
176993,0.9981574155912408,RS,DCM,RS-822,116.0,ERR599097,0.0005111095063550736,0.10186277813617607,64.0,0.18041511749809389,5045.0
177664,2.051581508515825,RS,DCM,RS-822,116.0,ERR599097,0.0005111095063550736,0.10186277813617607,64.0,0.18041511749809389,5045.0
60632,2.8509975344038296,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
61023,0.021126477604744204,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
61250,0.0989524873141744,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
61306,1.327891708171812,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
62765,0.1693545813918606,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
63378,0.6444505391313576,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
63925,0.10804571378669152,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
64014,0.8069318781914848,MED,SRF,MED-668,16.0,ERR315857,0.03998898555660162,0.0864788526246054,29.0,0.06964007150228696,509.0
60632,0.7946996423607401,MED,DCM,MED-668,76.0,ERR315856,0.01540971153690322,0.09968580746241383,36.0,0.672496323291201,2611.0
61023,0.021641637171579436,MED,DCM,MED-668,76.0,ERR315856,0.01540971153690322,0.09968580746241383,36.0,0.672496323291201,2611.0
61250,0.09880052867341413,MED,DCM,MED-668,76.0,ERR315856,0.01540971153690322,0.09968580746241383,36.0,0.672496323291201,2611.0
