bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,defense_pnps_median,defense_count,transposase_pnps_median,transposase_count,signal_CAZyme_abun
ARS-27,ERR594345,MES,0.2452012277768023,1383.0,0.226942000413358,55.0,0.2141065179217358,21.0,0.3529030219253454,1.0,0.07320761788143976
ARS-27,ERR599031,MES,0.1938436680328015,1215.0,0.2113442014613548,43.0,0.11662075800402355,18.0,0.04534647713711937,1.0,0.06937507275670697
ARS-27,ERR599037,MES,0.19834493998206187,1379.0,0.1677240679520584,54.0,0.17031684408379444,22.0,0.0861191804918241,1.0,0.07049173672970141
ARS-27,ERR599062,MES,0.2006096623769884,1441.0,0.1767121858909842,56.0,0.15268227554276084,23.0,0.09134079422364412,1.0,0.06944167290298421
ARS-27,ERR599167,MES,0.2043623347925651,1370.0,0.1796891163087201,54.0,0.15427996853072806,20.0,0.09116606757892708,1.0,0.07080441015320968
ARS-27,ERR599172,MES,0.18525818141631484,1186.0,0.18867370027416971,38.0,0.1343470377853408,18.0,0.054469377830562896,1.0,0.07048929114881126
ARS-3,ERR594312,MES,1.3075068887371049,2066.0,1.1170704907256561,20.0,1.3645690511938375,55.0,0.7755503887988977,8.0,0.04426468240419802
ARS-34,ERR594345,MES,0.4913817099071477,664.0,0.1337502833772359,5.0,0.7037510505142901,16.0,0.34752437101239875,14.0,0.02448833529220909
ARS-34,ERR599037,MES,0.30056839712012456,253.0,0.12875319506212235,3.0,0.3069079388779285,6.0,0.2307488332281279,9.0,0.024239609223461942
ARS-34,ERR599062,MES,0.31215308884927095,1602.0,0.15929778476306,21.0,0.3297190379894548,35.0,0.35443439855929404,14.0,0.02300812184572084
ARS-38,ERR594312,MES,0.7329938973719581,497.0,0.22416976249877152,6.0,0.23299121216179286,11.0,0.06365963678762071,1.0,0.047860469942990036
ARS-46,ERR594345,MES,0.14951855785525497,204.0,0.17775204800793593,1.0,0.13971863960817346,5.0,0.1941127912767333,5.0,0.038064296888710734
ARS-46,ERR599037,MES,0.17184278526090813,838.0,0.17519189031588217,8.0,0.1303874512243101,14.0,0.1666047613192039,6.0,0.03984567072821981
ARS-46,ERR599062,MES,0.1549161104186709,831.0,0.112252668199704,7.0,0.1510367370919685,18.0,0.1823327386309639,6.0,0.03779838723759237
ARS-46,ERR599109,MES,0.13855079194175673,497.0,0.07275264678558094,5.0,0.10434856440938994,12.0,0.17356561859666064,6.0,0.04025711203593809
ARS-46,ERR599167,MES,0.17943875331165482,847.0,0.23751516826731894,6.0,0.13610371194577608,16.0,0.16256855298821107,5.0,0.04011035951862164
ARS-46,ERR599172,MES,0.13657200722237356,541.0,0.1911961790444041,6.0,0.1032909317557504,11.0,0.15600508401416696,5.0,0.04045268377577201
ARS-5,ERR594312,MES,0.07887621218675117,160.0,0.0,1.0,0.15936561674733635,6.0,2.553503922763854,2.0,0.06572257430049508
CPC-1,ERR598971,MES,0.1554242555933844,2310.0,0.11539223796843638,65.0,0.17527428929259736,41.0,0.17873570667698707,1.0,0.0452862492184422
CPC-1,ERR599067,MES,0.14635478217785292,1944.0,0.1014505187250857,57.0,0.18598968732060836,33.0,0.1987767721320731,1.0,0.045696082321674984
CPC-1,ERR599128,MES,0.14474815040088473,1940.0,0.11821164046451405,49.0,0.16884188407510542,33.0,0.1521872926819744,1.0,0.04619094032854667
CPC-1,ERR599132,MES,0.15051008316034215,2244.0,0.11691952622032807,65.0,0.23536201912493016,39.0,0.21752188005971754,1.0,0.0461407523606484
CPC-12,ERR599346,MES,0.06440011465038673,1912.0,0.04849429945817345,26.0,0.08762446040199147,49.0,0.0954291536981542,1.0,0.05008360903629687
CPC-13,ERR598965,DCM,0.17473266280752942,431.0,0.20743341133760615,3.0,0.10246868843184327,29.0,0.20888064227178804,5.0,0.05419654515708977
CPC-14,ERR598965,DCM,0.046656611780916526,168.0,0.06389190110370173,11.0,0.09148824272523733,5.0,0.16281428091557093,1.0,0.059936033265907164
CPC-14,ERR598971,MES,0.029779107449334225,1203.0,0.02990363166258822,43.0,0.03281864045009118,40.0,0.013584623996490137,4.0,0.07552929816051245
CPC-16,ERR599064,SRF,0.07665548221422666,844.0,0.07277119339323168,21.0,0.033126847685532645,24.0,0.14965090251372998,1.0,0.02769048518193371
CPC-27,ERR598965,DCM,0.1687646892267818,2787.0,0.0934612998591531,59.0,0.1521659775352956,70.0,0.3703272082263815,3.0,0.03961228260018352
CPC-28,ERR598965,DCM,0.1086139721627484,805.0,0.07133701226985276,16.0,0.13060554123040102,16.0,0.11113433400252734,6.0,0.045504676376277337
CPC-294,ERR598971,MES,0.08574734094743833,2440.0,0.026287223402475045,51.0,0.09959614466369304,67.0,0.07624240788202492,3.0,0.10511388720501814
CPC-294,ERR599132,MES,0.07346258533495834,256.0,0.03382613333208229,24.0,0.07266445153222308,9.0,0.7521808099270049,1.0,0.10257677113121152
CPC-320,ERR594325,SRF,0.14002821100306573,3112.0,0.04982926372376204,66.0,0.1650534886725332,57.0,0.4954060314837304,4.0,0.04394984346725396
CPC-320,ERR598965,DCM,0.09927300022835012,2258.0,0.030119149313957854,40.0,0.15267484182943802,42.0,0.4061839318060122,3.0,0.04270483182588283
CPC-320,ERR598994,SRF,0.09315617225228197,2407.0,0.02361584798476052,41.0,0.1563094183630695,43.0,1.048716197428926,2.0,0.04387283100567824
CPC-320,ERR599144,SRF,0.09281575246686471,2438.0,0.0272344554669454,40.0,0.12908296193713725,48.0,0.903647977976842,3.0,0.04369785839980095
CPC-327,ERR598971,MES,0.03138679282832012,485.0,0.041039332956503874,38.0,0.057135073994095474,7.0,0.02894776713191923,3.0,0.13852173467169776
CPC-327,ERR599132,MES,0.026922877142750084,432.0,0.040845576498950265,36.0,0.03785666186588511,7.0,0.028460274040301232,2.0,0.10977945143356836
CPC-45,ERR598965,DCM,0.056306427189556515,1411.0,0.04265399226620482,24.0,0.0738994056932494,34.0,0.09088895701001952,3.0,0.055111948172525176
CPC-47,ERR598971,MES,0.059653540114862284,175.0,0.021284848969653814,10.0,0.11881063470778024,6.0,0.14848466957585785,1.0,0.043863389478108285
CPC-48,ERR598971,MES,0.06025282786986382,3091.0,0.04691453109447697,65.0,0.06717703530743281,79.0,0.08268451075036119,15.0,0.05399955173348997
CPC-49,ERR598971,MES,0.066585392436752,2549.0,0.040231670795806564,55.0,0.07170531022872219,60.0,0.16405741327652262,2.0,0.06315632878921616
CPC-49,ERR599132,MES,0.054572414786054776,1361.0,0.058589336158006135,35.0,0.0566070924159263,42.0,0.005544043883259834,1.0,0.06624510881276705
CPC-53,ERR598971,MES,0.11373279856311738,984.0,0.11547193752121046,12.0,0.1601369158017833,9.0,0.2475061568047168,1.0,0.034217515101329345
CPC-54,ERR599132,MES,0.0414034716444547,1111.0,0.01044697220798207,33.0,0.04200638291013189,24.0,0.17315545616576172,1.0,0.053535292203774204
CPC-58,ERR594325,SRF,0.13752460037139994,2568.0,0.058480818135307824,56.0,0.1513359026399917,41.0,0.11146508340699884,1.0,0.04527389496939064
CPC-58,ERR599144,SRF,0.09411123309701384,2145.0,0.030067671013166562,45.0,0.11406480246185015,33.0,0.28491857322045905,1.0,0.044520048809290384
CPC-75,ERR594325,SRF,0.10911776764713746,1778.0,0.048142345312962784,59.0,0.12574735416870447,40.0,0.7501677600650508,1.0,0.04832810264703971
CPC-75,ERR598965,DCM,0.138242551014794,1868.0,0.055442127457904736,47.0,0.14738402449792046,45.0,0.8769789725209676,1.0,0.04498413068949183
CPC-75,ERR599064,SRF,0.12440120795698555,1247.0,0.06712474137386605,26.0,0.10985012792209453,32.0,2.0599297135381223,1.0,0.046115248751823976
CPC-8,ERR599346,MES,0.05989925617403246,3059.0,0.031823107173408666,53.0,0.057789649681718666,52.0,0.12911634186303764,5.0,0.05067561198044043
RS-342,ERR599111,DCM,0.08152720355132058,76.0,0.0,1.0,0.22141426363848013,5.0,0.07532323107378994,4.0,0.049789433367559664
RS-376,ERR599097,DCM,0.17561578874654415,1780.0,0.0946258044722704,16.0,0.21536276836263227,43.0,0.6019768957651054,2.0,0.12057243937515645
RS-382,ERR599097,DCM,0.12728728224536984,1665.0,0.10417010337724693,22.0,0.10810671268823388,22.0,0.2348038552367747,1.0,0.04077495944572024
RS-383,ERR599111,DCM,0.10722838270223288,3482.0,0.07057878705540242,26.0,0.10858103984175736,69.0,0.11116106834951653,1.0,0.08365858038193093
RS-388,ERR599097,DCM,0.16543167035822826,1734.0,0.0964869945695091,44.0,0.16658400531570208,28.0,1.0450275230229382,1.0,0.03657994018841902
RS-426,ERR599097,DCM,0.250239084694813,3001.0,0.16847648150169153,25.0,0.21726064840381487,111.0,0.2786000027541407,1.0,0.036901066529087666
RS-456,ERR599111,DCM,0.03749039562199805,237.0,0.03749039562199805,1.0,0.09644682877276378,7.0,0.28349561336553175,2.0,0.05327872385008207
RS-665,ERR599097,DCM,0.14008048473839516,1283.0,0.12736288817144792,32.0,0.16774749772694214,18.0,0.1921627917081712,1.0,0.05293029917143488
RS-821,ERR599097,DCM,0.2111372449533399,1298.0,0.09767129595023977,12.0,0.216205417682018,35.0,0.30889460045895356,2.0,0.055805328227233726
RS-822,ERR599097,DCM,0.18041511749809389,5045.0,0.10186277813617607,64.0,0.17093434252999334,116.0,1.1842176289892177,4.0,0.03888091990005512
RS-822,ERR599111,DCM,0.12178379174005488,836.0,0.13175418758918708,8.0,0.09424845047693373,22.0,0.9043652471548816,2.0,0.03920570038029563
MED-592,ERR599043,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860786,6.0,0.12161395307688055,6.0,0.06567313609850893
MED-610,ERR315856,DCM,1.0063306954626132,2697.0,0.14515666408631564,35.0,1.0885350836163128,80.0,0.2282615354287808,8.0,0.07015539802502226
MED-621,ERR315857,SRF,0.08871710823996108,413.0,0.06270371897237215,12.0,0.10507350913068188,5.0,0.2710664475602664,1.0,0.07068507977056282
MED-633,ERR594358,SRF,0.045077415329050165,2831.0,0.03808663520904977,64.0,0.05568461180829129,60.0,0.1110856706671186,1.0,0.061101349708019975
MED-633,ERR594375,DCM,0.03241308955037812,1381.0,0.022174422190860077,24.0,0.05190502221149898,41.0,0.06106379903213125,5.0,0.05788878480145241
MED-633,ERR594396,SRF,0.02117464750909337,955.0,0.03478799836502048,8.0,0.015240915571396205,30.0,0.2951206153998246,1.0,0.05855135012230881
MED-668,ERR315856,DCM,0.672496323291201,2611.0,0.09968580746241383,36.0,0.7579763348012515,76.0,0.7946996423607401,17.0,0.07338644514552092
MED-668,ERR315857,SRF,0.06964007150228696,509.0,0.0864788526246054,29.0,0.12098040775069743,16.0,0.4069025602616091,8.0,0.07192988311345755
MED-668,ERR594405,DCM,0.041917345093507086,264.0,0.042206742383174484,24.0,0.0854859470812699,11.0,0.10327752796157093,7.0,0.07743201474524529
MED-728,ERR315856,DCM,1.6165082992440216,1836.0,1.6703721836630872,19.0,1.8708908192403009,61.0,2.1808400849205603,6.0,0.045834707592126295
MED-752,ERR315857,SRF,0.1571956072518103,2055.0,0.09591603432304757,52.0,0.3043312124505547,37.0,0.6256591949195416,3.0,0.04704844519604163
MED-752,ERR594288,SRF,0.04981508490277142,682.0,0.0679945054945065,7.0,0.014033665048956765,10.0,0.019939298194049247,1.0,0.044035688839911484
MED-828,ERR315858,SRF,0.10783243376464943,1671.0,0.08806384131032509,49.0,0.13404470837711546,27.0,0.09052003683295284,1.0,0.06252542154292516
MED-828,ERR315861,SRF,0.10804309118460062,1682.0,0.07257648937019906,54.0,0.14120078957814608,29.0,0.10414352419758888,1.0,0.06180743641982714
MED-828,ERR594329,DCM,0.11028782247303028,1867.0,0.06788589015167583,63.0,0.10794494221147108,29.0,0.07109457391751425,1.0,0.06251935276085896
MED-828,ERR598993,SRF,0.11556311537228707,1905.0,0.08356046070559876,64.0,0.1083620118035866,29.0,0.07511053867709493,1.0,0.062209505733010165
MED-828,ERR599043,SRF,0.10603562493156615,1554.0,0.08404333377480429,50.0,0.11286413717125045,27.0,0.060181402207783063,1.0,0.061943030768309086
MED-828,ERR599073,DCM,0.09398839572414835,634.0,0.08870917991018057,14.0,0.07341502825096932,5.0,0.02995480562358797,1.0,0.06232469410396563
MED-828,ERR599092,DCM,0.1145720983107667,1907.0,0.0810483304665349,65.0,0.1105658297366691,29.0,0.08173426095332427,1.0,0.062348608514963474
MED-828,ERR599094,DCM,0.11503987113776531,1932.0,0.06959075612632902,65.0,0.10889041787635904,31.0,0.07422457394527597,1.0,0.06257739996802733
MED-828,ERR599153,DCM,0.11169569257681668,1833.0,0.07599299893296985,62.0,0.11309666648088144,29.0,0.06168446488479917,1.0,0.06314625188637461
MED-841,ERR315857,SRF,0.5078651339961584,564.0,0.5054618702208016,20.0,0.7203366678281418,10.0,1.5988137455326898,1.0,0.06427218397979749
MED-928,ERR599094,DCM,0.21807352376072744,2095.0,0.16846532063312042,24.0,0.19796793431105886,89.0,0.3282753826346946,2.0,0.047122249589753085
EAC-102,ERR594359,SRF,0.06621732644867712,706.0,0.05919516558515722,13.0,0.10740860961176912,15.0,0.04660379830122649,6.0,0.04827582789347802
EAC-102,ERR594361,SRF,0.06799630225889303,719.0,0.026041617024689285,14.0,0.05476850763287493,13.0,0.033511053057513326,6.0,0.04802020412680254
EAC-102,ERR594362,SRF,0.0943068594670011,423.0,0.3521328275123549,2.0,0.08949446425260793,12.0,0.04289235542027273,8.0,0.044970234301700725
EAC-102,ERR594389,DCM,0.06360890058809915,742.0,0.05646755749473716,19.0,0.059546169526015026,13.0,0.032392170438966035,5.0,0.04454879292478322
EAC-16,ERR594389,DCM,0.041815151026859614,2401.0,0.039513305241860114,67.0,0.04423465104818537,48.0,0.25472154963680504,3.0,0.06263568885987722
EAC-41,ERR594362,SRF,0.10111225820941758,1119.0,0.04925129364836556,48.0,0.10879967938454488,22.0,0.15597583902771064,6.0,0.09396490100177664
EAC-41,ERR594382,DCM,0.08251779828785355,730.0,0.033347248216401906,38.0,0.09521660649819398,15.0,0.10909231498722123,4.0,0.09358853198639223
EAC-41,ERR594389,DCM,0.09768335871201096,1102.0,0.0569165357965762,49.0,0.10594164735053263,18.0,0.1244044883429364,7.0,0.09245417382792563
EAC-41,ERR594392,SRF,0.09940641659457873,1078.0,0.060084642894851915,47.0,0.10104648849363443,20.0,0.10692038640566887,6.0,0.09228393042486137
EAC-41,ERR594414,DCM,0.08524104286755964,716.0,0.02922418862872243,35.0,0.07698990221873989,14.0,0.10208281671581447,5.0,0.09497148420272902
EAC-41,ERR599376,SRF,0.07739425109185133,418.0,0.03902152421370314,24.0,0.09957824418113154,7.0,0.1037442702316232,3.0,0.09167183349272597
EAC-47,ERR594392,SRF,0.045690788995097015,1194.0,0.014821028919004706,17.0,0.038976124158067255,38.0,0.1816093423892448,2.0,0.055743072160324536
EAC-50,ERR594392,SRF,0.05384188914174536,215.0,0.030619364946392367,8.0,0.05515013559975382,5.0,0.06946461311002727,7.0,0.056779366947354935
EAC-50,ERR599376,SRF,0.03429347997398792,475.0,0.04738843685302114,30.0,0.04453377062801251,8.0,0.0586720291303206,6.0,0.06567456296658099
EAC-632,ERR594362,SRF,0.058246386028510476,1731.0,0.04841176584543843,40.0,0.046931378251325324,41.0,0.0291713644165371,1.0,0.05621524415397629
EAC-632,ERR594389,DCM,0.07994942919838775,1893.0,0.038381373102520586,19.0,0.07817628365689186,43.0,0.001432070694195131,1.0,0.05828595972513623
EAC-632,ERR599339,SRF,0.08999272641247068,507.0,0.12385319162379263,6.0,0.10088507898924827,19.0,0.0032685337136384115,1.0,0.058126948559683624
EAC-632,ERR599376,SRF,0.08158330174305903,1308.0,0.08377149911618721,15.0,0.08049218268702488,37.0,0.0010762063046617582,1.0,0.05890532559780391
EAC-657,ERR599058,SRF,0.07437605546403173,1366.0,0.04471400403402437,58.0,0.06525821731571106,35.0,2.4567133378214274,1.0,0.10451817367227516
EAC-695,ERR594389,DCM,0.036560112821545435,1383.0,0.01590827756765539,17.0,0.03865284755854725,29.0,0.009500734315315234,2.0,0.05636857336817619
IN-11,ERR599112,MES,0.09501462047858128,173.0,0.11389971907963001,4.0,0.07876338709068621,5.0,0.2920356396862891,1.0,0.060169550953815425
IN-12,SRR3963498,deep,0.07467433015831282,1104.0,0.09332476694836356,16.0,0.08092552285601239,25.0,1.3761176956179313,3.0,0.058741317589367875
IN-20,ERR598960,MES,0.06634288132190853,1918.0,0.07070768261191065,63.0,0.06012957036394641,44.0,0.04428081014808938,4.0,0.06955723344162057
IN-20,ERR599112,MES,0.089762574911968,2468.0,0.08093868634139095,66.0,0.08518820249065984,50.0,0.051197701090032216,4.0,0.0644147236787641
IN-25,ERR599112,MES,0.10679864345841716,687.0,0.10744555699595372,55.0,0.1166331768393588,5.0,0.11215498746334879,2.0,0.16280607891458068
IN-29,SRR3963982,deep,0.14003260198546857,2434.0,0.16247369685624094,53.0,0.12953071629933102,61.0,0.187465188161688,1.0,0.05639310555438841
IN-32,ERR598960,MES,0.054734612257184435,3083.0,0.03809369790432311,56.0,0.04866264939054527,85.0,0.14198164309386113,7.0,0.06847062970169696
IN-32,ERR599021,MES,0.04317560996095191,1786.0,0.03224314056563971,23.0,0.03911107737270629,53.0,0.09235418600892394,5.0,0.0654823235671511
IN-32,ERR599023,DCM,0.02633692074274551,213.0,0.024006411095363875,4.0,0.0229198915400473,7.0,0.06792257328384552,4.0,0.06507216439859255
IN-32,ERR599026,DCM,0.03849002435295114,1264.0,0.005483433919883466,13.0,0.038455054771661897,39.0,0.19006866174973555,5.0,0.06384605179052252
IN-32,ERR599031,MES,0.054194670194088634,2239.0,0.03556878814851072,16.0,0.049092581109842895,70.0,0.12942346350286235,4.0,0.0640778457707311
IN-32,ERR599062,MES,0.05653646347857419,2989.0,0.04445033679072069,40.0,0.05263710204280853,86.0,0.11792721780063845,4.0,0.06434637386582845
IN-32,ERR599082,DCM,0.05644652669690925,2943.0,0.04282795493294472,32.0,0.04816221302303866,85.0,0.15351216110186608,5.0,0.0637805487571906
IN-32,ERR599102,SRF,0.05136067064371808,2085.0,0.019014266749414442,35.0,0.03706528655110618,62.0,0.16277707859961238,5.0,0.06467583905092536
IN-32,ERR599109,MES,0.025694220116376655,160.0,0.006026235800462669,3.0,0.009325953808646138,5.0,0.6539013894573041,2.0,0.06464964877255805
IN-32,ERR599164,MES,0.0525527457069368,2762.0,0.0438105387767301,48.0,0.044315153851756064,78.0,0.19557670989406278,6.0,0.06523201013443274
IN-32,ERR599167,MES,0.04785660527182442,2683.0,0.02835560421747782,38.0,0.038756664969000036,77.0,0.09856768557467173,6.0,0.06459890772417037
IN-32,SRR3963498,deep,0.15040296999459635,1031.0,0.14730109443674405,30.0,0.16187723330637416,27.0,1.0054678138074737,6.0,0.06559975553401985
IN-32,SRR3963982,deep,0.21843077522939996,3248.0,0.21272377371337667,55.0,0.19576849199939644,88.0,0.4027345905454997,8.0,0.06527251611486673
IN-32,SRR3964650,deep,0.10243136937917996,2491.0,0.10456770745401087,50.0,0.09804142283679512,70.0,0.26560974129716325,7.0,0.06586176567139806
IN-928,ERR599112,MES,0.057825888315963365,1985.0,0.02869216067771212,25.0,0.07175706545010474,50.0,0.10293122702930305,6.0,0.058651197737709826
SAT-1,ERR598984,SRF,0.045107861101283925,1812.0,0.037529763796825696,30.0,0.05217221356060027,46.0,0.0825986569506896,3.0,0.05071710325431046
SAT-1,ERR599000,MES,0.05173039465591801,2822.0,0.041550342623925776,41.0,0.05720164704100924,60.0,0.1716053322931583,5.0,0.05500981456579263
SAT-1,ERR599044,MES,0.0457673773585607,2725.0,0.04218517769882674,40.0,0.04747334148012999,57.0,0.1466971454888129,5.0,0.05482322348557317
SAT-1,ERR599148,DCM,0.04723880172155449,2663.0,0.04093613865033949,40.0,0.0527762833840674,55.0,0.2324475076295429,5.0,0.05291922804693063
SAT-101,ERR599044,MES,0.02837173718121902,657.0,0.0,3.0,0.0,18.0,0.08921115249782421,5.0,0.10006828953317752
SAT-109,ERR599000,MES,0.04460883177226508,637.0,0.06319203205837669,39.0,0.0327170565883495,12.0,0.0712309886845995,7.0,0.06642403108125512
SAT-109,ERR599044,MES,0.046021380937701285,177.0,0.07834539149230313,24.0,0.0339390456838816,9.0,0.056721411043571424,5.0,0.054869644574617606
SAT-111,ERR599044,MES,0.03100710511522677,507.0,0.03761024447498876,54.0,0.031989253826419976,7.0,0.056701895094220786,3.0,0.08544929873250788
SAT-112,SRR3966130,deep,0.06173051827396067,372.0,0.012825894314630921,7.0,0.11797854553148893,14.0,1.0364007187233961,1.0,0.0629776371567898
SAT-113,ERR598984,SRF,0.05859495579943895,2707.0,0.04084270767247089,15.0,0.05602331528223357,51.0,0.07232299180722848,7.0,0.06440481838069964
SAT-113,ERR599105,SRF,0.03840411909415711,434.0,0.09551651003878306,3.0,0.04551519362062897,8.0,0.07471238983246965,3.0,0.06429718238375004
SAT-1358,ERR599101,DCM,0.09170364419022813,1283.0,0.05604360476779223,44.0,0.10375876442494425,28.0,0.0,1.0,0.05134523280592395
SAT-1462,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0,0.06497358863807717
SAT-19,ERR599000,MES,0.044015581328684564,518.0,0.012440912512567182,12.0,0.06586448725284177,26.0,0.03564423987601612,3.0,0.06587938944204699
SAT-200,ERR598947,MES,0.09291116155198864,1046.0,0.06901158668275538,20.0,0.07442873378240578,22.0,0.040015008094444166,1.0,0.04755264480795807
SAT-230,ERR599044,MES,0.08259809258961938,1167.0,0.0527071620335136,7.0,0.10412551368986583,24.0,0.06286112047663735,9.0,0.03989853662558293
SAT-46,ERR599000,MES,0.1504001422040035,483.0,0.1205016793413635,33.0,0.09754287748920558,8.0,0.1402513196635865,6.0,0.08043387099222886
SAT-46,ERR599148,DCM,0.24803490525526448,528.0,0.1640530976208011,31.0,0.2911486386663978,14.0,0.6727244886822453,10.0,0.08043848898412756
SAT-62,ERR599101,DCM,0.03618926087841033,329.0,0.021157429646183116,4.0,0.050050597824920176,9.0,0.13846509753012015,4.0,0.05512043042659175
SAT-62,ERR599159,MES,0.06697333955088118,244.0,0.04245167772264869,2.0,0.08552791649614784,12.0,0.1045475676811673,4.0,0.05471972148764884
SAT-63,ERR599000,MES,0.09217602901059568,792.0,0.04152998076498153,26.0,0.1068988653368659,15.0,0.13159754298641288,9.0,0.08819880363101766
SAT-63,ERR599044,MES,0.08540039062195168,548.0,0.04377880184331814,17.0,0.08620959426972087,10.0,0.08925959762567244,7.0,0.09456199143324708
SAT-69,ERR599044,MES,0.04292919808582165,1370.0,0.05722787172313671,29.0,0.03973511770868205,39.0,0.09005831630074555,4.0,0.059086081532048924
SAT-8,ERR599044,MES,0.028437031733017343,1895.0,0.02162911126972734,33.0,0.04514588037782103,41.0,0.17765778700682155,6.0,0.05595057931279356
SAT-8,SRR3965758,deep,0.10564304461942284,999.0,0.07002885517569496,43.0,0.16569731206710456,21.0,0.31064219076932204,5.0,0.06027433549243535
SAT-8,SRR3966130,deep,0.12249831064503038,1143.0,0.17673957169675852,16.0,0.14243400738675874,25.0,0.4347242141549761,2.0,0.058415912768307376
SAT-8,SRR3967025,deep,0.11717285169195366,421.0,0.05487544483985753,7.0,0.2307299828480479,14.0,0.12379258114476954,2.0,0.060061049576496765
SAT-8,SRR3967558,deep,0.08457698750498759,208.0,0.12273170710745704,10.0,0.09552564737524812,6.0,0.2295425295296224,2.0,0.05948538114430073
SAT-93,ERR599044,MES,0.05858100800646111,265.0,0.025385082870882314,21.0,0.040273649075049905,12.0,0.12211260436679268,1.0,0.06015944435667231
SAT-93,SRR3965592,deep,0.07033208620402832,562.0,0.08696795062569472,51.0,0.09040637829794608,11.0,0.01294306022421418,1.0,0.08962698998379268
SAT-93,SRR3965676,deep,0.07028986078395269,461.0,0.09921261321783945,48.0,0.1137715484635735,9.0,0.03802028468689631,1.0,0.08951659842505114
SAT-93,SRR3965758,deep,0.0669233895526031,391.0,0.0911499096440967,48.0,0.1109390408169976,9.0,0.032438558157257824,1.0,0.09045565656931223
SAT-93,SRR3965874,deep,0.07815648421401099,415.0,0.10462291354958947,47.0,0.13464318900977681,8.0,0.0329287194064397,1.0,0.08541791417580408
SAT-93,SRR3965875,deep,0.06973264639693286,451.0,0.0873926763785322,47.0,0.10828904506032595,10.0,0.038646743285797015,1.0,0.0865585211168349
SAT-98,ERR599044,MES,0.033442917593972527,350.0,0.04092189158800901,27.0,0.08745686920997905,6.0,0.040868969579517474,2.0,0.1306364992283753
NAT-10,ERR598996,DCM,0.054386441996117946,1360.0,0.001005979704595297,12.0,0.09466882389529538,30.0,0.20002223614834194,1.0,0.06253003025882188
NAT-101,ERR598985,MES,0.12554823881169758,1966.0,0.10958536482283282,62.0,0.1272735844046218,44.0,0.09893522572664246,1.0,0.055453071376090415
NAT-101,ERR599166,MES,0.14166645567587202,1954.0,0.14351868230232284,61.0,0.13113713999897336,46.0,0.13959143925105627,1.0,0.05852613837826249
NAT-15,ERR598985,MES,0.0788729743823094,2764.0,0.031522871134980736,59.0,0.07072816921531025,86.0,0.15121681306591345,7.0,0.1011489422312406
NAT-15,ERR599166,MES,0.07028752165633609,298.0,0.039735552816908805,7.0,0.04230642983220844,10.0,0.06677502431113166,5.0,0.10232690971925117
