bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,defense_pnps_median,defense_count,signal_CAZyme_abun
ARS-1030,ERR599145,DCM,0.10900578998022631,2260,0.04064368337938175,38,0.0973401462699254,53,0.0178241148705138
ARS-1032,ERR599037,MES,0.0804471462249309,803,0.0561632858251309,28,0.1045854432018717,19,0.008962510307101
ARS-1032,ERR599062,MES,0.0930959056251434,2081,0.051387482292308856,52,0.1149565829396435,29,0.008869595825539
ARS-1032,ERR599167,MES,0.07478320596667536,482,0.046427491732394896,16,0.10614462600355255,14,0.0090531687014696
ARS-1034,ERR598949,DCM,0.06195370773117265,258,0.0050804281852453,4,0.0730713181746773,13,0.0131880327820932
ARS-1034,ERR599028,DCM,0.0860185860137493,1692,0.0437306267132931,54,0.0746936064689592,48,0.0152080135535198
ARS-1034,ERR599082,DCM,0.09296159625225064,1792,0.0363729445604583,61,0.0820064684910667,51,0.0127592751783089
ARS-1034,ERR599102,SRF,0.0873122621755533,1591,0.051637036377393,52,0.08109422707242744,46,0.013487324478127
ARS-1034,ERR599145,DCM,0.0875020859203966,1799,0.0440918034236416,62,0.08351463165275425,50,0.0138168208893533
ARS-1034,ERR599158,SRF,0.0611260687770057,197,0.0737480398389395,6,0.059011492107403,9,0.0140079603089218
ARS-1036,ERR594312,MES,0.09440167720381709,2314,0.0623810801400544,45,0.0970018134056183,44,0.0233542788205736
ARS-1037,ERR594312,MES,0.12507063337561541,2118,0.0722124277307866,67,0.1233686258080679,55,0.0124125859338829
ARS-1037,ERR594346,MES,0.08163176677454,705,0.0477199402919656,23,0.0768282876008837,17,0.0130076832593853
ARS-11,ERR594312,MES,0.6804750911738663,385,0.0405311991388211,18,0.8313459738336684,12,0.0128797127284845
ARS-1134,ERR599028,DCM,0.0536157667740354,783,0.04300840791682905,18,0.0430436162633261,11,0.0108777804226152
ARS-1134,ERR599082,DCM,0.0623517341020672,1105,0.0356216541189493,33,0.0510503818194952,14,0.0114551445983445
ARS-1134,ERR599102,SRF,0.05952980708364605,1026,0.02390762573316315,30,0.0503321329239133,15,0.0119317695021247
ARS-1134,ERR599145,DCM,0.050340029862056,873,0.0016280883005194,24,0.0324856057947496,12,0.0121935737512996
ARS-1215,ERR594345,MES,0.3267324646776872,1033,0.3600019067897581,29,0.2133473631663474,17,0.0111423265062541
ARS-1215,ERR599031,MES,0.2335060175940185,1121,0.2560118399286548,32,0.24785002283047,17,0.0108145573741707
ARS-1215,ERR599037,MES,0.2710182274367,925,0.1693104810134786,19,0.17726591337478084,16,0.0108695768777556
ARS-1215,ERR599062,MES,0.2299710348087938,1159,0.1727102691453857,35,0.2453038368451522,19,0.0107156443199103
ARS-1215,ERR599109,MES,0.2493608372962086,1038,0.187139457239417,25,0.18236195146714068,18,0.0111732698681037
ARS-1215,ERR599167,MES,0.28551502000645995,1148,0.1995151305048972,31,0.24568380755994257,20,0.0109895294981179
ARS-1215,ERR599172,MES,0.2585755136253327,833,0.2780226516609414,19,0.23297727758669745,14,0.0111312958783465
ARS-123,ERR599145,DCM,0.07104068261302855,374,0.0,5,0.21827590788791834,8,0.0153627862508958
ARS-1426,ERR594345,MES,0.3644108969527341,613,0.6558931463521087,14,0.4208832373510137,16,0.0092825837634913
ARS-1426,ERR599031,MES,0.21114828566335503,792,0.218684622817986,12,0.3333756883311846,17,0.0096148416528289
ARS-1426,ERR599037,MES,0.236302037777413,1010,0.24241839969223083,18,0.2578640926206699,23,0.0093962429342603
ARS-1426,ERR599062,MES,0.2257407068293269,1068,0.2428785424957011,19,0.2682448788368278,23,0.0093526463633523
ARS-1426,ERR599109,MES,0.2253596170751919,902,0.2527663228928321,20,0.3364946660049931,19,0.0094363743011019
ARS-1426,ERR599167,MES,0.26389617610021443,1092,0.24548154190535604,18,0.3572605747737931,23,0.0094392711712712
ARS-1426,ERR599172,MES,0.2179370834238718,959,0.1530277911117491,21,0.2286895356113446,21,0.009528075901479
ARS-16,ERR599037,MES,0.1710761411562145,600,0.123020520375135,9,0.2319802378455893,8,0.0273683076938301
ARS-16,ERR599167,MES,0.1676346075412219,421,0.1356421761861382,5,0.2146916174293913,6,0.026165701946193
ARS-17,ERR599037,MES,0.2197341108765982,1081,0.1073350926826486,7,0.1962172854428134,43,0.0209606880475026
ARS-24,ERR594345,MES,0.1033355011666507,1977,0.061765604565865495,52,0.101199382087767,51,0.0215691456849994
ARS-24,ERR599037,MES,0.0281254082019324,192,0.05748470879216125,6,0.0,5,0.0211940871900503
ARS-24,ERR599062,MES,0.0612929840839369,1925,0.023820469912756798,48,0.06115189842303515,50,0.0216976781461074
ARS-27,ERR594290,MES,0.1948285899737594,836,0.19303003860498275,26,0.1677019113419447,14,0.0235217546316149
ARS-27,ERR594345,MES,0.2452012277768022,1383,0.226942000413358,55,0.2141065179217358,21,0.0233393622320865
ARS-27,ERR599031,MES,0.1938436680328015,1215,0.2113442014613548,43,0.1166207580040235,18,0.0212267176573068
ARS-27,ERR599037,MES,0.1983449399820618,1379,0.16772406795205835,54,0.17031684408379438,22,0.0213489371303014
ARS-27,ERR599062,MES,0.2006096623769884,1441,0.17671218589098414,56,0.1526822755427608,23,0.0213720833727476
ARS-27,ERR599109,MES,0.18824833056815224,1168,0.12210295686976444,44,0.1331253454946549,20,0.0218701513592781
ARS-27,ERR599167,MES,0.20436233479256505,1370,0.17968911630872003,54,0.15427996853072806,20,0.0216166103738728
ARS-27,ERR599172,MES,0.18525818141631478,1186,0.1886737002741697,38,0.13434703778534074,18,0.0215097887979284
ARS-3,ERR594312,MES,1.307506888737105,2066,1.1170704907256561,20,1.3645690511938375,55,0.0217234844232193
ARS-34,ERR594345,MES,0.4913817099071476,664,0.1337502833772359,5,0.7037510505142901,16,0.004051961703389
ARS-34,ERR599037,MES,0.3005683971201245,253,0.1287531950621223,3,0.3069079388779285,6,0.0038306801550735
ARS-34,ERR599062,MES,0.31215308884927095,1602,0.15929778476306,21,0.3297190379894548,35,0.0037533206095299
ARS-38,ERR594312,MES,0.7329938973719581,497,0.2241697624987715,6,0.2329912121617928,11,0.0210140004867744
ARS-4,ERR594312,MES,0.0911151143705904,1101,0.0621683531323602,22,0.055204733448978305,22,0.0121057306744508
ARS-42,ERR599082,DCM,0.0802976810062371,2083,0.031311919349927,44,0.0833646513601322,43,0.0083102394253932
ARS-42,ERR599145,DCM,0.08050930453856756,1478,0.0115188270658166,31,0.1265535012271256,30,0.0082378088095568
ARS-46,ERR594345,MES,0.14951855785525492,204,0.1777520480079359,1,0.1397186396081734,5,0.0129592888442786
ARS-46,ERR599037,MES,0.1718427852609081,838,0.17519189031588214,8,0.1303874512243101,14,0.0127853825785443
ARS-46,ERR599062,MES,0.1549161104186709,831,0.112252668199704,7,0.1510367370919685,18,0.0128172112199037
ARS-46,ERR599109,MES,0.1385507919417567,497,0.0727526467855809,5,0.1043485644093899,12,0.0129945817051017
ARS-46,ERR599167,MES,0.1794387533116548,847,0.23751516826731894,6,0.13610371194577606,16,0.012918971584161
ARS-46,ERR599172,MES,0.1365720072223735,541,0.1911961790444041,6,0.1032909317557504,11,0.0130228790316607
ARS-5,ERR594312,MES,0.07887621218675114,160,0.0,1,0.1593656167473363,6,0.0414969396305092
ARS-70,ERR599062,MES,0.1779438079775873,1099,0.1307619700592637,13,0.16883846058927182,18,0.0078192814207763
ARS-77,ERR598966,SRF,0.0748003464692168,1140,0.0389268392771318,44,0.1009194416834179,12,0.0118008463849929
ARS-77,ERR599028,DCM,0.1028206866251759,1332,0.0624810522841405,58,0.1117966688286886,13,0.0111096425866663
ARS-77,ERR599102,SRF,0.0848728848433023,1114,0.045067084944008,41,0.0660422592285828,12,0.0118806071371452
ARS-77,ERR599143,SRF,0.09520849783168835,1312,0.04210178580207495,58,0.0819828165536973,13,0.0117415975533072
ARS-77,ERR599145,DCM,0.1024500379481022,1337,0.050991977330120106,58,0.0893003716825363,13,0.0111649084559562
ARS-84,ERR599028,DCM,0.0978368204110026,1628,0.0363245903279153,51,0.0848422337473626,29,0.0173373705653165
ARS-84,ERR599102,SRF,0.060667032315504105,390,0.026044352070856147,8,0.0325145646354901,7,0.017479156660555
ARS-84,ERR599143,SRF,0.0721544334607546,843,0.0220209842075847,21,0.065711925643401,13,0.0172887608970797
ARS-84,ERR599145,DCM,0.0829354573033044,1452,0.035850203776146,45,0.1011301862264811,25,0.018797942023623
ARS-86,ERR599028,DCM,0.1394567172272273,1671,0.0554979285300674,56,0.15685077431434286,30,0.0351091431492175
ARS-95,ERR594290,MES,0.2097587283807147,237,0.3593961522695317,3,0.2902535293005554,7,0.0187641737960035
ARS-95,ERR594345,MES,0.2327928957645213,333,0.2663717177426373,5,0.5591806132666148,11,0.01894293814881
ARS-95,ERR594346,MES,0.21056211235407502,304,0.3232229273290113,5,0.2162526882565562,8,0.0172478911951367
ARS-95,ERR599031,MES,0.1584406394759208,195,0.2882844612805938,4,0.11334828351542739,6,0.0183780955027656
ARS-95,ERR599037,MES,0.15799936876713822,246,0.23694053046654462,4,0.17949963078051615,6,0.0166068144052187
ARS-95,ERR599062,MES,0.1458264797939806,235,0.2516200923612236,4,0.18734792923035054,6,0.018546989066954
ARS-95,ERR599109,MES,0.1575967174759548,228,0.310540356408836,3,0.1738559298690365,5,0.016400967068496
ARS-95,ERR599167,MES,0.16008169255366678,252,0.2915583557600235,3,0.2309721145499132,7,0.0164296932592776
ARS-95,ERR599172,MES,0.15698162122135967,230,0.3231483672113092,3,0.1553899572698263,5,0.0166457082705675
CPC-1,ERR598971,MES,0.15542425559338435,2310,0.1153922379684363,65,0.1752742892925973,41,0.013284011138706
CPC-1,ERR599055,MES,0.119717359493592,491,0.0932838148306008,11,0.1612289146690101,10,0.0130934946534945
CPC-1,ERR599067,MES,0.14635478217785292,1944,0.1014505187250857,57,0.1859896873206083,33,0.0134545109409182
CPC-1,ERR599128,MES,0.1447481504008847,1940,0.118211640464514,49,0.1688418840751054,33,0.0130018124011495
CPC-1,ERR599132,MES,0.15051008316034215,2244,0.116919526220328,65,0.2353620191249301,39,0.0129439984993091
CPC-12,ERR599346,MES,0.0644001146503867,1912,0.0484942994581734,26,0.0876244604019914,49,0.0148897243507221
CPC-13,ERR598965,DCM,0.1747326628075294,431,0.2074334113376061,3,0.1024686884318432,29,0.0250968037946053
CPC-1326,ERR594325,SRF,0.0546928638146876,1429,0.03819956603875365,52,0.05098971934753395,24,0.0266338543335602
CPC-1326,ERR598965,DCM,0.0668522073235957,1323,0.0437005759626263,47,0.06967472068362185,24,0.0298145382608089
CPC-1399,ERR594325,SRF,0.102102508501896,1488,0.040692393603460456,58,0.1342007127162423,31,0.0211434417576967
CPC-1399,ERR598965,DCM,0.1078611034776568,1263,0.0313332883097008,43,0.1224440960039182,27,0.0187876236910007
CPC-1399,ERR598994,SRF,0.09431760234138259,1138,0.059047797281897546,30,0.08942832422340974,26,0.0199142499018271
CPC-1399,ERR599144,SRF,0.0897636917736397,1161,0.025829421445470402,34,0.13420217508835006,28,0.0200559694381548
CPC-14,ERR598965,DCM,0.0466566117809165,168,0.0638919011037017,11,0.0914882427252373,5,0.0217921136855516
CPC-14,ERR598971,MES,0.0297791074493342,1203,0.0299036316625882,43,0.032818640450091155,40,0.025725514405118
CPC-16,ERR599064,SRF,0.07665548221422665,844,0.0727711933932316,21,0.033126847685532604,24,0.0092464777916098
CPC-23,ERR599007,DCM,0.1180392704731459,1993,0.09650274939753145,38,0.0819608389234094,30,0.026701863426251
CPC-27,ERR598965,DCM,0.1687646892267818,2787,0.0934612998591531,59,0.1521659775352956,70,0.0143505709813616
CPC-28,ERR598965,DCM,0.1086139721627483,805,0.0713370122698527,16,0.130605541230401,16,0.0123526932937408
CPC-288,ERR594313,SRF,0.1193888418602984,1293,0.0737818365261487,59,0.1320937156807377,26,0.0241431070072966
CPC-288,ERR594325,SRF,0.1236251731457235,1415,0.0917836604511792,60,0.1125407398620492,27,0.0240275157209209
CPC-288,ERR598965,DCM,0.1273279663267369,1694,0.1018846504182427,67,0.15835461428070374,32,0.034704211339456
CPC-288,ERR599064,SRF,0.1231725266787259,1679,0.0992212084075287,65,0.1512747706915094,33,0.0344488111251721
CPC-289,ERR598965,DCM,0.0706829805741883,357,0.0753884473005156,17,0.12975176694974055,6,0.0163521295344345
CPC-289,ERR599064,SRF,0.0845426166256305,1066,0.080128707077172,48,0.0817956920016754,17,0.0149385922237224
CPC-29,ERR598978,SRF,0.1011123759279799,905,0.03489466620281825,46,0.0800127514042625,23,0.0156714967587902
CPC-294,ERR598971,MES,0.0857473409474383,2440,0.026287223402475,51,0.099596144663693,67,0.0746194301659808
CPC-294,ERR599132,MES,0.07346258533495831,256,0.0338261333320822,24,0.072664451532223,9,0.0727321774980011
CPC-297,ERR598965,DCM,0.0850591892646697,1675,0.06671176474651036,44,0.0974058454042892,35,0.0215481053755376
CPC-30,ERR598978,SRF,0.08404745098487676,1592,0.04514037619262265,46,0.0690466915730186,33,0.0169438135216105
CPC-30,ERR599007,DCM,0.0910361438573101,1751,0.0559449392061835,57,0.08286262204998734,34,0.0168710112751092
CPC-30,ERR599168,DCM,0.0861015722248809,1368,0.04737157685555815,36,0.0879484188245764,27,0.0165026061202612
CPC-300,ERR598978,SRF,0.11540428624431855,1994,0.06689487914655115,44,0.1028543298098291,37,0.0298685243685511
CPC-300,ERR598997,SRF,0.1145909744663576,549,0.1993770472090785,3,0.1222997624715602,14,0.0298639440980345
CPC-300,ERR599065,DCM,0.12833146571108864,2130,0.10227969020891076,48,0.1397990754138959,37,0.0298058727514501
CPC-300,ERR599108,DCM,0.1151455776507724,881,0.0601368904689601,11,0.103226444774482,11,0.0296495837636169
CPC-300,ERR599118,SRF,0.1337229357586806,2204,0.08249451227144945,50,0.1695032358007643,37,0.0299431564796447
CPC-305,ERR594325,SRF,0.12002181816756075,260,0.056779900683937,3,0.0743229145826852,5,0.0769768153981079
CPC-305,ERR598965,DCM,0.129901169212911,1510,0.0866181303436839,41,0.0886844175290664,23,0.0312494714416823
CPC-305,ERR599064,SRF,0.10434647904308961,294,0.0536416601280717,5,0.07717923140560905,6,0.0301836799868471
CPC-309,ERR599064,SRF,0.0635121036558335,573,0.05818715432066365,14,0.039607573081765546,10,0.0121171530206919
CPC-319,ERR598965,DCM,0.12072827525143115,1406,0.1058935227912314,47,0.13442742619200665,32,0.0257633471237053
CPC-320,ERR594325,SRF,0.14002821100306564,3112,0.049829263723762,66,0.1650534886725332,57,0.0147338001550184
CPC-320,ERR598965,DCM,0.0992730002283501,2258,0.030119149313957802,40,0.15267484182943802,42,0.0139240131731238
CPC-320,ERR598994,SRF,0.0931561722522819,2407,0.0236158479847605,41,0.1563094183630695,43,0.0141029950159414
CPC-320,ERR599144,SRF,0.09281575246686469,2438,0.027234455466945348,40,0.12908296193713725,48,0.0143417754289243
CPC-322,ERR598965,DCM,0.0775366862797864,1635,0.05770252840732745,32,0.0962111064630431,26,0.0172328138250939
CPC-323,ERR594325,SRF,0.1236942278939042,1322,0.08166269608882906,64,0.115961952818042,21,0.0447751756089482
CPC-323,ERR598965,DCM,0.17215182239473054,1050,0.1010055898063195,49,0.1917036331291959,17,0.0428583581035218
CPC-323,ERR598978,SRF,0.111451802326261,614,0.05472358345147605,40,0.1676911283993576,15,0.041242953361224
CPC-323,ERR599064,SRF,0.1593657615447494,1309,0.1068176595894036,57,0.16362325944373166,22,0.0429351731058287
CPC-324,ERR598965,DCM,0.1442807916411587,2743,0.0684269845185055,41,0.12341410837117295,48,0.0410194200793091
CPC-324,ERR599064,SRF,0.12890283239862566,1978,0.0142388343051753,29,0.1091729550656632,32,0.0410150221448452
CPC-327,ERR598971,MES,0.0313867928283201,485,0.041039332956503805,38,0.0571350739940954,7,0.0226303156532435
CPC-327,ERR599132,MES,0.02692287714275,432,0.040845576498950195,36,0.0378566618658851,7,0.0331236158772831
CPC-45,ERR598965,DCM,0.0563064271895565,1411,0.04265399226620475,24,0.0738994056932494,34,0.0147609792021165
CPC-47,ERR598971,MES,0.0596535401148622,175,0.021284848969653748,10,0.1188106347077802,6,0.0144005015960985
CPC-47,ERR599132,MES,0.060728297160936404,236,0.0422861487319585,7,0.0289956279577154,7,0.0168795561397446
CPC-48,ERR598971,MES,0.0602528278698638,3091,0.0469145310944769,65,0.0671770353074328,79,0.0189751710682588
CPC-49,ERR598971,MES,0.066585392436752,2549,0.0402316707958065,55,0.07170531022872215,60,0.0304606850413592
CPC-49,ERR599132,MES,0.0545724147860547,1361,0.0585893361580061,35,0.05660709241592625,42,0.0269267767940038
CPC-50,ERR599007,DCM,0.1070714622759963,643,0.00893995938625055,4,0.0887178060192887,5,0.031691825237991
CPC-52,ERR599065,DCM,0.1254598405597176,1933,0.0804878110518514,26,0.10722227238768944,32,0.0413088961841698
CPC-52,ERR599118,SRF,0.1285491170128686,1896,0.09264142347710749,20,0.1403970917935552,29,0.0403967390828902
CPC-53,ERR598971,MES,0.11373279856311735,984,0.1154719375212104,12,0.1601369158017833,9,0.0064334529180392
CPC-54,ERR598971,MES,0.0376685598330363,976,0.0086602389022427,27,0.0267977755224271,24,0.0202233949458319
CPC-54,ERR599132,MES,0.0414034716444547,1111,0.010446972207982,33,0.042006382910131854,24,0.0246039279513362
CPC-58,ERR594325,SRF,0.1375246003713999,2568,0.05848081813530775,56,0.1513359026399917,41,0.0154319368899522
CPC-58,ERR598965,DCM,0.1139157244412245,1786,0.0489028606958785,35,0.1465805623939154,29,0.0133032976351083
CPC-58,ERR598994,SRF,0.09571766810092064,2110,0.01680252658444705,44,0.11937097758519,32,0.0147286977155068
CPC-58,ERR599144,SRF,0.0941112330970138,2145,0.0300676710131665,45,0.1140648024618501,33,0.0150304946725969
CPC-59,ERR594325,SRF,0.1283087144452196,2047,0.0812755079175399,59,0.1477055500592524,35,0.0132883968744126
CPC-59,ERR598965,DCM,0.0719479477896444,449,0.0189252581531663,9,0.16540383377744655,6,0.0158746459140672
CPC-59,ERR598994,SRF,0.1074123726625092,1887,0.057299736835106446,56,0.13124194527066904,32,0.0130707277480996
CPC-59,ERR599144,SRF,0.1088341429109482,1892,0.0636961257174429,56,0.10867693819904059,32,0.0132267006119754
CPC-64,ERR599064,SRF,0.05787509159037815,1086,0.0332347890142968,13,0.0355530743814011,31,0.0148397429898089
CPC-73,ERR598965,DCM,0.11132489442894285,1778,0.0479919529995874,54,0.0850488645684388,41,0.0156834346010328
CPC-73,ERR599064,SRF,0.0890757709517273,1329,0.0437028233900803,40,0.09168336866297935,32,0.0153233029662745
CPC-74,ERR594325,SRF,0.08067536640362716,174,0.06324597902953895,4,0.0417654566683852,7,0.0151083386633507
CPC-74,ERR598965,DCM,0.1023107764586895,1743,0.0589920584294119,57,0.0984182105196495,38,0.012721023703332
CPC-74,ERR599064,SRF,0.099841845831617,1425,0.0759159362257456,31,0.1069133931951258,31,0.0120885847551294
CPC-75,ERR594325,SRF,0.1091177676471374,1778,0.0481423453129627,59,0.12574735416870444,40,0.0160174894667857
CPC-75,ERR598965,DCM,0.13824255101479394,1868,0.0554421274579047,47,0.1473840244979204,45,0.0166532717345415
CPC-75,ERR599064,SRF,0.1244012079569855,1247,0.067124741373866,26,0.1098501279220945,32,0.0168578182521755
CPC-8,ERR599346,MES,0.0598992561740324,3059,0.0318231071734086,53,0.0577896496817186,52,0.0186469941595798
CPC-82,ERR598978,SRF,0.0674987619150075,896,0.0562760658505217,16,0.0843333464218673,16,0.0340170743687716
CPC-82,ERR599007,DCM,0.07818632143330725,830,0.0446906934967137,13,0.1008782133003859,17,0.0331710749489312
CPC-82,ERR599065,DCM,0.056033620172103,687,0.0019165562337198,15,0.0394153225806455,15,0.0326901297589672
CPC-82,ERR599118,SRF,0.10923126360211055,1536,0.0114379335094078,23,0.09105914999191164,26,0.0325702054776179
CPC-86,ERR598965,DCM,0.1211883118298325,828,0.1803446351287028,9,0.1026778116790275,23,0.0161645084705151
CPC-96,ERR598965,DCM,0.08986717842853,1887,0.052974966277682695,26,0.08023552258589045,34,0.0181299660034892
CPC-97,ERR594313,SRF,0.09316526828475236,352,0.0828839522342855,11,0.17813383263852828,6,0.0316598310881073
CPC-97,ERR594325,SRF,0.08908532802204855,1240,0.0457262299998675,60,0.0996839178581131,21,0.033747218390121
CPC-97,ERR598965,DCM,0.11958387058454906,1270,0.10170767538098205,44,0.1153141161930706,23,0.0298757355060137
CPC-97,ERR598978,SRF,0.0821068598491798,1258,0.05150736345075285,60,0.1056924920729351,23,0.0294267158799827
CPC-97,ERR599007,DCM,0.0817585715883536,1339,0.0410298150311373,67,0.1048028157536331,24,0.0292347407699255
CPC-97,ERR599064,SRF,0.1140684056275444,995,0.07915928612788256,28,0.07654946016272299,18,0.0290436472831787
CPC-97,ERR599168,DCM,0.08096636015902836,1136,0.0464185050214087,49,0.09475022509304595,20,0.0300450786589667
RS-341,ERR599116,SRF,0.0931239084035112,228,0.0556408698598978,5,0.08874863432968395,6,0.0272343973217614
RS-342,ERR599111,DCM,0.08152720355132055,76,0.0,1,0.2214142636384801,5,0.0141022262279049
RS-344,ERR594328,SRF,0.0621177018388519,431,0.06903329198843486,10,0.12521806065044055,6,0.0336321767348887
RS-344,ERR598959,SRF,0.08672684605573586,1522,0.04690535107214715,58,0.0872999287271408,17,0.0349530303169176
RS-344,ERR598969,SRF,0.0734868095921044,1409,0.0347925076624678,62,0.08158683525937195,16,0.0346882789196655
RS-344,ERR598991,SRF,0.07850464307879376,1528,0.0320869516338781,59,0.0776851589773961,17,0.0351726210122666
RS-344,ERR599041,SRF,0.0483127791385017,877,0.0169963186222681,34,0.0749921067171846,11,0.0365592030340562
RS-344,ERR599049,SRF,0.0781469131368161,1527,0.0303298934648374,59,0.0870549998859026,17,0.0348308731424723
RS-344,ERR599097,DCM,0.06378355559438575,1084,0.0272715960245106,48,0.07422001024126784,14,0.0386946657487467
RS-344,ERR599106,SRF,0.0866009307421182,1551,0.039371786723934196,62,0.0821168132632521,17,0.0345350281153715
RS-344,ERR599116,SRF,0.0752461934946465,1517,0.0303712172499454,61,0.0820485642418319,16,0.0364637171266857
RS-344,ERR599134,SRF,0.08473085900797026,1532,0.0462516840364788,59,0.0946285079561241,17,0.0350295549211138
RS-346,ERR599061,DCM,0.08388524795874824,948,0.10896654241755274,36,0.0790590598706046,11,0.0049474384278542
RS-346,ERR599097,DCM,0.083695660876758,1054,0.0865805548015888,39,0.0905532865206301,14,0.0050014504606971
RS-346,ERR599111,DCM,0.0685329884519054,583,0.0999563137707881,13,0.1092593449435068,7,0.0048572359633583
RS-348,ERR598991,SRF,0.0490841253290986,1217,0.02887565954384785,26,0.0430906806200816,18,0.0190405184994675
RS-348,ERR599061,DCM,0.0546855527221444,1057,0.0396859209351664,25,0.046174215756686454,14,0.0191550515260869
RS-348,ERR599097,DCM,0.0623988526157725,1481,0.0415153954004851,29,0.050405661274107,20,0.0190460407351146
RS-349,ERR599097,DCM,0.09703009980688809,1594,0.0525404193705089,39,0.087958570557033,39,0.0062554964795591
RS-350,ERR599097,DCM,0.10988815316653565,1464,0.1104351597002795,39,0.1517037097897969,23,0.0128501605676079
RS-350,ERR599106,SRF,0.0789374887932576,469,0.0296429026194702,3,0.0754757893821469,5,0.0133355340010027
RS-350,ERR599116,SRF,0.1046895053751098,543,0.25648496413464,8,0.0826660914206763,8,0.0138488474460897
RS-352,ERR598959,SRF,0.0472322934501951,415,0.013704584071781201,12,0.0632661950908728,9,0.0102116967012034
RS-352,ERR598991,SRF,0.05955954462258935,1020,0.0238144180028545,31,0.05101886422631965,18,0.0106993529838283
RS-352,ERR599049,SRF,0.0541231273495714,772,0.0289055516194935,21,0.0240810720637498,12,0.0113471459888963
RS-352,ERR599097,DCM,0.0725488008935993,1104,0.035521339334638094,36,0.0614012122816311,23,0.0114796016920247
RS-352,ERR599106,SRF,0.0570392811104005,870,0.02785324748438995,26,0.0484751756306214,18,0.011891949298883
RS-365,ERR599111,DCM,0.1425954301226195,1178,0.10607607693883135,36,0.15431336417161934,22,0.0283749492727076
RS-371,ERR599111,DCM,0.10712975333363045,1744,0.09129466835347555,36,0.08722282536599404,26,0.0058982622847759
RS-373,ERR599111,DCM,0.1104926590087605,895,0.0895497140118344,21,0.0927131960773075,25,0.0105649526746423
RS-376,ERR599097,DCM,0.1756157887465441,1780,0.09462580447227034,16,0.2153627683626322,43,0.0412378912842502
RS-380,ERR599097,DCM,0.11054215632876316,2568,0.0940705907587747,55,0.12309333911814954,38,0.0147712341258966
RS-380,ERR599111,DCM,0.11154545119616704,2678,0.0836504457967666,55,0.1171517658087475,35,0.0151955354070278
RS-381,ERR599097,DCM,0.1079813655529532,1401,0.0967292425557314,51,0.1021160621511406,29,0.0042380591984836
RS-381,ERR599111,DCM,0.1051367697591354,1252,0.0880385290773561,41,0.1341671211562376,27,0.0041950382726255
RS-382,ERR599097,DCM,0.1272872822453698,1665,0.1041701033772469,22,0.10810671268823385,22,0.0136229730351229
RS-383,ERR599111,DCM,0.1072283827022328,3482,0.07057878705540241,26,0.1085810398417573,69,0.0328396585952558
RS-384,ERR599097,DCM,0.07372077501311824,858,0.0548685083899566,18,0.0590813066344601,15,0.0140934765862317
