0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
86666,MED-592,34096,3551,4994,CALIN,MED,0.1179606200198065,ERR598951,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.1179606200198065,3.0,nan,nan,nan,nan,0.1179606200198065,1.0,0.013882705598418357
86666,MED-592,34096,3551,4994,CALIN,MED,0.14230605977591532,ERR599043,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860783,6.0,0.12161395307688055,6.0,0.011684101150681372
86732,MED-592,107888,14245,15601,complete,MED,0.02785101861478577,ERR599043,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860783,6.0,0.12161395307688055,6.0,0.011684101150681372
88583,MED-592,109940,9733,10846,CALIN,MED,0.0284246427635359,ERR599043,SRF,H!!!H,Coenzyme transport and metabolism,0,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860783,6.0,0.12161395307688055,6.0,0.011684101150681372
88583,MED-592,109940,9733,10846,CALIN,MED,0.0284246427635359,ERR599043,SRF,H!!!H,Coenzyme transport and metabolism,0,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860783,6.0,0.12161395307688055,6.0,0.011684101150681372
88584,MED-592,109940,10947,11412,CALIN,MED,0.0,ERR599043,SRF,H,Coenzyme transport and metabolism,0,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860783,6.0,0.12161395307688055,6.0,0.011684101150681372
88585,MED-592,109940,11427,11838,CALIN,MED,0.09658098833154867,ERR599043,SRF,K,Transcription,0,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860783,6.0,0.12161395307688055,6.0,0.011684101150681372
86666,MED-592,34096,3551,4994,CALIN,MED,0.1225309592269554,ERR315859,DCM,X,"Mobilome: prophages, transposons",0,DCM,0.07810615370176095,17.0,0.06366093902013546,1.0,nan,nan,0.10031855646435817,4.0,0.013879553455469222
86666,MED-592,34096,3551,4994,CALIN,MED,0.12265996163476828,ERR315860,DCM,X,"Mobilome: prophages, transposons",0,DCM,0.09843454704950227,15.0,nan,nan,nan,nan,0.08933111909444641,3.0,0.01411209101592276
86666,MED-592,34096,3551,4994,CALIN,MED,0.0993535671252863,ERR594405,DCM,X,"Mobilome: prophages, transposons",0,DCM,0.056981593079274126,19.0,0.10934960039303644,2.0,nan,nan,0.07552290409382395,2.0,0.01340818601032137
86666,MED-592,34096,3551,4994,CALIN,MED,0.11980367919304258,ERR599094,DCM,X,"Mobilome: prophages, transposons",0,DCM,0.03876546229568825,5.0,0.00738247414487949,1.0,nan,nan,0.11980367919304258,1.0,0.012006735295652332
125810,MED-870,50978,8434,10780,CALIN,MED,0.027587940480779446,ERR594315,DCM,L,"Replication, recombination and repair",0,DCM,0.05540636744761728,78.0,0.05590530587267488,5.0,nan,nan,nan,nan,0.00048545809992001863
125810,MED-870,50978,8434,10780,CALIN,MED,0.011949639134824285,ERR594329,DCM,L,"Replication, recombination and repair",0,DCM,0.04373076643522966,1336.0,0.04386661771352066,38.0,0.030585982820924295,17.0,nan,nan,0.0005054474826842008
125811,MED-870,50978,10793,11933,CALIN,MED,0.03028246359363015,ERR594329,DCM,M,Cell wall/membrane/envelope biogenesis,0,DCM,0.04373076643522966,1336.0,0.04386661771352066,38.0,0.030585982820924295,17.0,nan,nan,0.0005054474826842008
125812,MED-870,50978,11901,12441,CALIN,MED,0.5943252298011779,ERR594329,DCM,R,General function prediction only,0,DCM,0.04373076643522966,1336.0,0.04386661771352066,38.0,0.030585982820924295,17.0,nan,nan,0.0005054474826842008
283605,MED-698,120,2888,3329,CALIN,MED,0.2591713439785609,ERR315856,DCM,N,Cell motility,0,DCM,0.31408608048763365,1653.0,0.27612092909594244,36.0,0.33905392000746515,63.0,nan,nan,0.00484691397886127
283607,MED-698,120,3710,4682,CALIN,MED,0.025427781478877042,ERR315856,DCM,N,Cell motility,0,DCM,0.31408608048763365,1653.0,0.27612092909594244,36.0,0.33905392000746515,63.0,nan,nan,0.00484691397886127
283608,MED-698,120,5303,6833,CALIN,MED,0.06255364104643088,ERR315856,DCM,N,Cell motility,0,DCM,0.31408608048763365,1653.0,0.27612092909594244,36.0,0.33905392000746515,63.0,nan,nan,0.00484691397886127
306776,MED-581,84663,13454,15500,CALIN,MED,0.5092485526628147,ERR598993,SRF,L,"Replication, recombination and repair",0,SRF,0.14083353650303934,361.0,0.05333203640015613,10.0,0.07769002130976628,6.0,nan,nan,0.004299386445421458
306777,MED-581,84663,15527,17237,CALIN,MED,0.6025649886686683,ERR598993,SRF,D,"Cell cycle control, cell division, chromosome partitioning",0,SRF,0.14083353650303934,361.0,0.05333203640015613,10.0,0.07769002130976628,6.0,nan,nan,0.004299386445421458
306778,MED-581,84663,17341,20845,CALIN,MED,0.43527252556866175,ERR598993,SRF,D,"Cell cycle control, cell division, chromosome partitioning",0,SRF,0.14083353650303934,361.0,0.05333203640015613,10.0,0.07769002130976628,6.0,nan,nan,0.004299386445421458
306776,MED-581,84663,13454,15500,CALIN,MED,0.4265203158929483,ERR599092,DCM,L,"Replication, recombination and repair",0,DCM,0.14918836016734802,795.0,0.06663740861260099,24.0,0.16380211276322149,17.0,nan,nan,0.0044117476256943155
306778,MED-581,84663,17341,20845,CALIN,MED,0.2818396503431859,ERR599092,DCM,D,"Cell cycle control, cell division, chromosome partitioning",0,DCM,0.14918836016734802,795.0,0.06663740861260099,24.0,0.16380211276322149,17.0,nan,nan,0.0044117476256943155
332986,MED-610,6467,257,1334,In0,MED,1.8322216765244088,ERR315856,DCM,L,"Replication, recombination and repair",0,DCM,1.0063306954626132,2697.0,0.14515666408631564,35.0,1.0885350836163128,80.0,0.2282615354287808,8.0,0.016267186685679856
485,EAC-39,MHASMcontig_874537,11285,12014,CALIN,EAC,0.05195719705651565,ERR594382,DCM,L,"Replication, recombination and repair",0,DCM,0.07565790934148957,273.0,nan,nan,0.12061434394176734,3.0,0.036083438099596944,1.0,0.0013991212788919615
485,EAC-39,MHASMcontig_874537,11285,12014,CALIN,EAC,0.0,ERR594414,DCM,L,"Replication, recombination and repair",0,DCM,0.07248209324807646,263.0,nan,nan,0.13604353045645046,3.0,0.02871172566064918,1.0,0.0014014760203367575
4745,EAC-39,MHASMcontig_893677,1997,4346,CALIN,EAC,0.055413311841633964,ERR594414,DCM,K,Transcription,0,DCM,0.07248209324807646,263.0,nan,nan,0.13604353045645046,3.0,0.02871172566064918,1.0,0.0014014760203367575
4747,EAC-39,MHASMcontig_893677,5328,6915,CALIN,EAC,0.2889200331184625,ERR594414,DCM,L,"Replication, recombination and repair",0,DCM,0.07248209324807646,263.0,nan,nan,0.13604353045645046,3.0,0.02871172566064918,1.0,0.0014014760203367575
17577,EAC-102,MHASMcontig_1035584,2632,3598,complete,EAC,0.22211375180216208,ERR594362,SRF,L,"Replication, recombination and repair",0,SRF,0.0943068594670011,423.0,0.3521328275123549,2.0,0.08949446425260793,12.0,0.04289235542027273,8.0,0.003245479395328686
18024,EAC-102,127844,72,1017,complete,EAC,0.033485193046974865,ERR594362,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.0943068594670011,423.0,0.3521328275123549,2.0,0.08949446425260793,12.0,0.04289235542027273,8.0,0.003245479395328686
18024,EAC-102,127844,72,1017,complete,EAC,0.03163317002247265,ERR594359,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.06621732644867713,706.0,0.05919516558515722,13.0,0.10740860961176912,15.0,0.04660379830122649,6.0,0.0035313185933221647
18024,EAC-102,127844,72,1017,complete,EAC,0.03039451223473214,ERR594361,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.06799630225889303,719.0,0.026041617024689285,14.0,0.054768507632874934,13.0,0.033511053057513326,6.0,0.0034540351542696533
18024,EAC-102,127844,72,1017,complete,EAC,0.035944363896833184,ERR594382,DCM,X,"Mobilome: prophages, transposons",0,DCM,0.07770634487017478,102.0,nan,nan,0.0,1.0,0.036384366127788566,4.0,0.0035089750252480802
18024,EAC-102,127844,72,1017,complete,EAC,0.032392170438966035,ERR594389,DCM,X,"Mobilome: prophages, transposons",0,DCM,0.06360890058809915,742.0,0.05646755749473716,19.0,0.05954616952601504,13.0,0.032392170438966035,5.0,0.0032812527286917308
18024,EAC-102,127844,72,1017,complete,EAC,0.03041113622634105,ERR594414,DCM,X,"Mobilome: prophages, transposons",0,DCM,0.0900108683669587,83.0,nan,nan,0.06359763862111377,1.0,0.0535178475404325,4.0,0.003419600915815835
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.05790135734535061,ERR594359,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.035237608009702305,1244.0,0.02398205104234745,28.0,0.030008174531528962,26.0,nan,nan,0.008234351534210826
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.05790135734535061,ERR594359,SRF,T!!!K!!!T!!!T!!!T,Transcription,0,SRF,0.035237608009702305,1244.0,0.02398205104234745,28.0,0.030008174531528962,26.0,nan,nan,0.008234351534210826
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.05790135734535061,ERR594359,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.035237608009702305,1244.0,0.02398205104234745,28.0,0.030008174531528962,26.0,nan,nan,0.008234351534210826
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.05790135734535061,ERR594359,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.035237608009702305,1244.0,0.02398205104234745,28.0,0.030008174531528962,26.0,nan,nan,0.008234351534210826
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.05790135734535061,ERR594359,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.035237608009702305,1244.0,0.02398205104234745,28.0,0.030008174531528962,26.0,nan,nan,0.008234351534210826
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.0,ERR594361,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.03585398595670738,1239.0,0.02153056911116744,26.0,0.02778563312218768,21.0,nan,nan,0.008046203242411306
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.0,ERR594361,SRF,T!!!K!!!T!!!T!!!T,Transcription,0,SRF,0.03585398595670738,1239.0,0.02153056911116744,26.0,0.02778563312218768,21.0,nan,nan,0.008046203242411306
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.0,ERR594361,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.03585398595670738,1239.0,0.02153056911116744,26.0,0.02778563312218768,21.0,nan,nan,0.008046203242411306
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.0,ERR594361,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.03585398595670738,1239.0,0.02153056911116744,26.0,0.02778563312218768,21.0,nan,nan,0.008046203242411306
134010,EAC-44,124124,2771,5957,CALIN,EAC,0.0,ERR594361,SRF,T!!!K!!!T!!!T!!!T,Signal transduction mechanisms,0,SRF,0.03585398595670738,1239.0,0.02153056911116744,26.0,0.02778563312218768,21.0,nan,nan,0.008046203242411306
158011,EAC-69,MHASMcontig_662727,754,949,CALIN,EAC,0.06619778990394384,ERR594392,SRF,K,Transcription,0,SRF,0.10264466124136563,45.0,nan,nan,0.1252221541702016,3.0,0.1854707730949385,2.0,0.005057522392285185
158011,EAC-69,MHASMcontig_662727,754,949,CALIN,EAC,0.03675165486855021,ERR599376,SRF,K,Transcription,0,SRF,0.03675165486855021,3.0,nan,nan,nan,nan,nan,nan,0.0
241232,EAC-47,MHASMcontig_621820,710,1262,CALIN,EAC,0.7232926851202309,ERR594392,SRF,J!!!O,"Translation, ribosomal structure and biogenesis",0,SRF,0.04569078899509702,1194.0,0.014821028919004706,17.0,0.038976124158067255,38.0,0.1816093423892448,2.0,0.006190932873031545
241232,EAC-47,MHASMcontig_621820,710,1262,CALIN,EAC,0.7232926851202309,ERR594392,SRF,J!!!O,"Posttranslational modification, protein turnover, chaperones",0,SRF,0.04569078899509702,1194.0,0.014821028919004706,17.0,0.038976124158067255,38.0,0.1816093423892448,2.0,0.006190932873031545
244110,EAC-47,127756,10921,11911,CALIN,EAC,0.12009584850028747,ERR594392,SRF,V,Defense mechanisms,0,SRF,0.04569078899509702,1194.0,0.014821028919004706,17.0,0.038976124158067255,38.0,0.1816093423892448,2.0,0.006190932873031545
276767,EAC-50,MHASMcontig_666020,18669,19530,CALIN,EAC,0.025663039981706787,ERR594392,SRF,C,Energy production and conversion,0,SRF,0.05384188914174536,215.0,0.03061936494639237,8.0,0.05515013559975382,5.0,0.06946461311002727,7.0,0.005176980190775703
278286,EAC-50,128950,145508,145787,CALIN,EAC,0.004743147664428598,ERR594392,SRF,V,Defense mechanisms,0,SRF,0.05384188914174536,215.0,0.03061936494639237,8.0,0.05515013559975382,5.0,0.06946461311002727,7.0,0.005176980190775703
278793,EAC-50,130074,4768,6340,CALIN,EAC,0.0528383437523462,ERR594392,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.05384188914174536,215.0,0.03061936494639237,8.0,0.05515013559975382,5.0,0.06946461311002727,7.0,0.005176980190775703
276767,EAC-50,MHASMcontig_666020,18669,19530,CALIN,EAC,0.04208339409861795,ERR599376,SRF,C,Energy production and conversion,0,SRF,0.03429347997398792,475.0,0.04738843685302114,30.0,0.04453377062801251,8.0,0.0586720291303206,6.0,0.004901730362798354
277458,EAC-50,44012,1445,1781,complete,EAC,0.010792181551962909,ERR599376,SRF,H,Coenzyme transport and metabolism,0,SRF,0.03429347997398792,475.0,0.04738843685302114,30.0,0.04453377062801251,8.0,0.0586720291303206,6.0,0.004901730362798354
277461,EAC-50,44012,4020,7137,complete,EAC,0.003073268226211688,ERR599376,SRF,L,"Replication, recombination and repair",0,SRF,0.03429347997398792,475.0,0.04738843685302114,30.0,0.04453377062801251,8.0,0.0586720291303206,6.0,0.004901730362798354
278793,EAC-50,130074,4768,6340,CALIN,EAC,0.06900117174992444,ERR599376,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.03429347997398792,475.0,0.04738843685302114,30.0,0.04453377062801251,8.0,0.0586720291303206,6.0,0.004901730362798354
278793,EAC-50,130074,4768,6340,CALIN,EAC,0.07698818847366709,ERR594362,SRF,X,"Mobilome: prophages, transposons",0,SRF,0.06993746079395524,21.0,0.04920668204375496,1.0,0.005135302766422426,1.0,0.04804303311201487,3.0,0.0014527330161338348
16286,IN-5,11176,7490,7796,CALIN,IN,0.08116568264799225,SRR3963498,deep,J,"Translation, ribosomal structure and biogenesis",0,deep,0.08531838375290834,143.0,0.05923096217012942,32.0,0.23487030056424305,3.0,nan,nan,0.0035689941507101187
16287,IN-5,11176,7826,8222,CALIN,IN,0.04643270989339837,SRR3963498,deep,J,"Translation, ribosomal structure and biogenesis",0,deep,0.08531838375290834,143.0,0.05923096217012942,32.0,0.23487030056424305,3.0,nan,nan,0.0035689941507101187
16288,IN-5,11176,8245,8779,CALIN,IN,0.05666718474760427,SRR3963498,deep,J,"Translation, ribosomal structure and biogenesis",0,deep,0.08531838375290834,143.0,0.05923096217012942,32.0,0.23487030056424305,3.0,nan,nan,0.0035689941507101187
16289,IN-5,11176,8791,9145,CALIN,IN,0.03817555839647603,SRR3963498,deep,J,"Translation, ribosomal structure and biogenesis",0,deep,0.08531838375290834,143.0,0.05923096217012942,32.0,0.23487030056424305,3.0,nan,nan,0.0035689941507101187
51828,IN-924,29040,4459,5215,CALIN,IN,0.2654181939972096,ERR599057,SRF,O,"Posttranslational modification, protein turnover, chaperones",0,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan,0.00024340077743421006
51829,IN-924,29040,5271,6171,CALIN,IN,0.06939822073963273,ERR599057,SRF,H,Coenzyme transport and metabolism,0,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan,0.00024340077743421006
51830,IN-924,29040,6160,6745,CALIN,IN,0.12072801875889586,ERR599057,SRF,H,Coenzyme transport and metabolism,0,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan,0.00024340077743421006
51831,IN-924,29040,6762,7512,CALIN,IN,0.047800047791675536,ERR599057,SRF,K!!!J,Transcription,0,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan,0.00024340077743421006
51831,IN-924,29040,6762,7512,CALIN,IN,0.047800047791675536,ERR599057,SRF,K!!!J,"Translation, ribosomal structure and biogenesis",0,SRF,0.08601214441434785,1758.0,0.05028608413294574,61.0,0.08899141801516594,41.0,nan,nan,0.00024340077743421006
51828,IN-924,29040,4459,5215,CALIN,IN,0.3669107756820184,ERR599102,SRF,O,"Posttranslational modification, protein turnover, chaperones",0,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan,8.831730003730249e-05
51830,IN-924,29040,6160,6745,CALIN,IN,0.045250352514116014,ERR599102,SRF,H,Coenzyme transport and metabolism,0,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan,8.831730003730249e-05
51831,IN-924,29040,6762,7512,CALIN,IN,0.011127655771169202,ERR599102,SRF,K!!!J,Transcription,0,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan,8.831730003730249e-05
51831,IN-924,29040,6762,7512,CALIN,IN,0.011127655771169202,ERR599102,SRF,K!!!J,"Translation, ribosomal structure and biogenesis",0,SRF,0.0821932651094373,1602.0,0.0376991112767511,58.0,0.08585446735650919,37.0,nan,nan,8.831730003730249e-05
51828,IN-924,29040,4459,5215,CALIN,IN,0.4116088177884752,ERR599146,SRF,O,"Posttranslational modification, protein turnover, chaperones",0,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan,0.0004023182631059258
51829,IN-924,29040,5271,6171,CALIN,IN,0.0,ERR599146,SRF,H,Coenzyme transport and metabolism,0,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan,0.0004023182631059258
51830,IN-924,29040,6160,6745,CALIN,IN,0.0322463447478041,ERR599146,SRF,H,Coenzyme transport and metabolism,0,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan,0.0004023182631059258
51831,IN-924,29040,6762,7512,CALIN,IN,0.032701273238441096,ERR599146,SRF,K!!!J,Transcription,0,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan,0.0004023182631059258
51831,IN-924,29040,6762,7512,CALIN,IN,0.032701273238441096,ERR599146,SRF,K!!!J,"Translation, ribosomal structure and biogenesis",0,SRF,0.07322095523404007,1645.0,0.0324902720812711,58.0,0.0511737142498519,39.0,nan,nan,0.0004023182631059258
51828,IN-924,29040,4459,5215,CALIN,IN,0.2717471263330641,ERR599150,SRF,O,"Posttranslational modification, protein turnover, chaperones",0,SRF,0.08425303562447298,1893.0,0.03959688578114405,67.0,0.07300437034882824,42.0,nan,nan,0.0006387727550381758
