bin,depth,size_fraction,sum_SRF,sum_DCM,sum_MES,sum_particle,sum_planktonic
ARS-24,MES,mixed,0.10721270680062274,0.12873248702228213,0.5607419637672236,0.057518179373806884,0.09993747724285967
ARS-27,MES,planktonic,0.0007359058510621694,0.03912044754909735,0.15666424322720585,0.015003192145803642,0.08878177153413457
ARS-29,MES,planktonic,0.0007432436555272593,0.07284619596816604,0.1695751991701938,0.012389546475980768,0.15745424513214062
ARS-3,MES,mixed,0.005259846064900176,0.004989333829492741,0.07259866383550997,0.0070426935969708886,0.009777106497623613
ARS-30,SRF,planktonic,0.07335403599447655,0.04564367068403604,0.007446786047794422,0.00940496129676169,0.12016654443964397
ARS-31,MES,mixed,0.0002846535332084613,0.0012044797770716241,0.024113742087176312,0.004467964251231464,0.006796928152026411
ARS-33,MES,planktonic,0.0007572945238878843,0.0004299805544921905,0.009800537864015139,0.00021972458539628765,0.004782044921695538
ARS-34,MES,planktonic,0.0004362131825594899,0.0013297845710193463,0.04477598052410517,0.0015257328367068296,0.01326010867388923
ARS-38,MES,planktonic,0.0056077041961861305,0.0024842397830507523,0.024710077170241224,0.00284908923872836,0.0067273894161313874
ARS-4,MES,planktonic,0.012297149514268567,0.010028816588461284,0.08030291640109116,0.005325635560895324,0.03785022520118246
ARS-40,SRF,mixed,0.04969915536126072,0.03082870699905904,0.005466509634955839,0.03555440096103268,0.040717747626127426
ARS-42,DCM,planktonic,0.07909695374800799,0.09313315449351137,0.0016978392782100121,0.010246153523258894,0.1471954454297044
ARS-45,MES,planktonic,0.00050182206156436,0.0001722502657847403,0.011946731422128293,0.0004621173362250926,0.003611228162403844
ARS-46,MES,planktonic,0.00154501904374692,0.008746845735817785,0.1220403207217484,0.015518233180900086,0.04983561188290718
ARS-49,MES,planktonic,1.3402465494326814e-05,0.00012976891496981085,0.009168925286568288,0.0001354362287521982,0.0016006567169388256
ARS-5,MES,mixed,0.009129039774181688,0.011489417916089179,0.09578872465742766,0.03262361639853704,0.016497007790763706
ARS-51,MES,particle,0.005751983950340744,0.006166083588403138,0.04282035967124523,0.012048910816511115,0.005611618550896462
ARS-52,MES,planktonic,0.0002804584161365121,0.0008114716648185694,0.011824065549474006,0.0003846057459340586,0.001946747167950883
ARS-59,unsure,mixed,0.018681212215155396,0.01980572785507815,0.001792508061450215,0.019124856978415598,0.016692697993491924
ARS-60,SRF,planktonic,0.023608840964754126,0.018276500565870036,0.002890214782542128,0.0014799384655500025,0.032862235627766724
ARS-61,MES,particle,0.0004378533353031092,0.000663587316715218,0.016833736371634076,0.004610423049761054,0.001867077943066919
ARS-62,MES,planktonic,0.004356196751778989,0.00816215518206727,0.13220824947726062,0.013876606515462216,0.05608710775777676
ARS-63,MES,particle,0.00020993800807229994,0.0005855201687835771,0.02088230488745381,0.006911602926155425,0.0012640642686679025
ARS-65,MES,particle,0.00036047853520008,0.0004392941101397903,0.00988695594429381,0.003980735393370765,0.0003078119593840565
ARS-66,MES,particle,0.00011832543745962486,0.00010976587446100177,0.00994748948797929,0.003536791468204957,0.00019670521653007575
ARS-67,MES,particle,3.305001337592578e-05,3.9560100729920784e-05,0.008346881956179098,0.002998649282858154,6.282831057292511e-05
ARS-68,MES,particle,0.0006496300678434125,0.0011083870328646925,0.012345618533895528,0.005373049031878587,0.000690431179420017
ARS-7,MES,particle,0.002464122100403119,0.0022995607197399317,0.06267782878600257,0.01877927091966517,0.0048160248183369975
ARS-70,MES,planktonic,0.000319784654553069,0.0008404188816194565,0.1463355882457272,0.011186914184321817,0.05047295770255456
ARS-71,unsure,planktonic,0.004358815831832212,0.005633947665708838,0.0020248668788456765,0.0005809432118765973,0.011250040486100022
ARS-73,MES,planktonic,2.5778959615130093e-06,9.695820613518108e-05,0.007876093679776309,0.0002129919554274281,0.003864233257396812
ARS-74,MES,planktonic,2.7089765442518032e-05,0.0005605586153487685,0.02907115523288109,0.00047860905311377684,0.01624342201647276
ARS-75,DCM,planktonic,0.02975145749004454,0.03394474244849813,0.00290293194931728,0.00713216174390886,0.06331476869618514
ARS-76,DCM,planktonic,0.007243709022965866,0.009843728620939473,0.0001224750183353848,0.00018920461418605903,0.020664562304486645
ARS-77,SRF,planktonic,0.25927413138794264,0.09977933677701185,0.015878799519079632,0.043281873555065076,0.3619298649876547
ARS-81,MES,planktonic,0.011506309260568304,0.022270237041327235,0.11889274964944367,0.018327927684617155,0.058036449835924514
ARS-84,SRF,planktonic,0.09570244706990304,0.05228174479752032,0.007974778274131157,0.03306127335043285,0.1098517504542537
ARS-86,SRF,planktonic,0.06682221987506864,0.045064131755612205,0.0036243516568990595,0.0017522903975467335,0.07400309127021441
ARS-90,MES,particle,0.0041546793743947675,0.00330226108768127,0.014378121736226832,0.007896203428492767,0.003697900194169965
ARS-93,MES,mixed,0.0009908967262921863,0.003309746789505058,0.02160865597885013,0.0012533356621830347,0.001508097925437184
ARS-95,MES,planktonic,0.0007338841418110359,0.16390621565524308,0.4908651806891542,0.028669562214678437,0.3399352779121986
CPC-1,MES,planktonic,0.009696837969952464,0.06929901826512086,0.3022961903279081,0.06945227886683511,0.14012273327532238
CPC-11,MES,planktonic,0.14649039164542657,0.11118332550557478,0.8350502679947929,0.03511998505989863,0.08607886728599226
CPC-12,unsure,mixed,0.05079171328831837,0.008336827721916743,0.04701708949270922,0.002579914558768708,0.0035198233770484676
CPC-1232,unsure,planktonic,0.02494728548696659,0.02186899444623743,0.0033008199697943746,0.002644341966857298,0.04733024485318359
CPC-13,DCM,planktonic,0.002169502537749895,0.040531892416461233,0.009935594895119413,0.002533037391495649,0.04560099399830029
CPC-1326,SRF,planktonic,0.01608130774785518,0.012434663519295867,0.0009642344802574752,0.003314861780428899,0.01623116410341035
CPC-1399,SRF,planktonic,0.0466192526743064,0.013307642658244035,0.0037720271457179527,0.005335838018448605,0.03871914132718821
CPC-14,MES,planktonic,0.006209567080247932,0.010983007960386497,0.032357830850927125,0.005704962700180759,0.021332188551054794
CPC-16,SRF,planktonic,0.011947046021578757,0.0006108700646180317,7.28239014323683e-05,8.439206503832043e-05,0.01784021013736365
CPC-17,DCM,particle,0.0010550542822516283,0.0197098122093274,0.006686934357242811,0.013336010016583846,0.002234175235161236
CPC-19,MES,particle,0.0036800342328954074,0.019180504629898246,0.04846873658521462,0.024143232416308336,0.0069952858986936945
CPC-2,MES,mixed,0.025657734299662963,0.010490129301081966,0.05822252832075515,0.026787340314664867,0.023653483343957376
CPC-20,SRF,planktonic,0.09032998613758285,0.05443987107118204,0.010208867384429082,0.04635735272143261,0.10563369859702455
CPC-21,SRF,particle,0.02017765204685584,0.005659294563533124,0.009657106773138167,0.01973314220338904,0.00914583859761938
CPC-23,DCM,planktonic,0.014503069400546376,0.048127556828916285,0.003207029129390572,0.01434098705380242,0.046050789426881206
CPC-24,MES,mixed,0.004448670569836402,0.008471929023918863,0.036463055977806746,0.011646886990934854,0.011194815766713629
CPC-25,MES,mixed,0.004452093653638706,0.00500479473616724,0.022051293237610202,0.0066187761371826045,0.007432019508253825
CPC-27,DCM,mixed,0.030566933576382287,0.0572084250737206,0.0007129454702423164,0.027311368300093283,0.051095493129749
CPC-28,MES,planktonic,0.019282702001131056,0.05300525538364345,0.13820010076962957,0.018311125435424895,0.052525751136339074
CPC-288,SRF,planktonic,0.06554232497613492,0.05344932150702003,0.0009665164247314363,0.008060406761509493,0.12392519437832905
CPC-289,SRF,planktonic,0.1575759120932842,0.08581273102866525,0.0067655316192926545,0.02128660546261721,0.24363948442546704
CPC-29,SRF,mixed,0.051201347114643664,0.03163716680587199,0.00964342120239414,0.03555447532447485,0.04643693450428605
CPC-294,MES,planktonic,0.006252001434033849,0.03097322127357528,0.5125451852670686,0.03352922908270301,0.2648652116230129
CPC-297,DCM,particle,0.013897880240681703,0.025657329961619672,0.0019500768698618603,0.022878030566760105,0.010011485070633232
CPC-3,SRF,particle,0.016164410552190416,0.0028371367355953235,0.0015435909140090007,0.01376610868896883,0.0038468485262524253
CPC-30,DCM,planktonic,0.03309489571712696,0.052437809767673496,0.004436151622225331,0.022730941801900866,0.05578710799982856
CPC-300,SRF,planktonic,0.12605430105643928,0.11550070787202923,0.00978479759630249,0.06907875957481184,0.16715783083854077
CPC-305,DCM,planktonic,0.014291315686651087,0.019475289914732623,0.0021318248305045562,0.0020802947567243797,0.03364932087384349
CPC-309,SRF,planktonic,0.005349343794526447,0.0005147712650375837,0.0003506163351026563,0.00010526505616901375,0.008188394422476864
CPC-31,MES,mixed,0.0044665791119536,0.005151856513078779,0.03192489386215226,0.0010585318472853518,0.0006683925939969787
CPC-310,DCM,mixed,0.007586571905774059,0.0117009651292186,0.00013910292873278696,0.00747617186593606,0.007706412380335215
CPC-316,DCM,planktonic,0.020342759327573488,0.030415745708359143,0.0015533323106330787,0.010277490502261637,0.036286686317302516
CPC-319,DCM,planktonic,0.012882100020954038,0.021678904640532685,0.0010469589073679752,0.002539902021256373,0.03708945974708477
CPC-32,MES,mixed,0.0028171860255104555,0.004228273868383277,0.01621061052297512,0.003854503475501655,0.0029889844978403333
CPC-320,SRF,planktonic,0.08574435729597858,0.03434120861684807,0.0010376552776559592,0.012190088896157131,0.09761187678507699
CPC-322,DCM,particle,0.008192233443835515,0.03011582557753257,0.000456690206697683,0.02178588124922919,0.00943575268360736
CPC-323,SRF,planktonic,0.1024545372453453,0.052544036917163986,0.00405833919856171,0.025360091504527792,0.15818223038122306
CPC-327,MES,planktonic,0.08586448882037351,0.8395256862436729,1.3643273363535375,0.38101996251785614,0.8341907086580173
CPC-33,MES,mixed,0.046642018582287254,0.051530478973585744,0.24370663810401355,0.004093868110969805,0.0028505489521029404
CPC-34,unsure,planktonic,0.02686369488959252,0.018861095674759805,0.04010153353481803,0.00027059430981481153,0.0007670116186324912
CPC-38,SRF,particle,0.030993001427472168,0.008100276380030063,0.006188982854355599,0.02407940400496747,0.01161242912061432
CPC-39,unsure,mixed,0.031402372693105855,0.02075850577126891,0.04812178232212256,0.0291046323606892,0.02281677166199384
CPC-40,MES,mixed,0.02075166791372095,0.015077271056281264,0.05733909037378107,0.03623755502322143,0.019381565667773062
CPC-41,SRF,planktonic,0.023028686359394444,0.006923016072263265,0.0035882043170184226,0.0007968338612444019,0.028940301858725835
CPC-42,SRF,mixed,0.02709684967896787,0.004653297035524336,0.01644253707276715,0.0015446741371198365,0.0018716612243460233
CPC-43,unsure,planktonic,0.03529729911794415,0.015070472862694959,0.04627735667859769,0.001041256412510361,0.006702035697639211
CPC-45,unsure,planktonic,0.004425115519401729,0.01174250046272586,0.015731040326565894,0.0037284360097363115,0.012678237435835082
CPC-46,MES,planktonic,0.0280977222102892,0.01841629455725304,0.053753652711222386,0.011630288518184501,0.04223394221968235
CPC-47,MES,mixed,0.10888342473631457,0.13505416802898693,0.59941341119537,0.06350819375533169,0.10792021492868367
CPC-48,unsure,particle,0.20260018043418154,0.14790029359907642,0.285711276633466,0.23222728820600314,0.10415994209527119
CPC-49,MES,planktonic,0.07166301445196561,0.12984180284053723,0.7748928961998748,0.09870148144775108,0.2999266958098172
CPC-5,MES,planktonic,0.07795649936982497,0.03259252878886681,0.11804097733933282,0.0025567782619308733,0.012944645623092794
CPC-50,DCM,planktonic,0.01205871120119492,0.02658026407413866,0.002744501239022967,0.01129186318584497,0.026072036546578487
CPC-51,MES,mixed,0.006564852831790353,0.007372989183587062,0.032975351198562625,0.01726262550372641,0.009709375349322934
CPC-52,SRF,planktonic,0.014091784467452188,0.006658237737837109,0.0031787245338262453,0.006912914499792394,0.01523284531181772
CPC-53,MES,mixed,0.004395375767853796,0.020826459564785495,0.31687472928042965,0.07763809086531907,0.08122915220603168
CPC-54,MES,mixed,0.003048163026309735,0.011114801110767292,0.11398206330499379,0.0226465324233836,0.03386573850010773
CPC-58,SRF,planktonic,0.17733209638874434,0.0544340082657013,0.0004366373301908426,0.02053829765224564,0.1794406544539997
CPC-59,SRF,planktonic,0.045158298067384965,0.006477798547024607,0.0007781700252100149,0.001133264404344933,0.025153570167081755
CPC-6,MES,particle,0.010742557103408382,0.015714668597816187,0.16344791729542144,0.030065558332694368,0.0005668722991368967
CPC-61,SRF,mixed,0.10636417826522937,0.05672463747827331,0.00316899192791876,0.07231213254013684,0.09567255057952133
CPC-62,MES,planktonic,0.002437525315247622,0.0063115195118585215,0.016483120125368764,0.0020639171330030627,0.006385290821756409
CPC-64,unsure,planktonic,0.005330078847231336,0.0010943770794509156,0.004815222098901659,0.0002551935996173759,0.009235703055088532
CPC-67,MES,mixed,0.01932267328734217,0.015169986277691642,0.06006168831731229,0.0019033057519862444,0.0037410974146788365
CPC-69,MES,particle,0.01477274978736008,0.0021793781925620015,0.019807247975461358,0.001752156610352692,0.0006034314280484737
CPC-7,MES,mixed,0.1109146079964817,0.08074851786961185,0.3761109957516509,0.012478679160758573,0.007360035932227119
CPC-70,MES,planktonic,0.02703282851567438,0.013895181734995614,0.06083193595873734,0.0029982658038169756,0.008514252427158666
CPC-72,SRF,particle,0.006043156859990267,0.0007804671583057617,0.001565020269209195,0.004897522480477109,0.0018670878477036034
CPC-73,DCM,planktonic,0.013182644069800058,0.03364181228604276,0.000279062064598454,0.0029657245328244815,0.04572794844210177
CPC-74,DCM,planktonic,0.023370415577086648,0.036449466099817494,0.0003930075112159759,0.0033032614287236044,0.06410161613115252
CPC-75,DCM,planktonic,0.02368491808030946,0.04433936249253666,0.00023307755707208726,0.006315818744968644,0.0582501392048917
CPC-8,MES,particle,0.020111010240464945,0.017905741631868706,0.18850903466857755,0.020171181278597725,0.006451599801642394
CPC-80,unsure,planktonic,0.010373826553754057,0.009737998956008277,0.016230312144771775,0.0033545564697377225,0.00670976213118934
CPC-84,SRF,mixed,0.0260813249837518,0.0074480581601735546,0.0021111353069674086,0.011482856791492302,0.018269888653556207
CPC-85,DCM,particle,0.005427667672655573,0.010042304789882162,0.0003092410535851964,0.009133598184914936,0.004199165189060186
CPC-86,DCM,planktonic,0.0031161942192859623,0.0161478786634972,0.0015098441325133646,0.005535901624075627,0.013122273225179245
CPC-9,MES,mixed,0.0039114146514734,0.008309034210289442,0.07926151442481175,0.01957753008912974,0.02349062081677388
CPC-95,MES,particle,0.014287741686168996,0.025923156857419038,0.0886788002886763,0.01841024875380977,0.004315358510068456
CPC-97,DCM,planktonic,0.05469334107594754,0.06080480041105087,0.0031081798334531233,0.00717732564163561,0.1122606754592133
CPC-98,MES,planktonic,0.016272354545765772,0.006053229249989363,0.02837090817625824,0.008784891189023791,0.019784181893063576
EAC-1,MES,planktonic,0.05398922752502559,0.10798906109468473,0.7706315758510415,0.08493662830627405,0.2737993162721694
EAC-10,DCM,planktonic,0.17567997200693694,0.27603615226085587,0.00907126751798102,0.017063035915805585,0.38645244743689844
EAC-102,MES,mixed,0.08819691820649364,0.17273678153806976,0.43382406569099424,0.08607923122998473,0.07961177090700254
EAC-103,MES,planktonic,0.0037094484016010937,0.006081866712778282,0.04475813914982866,0.010026069851092794,0.021918275694644888
EAC-107,SRF,planktonic,0.02858320998938969,0.011847766617426718,0.003444582997185814,0.001164052555248546,0.05140088105090335
EAC-108,SRF,planktonic,0.008953566289694475,0.0007329620560768248,0.0013399918614908513,0.00017169140856508803,0.0007571377841617803
EAC-109,SRF,planktonic,0.003942369895575986,0.000968071478088375,0.0015691141121687803,0.00022820074232483552,0.0005029728545903201
EAC-11,unsure,planktonic,0.02827606147193141,0.02219458306099535,0.007338572752578157,0.015671811317739804,0.03790815137168549
EAC-113,DCM,planktonic,0.07930259800307089,0.23516119607409416,0.0016265477805061431,0.0025394184496105167,0.23972178144783501
EAC-117,MES,planktonic,0.008209141452036483,0.018279495573487774,0.15234410141458535,0.001876898659647015,0.09278265804430637
EAC-13,SRF,planktonic,0.00845230353675128,0.0018564849122428167,0.000674984565225304,0.001274733439368385,0.011585947385169357
EAC-16,MES,mixed,0.023293099748247607,0.043095133189683346,0.2477728721529323,0.018694188273193406,0.017809469936956118
EAC-17,MES,particle,0.02924403122420326,0.022126561733437647,0.15420900517973166,0.14320820171157184,0.019350478207035123
EAC-1768,DCM,planktonic,0.01665272327489632,0.02249027239799662,0.002477648847485999,0.0016497154264826556,0.0413253145315961
EAC-1785,MES,planktonic,0.0008213234926902345,0.0011100768882659493,0.21032805192007817,0.008745413086268168,0.089470040391487
EAC-2,MES,planktonic,0.05065380759052046,0.024854046399467325,0.21938876690357842,0.02203300207864087,0.06954051263498898
EAC-20,MES,planktonic,0.08125199957212292,0.02770222095404311,0.2740003356446563,0.010072836075847656,0.023068600999155565
EAC-2006,SRF,planktonic,0.10689594708503337,0.057188084473279145,0.004114646595499458,0.02709906062710414,0.16595212737008483
EAC-2021,MES,planktonic,0.0015280853496913288,0.004151436596509964,0.19243252348590398,0.004234256687173286,0.08042837655791234
EAC-2037,MES,planktonic,0.0004507377438264215,0.001273930949068444,0.164201289524804,0.0036459900794192255,0.06819236184173859
EAC-21,MES,mixed,0.016510668112341274,0.007113613806585305,0.03990950907588743,0.0016470691134440904,0.003265770988345955
EAC-29,unsure,planktonic,0.01282909788136584,0.01075149337531093,0.0031841761215265036,0.00699123472376588,0.014399805292126795
EAC-3,MES,planktonic,0.004945828710564987,0.027262158960718187,0.46229098453540457,0.03084867468250532,0.2383446495773267
EAC-30,SRF,planktonic,0.018805528505561445,0.013042398771486116,0.0015569043205419276,0.0006815876972126712,0.036514077470024844
EAC-31,MES,mixed,0.023350757517442536,0.01901635959389216,0.07058368851755303,0.004721472915464638,0.004910494975645236
EAC-32,SRF,planktonic,0.00613291948084093,0.003355936714351805,0.0005764345103224305,0.0005593637007300529,0.011281454533795343
EAC-33,SRF,planktonic,0.02511527833194358,0.0062718799999008255,0.0022516825532561927,0.0020558715475611743,0.023292893310479644
EAC-34,DCM,planktonic,0.01876353702176699,0.130438642525813,0.0024676458108878517,0.0030321048385327605,0.089182428195878
EAC-35,DCM,planktonic,0.029693902157187653,0.1784111560070788,0.0040516019527058736,0.002671693335267034,0.1348961148318323
EAC-36,unsure,planktonic,0.013362577869643448,0.013018646234042522,0.012294315712193365,0.0058972760540290815,0.02444167499630313
EAC-37,MES,planktonic,0.08624672618998287,0.8459836551294715,1.4108429959736495,0.3868909675465069,0.8547021545294827
EAC-38,DCM,planktonic,0.023610465787203053,0.030865115142944467,0.0019375217576623153,0.0014384305444509425,0.06378614085871288
EAC-4,MES,planktonic,0.009975477243105811,0.01322234627349024,0.08717607192308177,0.009910487283747531,0.028532921541330976
EAC-41,MES,planktonic,0.029820505919364207,0.06619308427426522,0.14661757099764317,0.020761832329521304,0.06359743453355368
EAC-43,SRF,planktonic,0.02333631261633394,0.011721637397046911,0.01027365950271236,0.0023058872463256226,0.004661368208505505
EAC-44,MES,planktonic,0.01389549277141893,0.022969250399405883,0.0744128894306739,0.008272329856199518,0.020417712941948923
EAC-45,MES,planktonic,0.014336610768563395,0.02422862893568719,0.24766570335751428,0.027589329385841226,0.08095504158948548
EAC-46,MES,mixed,0.0032259556283174137,0.0049673497324042165,0.06463444890782552,0.0013733558279801234,0.0020365698619503676
EAC-47,MES,mixed,0.01584496037913882,0.011931386458928423,0.0678198331219522,0.003699964246936592,0.006482785529426388
EAC-48,MES,mixed,0.012501348002453297,0.009471656242662777,0.06808076124037772,0.005298928338229266,0.005033550290987563
EAC-49,MES,planktonic,0.010613887060045365,0.0039043245113144906,0.04025713937064759,0.0016582878453106802,0.0034108056937774203
EAC-5,MES,mixed,0.09611327774399306,0.04201704505121465,0.14942920196318601,0.0007321451803693953,0.0006123850805590323
EAC-50,MES,mixed,0.0166904969283462,0.010442911897610572,0.03662485645115974,0.010110643169795425,0.009610072580624247
EAC-51,MES,mixed,0.014169342089527514,0.023496309763789747,0.08331034384719704,0.02238830077681871,0.03896917535325469
EAC-52,DCM,mixed,0.0022322886972748713,0.01762657822287137,0.0005050412215063618,0.0006235448468125717,0.00032992241556167705
EAC-54,MES,planktonic,0.0014947960505824133,0.0019379119160520214,0.0333824934404614,0.0036710485336267727,0.008617954107476865
EAC-55,MES,mixed,0.04935271723864524,0.05304606801172257,0.2596237101554039,0.007116480051967149,0.007282860438914256
EAC-56,MES,mixed,0.015600238771907235,0.011132096001473371,0.07215627242814472,0.005500241796745722,0.00873169494881853
EAC-58,MES,mixed,0.0054956154879515304,0.0018605590647198375,0.017036351522307046,0.0010252970549687588,0.0006613347637727913
EAC-59,MES,mixed,0.001225791325255459,0.0009346219649176453,0.010605237664825259,0.0006435601142166623,0.0010766883490945338
EAC-6,MES,planktonic,0.007552909830781469,0.010002832804266476,0.1072997418647738,0.007948040364092638,0.04021903163084031
EAC-60,unsure,planktonic,0.0051047300735637575,0.004811606016765546,0.004418665388226633,0.00048244849847891777,0.0028725279339876612
EAC-623,DCM,planktonic,0.09610762318507428,0.16489711057251347,0.004907551580745655,0.02158607221681365,0.24145706101436235
EAC-624,SRF,planktonic,0.11982244693061848,0.1102120690407089,0.00332040428513586,0.002802655470025497,0.2657574296858662
EAC-627,MES,planktonic,0.0005034265456977962,0.0006131004810968287,0.222303104851687,0.002052795343719333,0.08630720322848728
EAC-63,MES,mixed,0.014361073315446338,0.005688724509508733,0.1293370134219448,0.0038399884568010864,0.004234653119975714
EAC-631,MES,mixed,0.0030621907012041896,0.002886274276574495,0.0310467341887079,0.0016563357601004644,0.003206398682196534
EAC-632,MES,mixed,0.11016412637842184,0.08067763338560278,0.3311024642284586,0.011777106657384392,0.018372590410416095
EAC-634,MES,planktonic,0.03646027990432409,0.029256487171069236,0.12310971960212302,0.00889012470939245,0.04415296927058923
EAC-635,MES,planktonic,0.00013771857546799636,0.000537813358486988,0.18823339416725451,0.0025327906183540455,0.07310816093726769
EAC-64,MES,mixed,0.009118143941830047,0.007185845171347346,0.02760142485416663,0.0013574293283672829,0.002712265661860767
EAC-642,SRF,planktonic,0.14576591254312998,0.022729592567337913,0.016658042690203458,0.013861710637162848,0.18442413506540048
EAC-645,MES,planktonic,0.0017572756115236776,0.010613413398472445,0.18151407288389715,0.025412509346227796,0.07724692199025959
EAC-646,unsure,planktonic,0.11051633771136697,0.11880529172705656,0.009801793187429178,0.0659426975437766,0.15716144138101348
