bin,bin_size(bp),particle_abundance,freeLiving_abundance,ratio,lifestyle,SRR3967558_0.8,SRR3967699_0.8,SRR3962771_0.8,SRR3960576_0.8,SRR3963622_0.2,SRR3960581_0.8,SRR3961604_0.8,SRR3965809_0.8,SRR3962680_0.2,SRR3962508_0.8,SRR3961935_0.2,SRR3963804_0.2,SRR3963498_0.8,SRR3965586_0.2,SRR3960580_0.8,SRR3965875_0.8,SRR3963982_0.2,SRR3968061_0.2,SRR3963458_0.2,SRR3966130_0.2,SRR3968062_0.2,SRR3965758_0.2,SRR3963658_0.8,SRR3963599_0.8,SRR3960684_0.8,SRR3967905_0.8,SRR3967690_0.2,SRR3965873_0.2,SRR3961906_0.2,SRR3963571_0.8,SRR3963449_0.2,SRR3962772_0.8,SRR3963457_0.2,SRR3964650_0.8,SRR3961047_0.2,SRR3960578_0.2,SRR3963805_0.8,SRR3965592_0.2,SRR3968060_0.8,SRR3965874_0.2,SRR3960579_0.2,SRR3960572_0.8,SRR3965676_0.8,SRR3967700_0.2,SRR3960577_0.2,SRR3968777_0.2,SRR3965647_0.8,SRR3967319_0.2,SRR3965585_0.8,SRR3961936_0.8,SRR3962773_0.2,SRR3963456_0.8,SRR3967025_0.8,SRR3962293_0.2,SRR3962777_0.8,SRR3968063_0.8,SRR3960575_0.2,SRR3968770_0.8
deep_MAG_0027,4359799,0.308470642,3.237277022,0.09528707,planktonic,8.93E-05,0.000318715,0.020536992,0.01288462,0.802440513,0.002425396,0.001402142,0.008249429,0.053119547,0.002172946,0.016722719,0.133488092,0.003804354,0.022507454,0.005138417,0.014627785,0.859287681,0,0.146795191,0.000784798,2.95E-05,0.052609696,0.033296618,0.017442695,0.000444878,1.68E-05,0.000141591,0.010409062,0.007838714,0.012938093,0.051932413,0.03054678,0.090210331,0.025907413,0.005385974,0.092484569,0.005396647,0.084604522,8.68E-05,0.069362198,0.001619826,0.007808012,0.011827762,5.11E-05,0.040597915,0,0.006548296,1.35E-05,0.000941495,0.039616888,0.256007929,0.03248917,0.000649606,0.408983319,0.010862572,0,0.029848795,0
deep_MAG_0028,5295526,0.139463967,5.440786,0.025633055,planktonic,0.001189015,0.003282718,0.004752848,0.004663175,0.10782085,0.001986263,0.003282545,0.000299455,0.071695366,0.000937103,0.00525329,0.024419057,0.008146753,0.004024996,0.001710419,0.000270629,0.009191487,0.00024226,0.43078194,0.000743552,0.000992806,0.000237514,0.004603746,0.00642335,0.003132181,0.000711819,0.000521381,0.000275738,0.006990232,0.016136134,0.069929932,0.008384069,4.241314102,0.013115736,0.015754252,0.01686284,0.003805736,0.000356418,0.001759952,0.00018229,0.00418175,0.013328563,0.000519576,0.000325169,0.062461519,0.000248104,0.000507328,0.000239728,0.00107134,0.005428356,0.048398528,0.011860366,0.000860692,0.307571794,0.013577274,0.003095621,0.009769104,0.000621203
deep_MAG_0029,3070040,2.061891084,1.657891341,1.243682884,mixed,0.000622341,0.000492254,0.26864613,0.047692221,0.027713254,0.649166499,0.045270993,0.004210506,0.088330967,0.147899457,0.124460823,0.00560522,0.021942947,0.015830098,0.030714262,0.000762247,0.010368617,3.21E-05,0.042073898,0.003218097,0.000265236,0.003474473,0.021993239,0.023096971,0.036751045,0.000120343,0.000348906,0.004724026,0.194217976,0.059760018,0.081192327,0.139836833,0.045650649,0.01893334,0.04847981,0.312830013,0.008828294,0.005926475,0.000385531,0.000905079,0.041472879,0.024920303,0.003628204,0.000136939,0.017103406,4.14E-05,0.01068074,0.000499942,0.013531715,0.30254709,0.208529574,0.080193581,0.003804107,0.35106853,0.09481777,0.000486773,0.023390575,0.000155333
deep_MAG_0031,866261,1.166677056,2.89215026,0.403394344,planktonic,0.000565758,0.000670708,0.051023883,0.00475239,0.001557585,0.156209624,0.336947771,0.026112129,0.011742006,0.111251102,0.149747153,0.000815285,0.004844344,0.001610202,0.073799441,0.001862459,0.001199485,0,0.021710216,0.000109306,4.95E-05,0.000590099,0.00842166,0.011021256,0.082103988,0,0.000427821,0.003055889,0.3785675,0.008772945,0.084452648,0.049063223,0.005777594,0.01496598,1.417835389,0.015375926,0.001826603,5.55E-05,0.00032738,0.000539024,0.158574761,0.008203447,0.000705092,4.39E-05,0.018866869,0,0.012066785,0.000100441,0.028261409,0.070214019,0.034396595,0.04334108,0.000458349,0.187269546,0.05858374,5.09E-05,0.397680082,0.000249561
deep_MAG_0035,2550310,0.145240675,2.253235,0.064458734,planktonic,1.39E-05,2.28E-05,0.00057203,0.047960447,0.012210366,0.006815257,0.000412089,2.39E-05,0.001460753,0.00126816,0.00621145,0.000220561,0.001745787,0,0.015612297,0,0.000377248,0,0.235552186,0.000312339,8.40E-05,9.13E-05,0.004643884,0.00146496,0.011900669,0,0.000177742,1.75E-05,0.02085697,0.000240067,0.005268851,0.013731145,0.000207807,0.000261406,0.002644771,0.902556774,0.000150666,9.47E-05,5.57E-05,4.74E-05,0.032596507,0.028120144,0,9.00E-05,0.619722443,0,0,0.000138936,0,0.005918888,0.114940609,0.003326924,8.67E-05,0.079937366,0.000892865,0,0.217416307,0
deep_MAG_0036,5235474,7.884526665,0.937053898,8.414165593,particle,0.017151003,0.015272674,0.021532562,0.179083306,0.036184036,0.03784845,0.05299966,0.019607251,0.010599524,0.015398101,0.022862016,0.004854957,0.089423798,0.017212408,0.058726102,0.013670582,0.031282389,0.020564041,0.012607388,0.014412974,0.028937645,0.004009081,0.043220455,0.082940331,6.499253167,0.016137637,0.01937013,0.00751302,0.00809511,0.115917098,0.005455628,0.059442512,0.015790205,0.030800671,0.010843782,0.076075334,0.018465791,0.029999748,0.021252011,0.005723363,0.405222639,0.044760388,0.131084991,0.028731488,0.025652007,0.008634544,0.023950133,0.009309523,0.030137634,0.055738984,0.02018247,0.065103107,0.02099085,0.019629961,0.049406826,0.039163767,0.037298486,0.016046822
deep_MAG_0037,4316699,0.438164277,3.469478028,0.126291123,planktonic,0.000630067,0.001387527,0.000190642,0.020976877,1.705027098,0.000329819,0.000398615,0.001398615,0.000587099,0.000129178,0.000503823,0.039451847,0.006053736,1.098067754,0.000709087,0.00094043,0.296459862,0,0.010445424,0.003946882,0.000595759,0.005785563,0.241755866,0.000821685,0.003445477,0,0.008150815,0.002939329,0.00043854,0.006435142,0.000692976,0.000189293,0.014100175,0.10465179,0.001383755,0.139129409,0.012556486,0.004553285,0.001159827,0.002645671,0.003725701,0.009626397,0.001080705,0.00282452,0.106751717,0,0.001037277,0.002433098,0.017467207,0.000891885,0.00240062,0.000760129,0.001484254,0.013770602,0.000217869,0.001438395,0.002666703,0
deep_MAG_0038,3373499,1.666450168,1.242592654,1.341107371,mixed,0.057856269,0.044401372,0.00964966,0.01696853,0.042755032,0.014434442,0.107283854,0.052727334,0.059544595,0.043283356,0.02479823,0.021525277,0.061107873,0.050974105,0.019712627,0.043607032,0.032276443,0.040794556,0.053776672,0.036293641,0.065103748,0.038771326,0.059485967,0.045375854,0.029138181,0.085003468,0.026822022,0.080304479,0.045290738,0.065278011,0.086591774,0.013783908,0.013045503,0.013924794,0.130860225,0.024237897,0.025767611,0.021876587,0.067829676,0.062265326,0.081944295,0.020039696,0.018028288,0.019353203,0.021676694,0.050948962,0.023922414,0.024465941,0.378949115,0.01963372,0.027016475,0.093863134,0.0598888,0.039866432,0.040330459,0.048677422,0.019412475,0.0864973
deep_MAG_0039,2137196,1.982170626,3.269718791,0.60622052,mixed,0.097010708,0.112311544,0.047007429,0.149874007,0.122511703,0.01666416,0.030347967,0.028783821,0.103227273,0.111267287,0.171042008,0.034581994,0.081842979,0.00810856,0.064223284,0.112505739,0.140796865,0.056411224,0.066029187,0.075530625,0.070419907,0.08752398,0.139853251,0.017341554,0.009789169,0.04521785,0.09209227,0.039580851,0.134620316,0.029960899,0.136679422,0.039995494,0.059333518,0.054904365,0.043160976,0.340591842,0.052329738,0.20410841,0.062034022,0.269918977,0.048557102,0.074764379,0.142621082,0.044243791,0.208614709,0.110600459,0.087742251,0.267561744,0.018316498,0.035295,0.07688395,0.062705117,0.047244657,0.082716095,0.040092029,0.058177383,0.174271034,0.111946963
deep_MAG_0040,3777470,5.162263632,0.195214986,26.44399249,particle,0.006383927,0.00906435,0.241824366,0.098542625,0.008111403,0.398285051,0.133200399,0.132861326,0.002114395,0.168838444,0.004322263,0.002322322,0.052979072,0.016069978,0.045227753,0.118146596,0.013808817,2.61E-05,0.0050055,0.004713886,0.000385216,0.002601728,0.142427712,0.030769618,1.692312691,0.000447037,0.001800001,0.003125658,0.004883761,0.356442455,0.004051827,0.045703495,0.007711936,0.30970229,0.005755529,0.012788695,0.04477137,0.006864041,0.00216659,0.006065568,0.053701327,0.379418846,0.12512053,0.000182203,0.009954194,0.000269214,0.09558439,0.001164175,0.246574659,0.085652037,0.003179633,0.109406395,0.042248627,0.011328793,0.046927037,0.000338384,0.002906797,0.000895559
deep_MAG_0042,1033882,0.383234172,5.104424893,0.075078815,planktonic,0.004508562,0.00397126,0.002097028,0.035940038,0.196148306,0.003637434,0.016069852,0.00842275,0.346565624,0.003937231,0.139022194,0.100656796,0.006045348,0.070118459,0.007493806,0.006233078,0.166142199,0.219212128,0.145551464,0.141159122,0.227942564,0.284823522,0.006773893,0.006803046,0.004401782,0.007267077,0.18322308,0.168188459,0.117291158,0.002320032,0.218878886,0.003046958,0.161746675,0.005272738,0.228207391,0.035116067,0.004003579,0.233996255,0.004943849,0.314086352,0.223407391,0.003277751,0.00427822,0.090847911,0.162973942,0.329233334,0.005411426,0.173771906,0.00396629,0.003906635,0.132370137,0.004887526,0.007205138,0.129085563,0.006992543,0.193415234,0.164658007,0.006704067
deep_MAG_0044,4098530,0.368429622,2.720218085,0.135441207,planktonic,0.004530559,0.006011609,0.003665568,0.002207951,0.076083306,0.00368003,0.0433309,0.009279948,0.155157195,0.010867619,0.071818649,0.019679922,0.016815733,0.158880508,0.004443194,0.003866308,0.05710552,0.128625546,0.112890514,0.023349759,0.059160933,0.040340323,0.012583006,0.010965593,0.014888213,0.019804049,0.023336027,0.027092813,0.124839033,0.01326467,0.202434006,0.008934968,0.085936906,0.006200529,0.636026245,0.029695483,0.005376643,0.016058551,0.006255455,0.017742101,0.283021917,0.003354772,0.002403107,0.016293111,0.023307761,0.028584866,0.006687691,0.018456829,0.026527557,0.010375671,0.123293334,0.030485702,0.005686405,0.136056314,0.017155178,0.055715959,0.024950616,0.003065035
deep_MAG_0045,3883005,2.69655669,4.576046285,0.589276533,mixed,0.042283618,0.110849077,0.057885857,0.094088168,0.163847404,0.035828271,0.031834626,0.165460656,0.129853398,0.029461048,0.062671678,0.027078513,0.121121632,0.765560498,0.038982532,0.057993695,0.096157606,0.011784823,0.223252107,0.109609133,0.079127966,0.5139509,0.100038621,0.087623254,0.310379669,0.00920888,0.180167405,0.229982224,0.026366178,0.061941998,0.128529951,0.079031615,0.103725882,0.215194732,0.034068576,0.098315497,0.027225078,0.278125467,0.07625375,0.233818329,0.13009423,0.04088294,0.178648581,0.035680077,0.057080977,0.006784672,0.120128343,0.067440057,0.067411308,0.201443556,0.142854988,0.114712542,0.049433174,0.586741389,0.073862085,0.092640122,0.053376361,0.004707262
deep_MAG_0047,2761332,3.214795047,4.857661864,0.661798852,mixed,0.164585766,0.097148094,0.12618174,0.356186797,0.038854778,0.040313755,0.014765559,0.093447743,0.069579226,0.023498438,0.13547906,0.015624796,0.035450577,0.047087928,0.037662919,0.239322791,0.19136062,0.166163372,0.108394198,0.215842617,0.211340345,0.258450411,0.021335779,0.02722768,0.005170156,0.12043984,0.121040784,0.106122847,0.061419161,0.03487743,0.080494387,0.107988542,0.05341921,0.097257411,0.025205447,0.748097374,0.012131128,0.758049072,0.076739013,0.534815234,0.013200807,0.081620664,0.402844116,0.05651175,0.118168138,0.091377848,0.159142048,0.192840717,0.03614626,0.226587024,0.133928913,0.061589502,0.16500352,0.242359553,0.069296483,0.23621603,0.062433269,0.044618242
deep_MAG_0048,866870,1.235382721,17.7338238,0.069662512,planktonic,0.01036912,0.00952594,0.001812638,0.008476542,0.194888641,0.013835867,0.028659371,0.087775842,0.124730208,0.004118565,0.05357232,0.076971461,0.00886908,4.961110596,0.006336948,0.009149985,0.212451613,1.988559263,0.222188426,1.334207047,0.683440424,0.907970325,0.007970028,0.054978377,0.02004482,0.062695976,0.368166792,2.052331289,0.138292136,0.009301978,0.12321903,0.006381023,0.44406622,0.007169792,0.697215427,0.090366591,0.00645483,0.072649208,0.016701008,0.170290072,1.028654848,0.006104688,0.007737745,0.373284969,0.282867552,0.154534474,0.019213058,0.309172769,0.129930405,0.004959606,0.221624514,0.004867368,0.046744989,0.199389247,0.005924434,0.619600334,0.247608335,0.009672364
deep_MAG_0050,2674622,1.023605335,3.475014635,0.294561446,planktonic,0.058678279,0.062535679,0.00964613,0.061020144,0.123554368,0.014520918,0.019226361,0.021140895,0.081086085,0.03009646,0.117713144,0.025702697,0.037485037,0.146755359,0.03882219,0.031093268,0.106125893,0.161605473,0.072585403,0.113720976,0.15878655,0.126538807,0.04433276,0.018640477,0.010724964,0.047805844,0.181654508,0.078795464,0.112955742,0.027647749,0.085950842,0.013178196,0.14225963,0.016461516,0.088397345,0.161144673,0.010957825,0.163597552,0.046350015,0.171608211,0.076243716,0.034335798,0.022978236,0.093022395,0.125412762,0.21885494,0.042054764,0.210725634,0.035961384,0.013993878,0.08386537,0.017171936,0.032225434,0.070092574,0.010439059,0.141614514,0.17625852,0.052465628
deep_MAG_0052,2841864,6.20387545,28.21911128,0.219846592,planktonic,0.343630594,0.326870843,0.119108804,0.800321307,1.363507125,0.061304118,0.123631514,0.115722455,0.928436424,0.232289291,1.736767315,0.306307234,0.199566051,0.040814093,0.255064564,0.146019933,0.741655772,1.01451876,0.958698521,0.77854326,0.885749434,0.969827882,0.283099522,0.083043187,0.041386397,0.228196337,1.518854631,0.731382943,1.471175869,0.088015314,1.429834935,0.133904414,1.101445115,0.107674048,0.669826753,0.253077389,0.055757752,1.332777338,0.194493131,1.118726636,0.649884179,0.18633841,0.150775621,0.624898672,1.204486068,1.802698415,0.174161758,1.770918886,0.016810079,0.146465606,1.032431118,0.198306244,0.127168394,0.781071414,0.085191089,0.879615405,1.000795098,0.299943269
deep_MAG_0053,3885530,1.439781023,1.929786625,0.746083015,mixed,0.000755707,0.001345581,0.008749196,0.010905293,0.047076468,0.219073226,0.34260432,0.001050908,0.002630886,0.110966762,0.124926413,0.012725677,0.016152619,0.154251511,0.121750525,0.000736933,0.406414833,0.000582119,0.044234794,0.001891875,0.001651402,0.001018431,0.041765822,0.022291933,0.069969842,0.001045435,0.001568372,0.001353027,0.343827863,0.029238607,0.007684724,0.018366759,0.029799237,0.23722611,0.503853761,0.005274475,0.012350465,0.000868732,0.001728649,0.000792747,0.044702319,0.006065614,0.000881823,0.000993613,0.004448011,0.000293716,0.000776321,0.000766776,0.133615985,0.003909977,0.030475513,0.013991415,0.001115173,0.062354232,0.009465599,0.001360099,0.093325095,0.000524326
deep_MAG_0055,2342853,2.109552304,43.32987263,0.048685864,planktonic,0.019674448,0.017835539,0.01921874,0.29968573,2.045536027,0.010740346,0.069825042,0.016637001,3.118042372,0.021940967,2.581490836,0.89875005,0.023455592,0.238053123,0.027078082,0.016606135,1.318005317,1.359691188,1.428771573,0.509594365,1.411272374,1.900686685,0.02308199,0.016477412,0.021901223,0.019819421,1.622030776,0.48230735,2.02633248,0.009988258,2.001860374,0.016360544,1.121708835,0.015979093,1.587714536,0.33656169,0.017217033,2.396755222,0.012068653,1.888512019,1.803474434,0.014630819,0.013514387,0.579455946,1.824711091,2.723848106,0.019284117,1.77395204,0.008864654,0.018066719,1.405823152,0.02968256,0.012825172,1.356901612,0.038096612,1.241686701,1.588029059,0.017309314
deep_MAG_0058,6376896,3.013806508,0.095024272,31.71617568,particle,5.55E-06,0,0.130813219,0.009483386,0.000136362,2.468941427,0.058793305,0.000277743,0.003730741,0.110240032,0.007303455,0.000152896,0.000190839,0.000249645,0.041056417,1.50E-05,9.60E-05,0,0.001288441,0,0,7.31E-06,0.000124288,0.001313748,0.031027204,0,6.46E-06,6.94E-06,0.019917486,0.00080803,0.00746846,0.029354022,0.001467107,9.75E-05,0.015843241,0.001053395,6.05E-05,0,0,0,0.009254029,0.00742282,2.24E-05,0,0.000289799,0,0,0,0.000150936,0.031245139,0.003957766,0.0619996,6.94E-06,0.020869723,0.030322494,0,0.001925011,3.40E-05
deep_MAG_0060,3019188,1.083482986,1.254001551,0.864020452,mixed,0.00914489,0.004074457,0.026761832,0.329857045,0.045883462,0.017607271,0.005199968,0.004740951,0.021152272,0.002306068,0.015398454,0.004107893,0.029849015,0.061182631,0.112184697,0.008992062,0.018060868,0.001209588,0.04559284,0.006251267,0.002596062,0.017886735,0.030794268,0.016646458,0.006341061,0.00133677,0.005237927,0.014120795,0.00365042,0.030521339,0.046002987,0.137657416,0.026584823,0.01874391,0.00537454,0.424325147,0.003260922,0.015689756,0.004313003,0.006645132,0.002711072,0.077395328,0.00827564,0.002381452,0.107826832,0.000699949,0.005856571,0.004928191,0.025279864,0.079516413,0.128947362,0.047112522,0.004449613,0.137325464,0.031095163,0.003027596,0.082227631,0.001140873
deep_MAG_0064,4079134,3.208054909,3.297378909,0.972910605,mixed,0.004446178,0.004515132,1.101768622,0.088331904,0.22881846,0.0973889,0.066352912,0.049695109,0.104603463,0.155137437,0.164267159,0.026629427,0.266330867,1.704859453,0.134153414,0.03509659,0.176224451,2.42E-05,0.058935464,0.004707264,0.001962111,0.015210572,0.053492201,0.059496043,0.155147202,0.000253604,0.001646614,0.019187947,0.141867921,0.082075578,0.094017096,0.136966109,0.133740654,0.047250974,0.037149699,0.027825972,0.027369311,0.009249196,0.002237903,0.019540042,0.042794326,0.053110958,0.031710746,0.000356531,0.011434741,9.35E-05,0.041597028,0.001454831,0.041424316,0.223324853,0.109765383,0.100101057,0.005335811,0.142848451,0.142446055,0.001200442,0.018164,0.000297652
deep_MAG_0067,1601673,0.154729823,2.006061606,0.077131142,planktonic,0.000530253,0.000290878,0.01749262,0.012978886,0.000916162,0.002157278,0.01222766,0.00030456,0.145815815,0.009746779,0.075304211,0.000421434,0.000562574,0.000903396,0.008457046,0.000328279,0.000601776,6.20E-05,0.003371475,0.000673319,0.00029487,0.001105599,0.000347933,0.001672772,0.005530991,0.000138402,0.000385929,0.00055252,0.050136978,0.000477817,0.009695034,0.019130289,0.001071768,0.000416405,0.092979336,0.279783674,0.000240906,0.000573795,0.000295432,0.000716489,0.03090188,0.009542334,0.000267974,9.60E-05,0.087207352,0,0.000489227,0.000405703,0.000537867,0.036181751,0.489736325,0.002019568,0.00041439,0.591930272,0.011484086,0.000220541,0.140418429,0.000244325
