contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599362,pnps_ERR599371,pnps_ERR599376,pnps_ERR599339,pnps_ERR599088,pnps_ERR599023,pnps_ERR594389,pnps_ERR599068,pnps_ERR599034,pnps_ERR598972,pnps_ERR599018,pnps_ERR599012,pnps_ERR598982,pnps_ERR599150,pnps_ERR599057,pnps_ERR594414,pnps_ERR594362,pnps_ERR599173,pnps_ERR594392,pnps_ERR598970,pnps_ERR599146,pnps_ERR599351,pnps_ERR599058,pnps_ERR599025,pnps_ERR594320,pnps_ERR599110,pnps_ERR594324,pnps_ERR594359,pnps_ERR594361,pnps_ERR594385,pnps_ERR599021,pnps_ERR599107,pnps_ERR594291,pnps_ERR598990,pnps_ERR598973,pnps_ERR598979,pnps_ERR599026,pnps_ERR598960,pnps_ERR594382,pnps_ERR599164
c_MHASMcontig_511963,EAC,896043,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,0.11707056165820327,,,,,,,0.4018779840848861,,,,,0.15724273504273714,,,,,,,,,,,,,,
c_MHASMcontig_545632,EAC,956657,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,0.05355059340591433,,0.015466819301391571,0.016582575676886403,,,,,,0.026473939790627184,,0.0,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_572464,EAC,1007209,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002553432379208796,,,,,,,
c_MHASMcontig_572464,EAC,1007218,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5923865898928635,,0.3273904487234459,,,,,,26.403307867654352,,,,,,,
c_MHASMcontig_572464,EAC,1007219,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0649769324922323,,,,,,,,,,,,,,,
c_MHASMcontig_572464,EAC,1007229,integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2688412247577316,,,,,,,,,,,,,
c_MHASMcontig_576242,EAC,1015166,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_MHASMcontig_582051,EAC,1027065,non-integron,,,0.0928186980317547,,0.027131449711984282,0.03662308643172596,,,,,,,,,,,,,,,0.06502462485649843,,,,,,0.04669328083297915,,0.051218164773859175,,,,,,0.0608973064043274,,,,,,,
c_MHASMcontig_582051,EAC,1027066,integron,,,0.3526648569444696,,0.2946848968160812,0.19952630551827846,,,,,,,,,,,,,,,0.1508027562825085,,,,,,0.2590540748806355,,0.15194108263814152,,,,,,0.19323059093881512,,,,,,,
c_MHASMcontig_582051,EAC,1027067,integron,,,,,,0.005709222431487604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035545588931614684,,,,,,,
c_MHASMcontig_589255,EAC,1042725,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16319663744901194,,
c_MHASMcontig_589255,EAC,1042726,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07868292334415296,,
c_MHASMcontig_590600,EAC,1047678,integron,,,,0.05366053587506897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_590600,EAC,1047679,integron,,,,0.14997573023279875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_590600,EAC,1047684,non-integron,,,,0.194923466404716,,,,,,,,,,,,,,,,,,,,0.12279025769607167,,,,,,,,,,,,,,,,,,
c_MHASMcontig_605009,EAC,1085645,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03619561031959929,,,,,,,,,,,,,,,
c_MHASMcontig_605089,EAC,1085881,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,0.18319140579597,,,,,,,,0.06845309429078134,,,,,,,,,,
c_MHASMcontig_606492,EAC,1089775,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
c_MHASMcontig_620556,EAC,1133240,non-integron,,,,0.006087561462727389,,,,,,,,,,,,,,,,,,,,0.20940978573301333,,,,,,,,,,,,,,,,,,
c_MHASMcontig_620556,EAC,1133241,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,0.2330073267952612,,,,,,,,,,,,,,,,,,
c_MHASMcontig_620556,EAC,1133243,integron,,,,0.04301979520580521,,,,,,,,,,,,,,,,,,,,0.034877351230279165,,,,,,,,,,,,,,,,,,
c_MHASMcontig_623968,EAC,1150261,non-integron,,,,,,,,,,,,,,,,,,,,,,,,1.2110505044283597,,,,,,,,,,,,,,,,,,
c_MHASMcontig_628332,EAC,1171978,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,0.12881223754298513,,,,,,,,,,,,,,,,,,
c_MHASMcontig_628332,EAC,1171979,non-integron,D!!!I,"Cell cycle control, cell division, chromosome partitioning!!!Lipid transport and metabolism",,,,,,,,,,,,,,,,,,,,,,0.2907471947579605,,,,,,,,,,,,,,,,,,
c_MHASMcontig_628332,EAC,1171980,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,0.2444424854112731,,,,,,,,,,,,,,,,,,
c_MHASMcontig_630811,EAC,1183719,non-integron,,,,,,,,,,,,,,,,,,,,,,,,0.08771739051637255,,,,,,,,,,,,,,,,,,
c_MHASMcontig_639505,EAC,1225882,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665892079736251,,,
c_MHASMcontig_642065,EAC,1237640,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04789863798069407,,,
c_MHASMcontig_647212,EAC,1261552,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,0.019375859530602817,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286976,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,0.08895213020487387,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286977,non-integron,,,,,,,,,,,,,,,,,,,,,,,,0.07758283745319564,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286978,non-integron,T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,,,0.05566675712765511,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286980,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,0.050306448175821056,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286982,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.03162520622687754,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286983,non-integron,I!!!R,Lipid transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,,,,,,0.0020824944061281925,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286984,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,0.0021881938397093873,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286985,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,0.044628169935844,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286986,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,0.0065085357965566654,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286987,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,0.001676782078901922,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286988,non-integron,,,,,,,,,,,,,,,,,,,,,,,,0.028852366917078917,,,,,,,,,,,,,,,,,,
