gene_caller_id,pnps,depth,gene_type,size_fraction
16209,0.09282907310358574,BAT,n,s
16210,0.2648430143207414,BAT,n,s
16370,0.1575562110063169,BAT,n,s
16402,0.34159269746081267,BAT,n,s
16442,0.059951481839105585,BAT,n,s
16534,0.4730578285101264,BAT,transposase,s
16662,1.5487430531660469,BAT,n,s
16668,1.454181377658119,BAT,n,s
16753,0.16983933484741284,BAT,defense,s
16754,0.2545516870637973,BAT,n,s
16756,5.0637868767881855,BAT,n,s
17000,0.18777446951128818,BAT,transposase,s
17006,0.4684797228141867,BAT,n,s
17032,1.5800945576306407,BAT,n,s
17168,0.27631964072837834,BAT,n,s
17170,0.37044360198222553,BAT,n,s
17179,0.45767618409247424,BAT,n,s
17253,0.1542947605803862,BAT,n,s
17393,5.848832240835137,BAT,defense,s
17394,5.279522685790427,BAT,defense,s
17454,0.43199059583646665,BAT,n,s
17510,0.05572841381450572,BAT,n,s
17632,0.19528106753119887,BAT,defense,s
17633,0.22564316703118337,BAT,defense,s
17697,0.07397052243471665,BAT,n,s
17719,1.5889082996272885,BAT,n,s
17884,1.6619032167178514,BAT,n,s
17921,1.6750605804884202,BAT,transposase,s
18002,0.09146992842645005,BAT,n,s
18047,1.0587978762805978,BAT,n,s
18180,0.19514779207062932,BAT,defense,s
18181,0.5613301987952453,BAT,defense,s
18191,0.6364763208292841,BAT,n,s
18235,0.22994199645161081,BAT,n,s
18245,0.16204779115084733,BAT,n,s
18348,1.3315210389342744,BAT,defense,s
18418,0.06145657989742168,BAT,n,s
18487,0.3619342609231646,BAT,n,s
18500,0.6041174816585821,BAT,n,s
18514,0.14539025228634905,BAT,n,s
18549,0.2530655838774104,BAT,n,s
18764,0.5159620396247001,BAT,n,s
18883,0.41259358282913927,BAT,n,s
18886,0.2920232032731712,BAT,n,s
18931,0.08017179875095924,BAT,n,s
19159,0.06839870169855654,BAT,n,s
19165,0.3351896367521292,BAT,defense,s
19166,1.7510259651852143,BAT,defense,s
19171,0.601503404613873,BAT,n,s
19366,0.3230779237506438,BAT,n,s
19387,0.43083857596735387,BAT,defense,s
19490,1.0242559773428692,BAT,n,s
19582,0.11543058930220239,BAT,defense,s
19588,0.09453987814867576,BAT,n,s
19633,0.2442439408566696,BAT,n,s
19678,0.15065297927025642,BAT,defense,s
19783,0.24985340837348874,BAT,n,s
19808,0.3628926911590925,BAT,n,s
19827,0.32647300733851703,BAT,transposase,s
19900,1.9947809438907247,BAT,n,s
19993,0.2761915923913764,BAT,n,s
20221,0.23157351968511042,BAT,n,s
20720,0.8794624965533956,BAT,n,s
20721,0.8838991081055705,BAT,defense,s
20722,0.6288369774819349,BAT,n,s
20805,0.06789817229797612,BAT,n,s
20816,0.08384987912732847,BAT,n,s
20837,3.1167222323712105,BAT,defense,s
20921,2.8125751016975795,BAT,n,s
20924,0.1347351311198069,BAT,n,s
20927,1.2538469333940299,BAT,defense,s
20945,0.33663207290275765,BAT,transposase,s
20983,0.18436266987393266,BAT,n,s
21103,0.21303594458006073,BAT,n,s
21117,0.4511207011941953,BAT,n,s
21647,0.12717138538552553,BAT,n,s
21711,0.09840855770393753,BAT,n,s
21997,0.07720463243433862,BAT,transposase,s
22005,0.17252718782189627,BAT,defense,s
22011,0.2287667212690309,BAT,n,s
22019,0.10357915283710048,BAT,n,s
22266,0.6393995214477585,BAT,defense,s
22407,0.0,BAT,n,s
22725,0.2571920973344809,BAT,n,s
22726,0.40005075261910544,BAT,n,s
22805,0.152632144048026,BAT,defense,s
22809,0.29243107807693897,BAT,defense,s
22886,0.6689161402337062,BAT,n,s
22913,0.3030300132754654,BAT,defense,s
23039,0.09197095702346204,BAT,n,s
23114,0.06820260428267576,BAT,n,s
23139,0.1542667984642593,BAT,n,s
23141,0.8067928127369702,BAT,defense,s
23147,0.057834369643874256,BAT,n,s
23148,0.07839804957074024,BAT,n,s
23184,1.214185234068141,BAT,n,s
23187,0.4026941687296394,BAT,n,s
23363,0.20725227530249143,BAT,n,s
23497,0.10570873190820781,BAT,n,s
23636,0.2492368789341741,BAT,n,s
23810,0.167565594620121,BAT,biofilm,s
23814,0.2871210546065594,BAT,biofilm,s
23968,0.21884456063050392,BAT,defense,s
24027,0.22135926983045365,BAT,transposase,s
24050,0.21621017854779798,BAT,n,s
24188,0.2678024141989897,BAT,n,s
24228,3.4358895193181054,BAT,n,s
24804,0.1502580425904098,BAT,n,s
25360,0.11757769871667786,BAT,n,s
25442,0.0746252628894245,BAT,n,s
25525,0.15311619684117653,BAT,transposase,s
25626,0.13950719670972683,BAT,defense,s
26209,0.43709678154133114,BAT,n,s
26210,0.49484140849902447,BAT,n,s
26251,0.10135261858856486,BAT,n,s
26253,0.24019248875405377,BAT,n,s
26279,0.13194424759723583,BAT,transposase,s
26514,0.01338730324720996,BAT,n,s
26837,0.2870244588087108,BAT,n,s
26844,1.5459208458497775,BAT,defense,s
26849,0.28647787450279266,BAT,defense,s
26910,0.1271795364455394,BAT,n,s
26911,0.1462585811170664,BAT,n,s
27181,0.05563992518336922,BAT,defense,s
27234,0.23965733888510168,BAT,n,s
27380,0.32329430375954094,BAT,defense,s
27390,0.828144205999095,BAT,n,s
27829,0.1391342213114766,BAT,n,s
27991,0.591613796880304,BAT,defense,s
28310,0.20498811845433906,BAT,n,s
28311,0.005375746443168657,BAT,transposase,s
28413,0.36657980973771115,BAT,n,s
28428,0.26128733084736044,BAT,n,s
28494,0.1220316997040837,BAT,defense,s
28549,0.40355951591489414,BAT,n,s
28620,0.12711766849301176,BAT,defense,s
28651,0.4114855955983405,BAT,defense,s
28843,0.2970100589136285,BAT,transposase,s
29034,0.25653963901628035,BAT,n,s
29047,0.03188604603239199,BAT,n,s
29051,0.4725572047000654,BAT,defense,s
29112,0.3211178582104182,BAT,n,s
29139,0.26530196308841864,BAT,n,s
29140,0.21496211849419428,BAT,n,s
29408,0.1920237281046911,BAT,transposase,s
29548,0.898053799468692,BAT,n,s
29585,0.601079714729686,BAT,n,s
29591,0.3897117632574567,BAT,n,s
29607,0.6445916459102519,BAT,n,s
29664,0.05610350307863611,BAT,n,s
29688,0.06869392217305359,BAT,defense,s
29715,1.0648090636619807,BAT,n,s
29722,0.3463906184589796,BAT,defense,s
29803,0.12932585251911924,BAT,n,s
29909,0.015676498594168274,BAT,n,s
30009,0.25213583025132597,BAT,n,s
30124,0.22105165292739598,BAT,n,s
30126,0.16683863854708808,BAT,n,s
30240,0.5754689039971858,BAT,n,s
30251,0.6938071005637938,BAT,defense,s
30323,0.23059579515185738,BAT,n,s
30367,0.24409813407310163,BAT,transposase,s
30406,0.1654666688764059,BAT,transposase,s
30494,0.11400015132141712,BAT,n,s
30499,0.521761576456961,BAT,defense,s
30501,0.051816506772735575,BAT,biofilm,s
30589,0.06325381116696438,BAT,defense,s
30775,0.10859357743399842,BAT,n,s
31126,1.2253601856901233,BAT,n,s
31196,0.05477255310034417,BAT,n,s
31202,0.13794304209927424,BAT,defense,s
31348,0.0785719098124226,BAT,n,s
31370,0.23851975554825242,BAT,n,s
31387,0.3924829843242314,BAT,defense,s
31516,0.42060984474243013,BAT,n,s
31682,0.10091020888681841,BAT,transposase,s
31692,0.4426625409785361,BAT,n,s
31734,0.0,BAT,n,s
31827,0.18059688188111778,BAT,transposase,s
31891,1.1785662129369898,BAT,n,s
32004,0.1908695919250137,BAT,n,s
32005,0.20262338661528137,BAT,defense,s
32079,0.4312655188828083,BAT,transposase,s
32283,1.604304541530378,BAT,defense,s
32286,7.087552114353809,BAT,defense,s
32370,0.35464959660063045,BAT,n,s
32371,0.6290244974977015,BAT,n,s
32525,0.381968905901018,BAT,n,s
32658,0.8097489028640815,BAT,defense,s
32659,0.7330629687791728,BAT,defense,s
32685,0.3114957317178209,BAT,biofilm,s
32686,0.35503151183138354,BAT,defense,s
32704,0.21921372533963188,BAT,n,s
32710,2.4182644922703243,BAT,n,s
32752,0.5060440115102074,BAT,defense,s
32753,0.20373594563048136,BAT,n,s
32775,0.20511102769262063,BAT,n,s
32853,0.10652699703847998,BAT,n,s
32964,0.30330344135361326,BAT,n,s
33206,0.13324258165270478,BAT,n,s
33256,0.07523867067865218,BAT,defense,s
33373,0.006852389809063126,BAT,defense,s
33402,0.6885059335177456,BAT,n,s
33404,1.914790650152548,BAT,n,s
33581,0.9711931394360147,BAT,n,s
33660,0.23130897264716913,BAT,n,s
33669,0.7768921028843739,BAT,defense,s
33843,0.2719843760485578,BAT,n,s
34017,0.12319891549746687,BAT,biofilm,s
34057,0.010192921160565081,BAT,n,s
34071,0.7368603734116412,BAT,transposase,s
34194,0.11311567942037432,BAT,n,s
34231,0.221668172725074,BAT,defense,s
34524,0.19365518508603874,BAT,n,s
34538,0.07734037068610636,BAT,defense,s
34539,0.09249809606519965,BAT,defense,s
34809,0.14701411823148247,BAT,n,s
34810,0.5541720502993167,BAT,n,s
34846,0.1196899955282136,BAT,n,s
34859,0.12641864728285238,BAT,n,s
35039,0.21445652229009732,BAT,n,s
35256,0.6563043495242881,BAT,n,s
35724,0.6513454571594003,BAT,n,s
35736,0.6524251975407025,BAT,n,s
35788,0.20163602305113212,BAT,transposase,s
36008,0.2067483591690427,BAT,defense,s
36194,0.1874755008937816,BAT,defense,s
36402,0.8117905292718887,BAT,n,s
36407,0.24687384135656013,BAT,defense,s
36818,0.1834346022709509,BAT,n,s
36963,0.48392889319050747,BAT,transposase,s
36996,2.1110342269265314,BAT,n,s
37281,0.20792101057934595,BAT,n,s
37339,0.08903539478207682,BAT,n,s
37464,0.5626440301307507,BAT,n,s
37965,0.07649655469422928,BAT,transposase,s
37968,0.0842980064911788,BAT,n,s
38192,0.16947041996852705,BAT,n,s
38440,0.3593999830997963,BAT,n,s
38554,0.24083167911524972,BAT,n,s
38591,1.1252539899078609,BAT,n,s
38678,0.15513177210802914,BAT,defense,s
38873,0.014429968580269502,BAT,n,s
39291,1.5539059896465994,BAT,n,s
39297,0.8712012737956026,BAT,n,s
39548,0.5673099292181362,BAT,transposase,s
39567,0.23346964270420628,BAT,defense,s
39577,0.3896629844456794,BAT,n,s
39650,0.5236512265674952,BAT,transposase,s
39687,0.10541514202610615,BAT,n,s
39702,0.256032792112376,BAT,n,s
39706,0.1739700529999207,BAT,n,s
40030,0.38437234444892104,BAT,n,s
40127,0.4030424274234711,BAT,defense,s
40509,0.3652266242433325,BAT,n,s
40863,0.43489298376154684,BAT,n,s
41051,1.5889214704973549,BAT,n,s
41072,0.38520509332072433,BAT,n,s
41387,0.8080689671106636,BAT,defense,s
41388,0.7846523996180496,BAT,defense,s
41489,0.49522511038858064,BAT,defense,s
41602,0.16142746779746653,BAT,n,s
41626,0.21130004851979617,BAT,n,s
41701,0.0281619899197645,BAT,transposase,s
41957,0.05660377358490548,BAT,n,s
42058,0.25520190491755684,BAT,n,s
42104,0.18556565235017328,BAT,transposase,s
42197,0.3187114891560773,BAT,transposase,s
42518,0.28627558579778417,BAT,transposase,s
42588,0.0599296136664115,BAT,n,s
42924,1.1377908041064357,BAT,n,s
42927,0.7519244519095082,BAT,defense,s
42928,0.5082988406315024,BAT,defense,s
42929,5.294569259751579,BAT,n,s
43181,0.24317388501562384,BAT,defense,s
43283,0.14146494250923583,BAT,n,s
43284,0.28506631617523903,BAT,defense,s
43307,0.20630593506324135,BAT,n,s
43346,0.20712667651861238,BAT,n,s
43404,0.8143442607232924,BAT,n,s
43407,0.08933005872673762,BAT,n,s
43410,0.3912525751906041,BAT,defense,s
43414,0.8590766336383046,BAT,defense,s
43415,0.5890595191878566,BAT,defense,s
43460,0.2719516074289557,BAT,n,s
43625,0.501649214294015,BAT,defense,s
43717,0.24412012577431313,BAT,n,s
43719,0.4995573876356285,BAT,n,s
43721,0.1780008719609854,BAT,biofilm,s
43723,0.3757197713729727,BAT,n,s
43899,0.16404070875575635,BAT,n,s
43953,0.21693801312116248,BAT,n,s
44008,1.4807611819969808,BAT,n,s
44051,0.2644458786071305,BAT,biofilm,s
44146,0.35085876863337784,BAT,n,s
44460,0.09969102581244356,BAT,n,s
44488,3.843353560241741,BAT,n,s
44527,0.35436501362637673,BAT,n,s
44706,0.042160274405341557,BAT,defense,s
44712,0.015065421795556538,BAT,defense,s
44717,0.40085097254004676,BAT,n,s
44718,0.221526627574596,BAT,n,s
44826,0.5255299633966097,BAT,n,s
44970,0.31836575167388886,BAT,n,s
45295,0.20052408362503654,BAT,n,s
45619,0.158077294199346,BAT,defense,s
45828,1.269927791122573,BAT,n,s
46127,0.1740385749719395,BAT,defense,s
46178,0.37310706380356995,BAT,n,s
46187,0.22275882060790547,BAT,defense,s
46211,0.14453719422625205,BAT,defense,s
46243,0.6395028061148758,BAT,defense,s
46244,0.3294539166826598,BAT,defense,s
46332,0.22777592261890817,BAT,defense,s
46432,3.1165445435337547,BAT,defense,s
46513,0.26497029182657394,BAT,defense,s
46514,0.16571703568331025,BAT,defense,s
46565,2.385283404434213,BAT,defense,s
46613,0.18208428981236988,BAT,n,s
46627,0.47137037541835525,BAT,n,s
46669,0.0,BAT,defense,s
46704,0.010889922794202566,BAT,transposase,s
46729,1.4380701549532655,BAT,n,s
46962,0.6074423874213964,BAT,defense,s
47097,0.5196971392850597,BAT,n,s
47121,0.15482390658199677,BAT,n,s
47122,0.485152122205975,BAT,n,s
47195,4.107793252986282,BAT,defense,s
47221,0.18118710471195731,BAT,n,s
47504,0.08088996472618083,BAT,defense,s
47505,0.2944823613749385,BAT,defense,s
47545,0.44804715749287416,BAT,defense,s
47820,0.010838046881244833,BAT,defense,s
47879,0.30461263917445996,BAT,defense,s
48172,0.2620658883202453,BAT,n,s
48462,0.19143299152927087,BAT,defense,s
48649,1.1652327659237571,BAT,defense,s
48650,1.4110594785811574,BAT,transposase,s
48933,0.12299566447095388,BAT,n,s
49058,0.16477943399494338,BAT,n,s
49163,0.2825462153367474,BAT,n,s
49424,1.0968463241647055,BAT,n,s
49432,1.8974767361484117,BAT,defense,s
49462,0.3156629061894286,BAT,n,s
49464,0.11308741287375193,BAT,defense,s
49465,0.7521423554912611,BAT,defense,s
49707,0.7544143327104263,BAT,defense,s
49708,1.6791353722960287,BAT,defense,s
49709,5.215119105417611,BAT,defense,s
49713,1.225077552299801,BAT,defense,s
49770,1.3574936422704165,BAT,transposase,s
49907,0.14617933620898796,BAT,n,s
50123,0.20796976946230683,BAT,transposase,s
50128,0.09885141044465524,BAT,n,s
50217,0.4004084824490163,BAT,transposase,s
50228,0.2996698595654136,BAT,n,s
50268,0.47397743691400374,BAT,n,s
50386,0.3967436965136485,BAT,n,s
50620,0.5273622162708793,BAT,transposase,s
50894,0.07020527480766144,BAT,n,s
51019,3.9519692603266354,BAT,defense,s
51065,0.6078680328556246,BAT,n,s
51285,0.1817427399561922,BAT,n,s
51318,0.17607935608013114,BAT,n,s
51481,0.21361997761176316,BAT,n,s
51508,0.3720167358361091,BAT,defense,s
51524,0.3570655255967418,BAT,n,s
51564,0.6895098518946952,BAT,defense,s
51577,0.1491749484327785,BAT,defense,s
51848,0.12307439388880112,BAT,defense,s
52215,1.5265983024854772,BAT,n,s
52246,0.2808473830025669,BAT,n,s
52413,0.33025680454835604,BAT,n,s
52461,0.7717456247811767,BAT,n,s
52533,0.2558804092377642,BAT,transposase,s
52569,0.2216875358401369,BAT,transposase,s
52642,0.06637987931059582,BAT,defense,s
52685,0.26880361371143074,BAT,n,s
52887,0.01545143582570236,BAT,n,s
52907,0.07770788044542778,BAT,n,s
52927,0.5948044188123555,BAT,n,s
53234,0.19403160200250488,BAT,defense,s
53428,0.306823945473774,BAT,n,s
53521,0.1364115576011485,BAT,n,s
53555,0.10081780606625244,BAT,n,s
53589,0.7776601880577156,BAT,n,s
53967,1.739688697899801,BAT,defense,s
54010,0.15555460265479756,BAT,n,s
54244,0.1585119462187904,BAT,transposase,s
54408,0.03244365928189455,BAT,n,s
55398,0.6500257217184972,BAT,defense,s
55516,0.09670017482517529,BAT,n,s
55711,0.15223525438650862,BAT,n,s
55746,0.041365512045877635,BAT,n,s
55807,0.32206505740655045,BAT,defense,s
56275,0.24017113061313802,BAT,n,s
56574,0.09654362851409284,BAT,n,s
56733,0.6382293200386835,BAT,n,s
56786,0.0972875074817479,BAT,transposase,s
56837,1.2797405345145032,BAT,n,s
56863,0.8226244241881654,BAT,transposase,s
56881,0.31374678107982057,BAT,n,s
56883,0.5219238277044765,BAT,n,s
56894,0.6892673245493116,BAT,n,s
57063,0.08814106968500257,BAT,n,s
57126,0.24656566339668703,BAT,transposase,s
57136,0.11361972089333744,BAT,n,s
57489,0.009041100229433555,BAT,n,s
57491,0.19498370354460176,BAT,n,s
57604,0.07808918411675561,BAT,n,s
57704,0.4791480729977074,BAT,n,s
57766,0.5839973377109069,BAT,n,s
57802,0.13780374688850971,BAT,transposase,s
57883,0.30427686756795147,BAT,n,s
57884,0.06040516757198985,BAT,defense,s
57971,0.1432923951804772,BAT,n,s
57980,0.2069088337208881,BAT,n,s
58009,0.11988864116558222,BAT,n,s
58012,0.13502573819281988,BAT,n,s
58124,0.17683920857133403,BAT,n,s
58126,0.009757536020663224,BAT,n,s
58165,0.23555012295533895,BAT,transposase,s
58177,0.35289822870398746,BAT,defense,s
58179,2.486543797589642,BAT,n,s
58208,0.22776328945165406,BAT,n,s
58245,0.2548050730314485,BAT,n,s
58262,0.4950708080311368,BAT,defense,s
58263,0.12624636977651518,BAT,defense,s
58567,0.31911898754355406,BAT,defense,s
58756,0.1949087464077666,BAT,n,s
58801,1.6860781530280424,BAT,n,s
58900,0.2581122798602058,BAT,n,s
58901,0.5511932361833,BAT,defense,s
58904,0.39644000553806596,BAT,n,s
58962,0.5623378994253604,BAT,biofilm,s
59023,0.4522803377264056,BAT,n,s
59030,0.0911234615796308,BAT,n,s
59162,0.5079495150459342,BAT,defense,s
59177,0.739413630145497,BAT,defense,s
59219,0.14356508550299843,BAT,n,s
59228,0.15278771503157526,BAT,n,s
59603,0.30455275171260515,BAT,transposase,s
59617,0.2429653093860638,BAT,n,s
59671,0.13532992783822315,BAT,defense,s
59672,0.5863131185715937,BAT,n,s
59674,0.6445788279374614,BAT,n,s
59702,0.6197293219452731,BAT,n,s
59719,0.08865423089336857,BAT,transposase,s
59766,1.283148454094871,BAT,defense,s
59767,0.09585964407013378,BAT,defense,s
59776,1.3275706805705934,BAT,n,s
59780,0.2576383103601318,BAT,n,s
59889,0.15346028495263786,BAT,transposase,s
60002,1.7153585634273238,BAT,n,s
60039,0.3963386056256545,BAT,transposase,s
60063,0.2482816237570417,BAT,n,s
60104,0.06534916320127325,BAT,n,s
60136,2.2998945722465765,BAT,n,s
60141,0.18384620662990367,BAT,n,s
60551,0.029436606612410644,BAT,n,s
60729,0.1346699934740882,BAT,n,s
60812,0.09574804854862078,BAT,n,s
60944,0.27921948032234245,BAT,n,s
61031,0.6161019825829592,BAT,n,s
61060,0.20888914752929594,BAT,n,s
61244,1.0534518602493206,BAT,n,s
61254,1.0430057821400711,BAT,n,s
61257,0.6364087487040379,BAT,n,s
61276,0.2016252175421306,BAT,defense,s
61342,0.0358102638821438,BAT,n,s
61344,0.32871095003507267,BAT,n,s
61517,0.08935914674743177,BAT,transposase,s
61652,0.27426945582282103,BAT,n,s
61695,0.06656970349267578,BAT,defense,s
61696,0.24232242492001457,BAT,defense,s
61797,0.45534179974014044,BAT,n,s
61843,0.1348747572352486,BAT,transposase,s
61845,0.26423707998838747,BAT,n,s
61862,0.2408140886564678,BAT,transposase,s
61920,0.46092831495798237,BAT,n,s
62048,0.5386049143374686,BAT,defense,s
62637,0.2181417465198313,BAT,n,s
62719,0.14931282893318853,BAT,n,s
62749,0.3523408143689065,BAT,defense,s
63258,1.6991395791394586,BAT,n,s
63302,0.10983330182269356,BAT,n,s
63371,0.11152864584871262,BAT,defense,s
63425,0.17689952950710225,BAT,n,s
63433,0.7060393927791758,BAT,n,s
63450,0.07249318721681264,BAT,n,s
63485,0.012021648087153601,BAT,biofilm,s
63527,0.12209306194838636,BAT,n,s
63730,0.3387271142142067,BAT,n,s
64012,0.2785687333976541,BAT,n,s
64101,0.05738015714715393,BAT,defense,s
64470,0.17569743010229427,BAT,n,s
64721,0.12563544146535952,BAT,transposase,s
64836,0.1626782611509249,BAT,defense,s
64985,0.2526570225743808,BAT,n,s
65024,0.2953025919859077,BAT,n,s
65268,0.16828080934853173,BAT,n,s
65297,0.0957598710725641,BAT,n,s
65348,0.31059189310192,BAT,n,s
65432,0.39010702830504634,BAT,n,s
65672,0.26134178431801686,BAT,defense,s
65894,0.12711868937398926,BAT,n,s
65947,0.06748365486270387,BAT,transposase,s
66109,0.0830395910082847,BAT,n,s
66238,0.24445948839142106,BAT,n,s
66402,0.47594393243377353,BAT,n,s
66507,0.06379679449088706,BAT,n,s
66930,0.1353440977613131,BAT,n,s
66946,0.06206756206756189,BAT,n,s
67092,0.6937233074370972,BAT,n,s
67157,0.029662084401907228,BAT,n,s
67307,0.15271127876059234,BAT,n,s
67527,0.658181241688263,BAT,defense,s
67533,0.16794787113946927,BAT,n,s
68125,0.4082822235758174,BAT,transposase,s
68290,0.46050816428295144,BAT,n,s
68317,0.23639008031035627,BAT,n,s
68326,0.17703696815655276,BAT,defense,s
68636,0.14537892205058076,BAT,n,s
68722,0.196373869150159,BAT,n,s
68803,0.2764965881530761,BAT,transposase,s
68892,0.3386426867290352,BAT,n,s
68940,0.7682548349498316,BAT,n,s
68995,0.19189202110650103,BAT,defense,s
69020,0.7300021843599844,BAT,defense,s
69212,0.5617696938775883,BAT,n,s
69596,0.20651243849167134,BAT,n,s
69676,0.031956144408425737,BAT,n,s
70279,0.34825970206610857,BAT,n,s
70311,0.11805028481487692,BAT,n,s
70433,7.975955060143385,BAT,n,s
70503,0.2611265770406453,BAT,transposase,s
70563,0.2130280886264097,BAT,n,s
70663,0.4598603747473878,BAT,n,s
70729,0.0011204731517649856,BAT,n,s
71162,1.6772114588273084,BAT,n,s
71166,0.6528745070708674,BAT,n,s
