gene_callers_id,pnps,ocean,depth,bin,sample_id,scg_pnps_median,scg_count,MAG_pnps_median,total_count,integron
385943,0.2425776296195547,NAT,deep,deep-0562,SRR3960580,0.4329732002860199,26.0,0.5079377908805969,2470.0,
385916,1.2947181110080839,NAT,deep,deep-0562,SRR3960580,0.4329732002860199,26.0,0.5079377908805969,2470.0,
386313,0.22450615665410625,NAT,deep,deep-0562,SRR3960580,0.4329732002860199,26.0,0.5079377908805969,2470.0,
386219,1.8589042379049376,NAT,deep,deep-0562,SRR3960580,0.4329732002860199,26.0,0.5079377908805969,2470.0,
385663,0.3034765383826883,NAT,deep,deep-0562,SRR3960580,0.4329732002860199,26.0,0.5079377908805969,2470.0,
384500,0.11790607417966115,NAT,deep,deep-0562,SRR3960580,0.4329732002860199,26.0,0.5079377908805969,2470.0,
384589,0.2439907587916173,NAT,deep,deep-0562,SRR3960580,0.4329732002860199,26.0,0.5079377908805969,2470.0,
381360,1.5693718719107164,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
386203,1.2296615438220626,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
384771,1.9100825884560424,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
383549,1.233865731140346,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
385422,0.6360303742132261,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
383916,1.0468671177932305,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
385405,0.5275930370663624,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
384949,2.045803167612038,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
382746,3.454031206051777,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
382253,1.9424458089290104,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
385943,0.33817287950487945,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
385916,1.380164868436515,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
386313,1.0554960261735606,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
386219,1.4984847777107655,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
385663,1.884402881997548,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
384500,1.5043958582804535,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
383222,0.8678807505863269,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
384589,0.8491382040486037,NP,deep,deep-0562,SRR3962771,0.9383952509269224,50.0,1.5782851635664792,3817.0,
94020,1.1217378483815392,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94121,0.20498077301382447,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92726,0.23749999921211398,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
96062,0.3958359092008855,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94014,0.5083983478938078,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93912,0.7283557923743424,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93403,1.673718200670971,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92896,1.2286423347509152,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94424,1.145315641234279,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
96127,0.08398343117052423,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94824,1.2277928491679984,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
95722,0.5950877718924336,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
95253,0.2954597327846559,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93908,1.3060225522356417,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94449,1.0934558930699556,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93416,0.1909889192516576,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93438,0.42275363092731416,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93909,1.090949293694175,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92247,0.5059729349776407,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94016,0.7022318198258156,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93324,0.4237898112527936,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94019,0.4550964403537208,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94116,0.09790914600483253,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94117,0.16361213496584806,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93905,0.7704779955474339,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93495,0.9005847591425601,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93091,0.2478938119645452,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92732,0.14895310719914165,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94820,0.7656198096631845,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92903,1.4683963737126506,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93164,0.4472262277918263,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93580,0.23069148937644476,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94813,1.2918588462056102,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
95532,0.2801738868386286,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92911,1.1020768397319185,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94100,0.3528739646437856,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94017,0.7035331547456657,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93439,0.2053557268766564,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93433,0.15103093629678935,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94961,0.2431393048341291,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92904,1.6979190685603394,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93422,0.20213519643315925,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
95247,0.6735688021205787,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
96714,0.2519897420619515,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92909,1.0231427273293268,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
95388,0.5479437285369249,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92937,0.1619988181417829,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94816,1.2999243159722678,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93426,0.30332044182948953,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92552,2.0071520047458717,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93883,0.07066667497995484,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93315,0.2197825148030719,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94823,0.7855108042963951,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93424,1.094158403733186,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
95876,0.3511224319706377,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92515,0.23902308704726544,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94879,0.4251833436893129,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92248,0.6329738371666472,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
94322,0.21660711225237586,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
92692,0.1288803659299833,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
95414,0.2670454275722923,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93412,0.4380818797127781,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
96298,1.2466524594166282,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
93415,0.248078158090464,NP,deep,deep-0036,SRR3960684,0.17426556550029465,41.0,0.3251968133513432,4142.0,
66774,3.7011792808241295,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65032,0.7715733988205273,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
62878,2.385059240155271,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66596,3.958785603508976,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63341,0.3775093488914647,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65987,1.5760048973158258,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65074,1.8790473228653943,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
67223,3.4089885887457543,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63600,2.4452350920132937,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66023,1.2754314239375395,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64178,4.276968607645804,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
67734,4.071693594552418,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63967,2.412912291472286,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66554,4.166482561605325,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64700,3.052092401246471,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65336,2.0941852374864944,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65573,3.5467688458473967,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66920,1.2288735153287302,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65880,0.7761259719301702,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65575,2.4174644072451925,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
710144,1.2382139609065679,NP,deep,deep-0040,SRR3960684,,,0.80508639044432,34.0,
155625,2.9091294659785216,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
158122,2.636707522382395,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
155498,2.48132462717614,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
158653,1.677008628500992,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
159526,1.4200839783023,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
157456,3.25776505213018,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
155899,3.595985497138849,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
157665,2.538042354227021,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
156102,2.705333647325328,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
156629,0.9295106591185331,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
156913,1.09528618338455,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
156938,4.4384347657688465,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
159048,2.518294650140448,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
156006,4.342034580015331,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
155912,2.779717808260086,NAT,deep,deep-0358,SRR3960580,1.7047380827045222,46.0,2.374711712592778,3644.0,
600255,0.07221239049703254,NP,deep,deep-0591,SRR3961604,0.0959130297297256,8.0,0.14746443333184514,515.0,
598715,2.1423299182687074,NP,deep,deep-0591,SRR3961604,0.0959130297297256,8.0,0.14746443333184514,515.0,
598701,0.2667770029244398,NP,deep,deep-0591,SRR3961604,0.0959130297297256,8.0,0.14746443333184514,515.0,
600255,0.022754997808331904,NP,deep,deep-0591,SRR3962508,,,0.13708020361712786,59.0,
771348,0.2430357321966338,NP,deep,deep-0607,SRR3962293,1.07953230512719,9.0,0.6590913623581589,561.0,
770806,0.9124969578972806,NP,deep,deep-0607,SRR3962293,1.07953230512719,9.0,0.6590913623581589,561.0,
771718,0.1328237741216306,NP,deep,deep-0607,SRR3962293,1.07953230512719,9.0,0.6590913623581589,561.0,
771914,1.125820679302965,NP,deep,deep-0607,SRR3962293,1.07953230512719,9.0,0.6590913623581589,561.0,
65032,0.2192670978211228,NAT,deep,deep-0509,SRR3960577,,,0.1399073873720747,23.0,
222822,0.97117231540923,NAT,deep,deep-0202,SRR3960580,1.1522186115636086,1.0,0.712832769509975,72.0,
554788,0.10618411198523288,NP,deep,deep-0519,SRR3965585,,,0.1736443270795704,6.0,
465432,0.4825233247135021,NP,deep,deep-0378,SRR3960684,0.08640180741448104,17.0,0.3331588668682797,148.0,
131426,0.04616292841967224,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
131116,0.6075458855318064,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
131569,0.1028901350615254,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
130945,0.2281942570004484,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129448,0.1430551334145775,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129405,0.08228942548417156,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
131296,0.03677805876200278,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
132196,0.057107259878359726,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129681,0.010983189662930964,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129619,0.13399657718445918,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
132019,0.08596899339942067,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129736,0.027890521350302056,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129867,0.07639012752975435,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
132037,0.1397720097900522,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
130179,0.05862745141503065,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129833,0.029533159263280487,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
130960,0.15561444999238186,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129865,0.1174646941215285,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129076,0.5784368978688965,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
130089,0.10778326673633518,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
129064,0.04966528192286698,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
128748,0.15962700822280834,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
130681,0.2644612034115939,NP,deep,deep-0165,SRR3965585,0.08364351078924062,36.0,0.08456840472946167,2435.0,
131426,0.041791606729964695,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
131569,0.02291313508683537,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
129405,0.06783391548474615,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
129681,0.02053448930807431,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
129619,0.257047428189712,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
132019,0.13864847589852144,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
132037,0.40779518862874736,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
129076,0.3463089195149895,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
129064,0.06984766161773565,NP,deep,deep-0165,SRR3965586,0.08489995853223507,31.0,0.06689280949632781,1106.0,
131426,0.006784929168459494,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
131858,0.15615848624418532,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129448,0.04797737405996238,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129405,0.15025520060439293,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
131296,0.09810573357962367,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
132196,0.13830406516870364,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129681,0.047177197097747064,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129619,0.019920181351477616,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
132019,0.06486936114379457,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129867,0.13797558525795356,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
132037,0.06682321337260293,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
130179,0.06925297600921022,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129833,0.1442942525142915,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129076,0.019934065722826404,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
129064,0.03407347802550678,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
128748,0.1830991994025332,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
130681,0.03775401001072031,NP,deep,deep-0165,SRR3968062,0.09636524548492606,27.0,0.06419414502624993,1637.0,
131426,0.07767653170143644,NP,deep,deep-0165,SRR3968063,0.12150203689113513,42.0,0.1091910989908738,3162.0,
