gene_callers_id,transposase_origin,pNpS
791003,ARS,0.1639477723754232
797967,ARS,0.21342445155137196
797967,ARS,0.21342445155137196
799167,ARS,0.05921547250984225
801907,ARS,0.24961765341233794
806853,ARS,0.2993736297058553
807354,ARS,0.23192033072561566
807806,ARS,0.7511008119227272
808665,ARS,4.344987429718101
808884,ARS,0.12021672738633232
808884,ARS,0.12021672738633232
815242,ARS,0.18360748293898754
817568,ARS,0.3580596168589804
884235,ARS,0.18075015843743408
884235,ARS,0.18075015843743408
899358,ARS,0.059104450990136816
899714,ARS,0.5114138855724663
904747,ARS,0.1181936055086684
904747,ARS,0.1181936055086684
904748,ARS,0.4393985699779334
904748,ARS,0.4393985699779334
1164469,ARS,1.2455456362488972
1175978,ARS,0.18410996429206092
1175978,ARS,0.18410996429206092
1175978,ARS,0.18410996429206092
1175978,ARS,0.18410996429206092
1234239,ARS,3.1285043162573185
1234239,ARS,3.1285043162573185
1385378,ARS,0.10622576308374966
1414999,ARS,0.3282940170940153
1510637,ARS,0.06493350090875277
1560387,ARS,0.1283858880818944
1560387,ARS,0.1283858880818944
1729056,ARS,0.0
1878110,ARS,0.2964712241873182
1878110,ARS,0.2964712241873182
1878110,ARS,0.2964712241873182
1878110,ARS,0.2964712241873182
1878110,ARS,0.2964712241873182
1901328,ARS,0.7234454200543754
1901328,ARS,0.7234454200543754
1901328,ARS,0.7234454200543754
1901328,ARS,0.7234454200543754
1901328,ARS,0.7234454200543754
1928595,ARS,0.3327642304313984
1928595,ARS,0.3327642304313984
1928623,ARS,1.3251487002021731
1928623,ARS,1.3251487002021731
1928623,ARS,1.3251487002021731
1928680,ARS,1.84549491572457
1928680,ARS,1.84549491572457
1928680,ARS,1.84549491572457
1928680,ARS,1.84549491572457
1928680,ARS,1.84549491572457
1930343,ARS,0.22145474606149607
1930343,ARS,0.22145474606149607
1939976,ARS,0.0421416287921336
2086849,ARS,0.11515654903438426
2094824,ARS,0.1166730189907056
2094824,ARS,0.1166730189907056
2099310,ARS,0.21544992095165846
2144790,ARS,0.025080848944339262
2176438,ARS,0.34389135770659235
2187698,ARS,0.12329173181558202
2187698,ARS,0.12329173181558202
2192664,ARS,0.12469822908228954
2192664,ARS,0.12469822908228954
2248546,ARS,4.750279605385648
2313611,ARS,0.11814727976423815
2313913,ARS,1.6350567233645026
2313915,ARS,0.09581213497644964
2314331,ARS,0.13838737957389854
2331563,ARS,0.012177556382409591
2335877,ARS,0.2575904186319916
2348989,ARS,4.44634375901543
2348989,ARS,4.44634375901543
2348989,ARS,4.44634375901543
2348989,ARS,4.44634375901543
2348989,ARS,4.44634375901543
2656324,ARS,0.2947383587450818
2668123,ARS,0.06733094822855144
2668777,ARS,78.30453214994775
2668787,ARS,0.1377521827441797
2675822,ARS,0.3111644676823023
2676550,ARS,0.2484464052895659
2689643,ARS,0.2358750922236273
2689643,ARS,0.2358750922236273
2689643,ARS,0.2358750922236273
2689643,ARS,0.2358750922236273
2700806,ARS,0.3144062079575989
2700806,ARS,0.3144062079575989
2700806,ARS,0.3144062079575989
2705734,ARS,0.2887305558846105
2705816,ARS,0.13745163107268085
2721641,ARS,0.7470716591668958
2721641,ARS,0.7470716591668958
2727715,ARS,0.3492359538887227
2729091,ARS,2.1041508188945897
2731331,ARS,1.3690689312264273
2735653,ARS,0.4457740715685161
2756204,ARS,0.03578459828031751
2756204,ARS,0.03578459828031751
2757696,ARS,0.15967864123796552
2757696,ARS,0.15967864123796552
2786330,ARS,0.29283495772110496
2794841,ARS,0.09394000488778126
2794841,ARS,0.09394000488778126
2800517,ARS,0.14946677524460575
2800517,ARS,0.14946677524460575
2800517,ARS,0.14946677524460575
2864555,ARS,0.10298927033283528
2864555,ARS,0.10298927033283528
2214,CPC,0.04028341256230452
2228,CPC,0.2234650739547483
17971,CPC,0.13120047386034972
27258,CPC,0.03393665519752288
35599,CPC,0.02729334324400979
46777,CPC,2.2175283478902053
51334,CPC,0.6202174227624611
67803,CPC,0.40646670175988897
81006,CPC,12.854426310561745
109276,CPC,0.059195228750680624
135468,CPC,0.03366045232379256
135468,CPC,0.03366045232379256
141489,CPC,0.13029925997381242
141489,CPC,0.13029925997381242
147011,CPC,0.12340437204261945
147011,CPC,0.12340437204261945
150349,CPC,0.8739456138701179
150349,CPC,0.8739456138701179
152297,CPC,1.4491612132841538
154768,CPC,0.05360812620989927
154768,CPC,0.05360812620989927
232784,CPC,0.6857411231487278
243294,CPC,0.12083726220785575
243294,CPC,0.12083726220785575
243294,CPC,0.12083726220785575
243294,CPC,0.12083726220785575
250734,CPC,0.1677468914730673
259195,CPC,0.04913782969656205
259884,CPC,0.2295614250712171
259884,CPC,0.2295614250712171
259945,CPC,0.0379113300492611
261286,CPC,0.015995280446463297
262433,CPC,0.11822780271616708
262435,CPC,0.32226149323267506
262435,CPC,0.32226149323267506
264392,CPC,0.0801095947046168
264392,CPC,0.0801095947046168
264800,CPC,0.008724921275464806
278265,CPC,0.04996264886351594
299096,CPC,0.26074018059498905
299217,CPC,0.07652357901915265
299217,CPC,0.07652357901915265
299217,CPC,0.07652357901915265
299378,CPC,2.8360045544586114
308064,CPC,0.07210995368280483
308064,CPC,0.07210995368280483
310008,CPC,0.1047620355246485
311195,CPC,0.15158616582132728
324406,CPC,0.1346989627942845
326540,CPC,0.07212560245759278
326540,CPC,0.07212560245759278
328505,CPC,0.021274127664576876
328878,CPC,0.11710939056931685
328878,CPC,0.11710939056931685
328883,CPC,0.04356112106890201
328883,CPC,0.04356112106890201
334053,CPC,0.16192637293130704
334055,CPC,0.7890526562813514
340941,CPC,0.15279247288444986
340941,CPC,0.15279247288444986
351873,CPC,0.07378185900018283
351873,CPC,0.07378185900018283
351873,CPC,0.07378185900018283
351873,CPC,0.07378185900018283
397861,CPC,1.0329927025842136
401896,CPC,0.07640400891468678
423001,CPC,0.2230976149262626
423001,CPC,0.2230976149262626
432817,CPC,0.1628732082031368
456396,CPC,0.0597593582887698
535330,CPC,0.17866318302876816
535330,CPC,0.17866318302876816
542766,CPC,0.3354832058965687
544608,CPC,0.10236132465311257
555963,CPC,1.5085116221664747
555963,CPC,1.5085116221664747
568914,CPC,0.5153923823335664
568914,CPC,0.5153923823335664
588686,CPC,0.004195911580907164
685667,CPC,0.06739735760610578
685667,CPC,0.06739735760610578
719525,CPC,0.07920017731301537
719525,CPC,0.07920017731301537
719525,CPC,0.07920017731301537
719525,CPC,0.07920017731301537
719551,CPC,0.06125502442133845
719551,CPC,0.06125502442133845
719553,CPC,0.0969980609731808
719553,CPC,0.0969980609731808
740041,CPC,0.18523087914503328
740041,CPC,0.18523087914503328
740041,CPC,0.18523087914503328
740041,CPC,0.18523087914503328
740041,CPC,0.18523087914503328
745008,CPC,0.279495441144127
745008,CPC,0.279495441144127
746688,CPC,0.13025741255423887
746688,CPC,0.13025741255423887
753853,CPC,0.04555911462491483
770814,CPC,0.12741134290412326
770814,CPC,0.12741134290412326
777613,CPC,0.11076907390070766
785731,CPC,0.32357596093479685
785733,CPC,0.10916847704179734
785733,CPC,0.10916847704179734
798137,CPC,0.2942095866124124
820890,CPC,0.04833722658312145
854083,CPC,0.05068384623353568
949624,CPC,0.09783059260916108
953436,CPC,0.05972322006647837
953436,CPC,0.05972322006647837
953437,CPC,0.013529335058085309
972358,CPC,0.06002532899035305
980131,CPC,0.07818101716439553
980131,CPC,0.07818101716439553
980131,CPC,0.07818101716439553
980131,CPC,0.07818101716439553
980131,CPC,0.07818101716439553
980131,CPC,0.07818101716439553
980131,CPC,0.07818101716439553
980135,CPC,0.5266417313733415
980135,CPC,0.5266417313733415
985556,CPC,0.12462588572785925
986707,CPC,0.3602329493285088
986707,CPC,0.3602329493285088
997483,CPC,0.9691248955579812
1010820,CPC,0.1296743508177356
1033783,CPC,0.06846658703476895
1033783,CPC,0.06846658703476895
1038200,CPC,0.023365317660372368
1057315,CPC,0.13014292132526822
1057318,CPC,0.08777869762776935
1060360,CPC,13.814602955068775
1060361,CPC,0.02882164184847145
1068376,CPC,0.07710114977548667
1084234,CPC,0.0012552471873967345
1087042,CPC,0.01926409211594813
1095198,CPC,0.11032458842508516
1095198,CPC,0.11032458842508516
1095198,CPC,0.11032458842508516
1096824,CPC,0.015399587294384691
1096824,CPC,0.015399587294384691
1096824,CPC,0.015399587294384691
1096824,CPC,0.015399587294384691
1096824,CPC,0.015399587294384691
1096873,CPC,0.1809347783158119
1096873,CPC,0.1809347783158119
1096873,CPC,0.1809347783158119
1096873,CPC,0.1809347783158119
1096903,CPC,0.2291062811909959
1096904,CPC,0.3592361289602135
1100556,CPC,0.00936976426162405
1104044,CPC,0.10142959506495254
1104044,CPC,0.10142959506495254
1104044,CPC,0.10142959506495254
1179747,CPC,0.030524690224438114
1179747,CPC,0.030524690224438114
1183455,CPC,0.16958566043330964
1192764,CPC,0.24146874969510626
1205918,CPC,0.1914667512876576
1559012,CPC,0.051954474648362496
1646267,CPC,0.3922962986918052
1768614,CPC,0.1892838843783096
2042059,CPC,0.19205521236971065
2042441,CPC,0.01852796289823185
2042441,CPC,0.01852796289823185
2051116,CPC,0.07871112831573092
2051116,CPC,0.07871112831573092
2051116,CPC,0.07871112831573092
2051116,CPC,0.07871112831573092
2059001,CPC,0.14827569561433127
2064879,CPC,0.7914274282436705
2068066,CPC,0.1292230498839453
2068964,CPC,0.21176249369622804
2071284,CPC,0.16304835100251155
2071284,CPC,0.16304835100251155
2071284,CPC,0.16304835100251155
2071284,CPC,0.16304835100251155
2071284,CPC,0.16304835100251155
2076072,CPC,0.03130934222510856
2270524,CPC,1.3338619962275968
2270524,CPC,1.3338619962275968
2365730,CPC,0.016291787129672018
2365730,CPC,0.016291787129672018
2365730,CPC,0.016291787129672018
2412590,CPC,0.191647852959874
2412590,CPC,0.191647852959874
2473888,CPC,1.136838013106781
2474027,CPC,0.08369466163532888
2474027,CPC,0.08369466163532888
2474027,CPC,0.08369466163532888
2474027,CPC,0.08369466163532888
2477909,CPC,0.038479223945232184
2668228,CPC,0.0
2668228,CPC,0.0
2671585,CPC,0.7017088087687502
2882464,CPC,0.1091345121872194
2882464,CPC,0.1091345121872194
3104785,CPC,0.18899460552442202
3104785,CPC,0.18899460552442202
3125510,CPC,0.113890211884376
3125513,CPC,0.008833825933448888
3127231,CPC,0.1337908179302566
3127231,CPC,0.1337908179302566
3128771,CPC,0.1712222909123021
3134677,CPC,0.06021465250883441
3134677,CPC,0.06021465250883441
839,EAC,0.0863907845658863
839,EAC,0.0863907845658863
1587,EAC,0.3618210841168157
17973,EAC,0.01763980627820223
25572,EAC,0.12402888765170635
25572,EAC,0.12402888765170635
32641,EAC,0.30169950969418685
32641,EAC,0.30169950969418685
48997,EAC,0.15429861919875
48997,EAC,0.15429861919875
52422,EAC,0.03786279892416998
52892,EAC,0.20469926918311607
52892,EAC,0.20469926918311607
52892,EAC,0.20469926918311607
52892,EAC,0.20469926918311607
53279,EAC,0.13528089237036126
53279,EAC,0.13528089237036126
53279,EAC,0.13528089237036126
53279,EAC,0.13528089237036126
54273,EAC,0.11534186084812592
54273,EAC,0.11534186084812592
54992,EAC,0.03968698663285733
61391,EAC,0.007436852023207278
61395,EAC,0.170296656130365
61395,EAC,0.170296656130365
61395,EAC,0.170296656130365
61397,EAC,0.1783369510976561
89630,EAC,0.09005162631214722
98817,EAC,0.269662961162209
98817,EAC,0.269662961162209
98817,EAC,0.269662961162209
98817,EAC,0.269662961162209
101271,EAC,0.07904052540749443
101271,EAC,0.07904052540749443
102037,EAC,0.10734653913941293
102564,EAC,0.1215468310216451
103210,EAC,0.12962411526974446
103210,EAC,0.12962411526974446
106270,EAC,0.2797696210671569
108816,EAC,0.1404078063763893
111542,EAC,0.043119214694880566
115687,EAC,0.038965406905035915
116182,EAC,0.0
116767,EAC,0.04037151724192675
116767,EAC,0.04037151724192675
121635,EAC,0.16771239823464495
121635,EAC,0.16771239823464495
123997,EAC,0.555660376399447
123997,EAC,0.555660376399447
127253,EAC,0.11703127986358824
128256,EAC,0.18404791768914885
135003,EAC,0.11851695128101315
153309,EAC,0.08169873136424714
153309,EAC,0.08169873136424714
172942,EAC,0.06357762744125534
172942,EAC,0.06357762744125534
243823,EAC,0.15903691010958934
243823,EAC,0.15903691010958934
248346,EAC,0.05001181080429711
263150,EAC,0.199203115090004
464072,EAC,0.12363037068143935
464080,EAC,0.09838392689026436
524217,EAC,0.13284254568247295
524217,EAC,0.13284254568247295
524217,EAC,0.13284254568247295
716293,EAC,0.058776618673206986
745957,EAC,0.11978998267255335
755218,EAC,0.11124640840598657
755223,EAC,0.09210579155050423
755223,EAC,0.09210579155050423
811928,EAC,0.5404739624540028
811928,EAC,0.5404739624540028
819047,EAC,0.22868609392029404
1136921,EAC,0.2750905240802569
1136923,EAC,0.08168969337463469
1136923,EAC,0.08168969337463469
1151826,EAC,0.3559276003332639
1164662,EAC,0.16018832277158532
1164669,EAC,0.3058930139549983
1164680,EAC,0.18158336708152667
1203872,EAC,0.27857476449210344
1203872,EAC,0.27857476449210344
1203872,EAC,0.27857476449210344
1243215,EAC,0.08254155472532616
1243215,EAC,0.08254155472532616
1261365,EAC,0.04855810405093458
1261365,EAC,0.04855810405093458
1261365,EAC,0.04855810405093458
1261365,EAC,0.04855810405093458
1261365,EAC,0.04855810405093458
1265269,EAC,0.05084176622092934
1265271,EAC,0.13963064155397062
1274550,EAC,0.19844852166169968
1283158,EAC,0.08617119129765409
1283235,EAC,0.2659828170872894
1283235,EAC,0.2659828170872894
1283235,EAC,0.2659828170872894
1283750,EAC,0.06698007747199555
1283750,EAC,0.06698007747199555
1283750,EAC,0.06698007747199555
1283750,EAC,0.06698007747199555
1284740,EAC,0.07012675032841939
1284740,EAC,0.07012675032841939
1284742,EAC,0.17615394934860612
1308998,EAC,0.34348591219734576
1308998,EAC,0.34348591219734576
1308998,EAC,0.34348591219734576
1312500,EAC,0.05096680954124745
1329543,EAC,0.306531275328262
1329543,EAC,0.306531275328262
1375637,EAC,0.35485663695452097
1381815,EAC,1.0536968434605385
1381815,EAC,1.0536968434605385
1381815,EAC,1.0536968434605385
1381815,EAC,1.0536968434605385
1394939,EAC,0.031854732668011546
1394939,EAC,0.031854732668011546
1464368,EAC,0.00663488565747142
1675329,EAC,0.038960651429867085
1915203,EAC,0.05706659100074901
1921087,EAC,0.06620063137680758
1930557,EAC,0.07487435090652747
1930557,EAC,0.07487435090652747
1930560,EAC,0.9649407742584186
1944153,EAC,0.26466980343519697
1950553,EAC,0.030798467601699964
1950553,EAC,0.030798467601699964
1959986,EAC,19.693891564886204
1970559,EAC,0.06340585559221293
1970559,EAC,0.06340585559221293
1976245,EAC,0.04038187478271494
1976245,EAC,0.04038187478271494
2002470,EAC,0.22761871508379766
2009464,EAC,0.1488385946417658
2009464,EAC,0.1488385946417658
2011662,EAC,0.0
2027994,EAC,0.08037955745247839
2031361,EAC,0.10591476098320364
2034663,EAC,6.450633042554789
2037907,EAC,0.05604597379237404
2037907,EAC,0.05604597379237404
2037909,EAC,0.1775124110515309
2046236,EAC,0.22905046443253865
2046236,EAC,0.22905046443253865
2050395,EAC,0.1407875981588908
2050395,EAC,0.1407875981588908
2057029,EAC,2.295325382410336
2057029,EAC,2.295325382410336
2059398,EAC,3.1340278873732266
2059398,EAC,3.1340278873732266
2077803,EAC,0.42787544812255
2077818,EAC,0.2531349958977928
2079812,EAC,0.12167015198176424
2079812,EAC,0.12167015198176424
2079812,EAC,0.12167015198176424
2079812,EAC,0.12167015198176424
2088600,EAC,0.12750040768748058
2103662,EAC,2.674666716470476
2103662,EAC,2.674666716470476
2112030,EAC,0.6057610211283055
2119412,EAC,0.7911525472542976
2120521,EAC,0.0913975963280782
2120521,EAC,0.0913975963280782
2120521,EAC,0.0913975963280782
2120521,EAC,0.0913975963280782
2122812,EAC,0.15717618811229472
2124003,EAC,0.07421379946110124
2126459,EAC,0.05163581186386069
2129534,EAC,0.31332112139743995
2129534,EAC,0.31332112139743995
2130719,EAC,0.11296917396335053
2130719,EAC,0.11296917396335053
2132416,EAC,0.11974082726678575
2132569,EAC,0.05115702796925073
2142641,EAC,0.9123576290960772
2142641,EAC,0.9123576290960772
2146804,EAC,0.12403862765243714
2146806,EAC,0.3338522340367979
2146808,EAC,0.0618836132027441
2146809,EAC,0.4673067437492981
2152745,EAC,1.308717679403677
2161063,EAC,0.2745034834035907
2169863,EAC,0.08318607883312434
2169949,EAC,0.05015483662914714
2169949,EAC,0.05015483662914714
2180764,EAC,0.491482189457112
2184408,EAC,0.0577035064062405
2187058,EAC,0.13944459478206134
2187058,EAC,0.13944459478206134
2187858,EAC,0.11370719612765465
2187858,EAC,0.11370719612765465
2187858,EAC,0.11370719612765465
2188775,EAC,0.8587254162593598
2190848,EAC,0.2399041160529331
2194438,EAC,0.11627413998296295
2206374,EAC,0.7218395238729808
2206374,EAC,0.7218395238729808
2206374,EAC,0.7218395238729808
2206374,EAC,0.7218395238729808
2206374,EAC,0.7218395238729808
2210486,EAC,0.41335804806292425
2374194,EAC,0.03647926297480635
2376064,EAC,0.04575510587018576
2376064,EAC,0.04575510587018576
2378249,EAC,0.13362093768390065
2380399,EAC,0.32211321617908906
2380404,EAC,0.2631674401701293
2386387,EAC,0.30434090168576045
2387124,EAC,0.0784301227691392
2387124,EAC,0.0784301227691392
2387239,EAC,0.10687557695814988
2387242,EAC,0.2289221371153905
2387245,EAC,0.5335196636091948
2393213,EAC,0.03137621584109505
2403207,EAC,0.05780299271061131
2407763,EAC,0.1036859214844506
2418721,EAC,0.05329750073824541
2456470,EAC,0.05326328836467413
2456470,EAC,0.05326328836467413
2494035,EAC,0.0594602134239422
2494037,EAC,0.6385706094957998
2494037,EAC,0.6385706094957998
2520064,EAC,5.574277169228983
2520064,EAC,5.574277169228983
2637827,EAC,0.8883182496579266
2637827,EAC,0.8883182496579266
2637827,EAC,0.8883182496579266
2667181,EAC,0.07653489986636314
2667198,EAC,0.13053638373472734
2667198,EAC,0.13053638373472734
2671718,EAC,0.02847531723597068
2679256,EAC,0.03189360439291858
2726758,EAC,0.4803068208058464
2737304,EAC,0.13897600934538706
2750954,EAC,0.2331852834585523
2750954,EAC,0.2331852834585523
2880951,EAC,0.12834962462111832
2882598,EAC,0.09616418955624352
2882598,EAC,0.09616418955624352
2882598,EAC,0.09616418955624352
2889571,EAC,0.13454304913502368
2889571,EAC,0.13454304913502368
2889571,EAC,0.13454304913502368
2889571,EAC,0.13454304913502368
2900914,EAC,0.1356125517923671
2900914,EAC,0.1356125517923671
2907466,EAC,1.4834899101767225
2909478,EAC,0.17648640984666264
2909478,EAC,0.17648640984666264
2909478,EAC,0.17648640984666264
2909478,EAC,0.17648640984666264
2909478,EAC,0.17648640984666264
2909484,EAC,0.15897110960507274
2909484,EAC,0.15897110960507274
2909484,EAC,0.15897110960507274
2909484,EAC,0.15897110960507274
2909484,EAC,0.15897110960507274
2996812,EAC,0.10921421100637248
2999178,EAC,0.12245403531384745
3028786,EAC,3.05897087127751
3028786,EAC,3.05897087127751
3028786,EAC,3.05897087127751
3040587,EAC,0.5464642680682525
3044695,EAC,1.5763853711471791
3044695,EAC,1.5763853711471791
3053313,EAC,0.1379500904307954
3062872,EAC,0.03451214714179325
3062920,EAC,0.013465557361066456
3062920,EAC,0.013465557361066456
3079902,EAC,0.5135111279007948
3079902,EAC,0.5135111279007948
3082924,EAC,0.21898230773992688
3084348,EAC,0.0458407334529416
3085717,EAC,0.19666131522050304
3085717,EAC,0.19666131522050304
3220509,EAC,0.18746194722266296
3220509,EAC,0.18746194722266296
3276035,EAC,0.07622452781757269
3277868,EAC,3.7007908657290716
3281825,EAC,0.4101471925742947
3281825,EAC,0.4101471925742947
3281845,EAC,0.8291986055165512
3281845,EAC,0.8291986055165512
3281845,EAC,0.8291986055165512
3281845,EAC,0.8291986055165512
3283792,EAC,4.509832214433744
3283792,EAC,4.509832214433744
3283793,EAC,0.03295505937573881
3284023,EAC,0.11891725067970915
3284023,EAC,0.11891725067970915
3286031,EAC,0.10262974831685492
3286031,EAC,0.10262974831685492
3292793,EAC,0.15931219319352716
3293126,EAC,0.16574929679147216
3293126,EAC,0.16574929679147216
3293128,EAC,0.15880356923462596
3293128,EAC,0.15880356923462596
3293131,EAC,0.20681156207664705
3293204,EAC,0.6014762668726292
3294136,EAC,0.10094549582432044
3294136,EAC,0.10094549582432044
3295739,EAC,0.06232643088589618
3295739,EAC,0.06232643088589618
3299484,EAC,0.2875769787705612
3299484,EAC,0.2875769787705612
3299484,EAC,0.2875769787705612
3299489,EAC,0.11165482330325058
3299489,EAC,0.11165482330325058
3299489,EAC,0.11165482330325058
3299489,EAC,0.11165482330325058
3299673,EAC,0.14243900195323528
3299673,EAC,0.14243900195323528
3301774,EAC,0.004408568709506704
3319704,EAC,0.01824438463475678
3320123,EAC,0.0
3320213,EAC,0.06075953796654818
3327084,EAC,0.06272838940720235
3327084,EAC,0.06272838940720235
3327084,EAC,0.06272838940720235
3327084,EAC,0.06272838940720235
3327084,EAC,0.06272838940720235
3328011,EAC,0.12462556583768428
3328011,EAC,0.12462556583768428
3328083,EAC,0.08596174556371411
3334774,EAC,0.07984953370306347
3334774,EAC,0.07984953370306347
3334774,EAC,0.07984953370306347
3334774,EAC,0.07984953370306347
3334774,EAC,0.07984953370306347
3334792,EAC,0.05505710007767321
3334792,EAC,0.05505710007767321
3337455,EAC,0.0807032000220022
3365939,EAC,0.16938379282005964
3461918,EAC,0.12005972622292277
3467863,EAC,0.05971270871125225
3467939,EAC,0.07094693711107841
3467939,EAC,0.07094693711107841
3475982,EAC,0.005241278562339978
3660999,EAC,0.13758829704686928
3660999,EAC,0.13758829704686928
3660999,EAC,0.13758829704686928
3660999,EAC,0.13758829704686928
3661007,EAC,0.1720319793274319
3661007,EAC,0.1720319793274319
3661007,EAC,0.1720319793274319
3661007,EAC,0.1720319793274319
3661007,EAC,0.1720319793274319
3661007,EAC,0.1720319793274319
3678957,EAC,0.08599042835091608
3678957,EAC,0.08599042835091608
5891,IN,0.34367966008556633
5891,IN,0.34367966008556633
10050,IN,0.2579935852262095
12508,IN,0.9567409656620568
12508,IN,0.9567409656620568
32771,IN,0.1477163593672861
42513,IN,0.12157148798106833
42513,IN,0.12157148798106833
42513,IN,0.12157148798106833
45923,IN,0.15726070675267054
45923,IN,0.15726070675267054
51210,IN,0.04844342082733948
51210,IN,0.04844342082733948
51210,IN,0.04844342082733948
51210,IN,0.04844342082733948
51210,IN,0.04844342082733948
64694,IN,0.08102693342298832
67831,IN,0.18300928005137929
67831,IN,0.18300928005137929
81946,IN,0.07188516661647452
81946,IN,0.07188516661647452
81947,IN,0.718268849590583
81947,IN,0.718268849590583
86183,IN,0.04824147744483327
86183,IN,0.04824147744483327
86883,IN,0.2952662540216337
89469,IN,0.023506093052964267
89774,IN,0.02477700207511447
89774,IN,0.02477700207511447
89777,IN,1.2086742281453733
99040,IN,0.12487092695755855
102454,IN,0.190080984477796
108238,IN,0.02165003338817889
108241,IN,0.08260352232582646
116617,IN,0.05936416369437434
139690,IN,0.11720000957328194
148464,IN,0.14130877244290266
153715,IN,0.026168605297899848
259653,IN,1.4737496417665985
259653,IN,1.4737496417665985
259653,IN,1.4737496417665985
259653,IN,1.4737496417665985
259653,IN,1.4737496417665985
280751,IN,0.3235338467503529
280751,IN,0.3235338467503529
323687,IN,0.0914380922628348
331002,IN,0.0892502283478258
335224,IN,0.18588783805819226
335248,IN,0.10682679737925856
363929,IN,0.0841869622305135
363929,IN,0.0841869622305135
410155,IN,0.10919977534804634
410155,IN,0.10919977534804634
419246,IN,0.12505284099240566
419248,IN,0.1579441773066575
419248,IN,0.1579441773066575
438372,IN,0.1318610775740182
438435,IN,0.059945926722868074
456445,IN,1.9560328481223703
456562,IN,0.07182865281418926
461948,IN,0.15915834702252388
463799,IN,0.05958520854145846
466374,IN,0.1488703037509556
466374,IN,0.1488703037509556
473865,IN,0.08215451069441555
473865,IN,0.08215451069441555
478488,IN,0.39040531196156464
478488,IN,0.39040531196156464
488952,IN,0.04384030450709845
488953,IN,0.11261401461347538
489217,IN,0.060426771649975265
491637,IN,0.20460876710548573
491637,IN,0.20460876710548573
523480,IN,0.22550028587764484
523481,IN,0.011523736717557166
523918,IN,0.3168042624330128
556656,IN,0.3443983019586012
556656,IN,0.3443983019586012
562491,IN,0.32838931484511624
562491,IN,0.32838931484511624
566997,IN,1.34258989649188
566997,IN,1.34258989649188
566997,IN,1.34258989649188
568986,IN,0.3864581012033978
568986,IN,0.3864581012033978
568986,IN,0.3864581012033978
568986,IN,0.3864581012033978
568986,IN,0.3864581012033978
570353,IN,0.16706295573077584
572266,IN,0.04895519786436165
572266,IN,0.04895519786436165
573496,IN,0.08853919430493047
573496,IN,0.08853919430493047
573496,IN,0.08853919430493047
