gene_callers_id,pnps,ocean,depth,bin,sample_id,scg_pnps_median,scg_count,MAG_pnps_median,total_count,integron
10450,0.2795707308696498,SAT,deep,deep-0126,SRR3965875,,,0.4953773452932199,6.0,
8003,2.182696012893039,SAT,deep,deep-0126,SRR3966130,,,0.7652341545984581,13.0,
10450,0.11969344294402115,SAT,deep,deep-0126,SRR3966130,,,0.7652341545984581,13.0,
8159,0.3682310266343166,SAT,deep,deep-0126,SRR3966130,,,0.7652341545984581,13.0,
9400,1.0083277065045904,SAT,deep,deep-0126,SRR3966130,,,0.7652341545984581,13.0,
9599,0.1279685036390271,SAT,deep,deep-0126,SRR3966130,,,0.7652341545984581,13.0,
8003,2.3480496038770644,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
9074,0.18838491755972667,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
10450,0.25071116691004997,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
8159,0.9863052849306729,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
8577,0.4360713434714061,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
9242,0.901768577143774,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
9400,2.4251315598511685,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
9599,0.15758229272452404,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
9657,0.4204755311779229,SAT,deep,deep-0126,SRR3967025,0.16435574531064645,26.0,0.1841443352164795,1309.0,
8003,2.315770174161865,SAT,deep,deep-0126,SRR3967319,,,0.30528038667119445,5.0,
10450,0.2968942795780845,SAT,deep,deep-0126,SRR3967319,,,0.30528038667119445,5.0,
8003,2.427587550329345,SAT,deep,deep-0126,SRR3967558,0.18717420805890794,29.0,0.2072525861952576,1458.0,
9074,0.21003928255945745,SAT,deep,deep-0126,SRR3967558,0.18717420805890794,29.0,0.2072525861952576,1458.0,
10450,0.2326112202890468,SAT,deep,deep-0126,SRR3967558,0.18717420805890794,29.0,0.2072525861952576,1458.0,
8577,0.5352711640599724,SAT,deep,deep-0126,SRR3967558,0.18717420805890794,29.0,0.2072525861952576,1458.0,
9242,0.20052776587325485,SAT,deep,deep-0126,SRR3967558,0.18717420805890794,29.0,0.2072525861952576,1458.0,
9400,1.3645227784206029,SAT,deep,deep-0126,SRR3967558,0.18717420805890794,29.0,0.2072525861952576,1458.0,
9599,0.16998235819389593,SAT,deep,deep-0126,SRR3967558,0.18717420805890794,29.0,0.2072525861952576,1458.0,
8003,2.188440933388188,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
9074,0.2314411169908675,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
10450,0.25608477312743216,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
8159,0.9424164671962764,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
8577,0.4365816839440685,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
9242,0.17468485875907264,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
9400,1.0095304350598824,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
9599,0.13769512651052113,SAT,deep,deep-0126,SRR3967699,0.1270328711889234,30.0,0.17383132804149432,1386.0,
8003,1.1065773170885511,SAT,deep,deep-0126,SRR3967700,,,0.9231593103437352,3.0,
8003,2.129644488592291,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
9074,0.26124966362201696,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
10450,0.2088816941428234,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
8159,1.0597753913316958,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
8182,0.8084610236011118,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
8577,0.564179523667303,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
9242,0.38395716387623796,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
9400,0.8895428281155259,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
9599,0.18210480068339868,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
9657,0.14599988663760585,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
10233,4.191085649276822,SAT,deep,deep-0126,SRR3968060,0.2883869765331265,42.0,0.2337678752394997,2043.0,
8003,2.0801717550888514,NAT,deep,deep-0126,SRR3960572,,,0.903180893576255,21.0,
10450,0.3136410473900684,NAT,deep,deep-0126,SRR3960572,,,0.903180893576255,21.0,
8003,2.3085932502949924,NAT,deep,deep-0126,SRR3960575,,,0.4244055944055965,87.0,
9074,0.08583224724901317,NAT,deep,deep-0126,SRR3960575,,,0.4244055944055965,87.0,
10450,0.3712207246282884,NAT,deep,deep-0126,SRR3960575,,,0.4244055944055965,87.0,
8577,1.7085471311663216,NAT,deep,deep-0126,SRR3960575,,,0.4244055944055965,87.0,
9400,0.8966288060579019,NAT,deep,deep-0126,SRR3960575,,,0.4244055944055965,87.0,
8003,1.8724629806263535,NAT,deep,deep-0126,SRR3960576,,,0.4830156878832843,31.0,
9074,0.13616656875623298,NAT,deep,deep-0126,SRR3960576,,,0.4830156878832843,31.0,
10450,0.20929348145038676,NAT,deep,deep-0126,SRR3960576,,,0.4830156878832843,31.0,
8003,2.1648377845944804,NAT,deep,deep-0126,SRR3960577,,,0.4642439569915735,23.0,
10450,0.3237364764031068,NAT,deep,deep-0126,SRR3960577,,,0.4642439569915735,23.0,
8003,1.9845254725661516,NAT,deep,deep-0126,SRR3960578,,,0.3040180976270689,87.0,
9074,0.09989556727215752,NAT,deep,deep-0126,SRR3960578,,,0.3040180976270689,87.0,
10450,0.3755038725739698,NAT,deep,deep-0126,SRR3960578,,,0.3040180976270689,87.0,
8577,2.757900127093368,NAT,deep,deep-0126,SRR3960578,,,0.3040180976270689,87.0,
9242,0.2374967931801849,NAT,deep,deep-0126,SRR3960578,,,0.3040180976270689,87.0,
8003,2.0807679301707145,NAT,deep,deep-0126,SRR3960580,,,0.3920755401409807,79.0,
9074,0.09179623360739003,NAT,deep,deep-0126,SRR3960580,,,0.3920755401409807,79.0,
10450,0.3419282110617246,NAT,deep,deep-0126,SRR3960580,,,0.3920755401409807,79.0,
8577,1.6575502220399805,NAT,deep,deep-0126,SRR3960580,,,0.3920755401409807,79.0,
8003,2.603483827488408,NAT,deep,deep-0126,SRR3960581,,,1.7635981776901626,2.0,
8003,4.1250300585554776,SP,deep,deep-0126,SRR3962772,,,0.7000630855189761,4.0,
10450,0.5368831099331319,SP,deep,deep-0126,SRR3962772,,,0.7000630855189761,4.0,
8003,2.9009104793431053,SP,deep,deep-0126,SRR3962773,,,0.8103160788061105,4.0,
8003,4.046937524748368,SP,deep,deep-0126,SRR3962777,,,0.9560824597037516,6.0,
10450,0.3489978460061029,SP,deep,deep-0126,SRR3962777,,,0.9560824597037516,6.0,
8003,3.399016071463235,SP,deep,deep-0126,SRR3963456,,,0.9924938537336888,6.0,
10450,0.3267221397411235,SP,deep,deep-0126,SRR3963456,,,0.9924938537336888,6.0,
8003,3.690451581431542,NP,deep,deep-0126,SRR3961604,,,0.38412863092867217,5.0,
10450,0.38412863092867217,NP,deep,deep-0126,SRR3961604,,,0.38412863092867217,5.0,
8003,2.0022489912540866,NP,deep,deep-0126,SRR3961936,,,0.6911131340110532,7.0,
10450,0.20344421982128535,NP,deep,deep-0126,SRR3961936,,,0.6911131340110532,7.0,
8003,2.841318596691244,NP,deep,deep-0126,SRR3962293,,,0.4191311816699201,5.0,
10450,0.4191311816699201,NP,deep,deep-0126,SRR3962293,,,0.4191311816699201,5.0,
8003,2.4367747380857923,NP,deep,deep-0126,SRR3962771,,,0.30116307019329713,6.0,
10450,0.2751539761520715,NP,deep,deep-0126,SRR3962771,,,0.30116307019329713,6.0,
8003,2.4755818155436726,NP,deep,deep-0126,SRR3965585,0.24150406539580704,2.0,0.2642021541382041,61.0,
10450,0.26329014763553954,NP,deep,deep-0126,SRR3965585,0.24150406539580704,2.0,0.2642021541382041,61.0,
8577,0.4432263293287425,NP,deep,deep-0126,SRR3965585,0.24150406539580704,2.0,0.2642021541382041,61.0,
8003,2.5683865943157045,NP,deep,deep-0126,SRR3967905,,,0.5163092127561649,4.0,
10450,0.18549333362590845,NP,deep,deep-0126,SRR3967905,,,0.5163092127561649,4.0,
8003,2.6529649130286717,NP,deep,deep-0126,SRR3968062,0.05606659809632328,7.0,0.1680026782808361,222.0,
9074,0.12624926641761205,NP,deep,deep-0126,SRR3968062,0.05606659809632328,7.0,0.1680026782808361,222.0,
10450,0.2421788688303251,NP,deep,deep-0126,SRR3968062,0.05606659809632328,7.0,0.1680026782808361,222.0,
8577,0.1357694296922095,NP,deep,deep-0126,SRR3968062,0.05606659809632328,7.0,0.1680026782808361,222.0,
9599,0.029167319334802776,NP,deep,deep-0126,SRR3968062,0.05606659809632328,7.0,0.1680026782808361,222.0,
8003,2.3007074920884603,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
9074,0.2727188927573105,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
10450,0.3184881432860739,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
8159,0.7188672911311478,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
8577,0.398690091891525,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
9242,0.15934310165650795,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
9400,2.2292588508137485,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
9599,0.15173770096291814,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
9657,0.2059962700744084,NP,deep,deep-0126,SRR3968063,0.13945836752804835,32.0,0.21705412587692874,1570.0,
8003,1.7755151298235026,NP,deep,deep-0126,SRR3968770,0.09459101386126673,2.0,0.21697416496173932,273.0,
9074,0.12824617695144375,NP,deep,deep-0126,SRR3968770,0.09459101386126673,2.0,0.21697416496173932,273.0,
10450,0.30971432355728007,NP,deep,deep-0126,SRR3968770,0.09459101386126673,2.0,0.21697416496173932,273.0,
8159,1.273704612813784,NP,deep,deep-0126,SRR3968770,0.09459101386126673,2.0,0.21697416496173932,273.0,
8577,0.3492951722889948,NP,deep,deep-0126,SRR3968770,0.09459101386126673,2.0,0.21697416496173932,273.0,
9400,0.33856297414305914,NP,deep,deep-0126,SRR3968770,0.09459101386126673,2.0,0.21697416496173932,273.0,
8003,3.3640750009443434,NP,deep,deep-0126,SRR3968777,,,0.397056912681918,7.0,
10450,0.14748182446878494,NP,deep,deep-0126,SRR3968777,,,0.397056912681918,7.0,
10450,0.16059715870960914,SAT,deep,deep-0126,SRR3967690,,,0.20127615251117068,11.0,
8577,0.20127615251117068,SAT,deep,deep-0126,SRR3967690,,,0.20127615251117068,11.0,
22384,0.10101752072468834,IN,deep,deep-0018,SRR3963457,,,0.3002825918477449,6.0,
22384,0.11860137411253376,IN,deep,deep-0018,SRR3963622,,,0.3105723655445693,7.0,
22384,0.1808297009568187,SAT,deep,deep-0018,SRR3965592,,,0.20002776014211368,12.0,
22384,0.0846463943785153,SAT,deep,deep-0018,SRR3966130,,,0.24579669845720314,5.0,
22384,0.13925092288082358,SAT,deep,deep-0018,SRR3967319,,,0.23500693374422266,19.0,
22384,0.14514110451295095,SAT,deep,deep-0018,SRR3967690,,,0.22767137674407675,12.0,
22384,0.18735991845780894,NAT,deep,deep-0018,SRR3960575,,,0.2530567789942273,28.0,
22384,0.23868853314818356,NAT,deep,deep-0018,SRR3960577,,,0.3149052637873081,15.0,
22384,0.11051306350847802,SP,deep,deep-0018,SRR3962773,,,0.2478333149874525,4.0,
22384,0.10580538241706357,NP,deep,deep-0018,SRR3961906,,,0.29067291343040136,5.0,
22384,0.08454106639091312,NP,deep,deep-0018,SRR3961935,,,0.2872610447569534,10.0,
22384,0.1396414951219182,NP,deep,deep-0018,SRR3962293,,,0.3679689381162724,3.0,
22384,0.17772576226985998,NP,deep,deep-0018,SRR3968777,,,0.25624576358105383,15.0,
23492,0.15508555018395884,IN,deep,deep-0505,SRR3963457,,,0.15508555018395884,1.0,
23492,0.1627456097160682,SAT,deep,deep-0505,SRR3965758,,,0.1627456097160682,1.0,
23492,0.13599314713674454,SAT,deep,deep-0505,SRR3965873,,,0.2777248434058708,6.0,
23492,0.13688433362094993,SAT,deep,deep-0505,SRR3966130,,,0.12242661773370105,4.0,
24221,0.1079689018464522,SAT,deep,deep-0505,SRR3966130,,,0.12242661773370105,4.0,
25936,0.09207943001889304,SAT,deep,deep-0505,SRR3966130,,,0.12242661773370105,4.0,
23492,0.12945684538377486,SAT,deep,deep-0505,SRR3967319,,,0.13140829023676362,7.0,
24221,0.3480575826594321,SAT,deep,deep-0505,SRR3967319,,,0.13140829023676362,7.0,
25936,0.03923249729999058,SAT,deep,deep-0505,SRR3967319,,,0.13140829023676362,7.0,
23492,0.1554758038465704,NAT,deep,deep-0505,SRR3960575,,,0.20643668473493496,7.0,
24221,0.2952377906546588,NAT,deep,deep-0505,SRR3960575,,,0.20643668473493496,7.0,
25936,0.08831115890944216,NAT,deep,deep-0505,SRR3960575,,,0.20643668473493496,7.0,
23492,0.15825381519507295,NAT,deep,deep-0505,SRR3960577,,,0.15825381519507295,3.0,
23492,0.06062441976648091,NAT,deep,deep-0505,SRR3960578,,,0.1661089752663644,3.0,
23492,0.15836191280786194,SP,deep,deep-0505,SRR3962773,,,0.15836191280786194,1.0,
23492,0.1549349706944433,SP,deep,deep-0505,SRR3963449,,,0.1549349706944433,1.0,
23492,0.1233006327883067,NP,deep,deep-0505,SRR3961906,,,0.1233006327883067,1.0,
23492,0.1206800420019312,NP,deep,deep-0505,SRR3962293,,,0.1206800420019312,1.0,
24221,0.16561743341404256,IN,deep,deep-0505,SRR3963658,,,0.11226886577033983,2.0,
24221,0.16166414607669294,NP,deep,deep-0505,SRR3962508,,,0.16166414607669294,1.0,
24221,0.36532621632343704,NP,deep,deep-0505,SRR3968770,,,0.2277639728813301,2.0,
54722,0.13861538978685428,IN,deep,deep-0351,SRR3963498,,,1.2214583838913702,3.0,
54722,0.11097749847184372,IN,deep,deep-0351,SRR3963571,,,0.3601373805611661,8.0,
54722,0.11633311808973147,IN,deep,deep-0351,SRR3963599,,,1.205571700878806,5.0,
54722,0.11397918195547127,IN,deep,deep-0351,SRR3963658,,,1.117482384216403,4.0,
54722,0.1165759666989173,IN,deep,deep-0351,SRR3964650,,,2.2933822402660247,2.0,
54722,0.0794180820427938,SAT,deep,deep-0351,SRR3965676,,,0.6011454643587512,2.0,
54722,0.09029726127128684,SAT,deep,deep-0351,SRR3965875,,,1.0852954236504084,3.0,
54722,0.12325160528220128,SAT,deep,deep-0351,SRR3967025,,,0.2808192226753283,7.0,
54722,0.11206740685381583,SAT,deep,deep-0351,SRR3967558,,,0.3110500781544361,10.0,
54722,0.10707518154118924,SAT,deep,deep-0351,SRR3967699,,,1.2053098315422393,4.0,
54722,0.1052457051446586,SAT,deep,deep-0351,SRR3968060,,,0.8128580397310532,5.0,
54722,0.12861701235555026,NAT,deep,deep-0351,SRR3960572,,,1.137281940089925,3.0,
54722,0.10927115770340222,NAT,deep,deep-0351,SRR3960576,,,1.0476410528251394,3.0,
54722,0.1290921653690169,NAT,deep,deep-0351,SRR3960580,,,0.3857442496892252,8.0,
54722,0.12036773738774185,NAT,deep,deep-0351,SRR3960581,,,1.0663966941046494,3.0,
54722,0.13050506102155132,SP,deep,deep-0351,SRR3963456,,,0.7627358483210415,2.0,
54722,0.0988551965785415,NP,deep,deep-0351,SRR3962771,,,0.7328407407520542,2.0,
54722,0.1330694846207817,NP,deep,deep-0351,SRR3965585,0.12135762977035355,1.0,0.21434247525783184,18.0,
54722,0.1192626921458676,NP,deep,deep-0351,SRR3967905,,,1.0776162648852117,4.0,
54722,0.11068176130947392,NP,deep,deep-0351,SRR3968770,,,0.6036642903957706,6.0,
58630,0.8988393062385671,IN,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0,
58630,0.7877507825822574,IN,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0,
58630,0.20713253429477024,SAT,deep,deep-0293,SRR3965873,0.6589979451923212,19.0,0.7604851934007636,1046.0,
58630,0.5648209283079295,SAT,deep,deep-0293,SRR3966130,0.5774685380183519,40.0,0.7037781342391899,1958.0,
58630,0.7630541044162679,SAT,deep,deep-0293,SRR3967319,0.33690993069097525,65.0,0.5437133283397788,2946.0,
58630,0.6950603982347108,SAT,deep,deep-0293,SRR3967690,0.4278459257625336,65.0,0.6018410948344685,2824.0,
58630,0.770943153156843,NAT,deep,deep-0293,SRR3960575,0.5089915391568457,65.0,0.7344887997517064,2975.0,
58630,0.7459686977669429,NAT,deep,deep-0293,SRR3960577,0.6188271154539698,64.0,0.8712673451631824,2922.0,
58630,0.7509989348663391,NP,deep,deep-0293,SRR3961935,0.6265004966599015,62.0,0.8631486822793673,2751.0,
58630,0.4774304015428447,NP,deep,deep-0293,SRR3968062,0.26808232908067403,42.0,0.3737856891857307,2116.0,
58630,0.9380461976019288,NP,deep,deep-0293,SRR3968777,0.5235614261150003,64.0,0.6815315865074633,2881.0,
67326,0.0275565563299928,IN,deep,deep-0509,SRR3963571,,,0.06741434157002239,13.0,
67326,0.038008244225841634,IN,deep,deep-0509,SRR3964650,0.11050538834916117,2.0,0.10195713256031938,78.0,
67326,0.32438535937117857,NAT,deep,deep-0509,SRR3960576,,,0.2060333117560992,47.0,
64608,4.710758991973545,NAT,deep,deep-0509,SRR3960576,,,0.2060333117560992,47.0,
67326,1.926252297145812,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
62446,1.0824612856470306,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
62599,1.7891555653618747,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
62660,1.3851829986657451,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
62937,0.5127086571998982,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
62939,0.36812257371226703,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
62940,0.8245976391890799,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63101,1.346470860046618,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63103,1.049924086164818,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63108,0.3678569638492243,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63111,1.656403375712508,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63144,0.9903877392019356,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63313,1.4787175985745362,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63316,0.8443345746216582,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63334,1.5151551993459906,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63335,1.8014241903388803,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63734,2.511806453321296,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63754,0.6140904254189129,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63755,0.5584651556022403,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
63963,0.396374693573312,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64285,1.2051892931911867,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64313,0.8059183652401505,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64403,1.5854341265035787,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64565,0.6237553984588972,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64567,0.13659596287511533,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64608,2.2246609892925333,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64739,0.4195741776289653,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
64839,1.8710427391484388,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
65483,2.885061046516328,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66470,0.71433013407487,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66525,0.9515719534851744,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66527,0.8749736048125886,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
66987,0.2017289271180801,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
67613,0.9610829362422216,NAT,deep,deep-0509,SRR3960580,1.315893648075415,46.0,2.348655495960565,3221.0,
67326,0.031062233562402824,SP,deep,deep-0509,SRR3962772,,,0.20513014634960086,11.0,
67958,1.171552058500634,SP,deep,deep-0509,SRR3962772,,,0.20513014634960086,11.0,
67326,0.4435071824399113,SP,deep,deep-0509,SRR3962777,,,0.24979836473976075,43.0,
62660,1.4467910897050091,SP,deep,deep-0509,SRR3962777,,,0.24979836473976075,43.0,
63313,1.0840092976903208,SP,deep,deep-0509,SRR3962777,,,0.24979836473976075,43.0,
64403,1.0035888334442715,SP,deep,deep-0509,SRR3962777,,,0.24979836473976075,43.0,
64608,2.116796314936744,SP,deep,deep-0509,SRR3962777,,,0.24979836473976075,43.0,
66470,0.40062928390471225,SP,deep,deep-0509,SRR3962777,,,0.24979836473976075,43.0,
67326,0.1063019347017126,SP,deep,deep-0509,SRR3963456,,,0.20192453427368445,12.0,
67326,0.08831445253742662,NP,deep,deep-0509,SRR3962771,,,0.1621995182107655,95.0,
64608,0.09248140620574254,NP,deep,deep-0509,SRR3962771,,,0.1621995182107655,95.0,
67958,1.660397030399008,NP,deep,deep-0509,SRR3962771,,,0.1621995182107655,95.0,
67961,1.318779386094241,NP,deep,deep-0509,SRR3962771,,,0.1621995182107655,95.0,
