gene_callers_id,contig,COG20_FUNCTION,bin,pNpS
661221.0,k127_7348844,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0562,0.9398191975451092
677235.0,k127_3456016,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,0.7814857121302929
683589.0,k127_12929614,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0195,1.2313393909311974
713754.0,k127_12935946,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0289,0.6432582397779327
759737.0,k127_7367223,SRSO17 transposase (Srso17),deep_MAG_0011,0.7886164309196916
777349.0,k127_7369999,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0603,0.5685400712115383
778040.0,k127_127263,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0488,0.9815117314067742
780842.0,k127_3475082,IS4 transposase InsG (InsG),deep_MAG_0122,0.11997232853653828
827126.0,k127_4596502,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),deep_MAG_0263,1.3595850244035024
856675.0,k127_3489511,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),deep_MAG_0126,0.6150404075417196
858824.0,k127_6269946,Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0165,0.35767212412168514
920790.0,k127_1271390,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0378,2.5475509138805306
946633.0,k127_11320279,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0400,0.7006714304015068
991857.0,k127_4077436,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0603,0.19116466847596303
991858.0,k127_4077436,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0603,0.5130562311046986
1003357.0,k127_9647777,IS4 transposase InsG (InsG),deep_MAG_0328,0.489587515686863
1011500.0,k127_12438114,IS4 transposase InsG (InsG),deep_MAG_0300,2.537110631077228
1053255.0,k127_9107245,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0218,7.413930102126592
1069930.0,k127_1302604,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0584,0.5294141437460885
1077211.0,k127_7431779,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0531,0.06489924419420022
1092369.0,k127_1876262,SRSO17 transposase (Srso17),deep_MAG_0269,2.2629768996949466
1094673.0,k127_12456207,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0223,1.0577924578026852
1097835.0,k127_12457004,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0490,1.3012418090583426
1098923.0,k127_4101325,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0339,0.5792435692703147
1099454.0,k127_6874236,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0603,2.280375213562882
1158461.0,k127_10800399,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,5.4657043879907405
1174564.0,k127_7453156,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0140,1.1052689906230797
1223660.0,k127_8027831,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0488,0.6241833202244482
1232322.0,k127_3014312,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0193,1.4141975958320827
1236445.0,k127_10267326,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0184,0.08161484299691775
1259918.0,k127_8035806,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0527,4.486335207651481
1264811.0,k127_12494929,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,0.3868282034490247
1289909.0,k127_2470714,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,0.24168871237945905
1308359.0,k127_9163989,IS4 transposase InsG (InsG),deep_MAG_0345,1.8683645752878597
1312092.0,k127_8047902,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0548,0.9329984944855252
1314216.0,k127_6922694,IS4 transposase InsG (InsG),deep_MAG_0511,0.402227356389892
1341821.0,k127_3598927,SRSO17 transposase (Srso17),deep_MAG_0011,0.7477066778986851
1344477.0,k127_9172794,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),deep_MAG_0096,3.1267882248883714
1370953.0,k127_259757,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0036,3.366172114295315
1434188.0,k127_3622454,IS4 transposase InsG (InsG),deep_MAG_0122,0.2850525725071307
1455745.0,k127_7519535,IS4 transposase InsG (InsG),deep_MAG_0531,1.7216173013832194
1464373.0,k127_9203131,SRSO17 transposase (Srso17),deep_MAG_0011,0.7810035822267096
1494398.0,k127_291142,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0262,1.150113963885799
1510932.0,k127_852983,"Adenine-specific DNA methylase, contains a Zn-ribbon domain!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",deep_MAG_0298,0.6501648559495501
1535845.0,k127_6422447,IS4 transposase InsG (InsG),deep_MAG_0036,0.7366578529050594
1543905.0,k127_4755289,IS4 transposase InsG (InsG),deep_MAG_0401,0.3109495498137119
1561492.0,k127_4759743,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,1.013913043478257
1562618.0,k127_2540853,SRSO17 transposase (Srso17),deep_MAG_0304,1.9307356028777811
1582611.0,k127_6435434,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0218,0.4110730856301045
1594340.0,k127_6995447,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0455,0.5992407656945336
1600855.0,k127_3668803,SRSO17 transposase (Srso17),deep_MAG_0177,0.3117460764191529
1607687.0,k127_8122368,IS4 transposase InsG (InsG),deep_MAG_0140,0.4871621371373162
1623482.0,k127_9797397,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0559,0.5765105322919594
1625378.0,k127_882629,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0218,0.5194787059327095
1632824.0,k127_8129141,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),deep_MAG_0202,2.629082191349061
1674645.0,k127_12043875,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0169,0.9447432991124391
1688000.0,k127_8144248,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0603,4.977843632070012
1690561.0,k127_2020818,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0291,0.14833832005676467
1698394.0,k127_4794842,SRSO17 transposase (Srso17),deep_MAG_0028,0.11918341925775618
1698765.0,k127_5359054,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),deep_MAG_0397,0.052444421614406656
1755301.0,k127_5374717,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,1.0238256241808372
1776395.0,k127_9287381,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0400,0.3315227922549876
1807118.0,k127_935749,IS4 transposase InsG (InsG),deep_MAG_0349,2.7014003387916468
1810254.0,k127_1490203,SRSO17 transposase (Srso17),deep_MAG_0122,0.7122911132301586
1814959.0,k127_12084008,IS4 transposase InsG (InsG),deep_MAG_0285,0.2465529717182864
1845371.0,k127_3176092,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0427,0.4003153919107135
1854841.0,k127_12095017,IS4 transposase InsG (InsG),deep_MAG_0011,1.1823677005087003
1864344.0,k127_9312856,IS4 transposase InsG (InsG),deep_MAG_0612,0.3881393989054588
1867909.0,k127_2069511,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,0.1657790893344978
1899145.0,k127_8202830,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0218,2.7215743599851088
1938390.0,k127_10461110,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0309,0.22007141009119552
1940684.0,k127_1531688,IS4 transposase InsG (InsG),deep_MAG_0165,0.2360279585392734
1999515.0,k127_8786559,"Adenine-specific DNA methylase, contains a Zn-ribbon domain!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",deep_MAG_0527,1.6180130782514153
2047448.0,k127_7124003,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0524,0.645567439855653
2055599.0,k127_4900789,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0603,0.41955555446362136
2056050.0,k127_1016462,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0582,0.12552376364251536
2078654.0,k127_6580368,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0434,0.036938234720617816
2109407.0,k127_3824456,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),deep_MAG_0427,0.6253188022960744
2110200.0,k127_8268322,IS4 transposase InsG (InsG),deep_MAG_0335,0.9240936277474604
2147006.0,k127_9960798,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0351,1.691605730026124
2200914.0,k127_4412255,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0213,0.3086742674975833
2204700.0,k127_3291602,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0265,0.1886156406268016
2221093.0,k127_12770097,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0539,0.13981061964488953
2235371.0,k127_7180859,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0531,0.2049375288639744
2256744.0,k127_9994676,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0523,0.6150569361191923
2256747.0,k127_9994676,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0523,0.4290358304808621
2274600.0,k127_7192808,SRSO17 transposase (Srso17),deep_MAG_0011,0.24710272714641324
2276494.0,k127_4973220,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0457,0.4952727268242485
2278707.0,k127_11678957,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),deep_MAG_0122,1.1146274259450648
2283917.0,k127_2761040,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0169,0.2633123890856585
2311220.0,k127_6651370,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0355,2.05878767151352
2312771.0,k127_11117844,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0555,0.16256179931647224
2355546.0,k127_5553113,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0289,0.12168962761193534
2360694.0,k127_1667278,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0455,0.8336030786455948
2369304.0,k127_8892657,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0527,0.5122660958159235
2373592.0,k127_2224046,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0195,1.030747204967445
2409280.0,k127_7226306,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0298,1.4642979206328874
2414331.0,k127_8352775,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),deep_MAG_0355,1.3043408748908067
2429342.0,k127_8911519,IS4 transposase InsG (InsG),deep_MAG_0427,0.8151866076381087
