ERR599155,SRF,0.22-1.6,Tara032_SRF_0.22-1.6
ERR599049,SRF,0.22-1.6,Tara033_SRF_0.22-1.6
ERR599134,SRF,0.22-1.6,Tara033_SRF_0.22-1.6
ERR598975,DCM,0.22-1.6,Tara034_DCM_0.22-1.6
ERR599111,DCM,0.22-1.6,Tara034_DCM_0.22-1.6
ERR598959,SRF,0.22-1.6,Tara034_SRF_0.22-1.6
ERR598991,SRF,0.22-1.6,Tara034_SRF_0.22-1.6
ERR598974,DCM,0.22-1.6,Tara036_DCM_0.22-1.6
ERR599028,DCM,0.22-1.6,Tara036_DCM_0.22-1.6
ERR598966,SRF,0.22-1.6,Tara036_SRF_0.22-1.6
ERR599143,SRF,0.22-1.6,Tara036_SRF_0.22-1.6
ERR3589585,MES,0.22-3,Tara158_MES_0.22-3
ERR598949,DCM,0.22-1.6,Tara038_DCM_0.22-1.6
ERR599082,DCM,0.22-1.6,Tara038_DCM_0.22-1.6
ERR3589593,MES,0.22-3,Tara163_MES_0.22-3
ERR599102,SRF,0.22-1.6,Tara038_SRF_0.22-1.6
ERR599158,SRF,0.22-1.6,Tara038_SRF_0.22-1.6
ERR599145,DCM,0.22-1.6,Tara039_DCM_0.22-1.6
ERR3589570,MES,0.22-3,Tara189_MES_0.22-3
ERR598977,DCM,0.22-1.6,Tara041_DCM_0.22-1.6
ERR599053,DCM,0.22-1.6,Tara041_DCM_0.22-1.6
ERR599011,SRF,0.22-1.6,Tara041_SRF_0.22-1.6
ERR599074,SRF,0.22-1.6,Tara041_SRF_0.22-1.6
ERR599013,DCM,0.22-1.6,Tara042_DCM_0.22-1.6
ERR599130,DCM,0.22-1.6,Tara042_DCM_0.22-1.6
ERR599075,SRF,0.22-1.6,Tara042_SRF_0.22-1.6
ERR599141,SRF,0.22-1.6,Tara042_SRF_0.22-1.6
ERR599045,SRF,0.22-1.6,Tara045_SRF_0.22-1.6
ERR599054,SRF,0.22-1.6,Tara045_SRF_0.22-1.6
ERR599019,SRF,0.22-1.6,Tara048_SRF_0.22-1.6
ERR599138,SRF,0.22-1.6,Tara048_SRF_0.22-1.6
ERR599002,DCM,0.22-1.6,Tara052_DCM_0.22-1.6
ERR599016,DCM,0.22-1.6,Tara052_DCM_0.22-1.6
ERR599098,SRF,0.22-1.6,Tara052_SRF_0.22-1.6
ERR599139,SRF,0.22-1.6,Tara052_SRF_0.22-1.6
ERR3589573,MES,0.22-3,Tara201_MES_0.22-3
ERR599057,SRF,0.22-3,Tara056_SRF_0.22-3
ERR599058,SRF,0.22-3,Tara057_SRF_0.22-3
ERR599026,DCM,0.22-3,Tara058_DCM_0.22-3
ERR599012,SRF,0.22-3,Tara062_SRF_0.22-3
ERR598972,DCM,0.22-3,Tara064_DCM_0.22-3
ERR599023,DCM,0.22-3,Tara064_DCM_0.22-3
ERR599025,DCM,0.22-3,Tara064_DCM_0.22-3
ERR3589574,MES,0.22-3,Tara205_MES_0.22-3
ERR598970,SRF,0.22-3,Tara064_SRF_0.22-3
ERR599088,SRF,0.22-3,Tara064_SRF_0.22-3
ERR599150,SRF,0.22-3,Tara064_SRF_0.22-3
ERR598990,DCM,0.22-3,Tara065_DCM_0.22-3
ERR599018,DCM,0.22-3,Tara065_DCM_0.22-3
ERR599110,DCM,0.22-3,Tara065_DCM_0.22-3
ERR3589560,MES,0.22-3,Tara206_MES_0.22-3
ERR598979,SRF,0.22-3,Tara065_SRF_0.22-3
ERR599146,SRF,0.22-3,Tara065_SRF_0.22-3
ERR598982,DCM,0.22-3,Tara066_DCM_0.22-3
ERR599107,DCM,0.22-3,Tara066_DCM_0.22-3
ERR598973,SRF,0.22-3,Tara066_SRF_0.22-3
ERR599068,SRF,0.22-3,Tara066_SRF_0.22-3
ERR599173,SRF,0.22-3,Tara066_SRF_0.22-3
ERR598994,SRF,0.22-3,Tara067_SRF_0.22-3
ERR599144,SRF,0.22-3,Tara067_SRF_0.22-3
ERR599017,DCM,0.22-3,Tara068_DCM_0.22-3
ERR599056,DCM,0.22-3,Tara068_DCM_0.22-3
ERR599103,DCM,0.22-3,Tara068_DCM_0.22-3
ERR3589562,MES,0.22-3,Tara209_MES_0.22-3
ERR599129,SRF,0.22-3,Tara068_SRF_0.22-3
ERR599171,SRF,0.22-3,Tara068_SRF_0.22-3
ERR599174,SRF,0.22-3,Tara068_SRF_0.22-3
ERR3589563,MES,0.22-3,Tara210_MES_0.22-3
ERR599135,SRF,0.22-3,Tara070_SRF_0.22-3
ERR599165,SRF,0.22-3,Tara070_SRF_0.22-3
ERR599133,DCM,0.22-3,Tara072_DCM_0.22-3
ERR599137,DCM,0.22-3,Tara072_DCM_0.22-3
ERR598984,SRF,0.22-3,Tara072_SRF_0.22-3
ERR599105,SRF,0.22-3,Tara072_SRF_0.22-3
ERR599040,DCM,0.22-3,Tara076_DCM_0.22-3
ERR599148,DCM,0.22-3,Tara076_DCM_0.22-3
ERR599010,SRF,0.22-3,Tara076_SRF_0.22-3
ERR599126,SRF,0.22-3,Tara076_SRF_0.22-3
ERR599046,DCM,0.22-3,Tara078_DCM_0.22-3
ERR599101,DCM,0.22-3,Tara078_DCM_0.22-3
ERR599006,SRF,0.22-3,Tara078_SRF_0.22-3
ERR599022,SRF,0.22-3,Tara078_SRF_0.22-3
ERR599027,DCM,0.22-3,Tara082_DCM_0.22-3
ERR599122,DCM,0.22-3,Tara082_DCM_0.22-3
ERR599009,SRF,0.22-3,Tara082_SRF_0.22-3
ERR599035,SRF,0.22-3,Tara082_SRF_0.22-3
ERR598945,SRF,0.22-3,Tara084_SRF_0.22-3
ERR599059,SRF,0.22-3,Tara084_SRF_0.22-3
ERR599104,DCM,0.22-3,Tara085_DCM_0.22-3
ERR599121,DCM,0.22-3,Tara085_DCM_0.22-3
ERR599090,SRF,0.22-3,Tara085_SRF_0.22-3
ERR599176,SRF,0.22-3,Tara085_SRF_0.22-3
ERR598965,DCM,0.22-3,Tara093_DCM_0.22-3
ERR599064,SRF,0.22-3,Tara093_SRF_0.22-3
ERR599050,SRF,0.22-3,Tara094_SRF_0.22-3
ERR598967,SRF,0.22-3,Tara096_SRF_0.22-3
ERR599042,DCM,0.22-3,Tara098_DCM_0.22-3
ERR599079,DCM,0.22-3,Tara098_DCM_0.22-3
ERR599093,SRF,0.22-3,Tara098_SRF_0.22-3
ERR599120,SRF,0.22-3,Tara098_SRF_0.22-3
ERR599024,SRF,0.22-3,Tara099_SRF_0.22-3
ERR599081,DCM,0.22-3,Tara100_DCM_0.22-3
ERR599113,DCM,0.22-3,Tara100_DCM_0.22-3
ERR598946,DCM,0.22-3,Tara100_DCM_0.22-3
ERR598953,DCM,0.22-3,Tara100_DCM_0.22-3
ERR598981,DCM,0.22-3,Tara100_DCM_0.22-3
ERR599063,SRF,0.22-3,Tara100_SRF_0.22-3
ERR599163,SRF,0.22-3,Tara100_SRF_0.22-3
ERR599169,SRF,0.22-3,Tara100_SRF_0.22-3
ERR598962,DCM,0.22-3,Tara102_DCM_0.22-3
ERR599007,DCM,0.22-3,Tara102_DCM_0.22-3
ERR599168,DCM,0.22-3,Tara102_DCM_0.22-3
ERR599031,MES,0.22-1.6,Tara037_MES_0.22-1.6
ERR599062,MES,0.22-1.6,Tara037_MES_0.22-1.6
ERR598943,SRF,0.22-3,Tara102_SRF_0.22-3
ERR598978,SRF,0.22-3,Tara102_SRF_0.22-3
ERR598952,DCM,0.22-3,Tara109_DCM_0.22-3
ERR599065,DCM,0.22-3,Tara109_DCM_0.22-3
ERR599108,DCM,0.22-3,Tara109_DCM_0.22-3
ERR599109,MES,0.22-1.6,Tara038_MES_0.22-1.6
ERR599167,MES,0.22-1.6,Tara038_MES_0.22-1.6
ERR598997,SRF,0.22-3,Tara109_SRF_0.22-3
ERR599118,SRF,0.22-3,Tara109_SRF_0.22-3
ERR599014,DCM,0.22-3,Tara110_DCM_0.22-3
ERR599037,MES,0.22-1.6,Tara039_MES_0.22-1.6
ERR599172,MES,0.22-1.6,Tara039_MES_0.22-1.6
ERR599039,SRF,0.22-3,Tara110_SRF_0.22-3
ERR598961,DCM,0.22-3,Tara111_DCM_0.22-3
ERR599112,MES,0.22-3,Tara056_MES_0.22-3
ERR599077,SRF,0.22-3,Tara111_SRF_0.22-3
ERR598957,DCM,0.22-3,Tara112_DCM_0.22-3
ERR599021,MES,0.22-3,Tara064_MES_0.22-3
ERR599164,MES,0.22-3,Tara064_MES_0.22-3
ERR598954,SRF,0.22-3,Tara112_SRF_0.22-3
ERR598948,DCM,0.22-3,Tara122_DCM_0.22-3
ERR598960,MES,0.22-3,Tara065_MES_0.22-3
ERR599034,MES,0.22-3,Tara065_MES_0.22-3
ERR598992,SRF,0.22-3,Tara122_SRF_0.22-3
ERR598956,MIX,0.22-3,Tara123_MIX_0.22-3
ERR598998,MIX,0.22-3,Tara123_MIX_0.22-3
ERR599117,MIX,0.22-3,Tara123_MIX_0.22-3
ERR599157,MIX,0.22-3,Tara123_MIX_0.22-3
ERR599160,SRF,0.22-3,Tara123_SRF_0.22-3
ERR598988,MIX,0.22-3,Tara124_MIX_0.22-3
ERR599084,MIX,0.22-3,Tara124_MIX_0.22-3
ERR599089,MIX,0.22-3,Tara124_MIX_0.22-3
ERR599161,MIX,0.22-3,Tara124_MIX_0.22-3
ERR588857,SRF,0.22-3,Tara124_SRF_0.22-3
ERR599036,SRF,0.22-3,Tara124_SRF_0.22-3
ERR599069,SRF,0.22-3,Tara124_SRF_0.22-3
ERR599080,SRF,0.22-3,Tara124_SRF_0.22-3
ERR599151,SRF,0.22-3,Tara124_SRF_0.22-3
ERR599156,MIX,0.22-3,Tara125_MIX_0.22-3
ERR599066,SRF,0.22-3,Tara125_SRF_0.22-3
ERR599091,SRF,0.22-3,Tara125_SRF_0.22-3
ERR599114,SRF,0.22-3,Tara125_SRF_0.22-3
ERR599119,SRF,0.22-3,Tara125_SRF_0.22-3
ERR599032,DCM,0.22-3,Tara128_DCM_0.22-3
ERR599038,SRF,0.22-3,Tara128_SRF_0.22-3
ERR598995,DCM,0.22-3,Tara132_DCM_0.22-3
ERR599142,SRF,0.22-3,Tara132_SRF_0.22-3
ERR598942,DCM,0.22-3,Tara133_DCM_0.22-3
ERR599052,SRF,0.22-3,Tara133_SRF_0.22-3
ERR598987,DCM,0.22-3,Tara137_DCM_0.22-3
ERR599070,DCM,0.22-3,Tara137_DCM_0.22-3
ERR599099,DCM,0.22-3,Tara137_DCM_0.22-3
ERR599147,DCM,0.22-3,Tara137_DCM_0.22-3
ERR598989,SRF,0.22-3,Tara137_SRF_0.22-3
ERR599087,DCM,0.22-3,Tara138_DCM_0.22-3
ERR599030,SRF,0.22-3,Tara138_SRF_0.22-3
ERR599162,SRF,0.22-3,Tara140_SRF_0.22-3
ERR599029,SRF,0.22-3,Tara141_SRF_0.22-3
ERR599100,DCM,0.22-3,Tara142_DCM_0.22-3
ERR598985,MES,0.22-3,Tara142_MES_0.22-3
ERR599136,SRF,0.22-3,Tara142_SRF_0.22-3
ERR599166,MES,0.22-3,Tara145_MES_0.22-3
ERR598983,SRF,0.22-3,Tara145_SRF_0.22-3
ERR599047,MES,0.22-3,Tara146_MES_0.22-3
ERR598968,SRF,0.22-3,Tara146_SRF_0.22-3
ERR599123,SRF,0.22-3,Tara148_SRF_0.22-3
ERR598958,MES,0.22-3,Tara148_MES_0.22-3
ERR598964,MES,0.22-3,Tara149_MES_0.22-3
ERR598963,SRF,0.22-3,Tara149_SRF_0.22-3
ERR598996,DCM,0.22-3,Tara150_DCM_0.22-3
ERR599170,SRF,0.22-3,Tara150_SRF_0.22-3
ERR598986,DCM,0.22-3,Tara151_DCM_0.22-3
ERR598976,SRF,0.22-3,Tara151_SRF_0.22-3
ERR598944,MES,0.22-3,Tara152_MES_0.22-3
ERR599001,MIX,0.22-3,Tara152_MIX_0.22-3
ERR599078,SRF,0.22-3,Tara152_SRF_0.22-3
ERR3589583,DCM,0.22-3,Tara155_DCM_0.22-3
ERR3589584,MES,0.22-3,Tara155_MES_0.22-3
ERR3589591,SRF,0.22-3,Tara155_SRF_0.22-3
ERR3589564,DCM,0.22-3,Tara158_DCM_0.22-3
ERR3589592,SRF,0.22-3,Tara158_SRF_0.22-3
ERR3589586,SRF,0.22-3,Tara163_SRF_0.22-3
ERR3589565,DCM,0.22-3,Tara168_DCM_0.22-3
ERR3589587,MIX,0.22-3,Tara168_MIX_0.22-3
ERR3589588,SRF,0.22-3,Tara168_SRF_0.22-3
ERR3589589,DCM,0.22-3,Tara173_DCM_0.22-3
ERR3589553,DCM,0.22-3,Tara173_DCM_0.22-3
ERR3589566,SRF,0.22-3,Tara173_SRF_0.22-3
ERR3589577,SRF,0.22-3,Tara175_SRF_0.22-3
ERR3589567,MIX,0.22-3,Tara175_MIX_0.22-3
ERR3589590,SRF,0.22-3,Tara178_SRF_0.22-3
ERR3589568,SRF,0.22-3,Tara180_SRF_0.22-3
ERR3589578,DCM,0.22-3,Tara180_DCM_0.22-3
ERR3589579,DCM,0.22-3,Tara188_DCM_0.22-3
ERR3589554,SRF,0.22-3,Tara188_SRF_0.22-3
ERR3589569,DCM,0.22-3,Tara189_DCM_0.22-3
ERR3589555,SRF,0.22-3,Tara189_SRF_0.22-3
ERR3589580,SRF,0.22-3,Tara191_SRF_0.22-3
ERR3589581,SRF,0.22-3,Tara193_SRF_0.22-3
ERR3589571,DCM,0.22-3,Tara194_DCM_0.22-3
ERR3589556,SRF,0.22-3,Tara194_SRF_0.22-3
ERR3589557,SRF,0.22-3,Tara196_SRF_0.22-3
ERR3589572,DCM,0.22-3,Tara201_DCM_0.22-3
ERR3589558,SRF,0.22-3,Tara201_SRF_0.22-3
ERR598971,MES,0.22-3,Tara109_MES_0.22-3
ERR599067,MES,0.22-3,Tara109_MES_0.22-3
ERR3589559,SRF,0.22-3,Tara205_SRF_0.22-3
ERR598980,MES,0.22-3,Tara132_MES_0.22-3
ERR3589561,SRF,0.22-3,Tara206_SRF_0.22-3
ERR3589575,SRF,0.22-3,Tara208_SRF_0.22-3
ERR599115,MES,0.22-3,Tara133_MES_0.22-3
ERR3589576,SRF,0.22-3,Tara209_SRF_0.22-3
ERR599015,MES,0.22-3,Tara137_MES_0.22-3
ERR599076,MES,0.22-3,Tara137_MES_0.22-3
ERR599127,MES,0.22-3,Tara137_MES_0.22-3
ERR599152,MES,0.22-3,Tara137_MES_0.22-3
ERR3589582,SRF,0.22-3,Tara210_SRF_0.22-3
ERR599383,SRF,lt-0.22,Tara011_SRF_lt-0.22
ERR594352,DCM,lt-0.22,Tara018_DCM_lt-0.22
ERR594358,SRF,lt-0.22,Tara018_SRF_lt-0.22
ERR594378,SRF,lt-0.22,Tara022_SRF_lt-0.22
ERR594406,SRF,lt-0.22,Tara022_SRF_lt-0.22
ERR594408,DCM,lt-0.22,Tara023_DCM_lt-0.22
ERR594375,DCM,lt-0.22,Tara025_DCM_lt-0.22
ERR594396,SRF,lt-0.22,Tara025_SRF_lt-0.22
ERR594405,DCM,lt-0.22,Tara030_DCM_lt-0.22
ERR594401,SRF,lt-0.22,Tara031_SRF_lt-0.22
ERR594410,SRF,lt-0.22,Tara031_SRF_lt-0.22
ERR594360,DCM,lt-0.22,Tara032_DCM_lt-0.22
ERR594393,SRF,lt-0.22,Tara032_SRF_lt-0.22
ERR599350,SRF,lt-0.22,Tara033_SRF_lt-0.22
ERR594390,DCM,lt-0.22,Tara034_DCM_lt-0.22
ERR594368,SRF,lt-0.22,Tara034_SRF_lt-0.22
ERR594370,SRF,lt-0.22,Tara034_SRF_lt-0.22
ERR594402,DCM,lt-0.22,Tara036_DCM_lt-0.22
ERR594369,SRF,lt-0.22,Tara036_SRF_lt-0.22
ERR599372,MES,lt-0.22,Tara037_MES_lt-0.22
ERR594386,DCM,lt-0.22,Tara038_DCM_lt-0.22
ERR594399,DCM,lt-0.22,Tara038_DCM_lt-0.22
ERR599379,MES,lt-0.22,Tara038_MES_lt-0.22
ERR594374,SRF,lt-0.22,Tara038_SRF_lt-0.22
ERR594400,SRF,lt-0.22,Tara038_SRF_lt-0.22
ERR594363,DCM,lt-0.22,Tara039_DCM_lt-0.22
ERR594397,DCM,lt-0.22,Tara039_DCM_lt-0.22
ERR599360,MES,lt-0.22,Tara039_MES_lt-0.22
ERR594356,SRF,lt-0.22,Tara039_SRF_lt-0.22
ERR594365,SRF,lt-0.22,Tara039_SRF_lt-0.22
ERR594366,DCM,lt-0.22,Tara041_DCM_lt-0.22
ERR594367,DCM,lt-0.22,Tara041_DCM_lt-0.22
ERR594371,DCM,lt-0.22,Tara041_DCM_lt-0.22
ERR594372,DCM,lt-0.22,Tara041_DCM_lt-0.22
ERR594373,DCM,lt-0.22,Tara041_DCM_lt-0.22
ERR594384,SRF,lt-0.22,Tara041_SRF_lt-0.22
ERR594413,DCM,lt-0.22,Tara042_DCM_lt-0.22
ERR594398,SRF,lt-0.22,Tara042_SRF_lt-0.22
ERR594403,SRF,lt-0.22,Tara042_SRF_lt-0.22
ERR599356,SRF,lt-0.22,Tara045_SRF_lt-0.22
ERR594376,SRF,lt-0.22,Tara046_SRF_lt-0.22
ERR599344,SRF,lt-0.22,Tara048_SRF_lt-0.22
ERR594394,DCM,lt-0.22,Tara052_DCM_lt-0.22
ERR599358,SRF,lt-0.22,Tara052_SRF_lt-0.22
ERR599371,MES,lt-0.22,Tara056_MES_lt-0.22
ERR599376,SRF,lt-0.22,Tara056_SRF_lt-0.22
ERR599362,DCM,lt-0.22,Tara058_DCM_lt-0.22
ERR599339,SRF,lt-0.22,Tara062_SRF_lt-0.22
ERR594385,DCM,lt-0.22,Tara064_DCM_lt-0.22
ERR599351,MES,lt-0.22,Tara064_MES_lt-0.22
ERR594392,SRF,lt-0.22,Tara064_SRF_lt-0.22
ERR594382,DCM,lt-0.22,Tara065_DCM_lt-0.22
ERR594414,DCM,lt-0.22,Tara065_DCM_lt-0.22
ERR594359,SRF,lt-0.22,Tara065_SRF_lt-0.22
ERR594361,SRF,lt-0.22,Tara065_SRF_lt-0.22
ERR594389,DCM,lt-0.22,Tara066_DCM_lt-0.22
ERR594362,SRF,lt-0.22,Tara066_SRF_lt-0.22
ERR594395,SRF,lt-0.22,Tara067_SRF_lt-0.22
ERR594404,SRF,lt-0.22,Tara067_SRF_lt-0.22
ERR594415,DCM,lt-0.22,Tara068_DCM_lt-0.22
ERR599382,MES,lt-0.22,Tara068_MES_lt-0.22
ERR594391,SRF,lt-0.22,Tara068_SRF_lt-0.22
ERR594407,MES,lt-0.22,Tara070_MES_lt-0.22
ERR594353,SRF,lt-0.22,Tara070_SRF_lt-0.22
ERR594379,DCM,lt-0.22,Tara072_DCM_lt-0.22
ERR594388,MES,lt-0.22,Tara072_MES_lt-0.22
ERR594364,SRF,lt-0.22,Tara072_SRF_lt-0.22
ERR594355,DCM,lt-0.22,Tara076_DCM_lt-0.22
ERR599347,MES,lt-0.22,Tara076_MES_lt-0.22
ERR599370,MES,lt-0.22,Tara076_MES_lt-0.22
ERR594354,SRF,lt-0.22,Tara076_SRF_lt-0.22
ERR599374,DCM,lt-0.22,Tara078_DCM_lt-0.22
ERR599361,MES,lt-0.22,Tara078_MES_lt-0.22
ERR594411,SRF,lt-0.22,Tara078_SRF_lt-0.22
ERR594409,DCM,lt-0.22,Tara082_DCM_lt-0.22
ERR599384,SRF,lt-0.22,Tara082_SRF_lt-0.22
ERR599352,SRF,lt-0.22,Tara084_SRF_lt-0.22
ERR594377,DCM,lt-0.22,Tara085_DCM_lt-0.22
ERR599373,MES,lt-0.22,Tara085_MES_lt-0.22
ERR599364,SRF,lt-0.22,Tara085_SRF_lt-0.22
ERR599359,DCM,lt-0.22,Tara100_DCM_lt-0.22
ERR599375,MES,lt-0.22,Tara100_MES_lt-0.22
ERR599342,SRF,lt-0.22,Tara100_SRF_lt-0.22
ERR599349,DCM,lt-0.22,Tara102_DCM_lt-0.22
ERR599346,MES,lt-0.22,Tara102_MES_lt-0.22
ERR599353,SRF,lt-0.22,Tara102_SRF_lt-0.22
ERR594357,DCM,lt-0.22,Tara109_DCM_lt-0.22
ERR594380,DCM,lt-0.22,Tara109_DCM_lt-0.22
ERR594381,DCM,lt-0.22,Tara109_DCM_lt-0.22
ERR594383,DCM,lt-0.22,Tara109_DCM_lt-0.22
ERR594387,DCM,lt-0.22,Tara109_DCM_lt-0.22
ERR594412,SRF,lt-0.22,Tara109_SRF_lt-0.22
ERR599369,DCM,lt-0.22,Tara111_DCM_lt-0.22
ERR599368,MES,lt-0.22,Tara111_MES_lt-0.22
ERR599357,SRF,lt-0.22,Tara111_SRF_lt-0.22
ERR599377,DCM,lt-0.22,Tara122_DCM_lt-0.22
ERR599341,MES,lt-0.22,Tara122_MES_lt-0.22
ERR599380,SRF,lt-0.22,Tara122_SRF_lt-0.22
ERR599343,MIX,lt-0.22,Tara123_MIX_lt-0.22
ERR599348,MIX,lt-0.22,Tara123_MIX_lt-0.22
ERR599378,SRF,lt-0.22,Tara123_SRF_lt-0.22
ERR634968,SRF,lt-0.22,Tara123_SRF_lt-0.22
ERR599367,MIX,lt-0.22,Tara124_MIX_lt-0.22
